player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Aaron Rodgers,2241,QB,GB,7,2.99,0,245,12,70.9,165,182,11.2,2.86,1,13,6.7,62.6,114,64,2.6,205,83.7,3,77,,,,,90.2,79.9,59.6,,77.1,,74.2,,,2,3,219,25.0,104.3,7.8,16,7,3,11,13,6,2.7,1447,8.0,74.3,148,160,9.2,2.53,2,13,7.5,67.5,108,49,1.8,178,72.7,2,64,,,,,90.0,80.9,57.7,,77.8,,76.5,,,2,3,192,24.5,103.4,6.7,12,6,3,5,10,5,2.6,1231,7.7,80.0,55,61,7.9,2.93,0,1,1.6,70.5,43,18,2.3,67,27.3,1,30,,,,,82.2,71.4,79.0,,72.0,,52.3,,,0,0,67,22.2,120.9,6.0,4,2,0,6,5,1,1.5,479,7.9,0,97.4,38,39,-1.2,1.52,1,1,2.6,94.9,37,3,0.0,40,16.3,0,17,,,,,79.0,73.7,77.2,,74.7,,56.8,,,0,0,40,0.0,111.9,0.0,0,1,0,0,2,0,0.0,263,6.7,0.16
Trevor Lawrence,77632,QB,JAX,6,11.82,0,238,15,68.6,185,201,9.8,2.91,1,10,4.6,58.2,117,82,7.9,221,92.9,10,66,,,,,77.0,56.8,85.8,,54.2,,67.7,,,5,8,240,11.0,74.0,4.1,9,11,1,9,7,12,5.0,1369,6.8,68.8,144,159,8.8,2.71,2,5,2.9,56.6,90,59,9.1,173,72.7,9,48,,,,,72.3,54.9,85.2,,52.1,,67.3,,,3,6,186,13.6,68.2,4.6,8,5,1,9,5,9,4.8,924,5.8,75.5,53,57,9.8,3.1,0,5,7.9,68.4,39,25,2.5,65,27.3,1,21,,,,,82.5,63.3,79.3,,62.2,,63.4,,,2,2,71,8.0,95.7,3.1,2,6,0,2,2,3,4.2,541,9.5,0,100.0,12,15,-3.0,1.61,1,0,0.0,80.0,12,2,0.0,17,7.1,0,3,,,,,74.2,61.4,74.1,,61.1,,,,,0,0,17,50.0,93.3,5.9,1,0,0,2,0,0,0.0,96,6.4,3.68
Joe Burrow,28022,QB,CIN,7,-6.47,0,236,7,76.5,183,194,10.0,2.66,4,13,6.5,68.0,132,66,5.7,217,91.9,8,81,,,,,90.3,87.5,85.9,,85.9,,63.0,,,0,8,227,24.2,111.1,7.4,16,7,2,5,17,9,4.0,1878,9.7,77.6,156,165,8.4,2.49,3,8,4.7,70.3,116,52,4.1,183,77.5,5,66,,,,,90.0,85.3,85.5,,83.7,,64.4,,,0,5,190,23.1,109.4,6.6,12,6,2,4,12,6,3.2,1469,8.9,75.0,44,47,11.0,2.91,2,5,10.2,63.8,30,18,9.1,53,22.5,3,17,,,,,81.1,76.9,78.4,,76.2,,58.3,,,0,3,56,27.8,107.3,9.4,5,1,0,1,5,3,5.4,487,10.4,0,82.4,17,18,-2.1,1.81,1,0,0.0,77.8,14,4,0.0,19,8.1,0,2,,,,,74.8,59.3,74.5,,59.1,,,,,0,0,19,25.0,84.7,5.3,1,0,0,0,0,0,0.0,78,4.3,1.46
Dak Prescott,10769,QB,DAL,6,3.76,0,236,9,76.7,180,191,9.7,2.74,3,15,7.1,70.7,135,65,2.2,210,89.0,3,85,,,,,29.9,83.4,62.3,,88.5,,29.4,,,3,4,232,13.8,115.6,4.3,9,9,0,5,16,6,2.6,1624,8.5,77.1,144,150,8.7,2.57,2,12,7.2,72.0,108,49,2.7,166,70.3,3,63,,,,,27.5,79.1,59.3,,85.6,58.4,29.4,,,2,3,183,16.3,110.3,4.8,8,8,0,2,10,5,2.7,1235,8.2,83.6,61,66,7.0,2.67,1,3,4.1,75.8,50,17,2.0,70,29.7,1,33,,,,,83.2,81.4,79.6,,80.2,,58.3,,,1,1,77,5.9,125.7,1.4,1,1,0,3,6,1,1.3,578,8.8,0,96.0,25,25,-2.7,1.44,0,0,0.0,92.0,23,1,4.2,26,11.0,1,11,,,,,77.0,65.5,76.0,,65.4,58.4,,,,0,0,28,0.0,98.2,0.0,0,0,0,0,0,0,0.0,189,7.6,0.53
Baker Mayfield,46518,QB,CLV,6,16.75,0,207,8,71.5,137,148,11.9,3.12,4,10,6.4,62.2,92,60,6.1,182,87.9,6,57,,,,,34.4,69.2,59.3,,70.2,60.0,52.4,,,0,3,192,30.0,89.6,9.9,18,16,2,5,5,6,3.1,1170,7.9,73.1,119,129,9.9,2.76,4,7,5.2,62.8,81,47,6.9,152,73.4,6,46,,,,,46.3,68.7,56.8,,65.4,,71.3,,,0,3,160,29.8,92.1,9.2,14,9,2,4,6,5,3.1,986,7.6,81.4,43,44,8.6,3.51,0,3,6.4,79.5,35,13,0.0,55,26.6,0,26,,,,,36.8,68.8,78.6,,78.6,60.0,30.0,,,0,0,58,30.8,112.9,7.3,4,7,0,1,0,1,1.7,488,11.1,0,96.0,25,25,-3.0,1.82,0,0,0.0,96.0,24,0,0.0,25,12.1,0,15,,,,,76.6,69.4,75.6,,68.6,,,,,0,0,26,,130.7,0.0,0,0,0,0,1,0,0.0,304,12.2,3.45
Zach Wilson,82096,QB,NYJ,6,-15.82,0,205,22,67.5,151,162,10.6,3.27,2,8,4.6,54.3,88,85,13.7,186,90.7,14,50,,,,,72.0,59.3,84.9,,57.3,,70.2,,,2,9,199,23.5,61.5,10.8,20,4,0,7,4,11,5.5,1131,7.0,74.0,123,133,8.9,2.87,3,7,4.9,61.7,82,61,9.9,151,73.7,9,42,,,,,88.6,70.6,84.3,,67.6,,74.8,,,2,4,160,24.6,77.6,9.9,15,3,0,5,3,6,3.8,932,7.0,60.9,46,48,9.7,3.75,0,1,1.9,45.8,22,24,21.4,54,26.3,6,9,,,,,36.9,35.5,78.6,,37.8,,56.8,,,0,5,59,20.8,28.1,9.3,5,1,0,2,1,5,8.5,236,4.9,0,94.4,18,19,-3.4,1.49,1,0,0.0,84.2,16,0,5.9,19,9.3,1,1,,,,,75.1,61.7,74.7,,61.3,,,,,0,0,20,,79.2,0.0,0,0,0,0,0,0,0.0,37,1.9,-2.09
Davis Mills,52269,QB,HST,6,-24.14,0,188,13,72.2,133,146,9.9,2.65,3,4,2.5,61.0,89,52,7.3,163,86.7,7,46,,,,,29.7,53.7,84.8,,54.5,,48.5,,,3,7,181,28.8,71.8,9.2,15,2,1,6,5,9,5.0,964,6.6,80.6,124,136,6.1,2.4,3,2,1.4,69.9,95,43,5.0,149,79.3,5,37,,,,,68.3,60.0,84.6,,60.1,,51.5,,,3,4,161,27.9,81.4,8.1,12,1,1,5,3,5,3.1,850,6.3,56.3,32,35,15.2,2.88,1,2,4.9,45.7,16,9,11.1,39,20.7,2,10,,,,,21.3,46.0,77.7,,48.1,,52.3,,,0,3,47,33.3,47.0,7.7,3,1,0,2,2,4,8.5,197,5.6,0,95.7,23,25,-3.6,1.5,1,0,0.0,88.0,22,0,0.0,25,13.3,0,1,,,,,76.8,65.3,75.8,,64.7,,,,,0,0,27,,80.5,0.0,0,0,0,1,0,0,0.0,83,3.3,-0.62
Jacoby Brissett,10725,QB,MIA,5,2.9,0,184,17,75.0,136,146,8.0,2.97,0,6,3.8,63.7,93,74,8.8,169,91.8,9,49,,,,,51.5,75.8,84.0,,73.8,,67.1,,,5,2,183,16.2,82.8,7.1,12,11,1,4,4,7,3.8,847,5.8,77.3,119,128,6.7,2.68,0,4,2.9,64.8,83,55,9.8,148,80.4,9,41,,,,,46.5,71.7,83.6,,69.3,,69.0,,,5,2,159,21.8,83.1,8.1,12,6,1,3,4,7,4.4,708,5.5,75.9,29,31,9.0,3.4,0,2,5.9,67.7,21,20,4.5,36,19.6,1,10,,,,,78.9,79.1,77.1,,79.4,,59.8,,,1,0,39,0.0,82.1,0.0,0,5,0,1,0,0,0.0,175,5.6,0,100.0,12,13,-3.5,1.19,0,0,0.0,84.6,11,1,8.3,15,8.2,1,2,,,,,73.5,63.4,73.7,,63.0,,,,,1,0,15,0.0,79.2,0.0,0,0,0,0,0,0,0.0,36,2.8,0.12
Jameis Winston,9434,QB,NO,6,12.67,0,176,20,69.6,115,131,12.3,3.28,4,11,8.0,55.7,73,72,8.8,153,86.9,7,53,,,,,50.2,75.0,56.0,,67.6,,88.7,,,5,3,160,12.5,100.0,5.9,9,13,0,7,12,6,3.8,960,7.3,70.7,99,113,9.2,3.03,3,7,5.9,55.8,63,59,10.0,131,74.4,7,43,,,,,45.3,64.6,54.1,,55.9,,88.1,,,4,3,138,10.2,90.4,4.6,6,11,0,7,9,6,4.3,715,6.3,79.4,34,38,12.3,3.23,1,4,10.3,68.4,26,16,3.7,45,25.6,1,19,,,,,79.9,89.0,77.7,,85.9,,66.4,,,1,0,46,25.0,137.9,8.9,4,2,0,2,4,0,0.0,399,10.5,0,94.4,18,20,-4.3,1.77,0,0,0.0,80.0,16,3,5.9,23,13.1,1,9,,,,,76.1,54.5,75.3,,54.6,,,,,0,0,24,33.3,115.4,4.3,1,0,0,2,1,0,0.0,154,7.7,4.17
Justin Fields,82118,QB,CHI,7,11.55,0,173,6,62.2,111,118,11.2,3.06,1,9,7.0,54.2,64,64,7.2,158,91.3,5,41,,,,,27.9,48.9,0.0,,48.1,,61.8,,,2,6,168,34.4,57.8,13.9,22,17,1,3,2,9,5.4,738,6.3,62.6,91,96,9.1,2.84,1,5,4.8,54.2,52,49,8.8,127,73.4,5,29,,,,,44.9,47.2,0.0,,47.7,,56.6,,,1,6,136,32.7,48.7,12.6,16,14,1,2,1,8,5.9,554,5.8,72.7,33,35,10.9,3.21,0,4,10.5,65.7,23,17,4.2,46,26.6,1,15,,,,,24.3,59.1,77.9,,56.5,,69.1,,,1,0,49,35.3,97.6,13.0,6,4,0,1,1,1,2.0,262,7.5,0,92.3,13,13,-4.3,1.72,0,0,0.0,84.6,11,2,8.3,15,8.7,1,3,,,,,74.2,58.9,74.1,,62.5,,54.2,,,0,0,17,0.0,91.7,0.0,0,1,0,0,0,0,0.0,78,6.0,1.72
Jimmy Garoppolo,8697,QB,SF,5,6.89,0,157,28,71.9,114,122,9.5,2.71,0,1,0.8,63.1,77,40,6.1,133,84.7,5,48,,,,,44.1,57.9,84.2,,57.2,,58.4,,,3,4,141,17.5,91.8,5.3,7,4,1,4,6,9,6.4,1006,8.2,72.5,91,96,6.3,2.3,0,0,0.0,62.5,60,25,9.1,102,65.0,6,31,,,,,33.6,47.0,83.7,,45.8,,57.6,,,3,3,107,16.0,83.2,3.9,4,2,1,1,4,6,5.6,650,6.8,82.2,45,49,9.4,3.04,0,1,1.9,69.4,34,17,8.1,55,35.0,3,23,,,,,29.4,75.0,78.5,,73.7,,61.2,,,0,1,58,23.5,103.8,7.3,4,2,0,4,2,4,6.9,456,9.3,0,95.5,22,23,-3.9,1.72,0,0,0.0,73.9,17,2,19.0,24,15.3,4,6,,,,,22.5,52.8,75.3,,53.0,,,,,0,0,24,50.0,81.8,4.2,1,0,0,1,0,1,4.2,100,4.3,2.54
Russell Wilson,7077,QB,SEA,5,19.82,0,149,29,76.0,96,104,11.8,3.0,1,13,11.6,68.3,71,56,2.7,127,85.2,2,49,,,,,87.5,90.9,44.8,,90.5,,69.7,,,1,1,135,23.2,130.6,10.2,13,10,0,6,10,0,0.0,1088,10.5,73.5,83,89,9.1,2.58,1,7,7.3,66.3,59,39,3.3,105,70.5,2,31,,,,,86.2,70.2,41.0,,68.6,,67.8,,,1,1,112,28.2,115.7,10.5,11,5,0,4,8,0,0.0,706,7.9,96.9,32,36,9.9,3.34,0,6,15.4,86.1,31,19,0.0,44,29.5,0,21,,,,,80.0,98.8,77.7,,98.0,,66.2,,,0,0,47,15.8,137.3,6.8,3,5,0,4,2,0,0.0,490,13.6,0,100.0,19,21,-3.5,1.7,0,0,0.0,90.5,19,2,0.0,22,14.8,0,3,,,,,76.1,63.7,75.3,,63.2,,,,,0,0,24,50.0,88.1,4.5,1,0,0,2,0,0,0.0,108,5.1,5.68
Tua Tagovailoa,60326,QB,MIA,4,3.31,0,130,17,76.2,101,106,9.2,2.58,0,4,3.6,67.9,72,43,6.5,118,90.8,5,45,,,,,86.8,81.4,83.1,,78.4,,71.6,,,2,4,123,11.6,95.1,4.2,5,7,1,2,7,5,4.1,767,7.2,77.6,67,69,8.1,2.45,0,2,2.9,68.1,47,25,9.6,77,59.2,5,22,,,,,83.8,69.8,82.1,,67.7,,65.5,,,1,3,78,16.0,82.9,5.2,4,4,1,0,3,4,5.1,459,6.7,78.3,46,49,7.5,2.58,0,2,3.8,71.4,35,18,2.8,53,40.8,1,25,,,,,81.2,87.6,78.5,,83.6,,72.6,,,1,1,57,5.6,112.3,1.9,1,3,0,2,4,1,1.8,376,7.7,0,91.7,12,12,-3.3,1.79,0,0,0.0,83.3,10,0,9.1,12,9.2,1,2,,,,,72.4,63.1,72.9,,62.7,,,,,0,0,12,,90.3,0.0,0,0,0,0,0,0,0.0,68,5.7,1.02
Geno Smith,7820,QB,SEA,3,-7.77,0,84,29,74.1,54,65,8.4,2.99,3,3,4.5,60.0,39,34,2.5,78,92.9,1,22,,,,,49.7,67.3,18.7,,65.4,,70.4,,,2,1,80,29.4,92.6,12.8,10,3,1,5,3,3,3.8,492,7.6,77.1,48,57,6.5,2.78,2,1,1.7,64.9,37,26,0.0,65,77.4,0,16,,,,,82.8,64.7,13.2,,64.4,,63.8,,,2,1,67,23.1,80.0,9.2,6,2,1,4,1,2,3.0,346,6.1,75.0,12,14,9.3,3.38,1,2,14.3,57.1,8,8,11.1,19,22.6,1,7,,,,,22.7,71.8,74.5,,66.8,,65.6,,,0,0,19,50.0,137.2,21.1,4,1,0,1,2,1,5.3,161,11.5,0,100.0,6,6,-5.5,1.88,0,0,0.0,100.0,6,0,0.0,6,7.1,0,1,,,,,68.9,65.6,70.6,,65.0,,,,,0,0,6,,79.2,0.0,0,0,0,0,0,0,0.0,15,2.5,5.43
Trey Lance,91399,QB,SF,4,-17.58,0,60,28,65.7,35,43,11.3,3.55,4,2,4.3,48.8,21,21,8.7,55,91.7,2,18,,,,,84.4,58.3,80.9,,57.5,,59.6,,,2,1,61,9.5,79.2,3.6,2,10,0,2,2,2,3.3,316,7.3,75.9,29,33,7.6,2.92,2,1,2.9,57.6,19,13,13.6,42,70.0,3,14,,,,,83.2,60.5,80.3,,60.2,,59.8,,,1,0,46,15.4,84.7,4.8,2,7,0,1,1,1,2.2,194,5.9,54.5,11,15,14.2,4.43,2,1,5.9,40.0,6,8,0.0,18,30.0,0,7,,,,,75.1,56.1,74.7,,56.2,,59.3,,,1,1,20,0.0,91.7,0.0,0,3,0,1,2,1,5.0,160,10.7,0,100.0,5,5,-3.8,1.5,0,0,0.0,80.0,4,0,20.0,5,8.3,1,3,,,,,68.0,65.5,69.9,,64.9,,,,,0,0,5,,137.9,0.0,0,0,0,0,1,0,0.0,38,7.6,4.79
Andy Dalton,6187,QB,CHI,3,1.19,0,58,6,83.3,42,46,5.3,2.6,2,1,2.1,71.7,33,14,5.7,54,93.1,2,20,,,,,81.0,80.0,80.1,,71.8,,89.0,,,0,1,56,28.6,84.7,7.4,4,4,0,2,1,1,1.8,272,5.9,82.5,40,42,4.9,2.27,2,1,2.3,73.8,31,11,6.1,48,82.8,2,14,,,,,80.1,78.3,79.7,,71.6,,83.1,,,0,1,49,27.3,83.1,6.3,3,3,0,0,1,1,2.0,217,5.2,100.0,6,8,2.5,3.48,0,0,0.0,75.0,6,3,0.0,10,17.2,0,6,,,,,71.9,73.8,72.6,,66.4,,65.6,,,0,0,11,33.3,92.2,10.0,1,1,0,2,0,0,0.0,53,6.6,0,100.0,4,4,-2.8,0.83,0,0,0.0,100.0,4,0,0.0,4,6.9,0,0,,,,,66.9,64.7,69.2,,64.2,,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,-2,-0.5,1.46
Tyrod Taylor,6332,QB,HST,2,14.48,0,49,13,69.4,36,37,10.7,3.01,0,3,7.3,67.6,25,22,0.0,42,85.7,0,18,,,,,79.9,75.6,80.5,,72.0,,71.3,,,0,0,46,4.5,118.1,2.4,1,4,0,1,2,1,2.2,370,10.0,69.0,29,29,8.3,2.77,0,1,3.2,65.5,19,15,5.0,32,65.3,1,13,,,,,78.2,68.2,80.0,,62.8,,74.9,,,0,0,34,0.0,114.3,0.0,0,3,0,0,2,1,2.9,241,8.3,85.7,14,15,8.7,2.86,0,2,11.8,80.0,12,7,0.0,17,34.7,0,7,,,,,74.8,81.9,74.5,,82.1,,58.3,,,0,0,19,14.3,137.5,5.9,1,1,0,1,1,0,0.0,175,11.7,0,100.0,7,7,-2.9,1.57,0,0,0.0,85.7,6,0,14.3,7,14.3,1,2,,,,,69.6,65.8,71.1,,65.2,,,,,0,0,7,,133.6,0.0,0,0,0,0,1,0,0.0,46,6.6,3.36
Case Keenum,7323,QB,CLV,2,25.0,0,39,8,67.9,28,30,9.0,2.82,0,0,0.0,56.7,17,11,10.5,33,84.6,2,9,,,,,79.1,58.4,79.5,,53.1,,71.5,,,1,0,33,9.1,80.1,3.0,1,2,0,1,1,1,3.0,142,4.7,61.1,18,20,5.7,2.52,0,0,0.0,50.0,10,9,9.1,23,59.0,1,4,,,,,77.4,55.7,79.0,,47.9,,71.5,,,1,0,23,11.1,56.3,4.3,1,2,0,1,0,0,0.0,56,2.8,86.7,15,16,8.7,2.94,0,0,0.0,75.0,12,3,7.7,16,41.0,1,8,,,,,73.9,63.9,73.9,,63.4,,,,,0,0,16,0.0,124.2,0.0,0,0,0,1,1,1,6.3,149,9.3,0,100.0,5,6,-4.2,1.98,0,0,0.0,83.3,5,1,0.0,6,15.4,0,3,,,,,68.9,62.6,70.6,,62.3,,,,,0,0,6,0.0,110.4,0.0,0,0,0,1,0,0,0.0,63,10.5,6.51
Mike White,46453,QB,NYJ,1,-13.33,0,33,22,69.0,29,31,7.6,2.43,2,1,3.0,61.3,19,4,5.0,32,97.0,1,9,,,,,78.1,44.3,77.7,,44.8,,,,,0,2,34,25.0,62.0,3.1,1,0,0,0,1,3,8.8,186,6.0,71.4,28,30,7.5,2.39,2,1,3.1,63.3,19,4,5.0,31,93.9,1,8,,,,,77.9,47.2,77.7,,47.5,,,,,0,2,33,25.0,65.3,3.2,1,0,0,0,1,3,9.1,195,6.5,50.0,2,2,3.5,2.7,0,0,0.0,50.0,1,0,0.0,2,6.1,0,1,,,,,63.6,46.2,66.9,,47.5,,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,0,100.0,1,1,-4.0,1.8,0,0,0.0,100.0,1,0,0.0,1,3.0,0,0,,,,,60.4,60.3,64.6,,60.1,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,-3.0
Mike Glennon,7854,QB,NYG,1,-5.0,0,26,21,64.7,17,20,13.2,2.98,0,1,4.5,55.0,11,10,0.0,21,80.8,0,9,,,,,24.7,51.3,0.0,,59.5,,43.3,,,0,2,24,0.0,59.2,0.0,0,1,0,3,1,2,8.3,164,8.2,76.5,17,20,7.0,2.63,0,1,5.0,65.0,13,9,0.0,21,80.8,0,8,,,,,24.2,55.2,0.0,,64.9,,43.3,,,0,1,22,0.0,80.2,0.0,0,1,0,3,1,1,4.5,135,6.8,60.0,5,5,18.6,2.86,0,0,0.0,60.0,3,2,0.0,5,19.2,0,3,,,,,69.6,53.1,71.1,,53.6,,,,,0,1,7,0.0,63.3,0.0,0,0,0,0,0,1,14.3,61,12.2,0,100.0,5,5,-2.4,1.38,0,0,0.0,100.0,5,1,0.0,5,19.2,0,2,,,,,68.0,65.6,69.9,,65.0,,,,,0,0,5,0.0,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,5.45
Drew Lock,39517,QB,DEN,1,3.75,0,24,10,52.6,19,19,11.2,2.65,0,1,5.0,52.6,10,12,0.0,22,91.7,0,4,,,,,75.9,49.7,75.9,,50.1,,,,,0,1,23,25.0,46.4,13.6,3,0,0,0,0,1,4.3,102,5.4,56.3,16,16,8.1,2.49,0,1,5.9,56.3,9,8,0.0,17,70.8,0,2,,,,,74.5,49.3,75.2,,49.7,,,,,0,1,18,12.5,38.8,5.9,1,0,0,0,0,1,5.6,61,3.8,60.0,5,5,14.4,2.87,0,0,0.0,60.0,3,4,0.0,7,29.2,0,2,,,,,69.6,58.5,71.1,,58.6,,,,,0,0,7,50.0,95.4,28.6,2,0,0,0,0,0,0.0,52,10.4,0,100.0,2,2,-5.5,2.1,0,0,0.0,100.0,2,0,0.0,2,8.3,0,0,,,,,63.6,62.3,66.9,,62.0,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,6.59
Phillip Walker,12134,QB,CAR,1,-23.08,0,18,5,16.7,12,12,15.0,2.99,0,0,0.0,16.7,2,7,0.0,16,88.9,0,3,,,,,74.2,37.4,74.1,,36.4,,63.1,,,0,0,17,42.9,39.6,18.8,3,1,0,0,0,0,0.0,26,2.2,25.0,12,13,13.0,2.84,1,0,0.0,23.1,3,7,0.0,17,94.4,0,3,,,,,74.5,40.5,74.3,,39.3,,63.1,,,0,0,18,42.9,39.6,17.6,3,1,0,0,0,0,0.0,33,2.5,0.0,1,1,21.0,2.9,0,0,0.0,0.0,0,0,,1,5.6,0,0,,,,,60.4,47.9,64.6,,49.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,2,-3.0,1.65,1,0,0.0,50.0,1,0,0.0,2,11.1,0,0,,,,,63.6,58.9,66.9,,59.0,,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-2.54
Chad Henne,4371,QB,KC,1,-68.75,0,17,16,80.0,15,16,6.8,2.62,0,0,0.0,68.8,11,2,8.3,17,100.0,1,6,,,,,74.5,41.2,74.3,,43.1,,58.3,,,0,0,18,0.0,80.7,0.0,0,1,0,1,0,1,5.6,82,5.1,80.0,15,16,6.8,2.62,0,0,0.0,68.8,11,2,8.3,17,100.0,1,6,,,,,74.5,41.2,74.3,,43.1,,58.3,,,0,0,18,0.0,80.7,0.0,0,1,0,1,0,1,5.6,82,5.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.13
Tyler Huntley,46448,QB,BLT,1,-45.45,0,11,3,54.5,11,11,12.0,3.59,0,0,0.0,45.5,5,6,16.7,11,100.0,1,3,,,,,73.6,60.8,73.9,,56.6,,66.2,,,0,0,11,0.0,54.7,0.0,0,0,0,0,0,0,0.0,39,3.5,54.5,11,11,12.0,3.59,0,0,0.0,45.5,5,6,16.7,11,100.0,1,3,,,,,73.6,60.8,73.9,,56.6,,66.2,,,0,0,11,0.0,54.7,0.0,0,0,0,0,0,0,0.0,39,3.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.55
Ryan Fitzpatrick,2467,QB,WAS,1,0.0,0,8,32,75.0,4,5,4.5,2.77,0,0,0.0,40.0,2,5,33.3,7,87.5,1,0,,,,,69.6,37.0,73.7,,40.7,,55.7,,,1,0,8,20.0,47.9,14.3,1,1,0,0,0,1,12.5,8,1.6,75.0,4,4,4.3,2.58,0,0,0.0,50.0,2,3,33.3,6,75.0,1,0,,,,,68.0,34.7,73.2,,38.6,,55.7,,,0,0,6,33.3,56.3,16.7,1,1,0,0,0,1,16.7,11,2.8,100.0,1,2,2.0,2.6,0,0,0.0,50.0,1,2,0.0,2,25.0,0,0,,,,,65.5,58.5,68.2,,58.5,,,,,1,0,3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,100.0,1,1,1.0,1.3,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,,60.1,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.75
