player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,1,34,0,20,0,0.0,100.0,100.0,15.0,15.0,0,0,0.0,61.3,0,3,0.0,0,0,79.2,1,18,52.9,18,1,2,1,0,3,3,0.2,3.0,0,0,-2.0,50.0,88.2,14.0,7.0,0,0,0.0,57.2,0,2,0.0,0,0,56.3,1,15,44.1,17,1,1,2,0,2,8,0.1,2.0
Jason McCourty,5127,S,MIA,1,40,0,17,0,14.5,50.0,83.3,13.0,6.5,0,1,50.0,83.5,0,4,0.0,0,1,56.3,1,15,37.5,18,1,1,2,0,4,3,0.3,4.0,0,0,25.0,100.0,100.0,20.0,20.0,0,0,0.0,55.8,0,25,0.0,0,0,118.8,1,22,55.0,22,0,1,1,0,25,0,1.3,25.0
Joe Haden,5532,CB,PIT,1,62,0,25,0,15.5,100.0,100.0,5.0,5.0,0,0,0.0,53.4,0,37,0.0,0,0,118.8,2,13,21.0,13,0,2,2,0,44,13,4.4,22.0,0,0,28.0,0.0,100.0,,40.0,0,0,0.0,80.1,0,,0.0,0,0,39.6,0,43,69.4,43,1,2,1,0,0,0,0.0,
Jason Pierre-Paul,5540,ED,TB,1,7,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,1.5,100.0,6.5,1.5,1.5,0,0,0.0,82.1,0,6,0.0,0,0,85.4,2,3,42.9,46,1,4,2,0,9,6,3.0,4.5
Kareem Jackson,5545,S,DEN,1,45,0,10,0,,,100.0,,,0,0,,61.8,0,,,0,0,0.0,0,6,13.3,6,0,0,0,0,0,0,0.0,,0,0,5.0,0.0,100.0,,17.0,0,0,0.0,63.8,0,,,0,0,39.6,0,17,37.8,17,0,0,1,0,0,0,0.0,
Devin McCourty,5552,S,NE,1,30,0,19,0,,,100.0,,,1,0,,64.5,0,,0.0,0,0,0.0,0,19,63.3,19,0,1,0,0,0,0,0.0,,0,2,,,100.0,,,0,0,,66.2,0,,0.0,0,0,0.0,0,11,36.7,11,0,1,0,0,0,0,0.0,
Jerry Hughes,5556,ED,BUF,1,1,0,4,0,,,10.0,,,0,0,,60.5,0,,0.0,0,0,0.0,0,1,100.0,10,0,1,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,
Carlos Dunlap,5579,ED,SEA,1,3,0,29,0,,,25.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,4,0,0,0,0,0,0,,,0,0,,,14.3,,,0,0,,60.4,0,,,0,0,0.0,0,2,66.7,14,0,0,0,0,0,0,0.0,
Von Miller,6154,ED,DEN,1,4,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,1,0,0,0,0,0,,,0,0,,,27.3,,,0,0,,78.1,0,,0.0,0,0,0.0,0,3,75.0,11,1,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,1,33,0,18,0,3.0,0.0,100.0,,7.0,0,0,0.0,65.3,0,,,0,0,39.6,0,7,21.2,7,0,0,1,0,0,0,0.0,,0,0,-3.5,100.0,100.0,8.5,8.5,0,0,0.0,70.2,0,7,0.0,0,0,93.8,2,18,54.5,18,1,1,2,0,13,20,0.8,6.5
