player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,7,0,0,3,74.8,7,13,216,100.0,13.4,29,0,4.6,0,229,229,20,0,78.2,4,10,102,100.0,18.6,19,6.9,0,110,110,14
Malcolm Jenkins,4937,S,NO,6,0,0,20,58.9,0,1,28,10.5,7.1,2,1,5.4,1,267,28,2,0,58.9,0,1,17,13.7,5.9,1,8.8,1,124,17,2
Jason McCourty,5127,S,MIA,7,0,0,17,54.5,0,0,4,2.1,0.0,0,0,0.0,0,194,4,0,0,55.5,0,0,2,2.2,0.0,0,0.0,0,93,2,0
Steve McLendon,5232,DI,TB,6,0,0,30,55.5,1,2,64,98.5,6.3,4,0,2.3,0,68,67,3,0,62.0,0,2,15,100.0,13.3,2,6.7,0,16,16,2
Ndamukong Suh,5527,DI,TB,7,1,0,30,55.1,4,10,197,97.7,7.1,14,1,4.1,1,217,212,15,0,57.2,3,8,88,98.0,13.6,12,7.4,1,99,97,12
Gerald McCoy,5528,DI,LV,1,0,0,23,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyson Alualu,5535,DI,PIT,2,0,0,25,59.4,1,1,38,100.0,7.9,3,0,2.6,0,40,40,2,0,61.3,1,1,29,100.0,10.3,3,3.4,0,30,30,2
Brandon Graham,5538,ED,PHI,2,0,0,24,60.6,1,1,30,100.0,10.0,3,0,3.3,0,32,32,2,0,69.2,1,1,14,100.0,21.4,3,7.1,0,15,15,2
Jason Pierre-Paul,5540,ED,TB,5,1,0,30,58.9,2,6,166,87.7,6.6,11,2,4.2,3,204,179,11,0,62.1,1,4,65,91.4,9.2,6,6.9,2,81,74,7
Kareem Jackson,5545,S,DEN,7,0,0,10,61.0,0,0,2,0.8,50.0,1,0,50.0,1,256,2,1,0,56.5,0,0,2,1.7,0.0,0,0.0,0,117,2,0
Devin McCourty,5552,S,NE,7,0,0,19,52.4,0,0,5,2.0,0.0,0,0,0.0,0,252,5,0,0,54.0,0,0,2,2.2,0.0,0,0.0,0,93,2,0
Jerry Hughes,5556,ED,BUF,6,2,1,4,83.4,1,16,128,95.9,19.5,25,2,7.4,1,147,141,18,0,85.4,1,12,59,95.7,30.5,18,12.7,1,70,67,14
Linval Joseph,5571,DI,LAC,6,0,1,27,85.4,1,8,106,100.0,15.1,16,1,5.2,1,116,116,10,0,89.7,0,5,29,100.0,27.6,8,12.1,1,34,34,6
Carlos Dunlap,5579,ED,SEA,7,2,0,29,62.3,2,10,147,89.6,13.6,20,0,5.4,2,173,155,14,2,61.2,1,4,74,94.0,13.5,10,4.7,1,83,78,6
Corey Peters,5607,DI,ARZ,5,0,0,1,62.5,0,3,45,93.9,8.9,4,0,3.3,0,49,46,3,0,70.1,0,2,15,100.0,20.0,3,6.7,0,15,15,2
Everson Griffen,5624,ED,MIN,5,0,0,18,81.1,3,14,141,96.8,21.3,30,3,8.9,4,157,152,21,0,86.6,1,10,73,96.3,30.1,22,11.6,3,82,79,14
Al Woods,5646,DI,SEA,7,2,0,29,70.2,2,4,132,100.0,9.8,13,1,3.0,1,143,143,7,0,74.2,0,4,39,100.0,17.9,7,7.7,1,44,44,5
Andrew Sendejo,6118,S,IND,4,0,0,14,57.7,0,0,2,1.8,0.0,0,0,0.0,0,111,2,0,0,,0,0,0,0.0,,0,,0,55,0,0
Von Miller,6154,ED,DEN,7,0,1,10,78.2,4,19,177,92.5,19.8,35,3,9.3,5,201,186,28,0,86.3,3,15,87,95.7,29.9,26,14.9,4,94,90,22
J.J. Watt,6163,DI,ARZ,7,2,0,1,83.1,11,16,208,98.2,18.3,38,1,7.0,1,221,217,28,1,81.9,5,10,88,100.0,22.7,20,9.7,1,92,92,16
Robert Quinn,6166,ED,CHI,6,0,1,6,75.0,2,12,145,88.4,17.2,25,3,8.3,5,173,153,19,0,79.0,1,9,73,94.1,21.9,16,13.7,5,85,80,15
Ryan Kerrigan,6168,ED,PHI,7,0,0,24,60.4,0,7,81,97.8,9.9,8,0,4.3,0,89,87,7,0,66.4,0,3,25,96.6,24.0,6,6.0,0,29,28,3
Cameron Jordan,6176,ED,NO,6,1,0,20,65.9,7,16,210,100.0,14.3,30,0,6.0,1,224,224,24,0,68.2,4,8,101,100.0,16.8,17,6.9,1,109,109,13
Jimmy Smith,6179,CB,BLT,5,0,0,3,56.2,0,0,2,2.6,0.0,0,1,0.0,0,77,2,0,0,,0,0,0,0.0,,0,,0,32,0,0
Cameron Heyward,6183,DI,PIT,6,5,0,25,84.4,1,19,188,100.0,16.0,30,0,6.4,2,196,196,22,3,90.1,0,15,103,100.0,20.4,21,8.3,1,108,108,16
Jabaal Sheard,6189,ED,MIA,1,0,0,17,52.6,0,0,8,88.9,0.0,0,1,0.0,0,9,8,0,0,55.5,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,BLT,6,0,0,3,75.6,7,7,158,92.8,15.8,25,1,6.3,3,181,168,17,0,82.7,5,3,75,93.2,24.0,18,8.0,2,88,82,10
K.J. Wright,6251,LB,LV,7,0,0,23,60.0,0,1,1,1.5,100.0,1,0,50.0,0,66,1,1,0,,0,0,0,0.0,,0,,0,24,0,0
Richard Sherman,6306,CB,TB,3,0,0,30,68.3,0,1,4,4.0,50.0,2,2,12.5,0,100,4,1,0,58.7,0,0,1,2.9,0.0,0,0.0,0,35,1,0
Pernell McPhee,6317,ED,BLT,7,0,0,3,56.6,1,3,87,92.4,10.3,9,1,3.4,1,105,97,5,0,55.5,0,3,43,92.3,11.6,5,5.8,1,52,48,4
Lawrence Guy,6385,DI,NE,7,0,0,19,48.5,3,2,86,100.0,4.7,4,0,2.9,0,97,97,5,0,62.3,1,1,12,100.0,16.7,2,8.3,0,13,13,2
Malcolm Smith,6394,LB,CLV,6,0,0,8,49.5,0,0,8,6.7,0.0,0,2,0.0,0,120,8,0,0,53.1,0,0,3,5.5,0.0,0,0.0,0,55,3,0
Chris Harris Jr.,6457,CB,LAC,3,0,0,27,56.3,1,0,2,2.3,0.0,0,0,25.0,0,86,2,1,0,59.1,0,0,1,2.7,0.0,0,0.0,0,37,1,0
Josh Bynes,6503,LB,BLT,4,0,0,3,64.8,0,1,7,10.9,14.3,1,0,7.1,0,64,7,1,0,71.8,0,1,3,9.7,33.3,1,16.7,0,31,3,1
Mario Addison,6558,ED,BUF,6,0,0,4,61.6,1,9,101,94.8,13.9,14,0,5.9,1,116,110,11,0,55.1,1,4,50,93.3,14.0,7,5.0,0,60,56,5
Fletcher Cox,7018,DI,PHI,7,0,1,24,71.2,1,14,190,100.0,12.1,23,3,4.5,1,200,200,16,0,81.1,1,12,79,100.0,22.8,18,9.5,1,83,83,14
Michael Brockers,7020,DI,DET,7,0,0,11,53.2,0,2,147,99.4,4.8,7,0,1.4,1,155,154,3,0,59.7,0,1,48,100.0,10.4,5,3.1,1,50,50,2
Melvin Ingram III,7024,ED,PIT,6,1,0,25,82.1,6,11,131,88.1,17.6,23,2,7.3,1,159,140,18,1,79.5,5,8,82,90.6,20.7,17,7.9,0,96,87,13
Chandler Jones,7027,ED,ARZ,5,0,0,1,90.1,8,5,160,93.9,16.9,27,1,7.2,5,180,169,18,0,87.7,4,3,68,97.3,16.2,11,9.6,3,75,73,10
Dont'a Hightower,7030,LB,NE,6,0,0,19,55.9,2,5,48,32.5,12.5,6,0,7.3,0,163,53,7,0,57.5,2,5,33,66.1,18.2,6,10.6,0,56,37,7
