player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Malcolm Jenkins,4937,S,NO,4,1,4.7,65.0,89.2,11.8,7.7,0,0,1,5.0,20,67.6,69.2,83.1,55.9,68.6,61.9,1,31,9.1,2,1,1,74.2,13,165,185,7,19,20,1,106,71,0.7,8.2
Jason McCourty,5127,S,MIA,4,1,8.7,72.7,97.0,15.3,11.1,0,0,2,18.2,17,71.8,70.0,79.8,54.5,58.7,56.9,0,25,0.0,0,2,0,117.6,8,129,133,3,7,11,1,65,21,0.5,8.1
Steve McLendon,5232,DI,TB,4,0,,,1.9,,,0,0,0,,30,59.5,48.0,79.0,56.1,44.7,26.7,0,,0.0,0,0,0,0.0,0,1,52,1,2,0,0,0,0,0.0,
Ndamukong Suh,5527,DI,TB,4,0,,,1.5,,,0,1,0,,30,60.4,52.6,48.0,54.9,55.6,29.1,0,,0.0,0,0,1,0.0,0,2,137,2,1,0,0,0,0,0.0,
Joe Haden,5532,CB,PIT,3,1,11.8,69.2,100.0,12.8,8.8,0,0,1,7.7,25,66.6,63.3,81.4,,45.7,35.8,0,37,10.0,1,1,0,117.5,9,124,124,3,8,13,1,100,39,0.9,11.1
Jason Pierre-Paul,5540,ED,TB,2,2,0.0,100.0,14.7,5.3,5.3,0,0,0,0.0,30,85.9,60.4,38.0,51.5,58.8,81.0,0,6,0.0,0,0,1,81.9,3,16,109,2,6,3,0,11,11,0.7,3.7
Kareem Jackson,5545,S,DEN,4,0,14.3,55.6,99.4,31.2,17.3,0,0,0,0.0,10,66.5,68.0,89.8,60.0,63.3,73.8,1,23,0.0,0,0,0,38.9,5,165,166,2,13,9,0,65,14,0.4,13.0
Devin McCourty,5552,S,NE,4,2,26.0,25.0,98.0,137.0,34.3,0,1,1,25.0,19,69.3,71.0,81.6,52.1,66.1,79.4,1,27,0.0,0,1,0,15.6,1,145,148,0,8,4,0,27,0,0.2,27.0
Jerry Hughes,5556,ED,BUF,4,0,15.0,100.0,6.0,4.0,4.0,1,0,0,0.0,4,49.0,74.3,42.6,78.3,71.0,29.6,0,18,0.0,0,0,1,118.8,1,5,83,1,2,1,0,18,3,4.5,18.0
Carlos Dunlap,5579,ED,SEA,4,0,,,11.5,,,0,0,0,,29,62.7,69.0,86.0,62.3,69.2,75.1,0,,,0,0,0,0.0,0,13,113,0,0,0,0,0,0,0.0,
Corey Peters,5607,DI,ARZ,4,0,,,9.1,,,0,0,0,,1,57.2,55.9,80.2,63.7,52.7,72.6,0,,,0,0,0,0.0,0,3,33,0,0,0,0,0,0,0.0,
Andrew Sendejo,6118,S,IND,2,0,6.7,50.0,97.9,14.0,7.0,0,1,1,16.7,14,61.6,61.9,77.1,59.1,60.3,80.8,0,3,0.0,0,1,0,95.8,3,46,47,1,3,6,2,2,1,0.0,0.7
Von Miller,6154,ED,DEN,4,0,,,8.7,,,1,0,0,,10,76.1,84.3,23.7,78.0,80.3,65.0,0,,0.0,0,0,2,0.0,0,11,127,6,1,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,4,1,8.6,66.7,100.0,12.3,8.2,0,0,1,5.6,18,56.9,58.8,83.7,,64.1,29.0,0,77,37.5,3,0,0,141.4,12,154,154,1,4,18,2,202,146,1.4,16.8
J.J. Watt,6163,DI,ARZ,4,0,,,1.5,,,0,0,0,,1,57.7,76.0,83.7,77.3,62.4,26.8,0,,,0,0,0,0.0,0,2,132,0,0,0,0,0,0,0.0,
Robert Quinn,6166,ED,CHI,4,0,11.0,0.0,15.7,,16.0,1,0,0,0.0,6,66.2,74.7,22.4,77.7,66.0,44.8,0,,100.0,2,0,2,39.6,0,18,115,4,0,1,0,0,0,0.0,
Ryan Kerrigan,6168,ED,PHI,4,0,,,1.6,,,0,0,0,,24,60.0,51.3,82.3,60.7,43.3,66.8,0,,,0,0,0,0.0,0,1,63,0,0,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,2,0,11.8,37.5,100.0,11.3,4.3,0,0,2,25.0,3,54.8,54.5,77.9,,60.3,74.5,0,11,33.3,1,2,1,45.8,3,36,36,0,2,8,0,23,9,0.7,7.7
Justin Houston,6222,ED,BLT,3,0,0.0,100.0,3.2,3.0,3.0,0,0,0,0.0,3,39.7,75.5,81.9,70.0,77.6,50.7,0,27,100.0,1,0,0,118.8,1,3,93,1,0,1,0,27,27,9.0,27.0
K.J. Wright,6251,LB,LV,4,0,12.3,100.0,97.7,14.3,14.3,0,0,0,0.0,23,48.9,60.8,78.4,60.0,71.4,47.0,0,29,50.0,1,0,0,158.3,3,43,44,0,1,3,1,65,28,1.5,21.7
Richard Sherman,6306,CB,TB,1,0,9.3,100.0,93.9,5.4,5.4,0,0,0,0.0,30,51.8,54.7,77.4,71.0,60.9,80.2,0,21,0.0,0,0,1,117.7,8,46,49,1,7,8,0,98,24,2.3,12.3
Pernell McPhee,6317,ED,BLT,4,0,,,10.9,,,0,0,0,,3,66.2,54.8,82.1,54.7,52.6,39.9,0,,0.0,0,0,0,0.0,0,7,64,2,1,0,0,0,0,0.0,
Malcolm Smith,6394,LB,CLV,4,0,4.6,81.8,94.0,9.3,7.6,0,0,1,9.1,8,83.4,74.6,0.0,49.4,59.6,42.1,1,19,12.5,1,1,1,100.2,9,94,100,4,7,11,2,84,49,1.0,9.3
Chris Harris Jr.,6457,CB,LAC,1,0,1.0,100.0,96.7,12.5,12.5,0,0,0,0.0,27,77.1,76.6,76.9,59.0,63.9,,0,9,,0,0,0,97.9,2,29,30,0,0,2,0,15,13,0.6,7.5
Josh Bynes,6503,LB,BLT,2,1,2.0,100.0,80.0,7.0,7.0,0,0,0,0.0,3,52.1,46.3,70.8,55.8,53.8,40.9,0,14,0.0,0,0,0,118.8,1,8,10,0,1,1,0,14,12,2.0,14.0
Mario Addison,6558,ED,BUF,4,0,,,5.5,,,0,0,0,,4,76.2,62.3,84.1,57.8,56.8,73.7,0,,0.0,0,0,0,0.0,0,4,73,2,1,0,0,0,0,0.0,
Dre Kirkpatrick,7023,CB,SF,1,0,5.8,75.0,100.0,9.3,7.0,0,0,0,0.0,28,59.3,60.9,76.8,,64.4,77.8,0,19,0.0,0,0,1,84.4,3,30,30,2,4,4,0,19,4,0.7,6.3
Melvin Ingram III,7024,ED,PIT,4,1,4.0,100.0,13.4,4.0,4.0,0,0,0,0.0,25,28.8,76.2,45.5,89.0,68.9,34.9,0,13,33.3,1,0,2,110.4,4,16,119,2,1,4,0,42,26,2.6,10.5
Chandler Jones,7027,ED,ARZ,4,0,-5.0,0.0,5.4,,8.0,0,0,0,0.0,1,75.2,79.1,83.6,90.6,32.5,40.3,0,,0.0,0,0,0,39.6,0,8,149,5,1,1,0,0,0,0.0,
Dont'a Hightower,7030,LB,NE,4,0,0.8,100.0,71.0,17.0,17.0,0,0,0,0.0,19,42.8,52.4,82.7,59.9,62.1,49.1,0,10,0.0,0,0,0,96.9,4,71,100,1,5,4,0,29,26,0.4,7.3
Whitney Mercilus,7031,ED,HST,4,0,,,1.1,,,0,0,0,,13,60.0,58.5,86.2,62.3,51.4,76.0,0,,,0,0,0,0.0,0,1,88,2,0,0,0,0,0,0.0,
Jackrabbit Jenkins,7043,CB,TEN,4,3,10.3,70.0,100.0,7.0,4.9,0,0,2,6.7,31,52.8,55.9,15.6,,79.3,86.4,0,54,0.0,0,2,3,107.6,21,155,155,4,14,30,1,260,68,1.8,12.4
Bobby Wagner,7050,LB,SEA,4,3,4.8,87.0,93.0,8.2,7.1,0,0,2,8.7,29,64.0,67.6,80.7,61.3,67.2,75.5,0,26,4.2,1,2,1,105.3,20,173,186,7,20,23,0,213,131,1.3,10.7
Tavon Wilson,7051,S,SF,1,0,,,100.0,,,0,0,0,,28,63.4,64.9,76.5,,60.0,,0,,,0,0,0,0.0,0,18,18,0,0,0,0,0,0,0.0,
Lavonte David,7060,LB,TB,4,3,3.0,89.3,87.3,6.9,6.2,0,0,1,3.6,30,65.1,66.1,30.5,58.4,70.7,82.1,0,30,0.0,0,1,1,121.0,25,185,212,5,19,28,2,205,144,1.2,8.2
Casey Hayward Jr.,7064,CB,LV,4,0,16.6,38.5,100.0,31.6,12.2,0,0,2,15.4,23,86.4,84.3,83.8,,62.5,63.3,0,15,0.0,0,2,1,46.6,5,164,164,4,8,13,0,39,5,0.2,7.8
Demario Davis,7079,LB,NO,4,5,4.9,66.7,76.4,10.8,7.2,0,1,3,16.7,20,81.4,85.3,83.0,56.0,86.2,68.4,0,20,10.0,2,3,0,76.2,12,139,182,6,13,18,0,80,36,0.6,6.7
Rodney McLeod,7271,S,PHI,1,0,,,100.0,,,0,0,0,,24,67.9,71.1,77.7,,62.2,84.4,0,,0.0,0,0,0,0.0,0,30,30,0,4,0,0,0,0,0.0,
Tashaun Gipson Sr.,7288,S,CHI,2,1,6.2,83.3,100.0,12.4,10.3,0,0,1,16.7,6,49.2,46.6,0.0,,62.7,58.8,0,37,20.0,1,0,1,106.9,5,63,63,1,3,6,0,58,34,0.9,11.6
Harrison Smith,7641,S,MIN,4,3,16.8,60.0,94.8,46.3,27.8,0,0,1,20.0,18,65.1,68.0,84.2,61.6,67.6,87.1,0,25,0.0,0,1,0,96.3,3,146,154,2,13,5,0,53,9,0.4,17.7
Josh Norman,7649,CB,SF,2,1,21.0,50.0,100.0,46.0,23.0,0,0,0,0.0,28,67.5,66.4,78.8,,57.2,53.2,0,1,0.0,0,0,2,95.8,1,51,51,2,2,2,1,1,1,0.0,1.0
Justin Bethel,7654,CB,NE,2,0,18.3,66.7,100.0,4.5,3.0,0,0,0,0.0,19,46.2,46.6,71.9,,,75.4,0,35,0.0,0,0,0,109.7,2,9,9,0,2,3,0,43,5,4.8,21.5
Desmond Trufant,7803,CB,NO,2,1,10.3,50.0,100.0,15.5,7.8,0,0,1,25.0,20,67.7,70.4,76.9,,72.7,43.5,0,11,33.3,1,1,0,63.5,2,35,35,0,1,4,0,19,10,0.6,9.5
Xavier Rhodes,7806,CB,IND,2,0,10.4,75.0,100.0,10.3,7.8,1,0,0,0.0,14,43.5,47.2,79.1,,63.8,45.2,0,25,20.0,1,0,3,112.0,6,67,67,0,4,8,0,91,30,1.5,15.2
Alec Ogletree,7811,LB,CHI,4,1,6.5,70.0,90.3,12.9,9.0,0,0,1,10.0,6,36.4,34.5,5.5,65.9,45.1,52.5,0,20,22.2,2,1,1,94.6,7,93,103,2,6,10,0,82,50,0.9,11.7
Darius Slay,7817,CB,PHI,4,0,8.6,63.6,100.0,10.0,6.4,0,0,1,4.5,24,68.5,72.7,81.5,,82.7,73.4,0,19,6.7,1,1,1,105.5,14,152,152,6,14,22,2,106,55,0.8,7.6
Kevin Minter,7826,LB,TB,1,0,,,100.0,,,0,0,0,,30,60.0,62.0,61.5,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,
Jon Bostic,7831,LB,WAS,4,2,8.4,94.4,86.7,5.4,5.1,0,0,0,0.0,32,30.2,34.4,78.5,59.6,50.5,53.5,0,23,18.2,2,0,0,135.9,17,98,113,2,7,18,1,219,84,2.4,12.9
Jamie Collins Sr.,7833,LB,DET,2,1,7.8,100.0,92.0,11.0,11.0,0,0,0,0.0,11,42.8,64.7,77.3,82.3,79.8,50.9,0,22,25.0,1,0,0,158.3,4,46,50,0,2,4,1,63,32,1.4,15.8
Robert Alford,7841,CB,ARZ,4,1,8.8,66.7,99.3,10.3,6.9,0,1,2,9.5,1,68.9,67.2,82.1,60.0,52.0,71.3,0,20,12.5,2,2,0,99.5,14,151,152,2,13,21,1,131,38,0.9,9.4
Tyrann Mathieu,7850,S,KC,3,0,7.8,66.7,94.3,20.2,13.4,0,0,1,11.1,16,64.8,61.1,8.6,73.5,46.6,70.4,2,27,0.0,0,1,2,48.6,6,133,141,2,12,9,0,66,48,0.5,11.0
John Jenkins,7863,DI,MIA,4,0,,,3.5,,,0,0,0,,17,57.8,70.9,82.1,54.3,72.7,61.9,0,,,0,0,0,0.0,0,2,57,0,0,0,0,0,0,0.0,
