player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Andy Lee,1906,P,ARZ,10,35,35,4.21,43.11,50.8,9.0,0,0,3,6,1,46.3,9,62,1,0,60.0,189,21,35,147.41,1509,4,1778
Dustin Colquitt,2316,P,ATL,5,18,18,4.16,40.11,45.94,12.1,1,0,1,6,2,54.5,6,66,3,0,38.9,85,7,19,74.86,722,1,827
Sam Koch,3148,P,BLT,9,39,39,4.24,40.62,44.62,7.7,0,0,4,11,3,64.9,15,57,7,0,38.5,116,15,39,165.28,1584,2,1740
Brett Kern,4580,P,TEN,7,22,22,4.09,42.23,45.05,10.3,0,0,2,5,31,68.8,9,59,9,0,27.3,62,6,22,89.89,929,0,991
Kevin Huber,5066,P,CIN,9,36,36,4.22,40.92,46.39,9.8,0,0,5,10,7,54.5,16,61,5,0,33.3,117,12,36,151.98,1473,4,1670
Thomas Morstead,5088,P,NYJ,7,23,23,4.32,43.0,48.17,11.9,0,0,2,10,22,73.5,8,59,1,0,43.5,119,10,23,99.44,989,0,1108
Bryan Anger,7072,P,DAL,9,26,26,4.45,43.31,48.46,5.7,0,0,1,8,9,67.9,10,63,1,0,50.0,74,13,26,115.8,1126,3,1260
Johnny Hekker,7252,P,LA,10,29,29,4.24,41.28,43.07,6.4,0,0,3,14,26,66.9,14,57,6,0,17.2,32,5,29,122.99,1197,1,1249
Sam Martin,7947,P,DEN,10,41,41,4.07,41.63,45.22,7.6,0,0,6,15,10,68.7,20,68,4,0,34.1,107,14,41,167.01,1707,2,1854
Tress Way,8358,P,WAS,8,24,24,4.18,42.54,49.92,9.8,0,0,1,4,32,58.0,6,66,2,1,66.7,157,16,24,100.29,1021,1,1198
Pat O'Donnell,8826,P,CHI,9,35,35,4.3,37.83,46.71,12.9,0,0,1,9,6,65.3,12,63,2,0,60.0,271,21,35,150.54,1324,2,1635
Michael Palardy,9277,P,MIA,10,47,47,4.1,39.62,44.17,7.6,0,0,8,16,17,51.5,16,61,3,0,31.9,114,15,47,192.8,1862,5,2076
Bradley Pinion,9598,P,TB,9,30,30,4.33,38.47,42.67,7.2,0,0,3,10,30,63.3,14,65,3,0,40.0,86,12,30,129.81,1154,2,1280
Ty Long,9728,K,LAC,7,29,29,4.22,38.24,47.93,13.7,0,0,4,3,27,62.5,9,69,2,0,65.5,261,19,29,122.46,1109,1,1390
Jordan Berry,10236,P,MIN,9,42,42,4.23,42.74,46.95,6.8,1,0,5,8,18,58.2,16,63,5,0,54.8,157,23,43,177.62,1795,1,1972
Riley Dixon,10862,P,NYG,9,34,34,4.27,40.35,45.91,9.9,0,0,7,7,21,60.6,11,63,4,0,38.2,129,13,34,145.13,1372,3,1561
Lachlan Edwards,10869,P,CAR,3,11,11,4.14,40.55,48.45,10.9,0,0,0,3,5,53.4,2,59,0,0,72.7,87,8,11,45.59,446,0,533
Zane Gonzalez,11979,K,CAR,1,1,1,3.37,20.0,40.0,,0,0,0,0,5,60.0,0,40,0,0,0.0,0,0,1,3.37,20,1,40
Younghoe Koo,12042,K,ATL,1,2,2,2.95,35.0,35.0,,0,0,1,0,2,57.5,0,45,1,0,0.0,0,0,2,5.89,70,0,70
Rigoberto Sanchez,12130,P,IND,10,40,40,4.18,41.7,45.88,7.4,0,0,4,10,14,66.1,15,79,5,0,50.0,147,20,40,167.25,1668,1,1835
Matt Haack,12212,P,BUF,9,25,25,4.23,39.12,44.16,4.6,1,0,3,4,4,57.5,7,60,4,0,40.0,46,10,26,105.85,978,4,1104
Cameron Johnston,12255,P,HST,9,48,48,4.21,42.96,46.81,6.6,0,0,6,13,13,65.4,21,69,5,0,45.8,145,22,48,202.1,2062,2,2247
Tristan Vizcaino,13076,K,LAC,1,1,1,4.01,26.0,32.0,6.0,0,0,0,0,27,60.0,1,32,0,0,0.0,6,0,1,4.01,26,0,32
Johnny Townsend,22261,P,TEN,3,11,11,3.93,37.0,42.27,9.5,0,0,0,5,31,46.6,3,63,1,0,36.4,38,4,11,43.2,407,1,465
