player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
Cooper Kupp,11824,WR,LA,7,9.4,10,70.9,57.1,4,7,0,8.2,5,37,26,0,61.3,81.9,89.9,65.3,90.2,0.0,0,3,59,0.4,1,257,0,56,95.3,245,71.2,183,126.0,79,9,28.0,72,809,333,5.9,14.4,3.3
Davante Adams,8688,WR,GB,7,11.6,4,72.2,54.5,6,11,0,1.9,1,35,12,0,87.2,79.6,92.2,,92.2,0.0,0,2,59,0.0,0,243,0,52,94.2,229,30.0,73,107.6,72,3,70.0,170,744,250,4.8,14.3,3.25
Tyreek Hill,10799,WR,KC,7,10.5,7,72.2,12.5,1,8,1,8.8,5,34,16,1,59.8,42.4,80.9,,80.1,0.3,1,2,75,0.0,0,289,3,52,93.4,270,56.7,164,110.9,72,5,42.9,124,641,202,3.9,12.3,2.37
D.J. Moore,48267,WR,CAR,7,11.2,6,63.9,60.0,6,10,0,9.8,5,32,5,1,55.9,40.8,77.5,,77.1,0.0,0,3,39,0.0,0,295,0,46,94.6,279,12.9,38,85.8,72,3,85.4,252,586,237,5.2,12.7,2.1
Terry McLaurin,48229,WR,WAS,7,13.5,6,58.8,57.6,19,33,0,4.8,2,26,32,0,74.3,78.1,78.4,,78.0,0.0,0,2,40,0.0,0,288,2,40,93.1,268,26.4,76,92.2,68,4,73.6,212,550,150,3.8,13.8,2.05
Travis Kelce,7844,TE,KC,7,8.0,12,70.3,75.0,3,4,1,0.0,0,33,16,0,90.3,78.9,86.8,74.9,87.6,25.8,81,4,46,3.2,10,314,3,45,89.5,281,42.7,134,90.2,64,4,31.2,98,533,273,6.1,11.8,1.9
Brandin Cooks,8655,WR,HST,7,12.4,2,71.4,57.1,8,14,1,4.3,2,22,13,0,76.3,78.9,73.4,,73.6,0.0,0,2,52,0.0,0,248,1,45,91.1,226,28.6,71,86.9,63,1,70.6,175,502,94,2.1,11.2,2.22
Mike Evans,8642,WR,TB,7,14.0,2,63.8,80.0,8,10,0,7.5,3,27,30,0,64.3,77.7,70.3,,68.6,0.0,0,0,46,0.0,0,297,1,37,96.3,286,38.0,113,130.5,58,7,62.0,184,496,89,2.4,13.4,1.73
Deebo Samuel,48274,WR,SF,6,8.2,6,65.5,50.0,7,14,0,13.6,6,25,28,2,35.9,23.5,83.4,,82.7,0.0,0,1,79,0.0,0,212,0,38,93.4,198,24.5,52,119.0,58,4,74.5,158,648,320,8.4,17.1,3.27
Justin Jefferson,61398,WR,MIN,6,11.2,5,70.7,40.0,4,10,0,8.9,4,26,18,1,59.3,30.2,82.6,,80.9,0.0,0,0,37,0.0,0,262,0,41,93.9,246,30.2,79,117.2,58,3,69.8,183,542,198,4.8,13.2,2.2
Marquise Brown,61568,WR,BLT,7,16.5,6,64.9,50.0,3,6,0,5.1,2,22,3,1,72.6,29.6,79.9,,80.1,0.0,0,2,49,0.0,0,259,2,37,95.4,247,34.0,88,118.0,57,6,66.0,171,566,175,4.7,15.3,2.29
Jakobi Meyers,47468,WR,NE,7,9.0,2,71.9,76.9,10,13,0,4.7,2,18,19,0,67.6,78.7,72.5,76.6,71.8,0.4,1,0,27,1.4,4,277,0,41,92.4,256,67.5,187,90.5,57,0,31.8,88,390,115,2.8,9.5,1.52
Jaylen Waddle,84088,WR,MIA,7,5.7,8,78.6,50.0,2,4,0,8.3,4,23,17,1,61.1,39.1,71.9,,72.2,0.4,1,3,36,0.0,0,284,2,44,94.7,269,70.4,200,90.8,56,3,28.5,81,384,202,4.6,8.7,1.43
Keenan Allen,7857,WR,LAC,6,8.7,3,69.6,54.5,6,11,0,11.4,5,23,27,1,52.2,30.4,73.9,,74.0,0.8,2,2,42,0.0,0,263,3,39,93.2,245,58.2,153,82.4,56,1,39.9,105,419,142,3.6,10.7,1.71
Courtland Sutton,48164,WR,DEN,7,16.9,2,67.9,54.5,6,11,0,0.0,0,26,10,0,90.0,77.9,80.9,,81.5,0.0,0,3,55,0.0,0,263,4,38,96.6,254,12.9,34,88.3,56,2,87.1,229,539,101,2.7,14.2,2.12
