player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,5,142,19,7,26.4,169,0,640,0,2,19,461,43.7,16,34,31,0,63,90.2,78.5,81.3,,50.4,80.0,74.1,72.9,60,0,125,14,78,155,0,0,14,156,7,640,461,3.25,4.5,1.6,79
Alvin Kamara,11822,HB,NO,5,94,18,1,6.3,23,0,368,4,0,18,252,44.3,6,14,20,0,28,88.1,65.4,84.7,,20.0,58.1,69.4,58.2,23,0,113,15,100,125,0,0,21,109,1,368,252,2.68,3.9,1.13,62
Joe Mixon,11803,HB,CIN,5,93,15,2,11.9,46,0,386,0,1,15,272,46.3,9,17,7,0,27,87.4,79.2,82.3,,37.9,56.3,83.2,60.0,27,0,31,8,77,103,0,0,10,101,3,386,272,2.92,4.2,0.4,66
Nick Chubb,45783,HB,CLV,5,90,28,7,34.0,178,0,523,0,0,28,375,122.8,14,24,8,1,45,63.5,73.0,80.9,,62.0,55.0,74.4,59.6,52,0,35,5,63,100,0,0,5,95,4,523,375,4.17,5.8,0.56,44
Ezekiel Elliott,10638,HB,DAL,5,85,10,4,22.1,100,0,452,0,0,10,290,36.3,14,25,9,0,29,87.0,75.5,85.4,,24.2,56.8,83.3,58.9,47,0,55,9,126,102,0,0,10,94,5,452,290,3.41,5.3,0.44,51
Antonio Gibson,78050,HB,WAS,5,79,8,2,13.7,43,1,313,3,5,8,223,41.2,5,21,32,2,30,35.6,66.2,17.3,,27.2,50.7,72.3,59.5,27,1,119,10,82,92,0,0,13,89,3,313,223,2.82,4.0,1.45,47
Najee Harris,57121,HB,PIT,5,78,13,4,24.8,76,1,307,5,17,13,222,80.6,9,16,25,0,36,87.3,66.3,30.3,,63.6,65.8,67.7,42.2,20,1,198,28,161,89,0,0,39,106,2,307,222,2.85,3.9,1.23,36
Jonathan Taylor,57488,HB,IND,5,73,14,4,31.5,103,0,327,2,3,14,231,61.8,7,25,14,0,33,86.2,73.8,82.9,,19.4,70.7,77.5,44.6,38,0,197,14,71,79,0,0,16,87,2,327,231,3.16,4.5,2.77,36
Aaron Jones,11937,HB,GB,5,70,16,2,23.3,72,0,309,0,0,16,215,56.5,7,15,12,2,16,34.0,75.7,88.5,,88.6,72.7,72.0,60.0,57,0,132,17,108,75,0,0,19,87,2,309,215,3.07,4.4,1.22,52
David Montgomery,45719,HB,CHI,4,69,15,3,26.2,81,0,309,0,2,15,219,71.9,7,18,6,0,15,85.3,72.6,82.7,,85.9,72.9,68.1,73.1,41,0,49,6,71,80,0,0,8,75,3,309,219,3.17,4.5,0.69,53
Mark Ingram II,6180,HB,HST,5,68,10,0,0.0,0,0,212,0,0,10,184,38.7,2,8,13,0,37,85.1,58.9,78.0,,79.9,53.5,59.2,60.0,12,0,-2,2,24,75,0,0,4,70,1,212,184,2.71,3.1,-0.08,31
James Robinson,22425,HB,JAX,5,67,16,4,30.0,116,0,387,2,4,16,282,103.9,10,21,15,2,22,30.3,73.0,85.5,,39.0,40.6,86.9,69.9,58,0,88,14,113,84,0,0,18,81,4,387,282,4.21,5.8,0.78,43
Austin Ekeler,12164,HB,LAC,5,67,17,4,21.2,74,0,349,0,4,17,221,77.0,9,19,27,2,28,34.5,76.1,84.5,,60.7,63.6,80.8,59.5,20,0,194,23,130,79,0,0,24,90,4,349,221,3.3,5.2,1.49,36
