player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,14,162,0,26,0,-2.6,6,94.7,,0,0,0.0,0,8,0,93.1,90.8,0,43,0.0,0,66,18,93.9,62,120.4,19,11.7,1,165,212,11.8,9.2,2.66,8.8,13,78.0,50.0,6,12,4.9,4,47,0,90.8,92.7,0,59,1.4,5,367,78,93.2,342,143.3,100,61.7,9,1118,504,6.5,14.3,3.27
Tyreek Hill,10799,WR,KC,14,141,0,16,0,-2.3,4,100.0,,0,0,0.0,0,5,1,92.4,69.9,0,10,0.0,0,66,14,97.0,64,87.2,14,9.9,0,69,101,7.2,4.9,1.08,11.0,5,78.6,22.2,2,9,3.5,2,37,2,68.9,88.1,0,75,0.0,0,290,55,93.8,272,132.6,70,49.6,6,627,212,3.9,11.4,2.31
Justin Jefferson,61398,WR,MIN,14,133,0,18,0,-1.8,3,91.7,0.0,0,1,0.0,0,1,1,92.0,54.5,0,17,0.0,0,54,11,94.4,51,88.9,12,9.0,0,64,83,7.5,5.8,1.25,12.7,3,68.6,20.0,1,5,7.7,2,19,0,84.1,91.4,1,56,0.0,0,176,24,93.2,164,109.6,35,26.3,2,363,127,5.3,15.1,2.21
Davante Adams,8688,WR,GB,13,133,0,12,0,-0.3,3,100.0,,0,0,0.0,0,8,0,92.9,90.5,0,12,0.0,0,60,18,100.0,60,91.9,18,13.5,0,109,115,6.4,6.1,1.82,7.0,6,76.3,55.6,5,9,0.0,0,26,0,91.6,91.4,2,43,0.0,0,161,45,93.2,150,109.8,59,44.4,4,505,260,5.8,11.2,3.37
Diontae Johnson,33441,WR,PIT,13,132,0,25,0,-2.4,2,91.7,,0,0,0.0,0,5,0,92.3,65.1,0,14,0.0,0,50,11,92.0,46,89.6,12,9.1,0,66,92,8.4,6.0,1.43,3.4,1,88.9,,0,0,0.0,0,5,0,90.5,78.9,0,14,0.0,0,40,8,92.5,37,88.0,9,6.8,0,46,42,5.3,5.8,1.24
Keenan Allen,7857,WR,LAC,13,129,0,27,0,-1.6,0,100.0,,0,0,0.0,0,1,0,91.6,58.0,0,7,0.0,0,36,9,97.2,35,79.2,9,7.0,0,26,40,4.4,2.9,0.74,9.0,2,74.6,55.6,5,9,3.8,2,32,1,66.2,80.5,2,37,0.0,0,345,50,94.8,327,95.4,67,51.9,2,540,169,3.4,10.8,1.65
D.J. Moore,48267,WR,CAR,14,129,0,5,0,-1.4,1,85.7,,0,0,0.0,0,4,0,65.5,63.1,0,16,0.0,0,56,12,96.4,54,85.7,14,10.9,0,64,79,6.6,5.3,1.19,6.8,0,61.5,0.0,0,6,0.0,0,7,0,53.7,78.2,1,20,0.0,0,89,16,98.9,88,54.3,26,20.2,0,106,49,3.1,6.6,1.2
Chris Godwin,11839,WR,TB,14,124,0,30,0,-2.1,13,97.2,,0,0,2.8,1,10,2,92.7,83.3,0,18,0.0,0,87,35,98.9,86,105.3,36,29.0,1,254,328,9.4,7.3,2.95,8.5,10,75.9,71.4,5,7,6.3,4,32,2,81.8,78.2,2,44,0.0,0,411,60,95.4,392,101.3,79,63.7,2,722,346,5.8,12.0,1.84
Stefon Diggs,9579,WR,BUF,14,124,0,4,0,-2.0,2,100.0,,0,0,0.0,0,3,1,91.4,58.2,0,12,0.0,0,49,8,100.0,49,92.7,8,6.5,0,50,66,8.3,6.3,1.02,12.3,2,68.8,100.0,1,1,0.0,0,5,1,91.2,79.6,1,61,0.0,0,111,11,94.6,105,75.3,16,12.9,0,161,61,5.5,14.6,1.53
Travis Kelce,7844,TE,KC,14,119,0,16,0,-1.6,1,100.0,,0,0,0.0,0,5,0,91.6,75.4,0,12,3.1,2,64,9,95.3,61,127.3,9,7.6,1,51,65,7.2,5.7,0.84,8.4,10,71.4,100.0,3,3,9.1,4,29,1,73.3,89.9,2,69,0.7,2,267,40,92.1,246,118.2,56,47.1,5,561,235,5.9,14.0,2.28
