player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Davante Adams,8688,WR,GB,3,34,0,12,11.3,0,72.7,0.0,0,2,0.0,0,6,0,76.5,83.8,1,50,0.0,0,35,8,88.6,31,100.6,11,32.4,1,120,20,2.5,15.0,3.87,0,12.8,1,72.2,66.7,2,3,0.0,0,7,0,80.0,90.0,0,25,0.0,0,48,13,91.7,44,95.4,18,52.9,0,143,50,3.8,11.0,3.25
Cooper Kupp,11824,WR,LA,3,32,0,26,6.3,3,85.7,,0,0,0.0,0,6,0,74.6,91.4,0,22,0.0,0,21,6,90.5,19,147.9,7,21.9,1,70,42,7.0,11.7,3.68,0,6.9,2,70.6,50.0,1,2,7.7,1,5,0,61.8,75.9,1,43,0.0,0,52,12,98.1,51,74.1,17,53.1,0,154,94,7.8,12.8,3.02
Keenan Allen,7857,WR,LAC,3,32,0,27,9.4,1,71.4,75.0,3,4,9.1,1,8,1,60.2,78.7,1,42,0.0,0,49,10,89.8,44,67.9,14,43.8,0,121,30,3.0,12.1,2.75,0,8.3,2,66.7,50.0,1,2,9.1,1,7,0,61.8,77.8,0,30,0.0,0,69,10,94.2,65,94.6,15,46.9,0,133,56,5.6,13.3,2.05
Darren Waller,9637,TE,LV,3,32,0,23,11.7,1,50.0,25.0,1,4,11.1,1,7,0,56.7,70.9,0,25,7.2,5,69,8,89.9,62,92.4,16,50.0,1,107,27,3.4,13.4,1.73,0,9.0,0,78.6,100.0,1,1,8.3,1,3,0,60.2,72.5,0,23,5.3,3,57,11,93.0,53,100.3,14,43.8,0,113,51,4.6,10.3,2.13
Brandin Cooks,8655,WR,HST,3,31,0,13,11.4,0,77.8,100.0,2,2,0.0,0,4,0,75.6,72.9,0,40,0.0,0,39,7,89.7,35,152.3,9,29.0,1,105,15,2.1,15.0,3.0,0,15.2,1,71.4,50.0,2,4,0.0,0,8,0,81.1,80.0,0,52,0.0,0,60,15,91.7,55,102.5,21,67.7,0,206,42,2.8,13.7,3.75
D.J. Moore,48267,WR,CAR,3,31,0,5,7.5,0,69.2,66.7,4,6,0.0,0,5,0,77.3,74.4,0,13,0.0,0,43,9,93.0,40,107.2,13,41.9,1,68,17,1.9,7.6,1.7,0,15.3,2,66.7,100.0,1,1,11.1,1,7,0,56.7,74.7,0,29,0.0,0,52,8,94.2,49,109.7,12,38.7,0,157,51,6.4,19.6,3.2
Mike Williams,11762,WR,LAC,3,31,0,27,9.7,0,53.8,50.0,3,6,12.5,1,4,0,54.5,76.2,0,20,0.0,0,47,7,89.4,42,112.8,13,41.9,2,82,12,1.7,11.7,1.95,0,10.8,2,81.3,33.3,1,3,13.3,2,10,0,49.8,84.7,0,43,0.0,0,60,13,93.3,56,118.2,16,51.6,0,198,89,6.8,15.2,3.54
Stefon Diggs,9579,WR,BUF,3,30,0,4,9.7,0,45.5,0.0,0,4,0.0,0,2,0,74.6,61.3,1,9,0.0,0,43,5,88.4,38,45.6,11,36.7,1,35,13,2.6,7.0,0.92,0,14.4,0,75.0,100.0,3,3,0.0,0,7,0,80.0,77.8,0,41,0.0,0,72,12,95.8,69,98.4,16,53.3,0,130,18,1.5,10.8,1.88
Deebo Samuel,48274,WR,SF,3,30,0,28,13.8,0,40.0,40.0,2,5,0.0,0,2,0,29.9,73.7,0,79,0.0,0,16,2,93.8,15,127.1,5,16.7,1,83,53,26.5,41.5,5.53,0,5.4,2,76.2,50.0,1,2,11.1,2,9,1,53.1,76.5,0,40,0.0,0,61,16,98.4,60,109.8,21,70.0,0,223,129,8.1,13.9,3.72
Jakobi Meyers,47468,WR,NE,3,29,0,19,12.6,0,61.5,50.0,1,2,11.1,1,5,0,54.9,68.9,0,27,2.0,1,51,8,90.2,46,84.5,13,44.8,0,97,29,3.6,12.1,2.11,0,6.9,1,71.4,100.0,3,3,0.0,0,2,0,78.0,59.7,0,17,2.7,2,73,10,94.5,69,82.7,14,48.3,0,71,17,1.7,7.1,1.03
Cole Beasley,7330,WR,BUF,3,29,0,4,3.0,0,100.0,,0,0,0.0,0,2,0,70.5,60.8,0,11,0.0,0,39,3,87.2,34,93.1,3,10.3,0,19,10,3.3,6.3,0.56,0,5.5,1,82.6,50.0,1,2,5.0,1,6,0,69.6,72.4,0,22,0.0,0,68,19,95.6,65,97.3,23,79.3,0,169,79,4.2,8.9,2.6
Calvin Ridley,48262,WR,ATL,3,29,0,2,2.5,0,100.0,,0,0,0.0,0,2,0,72.1,69.8,0,20,0.0,0,16,4,87.5,14,138.5,4,13.8,1,31,24,6.0,7.8,2.21,0,11.8,1,63.2,40.0,2,5,7.7,1,6,0,62.1,62.4,0,22,0.0,0,86,12,94.2,81,83.2,19,65.5,0,130,37,3.1,10.8,1.6
Justin Jefferson,61398,WR,MIN,3,29,0,18,10.8,0,75.0,100.0,1,1,10.0,1,9,0,56.7,84.1,0,17,0.0,0,43,9,95.3,41,140.3,12,41.4,2,104,31,3.4,11.6,2.54,0,11.3,4,66.7,0.0,0,3,9.1,1,3,0,58.9,71.5,0,34,0.0,0,74,10,93.2,69,97.1,15,51.7,0,142,66,6.6,14.2,2.06
Chase Claypool,42312,WR,PIT,3,28,0,25,10.6,0,37.5,50.0,2,4,0.0,0,2,0,70.5,74.2,1,22,0.0,0,24,3,91.7,22,17.2,8,28.6,0,45,12,4.0,15.0,2.05,0,11.2,0,64.7,20.0,1,5,15.4,2,6,0,43.5,63.1,0,52,0.0,0,75,11,96.0,72,92.8,17,60.7,0,150,52,4.7,13.6,2.08
Marvin Jones Jr.,7158,WR,JAX,3,27,0,15,16.0,1,60.0,66.7,2,3,0.0,0,3,0,75.6,79.7,0,25,0.0,0,26,6,92.3,24,115.0,10,37.0,1,71,12,2.0,11.8,2.96,0,11.8,1,72.7,100.0,2,2,11.1,1,4,0,54.9,62.6,0,33,0.0,0,80,8,93.8,75,101.3,11,40.7,0,102,22,2.8,12.8,1.36
Najee Harris,57121,HB,PIT,3,27,0,25,-6.0,0,100.0,,0,0,0.0,0,1,0,68.3,58.3,0,18,16.1,5,31,1,77.4,24,118.8,1,3.7,0,18,24,24.0,18.0,0.75,0,0.8,9,76.5,,0,0,18.8,3,4,0,33.5,65.1,0,25,11.9,10,84,13,86.9,73,108.7,17,63.0,1,95,82,6.3,7.3,1.3
CeeDee Lamb,61570,WR,DAL,3,27,0,9,16.0,0,50.0,,0,0,0.0,0,1,0,64.7,68.5,0,22,0.0,0,14,1,92.9,13,129.2,2,7.4,1,22,6,6.0,22.0,1.69,0,11.9,2,56.3,100.0,1,1,18.2,2,6,0,41.1,70.9,2,44,1.4,1,73,9,87.7,64,40.9,16,59.3,0,121,41,4.6,13.4,1.89
Amari Cooper,9437,WR,DAL,3,26,0,9,10.8,0,75.0,100.0,1,1,0.0,0,3,0,70.5,80.7,0,21,0.0,0,16,3,87.5,14,138.5,4,15.4,2,33,0,0.0,11.0,2.36,0,9.1,2,72.2,25.0,1,4,0.0,0,7,0,80.0,66.9,0,28,0.0,0,76,13,93.4,71,91.7,18,69.2,0,127,37,2.8,9.8,1.79
Travis Kelce,7844,TE,KC,3,26,0,16,13.2,1,60.0,100.0,2,2,0.0,0,4,0,74.6,85.2,1,28,5.0,2,40,6,85.0,34,49.6,10,38.5,0,89,29,4.8,14.8,2.62,0,6.1,6,83.3,,0,0,0.0,0,9,0,78.7,92.3,1,46,1.9,1,54,10,92.6,50,111.8,12,46.2,1,162,105,10.5,16.2,3.24
Tyreek Hill,10799,WR,KC,3,26,0,16,14.2,0,66.7,0.0,0,2,0.0,0,4,1,74.6,65.6,0,18,0.0,0,41,6,90.2,37,86.3,9,34.6,0,62,19,3.2,10.3,1.68,0,14.0,1,78.6,0.0,0,2,0.0,0,7,0,78.7,81.5,0,75,0.0,0,57,11,94.7,54,142.6,14,53.8,1,191,55,5.0,17.4,3.54
D.K. Metcalf,47864,WR,SEA,3,25,0,29,13.8,0,33.3,33.3,1,3,0.0,0,1,0,68.3,60.4,0,12,0.0,0,21,2,100.0,21,43.8,6,24.0,0,20,1,0.5,10.0,0.95,0,9.1,1,92.9,,0,0,0.0,0,9,0,80.0,86.4,0,30,0.0,0,54,13,96.3,52,158.3,14,56.0,2,183,65,5.0,14.1,3.52
Michael Pittman Jr.,29049,WR,IND,3,25,0,14,8.4,0,57.1,0.0,0,2,0.0,0,3,0,72.1,70.3,0,12,0.0,0,28,4,82.1,23,68.8,7,28.0,0,32,22,5.5,8.0,1.39,0,11.2,2,80.0,100.0,1,1,0.0,0,5,0,77.3,71.1,0,23,0.0,0,69,8,95.7,66,110.0,10,40.0,0,104,33,4.1,13.0,1.58
Jaylen Waddle,84088,WR,MIA,3,25,0,17,8.5,0,100.0,,0,0,0.0,0,2,0,72.1,61.0,0,36,0.0,0,47,4,93.6,44,158.3,4,16.0,1,50,16,4.0,12.5,1.14,0,2.9,3,84.2,,0,0,11.1,2,4,1,52.8,66.4,0,17,0.0,0,70,16,92.9,65,90.8,19,76.0,0,110,78,4.9,6.9,1.69
Mike Evans,8642,WR,TB,3,25,0,30,10.0,0,50.0,,0,0,0.0,0,3,0,72.1,64.2,0,10,0.0,0,35,4,94.3,33,95.8,8,32.0,2,19,5,1.3,4.8,0.58,0,14.2,1,76.9,100.0,1,1,0.0,0,9,0,78.0,71.0,0,26,0.0,0,78,10,98.7,77,115.2,13,52.0,0,153,36,3.6,15.3,1.99
Terry McLaurin,48229,WR,WAS,3,25,0,32,7.5,0,75.0,100.0,2,2,0.0,0,2,0,72.1,69.7,1,15,0.0,0,25,3,92.0,23,51.0,4,16.0,0,25,1,0.3,8.3,1.09,0,8.7,2,84.2,100.0,5,5,0.0,0,10,0,81.7,82.9,1,37,0.0,0,81,16,91.4,74,107.5,19,76.0,1,206,82,5.1,12.9,2.78
Adam Thielen,8288,WR,MIN,3,24,0,18,9.8,0,87.5,100.0,3,3,0.0,0,6,0,75.6,78.6,0,24,0.0,0,42,7,95.2,40,153.6,8,33.3,2,91,24,3.4,13.0,2.28,0,4.8,0,84.6,100.0,3,3,0.0,0,3,1,79.4,58.7,0,20,0.0,0,75,11,93.3,70,112.2,13,54.2,1,62,33,3.0,5.6,0.89
Chris Godwin,11839,WR,TB,3,24,0,30,8.6,1,75.0,,0,0,0.0,0,6,0,74.6,82.4,0,24,0.0,0,38,6,94.7,36,146.9,8,33.3,2,82,46,7.7,13.7,2.28,0,9.7,3,85.7,100.0,1,1,14.3,2,8,1,45.7,64.1,0,26,0.0,0,87,12,98.9,86,108.9,14,58.3,0,142,51,4.3,11.8,1.65
Marquise Brown,61568,WR,BLT,3,23,0,3,9.4,1,60.0,,0,0,0.0,0,2,0,70.5,75.6,1,42,0.0,0,17,3,88.2,15,97.9,5,21.7,1,55,34,11.3,18.3,3.67,0,17.5,0,69.2,100.0,1,1,10.0,1,6,0,56.7,71.9,1,37,0.0,0,65,9,93.8,61,70.0,13,56.5,0,132,43,4.8,14.7,2.16
D'Andre Swift,57212,HB,DET,3,23,0,11,-0.4,1,85.7,,0,0,0.0,0,3,0,74.6,83.8,0,43,18.5,5,27,6,70.4,19,143.8,7,30.4,1,63,72,12.0,10.5,3.32,0,0.2,4,70.0,0.0,0,1,12.5,1,2,0,52.1,76.3,0,12,8.3,4,48,7,83.3,40,85.4,10,43.5,0,60,71,10.1,8.6,1.5
Sterling Shepard,10674,WR,NYG,3,22,0,21,9.2,0,66.7,66.7,2,3,20.0,1,3,0,46.3,61.5,0,20,0.0,0,24,4,87.5,21,100.7,6,27.3,0,62,18,4.5,15.5,2.95,0,8.3,2,100.0,100.0,2,2,0.0,0,5,0,78.0,77.2,0,37,0.0,0,48,10,95.8,46,150.8,10,45.5,1,122,39,3.9,12.2,2.65
Corey Davis,11760,WR,NYJ,3,22,0,22,7.3,0,33.3,0.0,0,2,0.0,0,1,0,68.3,55.1,1,7,0.0,0,36,2,91.7,33,2.8,6,27.3,0,13,4,2.0,6.5,0.39,0,11.9,2,70.0,100.0,1,1,22.2,2,4,0,31.8,64.1,1,35,0.0,0,46,7,93.5,43,62.1,10,45.5,0,99,39,5.6,14.1,2.3
Diontae Johnson,33441,WR,PIT,2,22,0,25,7.1,0,28.6,,0,0,0.0,0,1,0,68.3,59.1,0,14,0.0,0,22,2,95.5,21,39.6,7,31.8,0,20,27,13.5,10.0,0.95,0,9.2,1,70.0,50.0,1,2,0.0,0,4,0,75.6,67.0,1,13,0.0,0,38,7,94.7,36,43.3,10,45.5,0,54,37,5.3,7.7,1.5
T.J. Hockenson,40912,TE,DET,3,22,0,11,5.8,0,87.5,0.0,0,1,0.0,0,5,0,76.5,76.6,0,22,10.0,4,40,7,82.5,33,148.4,8,36.4,1,81,40,5.7,11.6,2.45,0,8.1,2,72.7,0.0,0,1,0.0,0,4,0,77.3,66.3,1,23,3.0,2,66,8,89.4,59,49.8,11,50.0,0,66,33,4.1,8.3,1.12
Mike Gesicki,47153,TE,MIA,3,21,0,17,9.9,0,45.5,0.0,0,4,0.0,0,3,0,73.4,70.1,0,12,2.9,1,34,5,91.2,31,55.5,11,52.4,0,41,8,1.6,8.2,1.32,0,9.1,0,77.8,,0,0,0.0,0,4,0,76.5,70.9,1,27,3.4,2,58,7,89.7,52,64.1,9,42.9,0,80,19,2.7,11.4,1.54
Hunter Renfrow,47509,WR,LV,3,21,0,23,10.0,1,61.5,0.0,0,1,0.0,0,6,0,76.5,81.3,0,25,0.0,0,49,8,93.9,46,87.3,13,61.9,0,106,46,5.8,13.3,2.3,0,7.0,0,100.0,,0,0,0.0,0,2,0,74.6,66.4,0,23,0.0,0,34,6,97.1,33,107.6,6,28.6,0,59,17,2.8,9.8,1.79
DeVante Parker,9447,WR,MIA,3,21,0,17,11.0,0,72.7,66.7,4,6,0.0,0,6,0,76.5,80.5,0,30,0.0,0,46,8,93.5,43,106.6,11,52.4,0,116,28,3.5,14.5,2.7,0,18.7,1,55.6,25.0,1,4,16.7,1,3,0,49.2,61.0,0,23,0.0,0,72,5,94.4,68,71.1,9,42.9,0,49,15,3.0,9.8,0.72
Rob Gronkowski,5567,TE,TB,3,21,0,30,12.3,1,62.5,100.0,1,1,16.7,1,4,0,45.8,85.2,0,20,19.4,6,31,5,80.6,25,116.1,8,38.1,3,43,16,3.2,8.6,1.72,0,6.6,1,100.0,,0,0,0.0,0,4,0,77.3,85.8,0,26,17.5,10,57,9,82.5,47,155.8,9,42.9,1,117,58,6.4,13.0,2.49
Sammy Watkins,8639,WR,BLT,3,20,0,3,11.0,0,60.0,100.0,2,2,25.0,1,1,0,36.2,55.4,0,11,0.0,0,19,3,89.5,17,72.9,5,25.0,0,25,7,2.3,8.3,1.47,0,14.5,1,60.0,50.0,1,2,10.0,1,7,0,56.7,76.1,1,49,0.0,0,75,9,94.7,71,75.1,15,75.0,0,183,59,6.6,20.3,2.58
Laviska Shenault Jr.,61220,WR,JAX,3,20,0,15,7.5,0,0.0,,0,0,100.0,1,0,0,27.9,44.4,0,0,4.3,1,23,0,91.3,21,39.6,2,10.0,0,0,0,,,0.0,0,2.6,4,92.9,0.0,0,1,0.0,0,5,0,80.0,69.8,0,20,0.0,0,65,13,92.3,60,94.9,14,70.0,0,95,62,4.8,7.3,1.58
DeVonta Smith,61100,WR,PHI,3,20,0,24,14.0,0,25.0,0.0,0,3,0.0,0,1,0,64.7,56.4,0,18,0.0,0,41,1,92.7,38,85.4,4,20.0,1,18,0,0.0,18.0,0.47,0,15.4,1,62.5,0.0,0,4,0.0,0,5,0,78.7,66.2,1,19,0.0,0,71,10,93.0,66,53.4,16,80.0,0,97,34,3.4,9.7,1.47
Tyler Lockett,9502,WR,SEA,3,20,0,29,20.5,1,66.7,0.0,0,1,0.0,0,2,0,72.1,85.8,0,63,0.0,0,19,4,100.0,19,149.3,6,30.0,2,100,34,8.5,25.0,5.26,0,13.2,0,77.8,50.0,1,2,0.0,0,2,0,75.6,64.2,0,51,0.0,0,57,7,94.7,54,108.8,9,45.0,0,91,6,0.9,13.0,1.69
Courtland Sutton,48164,WR,DEN,3,20,0,10,19.9,0,57.1,50.0,1,2,0.0,0,1,0,72.1,62.2,0,14,0.0,0,31,4,96.8,30,70.5,7,35.0,0,35,6,1.5,8.8,1.17,0,12.4,0,77.8,33.3,1,3,0.0,0,4,0,75.6,73.4,0,33,0.0,0,50,7,98.0,49,106.0,9,45.0,0,85,24,3.4,12.1,1.73
Allen Robinson II,8696,WR,CHI,3,20,0,6,4.0,1,100.0,,0,0,0.0,0,1,0,64.7,62.1,0,13,0.0,0,15,1,80.0,12,118.8,1,5.0,0,13,9,9.0,13.0,1.08,0,8.2,0,52.9,25.0,2,8,18.2,2,5,0,38.4,63.0,0,18,0.0,0,64,9,100.0,64,83.7,17,85.0,1,73,18,2.0,8.1,1.14
Jalen Reagor,61697,WR,PHI,3,19,0,24,12.0,1,77.8,,0,0,0.0,0,3,0,75.6,73.2,1,24,0.0,0,34,7,94.1,32,55.8,9,47.4,0,62,21,3.0,8.9,1.94,0,7.6,1,60.0,0.0,0,2,0.0,0,1,0,74.6,58.8,0,23,0.0,0,58,6,93.1,54,104.2,10,52.6,1,45,49,8.2,7.5,0.83
Kenny Golladay,11851,WR,NYG,3,19,0,21,14.0,0,20.0,0.0,0,4,0.0,0,1,0,64.7,57.4,0,11,0.0,0,28,1,82.1,23,39.6,5,26.3,0,11,1,1.0,11.0,0.48,0,13.5,2,81.8,100.0,2,2,10.0,1,7,0,56.7,83.7,0,19,0.0,0,57,9,96.5,55,118.8,11,57.9,0,139,22,2.4,15.4,2.53
Darnell Mooney,48236,WR,CHI,3,19,0,6,17.0,0,50.0,,0,0,0.0,0,1,0,64.7,61.5,0,11,0.0,0,18,1,83.3,15,66.7,2,10.5,0,11,0,0.0,11.0,0.73,0,6.1,1,63.6,0.0,0,2,0.0,0,1,0,75.6,59.0,0,17,0.0,0,71,7,98.6,70,72.5,11,57.9,0,46,10,1.4,6.6,0.66
D.J. Chark Jr.,47702,WR,JAX,3,19,0,15,15.0,0,50.0,0.0,0,1,0.0,0,1,0,64.7,60.2,0,25,0.0,0,19,1,89.5,17,95.8,2,10.5,0,25,11,11.0,25.0,1.47,0,16.7,0,27.3,50.0,1,2,40.0,2,3,0,28.0,60.9,1,41,0.0,0,74,3,94.6,70,49.8,11,57.9,1,80,11,3.7,26.7,1.14
Tyler Boyd,10689,WR,CIN,3,19,0,7,3.8,0,75.0,,0,0,0.0,0,2,0,70.5,69.6,0,22,0.0,0,22,3,100.0,22,100.0,4,21.1,0,34,22,7.3,11.3,1.55,0,6.0,1,80.0,100.0,2,2,0.0,0,4,0,54.5,65.4,2,18,0.0,0,41,8,90.2,37,56.3,10,52.6,0,70,30,3.8,8.8,1.89
Henry Ruggs III,61102,WR,LV,3,18,0,23,20.2,1,60.0,100.0,1,1,0.0,0,6,0,74.6,81.8,0,61,0.0,0,45,6,93.3,42,137.5,10,55.6,1,169,43,7.2,28.2,4.02,0,13.4,1,71.4,100.0,1,1,0.0,0,3,0,73.4,69.4,0,30,0.0,0,47,5,97.9,46,102.1,7,38.9,0,68,34,6.8,13.6,1.48
Elijah Moore,84302,WR,NYJ,3,18,0,22,15.1,0,28.6,,0,0,0.0,0,1,0,70.5,63.0,1,27,0.0,0,28,2,85.7,24,5.4,7,38.9,0,30,2,1.0,15.0,1.25,0,9.1,0,57.1,,0,0,20.0,1,1,0,45.8,60.1,0,14,0.0,0,47,4,95.7,45,66.4,7,38.9,0,28,3,0.8,7.0,0.62
Emmanuel Sanders,5606,WR,BUF,3,18,0,4,18.4,0,50.0,50.0,1,2,0.0,0,4,0,72.1,75.0,0,41,0.0,0,42,4,88.1,37,95.8,8,44.4,0,105,14,3.5,26.3,2.84,0,17.7,0,66.7,0.0,0,1,0.0,0,3,0,72.1,61.5,0,28,0.0,0,71,4,95.8,68,140.3,6,33.3,1,62,11,2.8,15.5,0.91
Braxton Berrios,47961,WR,NYJ,3,18,0,22,7.6,0,80.0,,0,0,0.0,0,1,0,72.1,60.4,0,22,0.0,0,35,4,91.4,32,100.8,5,27.8,0,41,5,1.3,10.3,1.28,0,7.3,0,81.8,100.0,1,1,0.0,0,4,0,77.3,69.6,0,27,0.0,0,43,9,95.3,41,105.3,11,61.1,0,102,25,2.8,11.3,2.49
A.J. Green,6156,WR,ARZ,3,18,0,1,7.3,0,16.7,0.0,0,3,50.0,1,0,0,28.8,45.6,0,4,0.0,0,24,1,95.8,23,39.6,6,33.3,0,4,0,0.0,4.0,0.17,0,15.3,2,81.8,100.0,4,4,0.0,0,7,0,77.3,78.1,0,36,0.0,0,64,9,98.4,63,149.1,11,61.1,1,177,34,3.8,19.7,2.81
