player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jared Goff,10635,QB,DET,2,76.7,90,93,6.7,2.81,0,5,5.0,68.8,64,0,35,7.2,102,5,32,11,29.0,66.2,67.8,52.5,1,2,110,2,11.4,94.6,3.9,4,5,0,2,5,4,3.6,584,6.3
Derek Carr,8671,QB,LV,2,79.1,86,93,9.5,2.6,3,9,9.1,66.7,62,0,32,8.8,101,6,34,23,57.7,81.0,82.5,50.4,0,1,107,1,15.6,104.1,5.0,5,3,2,2,4,4,3.7,817,8.8
Justin Herbert,28237,QB,LAC,2,80.0,85,88,7.7,2.66,1,5,5.2,70.5,62,0,23,8.8,94,6,34,27,85.6,78.2,77.9,55.6,0,3,103,0,17.4,86.1,4.3,4,2,0,2,2,4,3.9,675,7.7
Tom Brady,698,QB,TB,2,73.8,80,86,10.3,2.37,1,8,9.1,65.1,56,0,19,5.1,90,3,37,30,84.3,93.0,91.8,62.6,0,2,92,0,15.8,113.3,3.3,3,1,0,5,9,0,0.0,655,7.6
Dak Prescott,10769,QB,DAL,2,79.8,84,85,6.6,2.34,0,5,5.4,76.5,65,0,28,3.0,92,2,34,9,85.0,75.0,76.6,49.5,1,2,101,1,10.7,99.1,3.3,3,3,0,0,3,3,3.0,640,7.5
Josh Allen,46601,QB,BUF,2,69.4,72,84,10.2,2.79,4,5,5.6,56.0,47,0,37,6.0,92,3,24,4,30.0,62.7,59.3,69.2,1,1,99,0,10.8,77.9,4.3,4,4,0,7,3,4,4.0,449,5.3
Trevor Lawrence,77632,QB,JAX,2,61.3,80,84,10.2,2.65,0,3,3.2,50.0,42,0,25,14.3,88,7,21,15,84.8,47.8,46.0,74.0,1,5,97,0,8.0,57.1,2.3,2,2,0,3,4,6,6.2,450,5.4
Kirk Cousins,7102,QB,MIN,2,86.3,73,81,6.2,2.37,2,3,3.4,71.6,58,0,23,7.9,87,5,27,18,52.9,87.9,84.1,76.0,2,0,95,0,17.4,112.9,4.6,4,2,1,3,5,1,1.1,595,7.3
Matt Ryan,4317,QB,ATL,2,77.6,76,81,5.0,2.53,2,1,1.1,69.1,56,0,32,5.1,87,3,23,2,84.7,63.9,63.8,55.8,1,3,94,2,12.5,76.4,4.6,4,2,0,2,2,2,2.1,464,5.7
Ryan Tannehill,7014,QB,TEN,2,78.3,69,75,9.3,2.55,2,6,7.6,64.0,48,0,29,11.1,88,6,30,31,52.2,86.2,82.0,77.2,3,1,92,0,31.0,85.4,10.2,9,4,0,1,1,1,1.1,559,7.5
Sam Darnold,29048,QB,CAR,2,77.9,68,73,7.5,2.67,0,3,3.9,68.5,50,0,20,5.7,77,3,32,5,43.2,74.1,77.4,36.2,0,1,81,1,15.0,100.5,3.9,3,1,0,5,3,2,2.5,584,8.0
