player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Juan Thornhill,50426,S,KC,1,7,,7.0,16,0,39.6,0,1,0,0,0,0.0
Charvarius Ward,43034,CB,KC,1,1,,1.0,16,0,39.6,0,1,0,0,0,0.0
Levi Wallace,25445,CB,BUF,1,1,,1.0,4,0,39.6,0,1,0,0,0,0.0
Andrew Wingard,49268,S,JAX,1,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
Carlton Davis,49335,CB,TB,1,5,,2.5,30,0,39.6,0,2,0,0,0,0.0
Matt Milano,11918,LB,BUF,1,2,,2.0,4,0,39.6,0,1,0,0,0,0.0
Jaire Alexander,49350,CB,GB,1,2,,2.0,12,0,39.6,0,1,0,0,0,0.0
Paulson Adebo,52280,CB,NO,1,6,,6.0,20,1,0.0,0,1,0,0,0,0.0
Adrian Phillips,9177,S,NE,1,5,,5.0,19,0,39.6,0,1,0,0,0,0.0
Tracy Walker,51266,S,DET,1,7,,7.0,11,0,39.6,0,1,0,0,0,0.0
Kareem Jackson,5545,S,DEN,1,7,,7.0,10,0,39.6,0,1,0,0,0,0.0
Damien Wilson,9560,LB,JAX,1,1,,1.0,15,0,39.6,0,1,0,0,0,0.0
Marshon Lattimore,11766,CB,NO,1,2,,2.0,20,0,39.6,0,1,0,0,0,0.0
Jason McCourty,5127,S,MIA,1,2,,2.0,17,0,39.6,0,1,0,0,0,0.0
Myles Jack,10670,LB,JAX,1,3,,3.0,15,0,39.6,0,1,0,0,0,0.0
Chauncey Gardner-Johnson,49371,CB,NO,1,22,22.0,11.0,20,0,56.3,1,2,0,4,1,0.18
Nate Hobbs,55948,CB,LV,1,19,19.0,9.5,23,0,56.3,1,2,0,0,3,0.0
Minkah Fitzpatrick,51206,S,PIT,1,19,19.0,4.8,25,0,40.6,1,4,0,13,0,0.68
Bryce Callahan,10000,CB,DEN,1,35,17.5,11.7,10,0,81.3,2,3,0,17,1,0.49
Chris Harris Jr.,6457,CB,LAC,1,17,17.0,17.0,27,0,91.7,1,1,0,6,2,0.35
Ugo Amadi,49352,CB,SEA,1,17,17.0,17.0,29,0,100.0,1,1,0,8,11,0.47
L'Jarius Sneed,40588,CB,KC,1,16,16.0,16.0,16,0,100.0,1,1,0,8,0,0.5
Byron Murphy Jr.,44027,CB,ARZ,1,29,14.5,4.8,1,0,42.4,2,6,0,16,4,0.55
Cameron Sutton,11850,CB,PIT,1,13,13.0,13.0,25,0,118.8,1,1,1,3,0,0.23
Darious Williams,55724,CB,LA,1,13,13.0,4.3,26,0,42.4,1,3,0,9,4,0.69
Anthony Averett,50365,CB,BLT,1,12,12.0,12.0,3,1,79.2,1,1,0,16,3,1.33
Trevon Diggs,41817,CB,DAL,1,12,12.0,12.0,9,0,108.3,1,1,0,10,3,0.83
Taylor Rapp,51172,S,LA,1,12,12.0,12.0,26,0,91.7,1,1,0,6,2,0.5
