player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Jonathan Taylor,57488,HB,IND,15,297,58,20,39.1,635,0,1626,3,9,58,1134,76.8,45,96,14,4,104,58.4,85.7,60.2,,25.5,61.9,89.6,55.8,83,1,336,36,248,341,0,0,44,333,17,1626,1134,3.82,5.5,1.35,187
Joe Mixon,11803,HB,CIN,15,280,41,12,22.1,256,0,1159,0,4,41,880,44.9,25,56,7,2,100,76.4,80.7,87.5,,29.2,65.2,83.2,57.3,32,0,274,35,272,309,0,0,39,315,13,1159,880,3.14,4.1,1.01,174
Najee Harris,57121,HB,PIT,15,269,46,6,12.4,120,1,965,7,33,46,720,62.9,23,54,25,0,107,91.4,68.8,69.0,,61.7,65.8,69.9,37.8,23,1,422,67,416,308,0,0,87,336,6,965,720,2.68,3.6,1.01,149
Antonio Gibson,78050,HB,WAS,15,237,36,9,18.3,163,1,889,4,8,36,655,43.7,19,59,32,6,67,29.8,62.3,57.5,,45.4,58.7,63.8,59.5,27,1,289,41,238,276,0,0,50,278,6,889,655,2.76,3.8,1.21,165
Dalvin Cook,11796,HB,MIN,11,227,45,17,35.8,382,0,1067,5,7,45,642,57.2,34,53,18,3,51,71.6,65.7,85.8,,53.6,51.8,68.5,60.4,66,0,221,30,234,252,0,0,39,257,6,1067,642,2.83,4.7,0.94,165
Derrick Henry,10679,HB,TEN,8,219,32,9,28.2,264,0,937,0,3,32,728,49.1,20,49,31,1,98,82.5,75.1,41.3,70.7,54.4,69.4,72.6,72.2,76,1,154,18,120,239,0,0,20,237,10,937,728,3.32,4.3,1.28,121
Ezekiel Elliott,10638,HB,DAL,15,210,19,5,13.5,121,1,899,1,5,19,586,26.3,23,50,9,1,83,82.9,68.9,64.6,60.1,47.2,59.2,73.7,52.7,47,1,270,45,387,254,0,0,59,255,10,899,586,2.79,4.3,0.7,119
Nick Chubb,45783,HB,CLV,12,207,55,15,33.9,387,0,1143,0,5,55,871,111.7,38,56,8,2,125,68.7,83.0,83.9,,79.7,66.2,81.2,59.3,70,0,172,19,164,227,0,0,23,226,8,1143,871,4.21,5.5,1.05,79
Alvin Kamara,11822,HB,NO,11,197,36,4,10.1,73,0,720,7,6,36,510,45.9,15,34,20,0,69,90.8,60.2,56.9,,10.6,63.5,63.2,57.6,23,1,355,40,231,256,0,0,57,237,4,720,510,2.59,3.7,1.54,115
James Conner,11860,HB,ARZ,14,187,36,6,18.4,129,0,700,0,11,36,532,61.3,14,48,1,2,59,66.3,80.9,90.3,,89.8,80.6,72.2,81.3,35,0,339,31,210,252,0,0,33,218,14,700,532,2.84,3.7,1.61,116
David Montgomery,45719,HB,CHI,11,183,32,7,22.7,162,0,713,1,7,32,476,45.9,19,46,6,1,40,80.2,72.0,89.0,,85.7,73.4,66.7,68.6,41,0,277,38,250,216,0,0,44,221,5,713,476,2.6,3.9,1.11,138
Damien Harris,35134,HB,NE,13,182,33,12,37.0,317,0,857,0,4,33,516,53.8,22,46,19,2,128,63.9,87.1,82.5,,58.0,65.2,85.1,63.6,64,0,84,13,101,214,0,0,15,195,12,857,516,2.84,4.7,0.83,38
Melvin Gordon III,9448,HB,DEN,14,181,34,4,15.3,117,1,765,2,4,34,511,52.3,20,44,10,2,70,62.2,73.1,47.1,,32.8,53.4,78.7,60.0,70,1,178,24,221,195,0,0,29,205,7,765,511,2.82,4.2,0.81,108
Leonard Fournette,11759,HB,TB,14,180,29,7,20.8,169,0,812,7,11,29,567,50.6,15,45,30,1,119,81.6,74.4,87.4,60.0,52.2,62.9,79.9,43.1,47,0,454,69,361,208,0,0,83,249,8,812,567,3.15,4.5,1.26,59
Javonte Williams,77803,HB,DEN,15,177,58,8,25.8,213,0,827,4,8,58,620,106.5,24,49,10,2,81,66.1,77.4,87.2,,60.6,65.9,77.8,81.3,49,0,296,40,235,194,0,0,48,217,4,827,620,3.5,4.7,1.26,92
Josh Jacobs,45953,HB,LV,13,175,42,5,13.0,88,0,677,5,13,42,463,65.3,16,37,23,2,45,67.9,71.8,53.2,,71.0,58.3,75.1,57.3,21,1,319,48,265,209,0,0,58,223,7,677,463,2.65,3.9,1.2,126
Austin Ekeler,12164,HB,LAC,14,173,34,9,20.9,165,0,789,4,12,34,530,60.0,19,46,27,4,74,42.9,76.0,89.1,,55.8,62.3,81.3,58.7,28,0,558,62,343,200,0,0,76,235,10,789,530,3.06,4.6,1.63,91
Sony Michel,27589,HB,LA,15,168,33,8,22.1,161,0,728,1,5,33,499,61.0,18,40,26,1,60,77.3,71.1,87.0,,68.5,47.9,77.3,60.1,39,0,97,17,197,181,0,0,23,185,3,728,499,2.97,4.3,0.49,108
Myles Gaskin,45914,HB,MIA,15,167,19,7,21.9,129,0,590,2,10,19,364,29.7,12,25,17,2,81,65.4,64.2,88.4,,49.6,69.1,62.5,59.9,30,0,223,46,276,179,0,0,58,213,3,590,364,2.18,3.5,0.81,81
Elijah Mitchell,57272,HB,SF,9,165,26,7,24.1,183,0,759,0,5,26,607,62.7,23,39,28,0,55,90.4,73.6,84.8,,64.7,62.6,73.2,58.1,39,0,126,17,131,204,0,0,18,182,5,759,607,3.68,4.6,0.96,110
James Robinson,22425,HB,JAX,14,164,28,7,22.7,174,1,767,4,5,28,539,55.6,19,41,15,4,65,35.4,67.4,55.3,,53.0,41.8,77.1,67.5,58,1,222,31,261,201,0,0,44,195,8,767,539,3.29,4.7,0.85,97
Aaron Jones,11937,HB,GB,14,163,36,6,21.9,158,1,723,3,7,36,494,62.1,14,35,12,2,43,65.4,81.2,90.9,,68.9,72.4,81.5,77.5,57,1,361,47,295,183,0,0,58,210,4,723,494,3.03,4.4,1.22,116
Mark Ingram II,6180,HB,NO,14,160,24,2,9.4,52,0,554,1,8,24,450,48.1,9,23,20,1,81,77.0,67.1,84.8,,85.2,76.2,61.3,57.8,28,0,162,27,148,188,0,0,31,187,2,554,450,2.81,3.5,1.09,78
A.J. Dillon,57165,HB,GB,15,159,25,4,13.7,93,0,677,1,9,25,503,56.6,9,42,12,2,56,62.5,86.5,44.2,,60.3,66.8,89.5,48.4,36,1,289,31,162,182,0,0,33,190,3,677,503,3.16,4.3,1.78,100
Darrell Henderson,41193,HB,LA,12,149,18,8,20.5,141,0,688,3,4,18,371,30.8,20,39,26,0,41,90.3,68.7,89.5,,78.0,46.6,78.2,60.0,29,0,176,29,280,172,0,0,41,178,5,688,371,2.49,4.6,0.63,107
Devin Singletary,40485,HB,BUF,15,146,36,10,31.4,211,0,672,3,8,36,436,71.4,16,33,4,5,53,27.9,63.0,58.5,,46.4,39.9,76.4,55.6,46,1,204,38,323,177,0,0,46,184,4,672,436,2.99,4.6,0.63,87
Chuba Hubbard,57373,HB,CAR,15,146,16,4,15.7,80,0,509,4,4,16,366,30.2,10,29,5,1,53,74.9,61.7,44.3,,41.6,50.7,66.7,56.8,26,1,153,20,157,193,0,0,28,166,4,509,366,2.51,3.5,0.97,90
D'Andre Swift,57212,HB,DET,11,140,15,7,28.6,159,1,555,4,18,15,325,39.1,18,25,11,2,57,62.7,59.4,55.2,60.0,23.7,63.8,61.7,37.8,57,2,429,56,274,157,0,0,68,196,4,555,325,2.32,4.0,1.57,66
Cordarrelle Patterson,7810,HB,ATL,14,139,22,3,14.9,85,0,571,0,10,22,434,53.1,19,26,2,1,36,78.4,83.5,88.9,60.0,56.1,91.4,66.0,75.6,39,0,523,49,225,164,0,0,60,188,6,571,434,3.12,4.1,2.32,102
Miles Sanders,40555,HB,PHI,12,137,18,11,35.0,264,0,754,1,11,18,400,51.9,20,33,24,1,54,74.1,71.7,46.1,,46.0,65.7,73.3,64.3,38,1,158,26,195,180,0,0,32,163,0,754,400,2.92,5.5,0.81,82
Michael Carter,57337,HB,NYJ,12,135,35,4,19.6,111,0,566,4,15,35,414,90.2,11,27,22,1,50,74.8,73.0,17.1,,42.7,60.5,79.5,60.3,39,2,316,35,201,158,0,0,47,170,4,566,414,3.07,4.2,1.57,82
Lamar Jackson,46416,QB,BLT,12,83,29,3,6.8,52,0,373,0,0,15,182,39.6,24,48,3,6,66,48.6,70.3,34.3,65.9,,,76.1,60.0,31,5,0,0,0,313,394,50,0,83,2,767,387,2.91,5.8,,1
