player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Calais Campbell,4364,DI,BLT,9,0,1,3,75.1,9,17,267,100.0,13.5,36,1,4.9,0,288,288,26,0,78.2,5,13,132,100.0,18.2,24,6.8,0,141,141,18
Malcolm Jenkins,4937,S,NO,9,0,0,20,60.1,0,1,32,8.7,9.4,3,1,4.7,1,381,33,2,0,57.6,0,1,19,11.2,5.3,1,7.9,1,169,19,2
Jason McCourty,5127,S,MIA,7,0,0,17,54.5,0,0,4,2.1,0.0,0,0,0.0,0,194,4,0,0,55.5,0,0,2,2.2,0.0,0,0.0,0,93,2,0
Steve McLendon,5232,DI,TB,6,0,0,30,55.5,1,2,64,98.5,6.3,4,0,2.3,0,68,67,3,0,62.0,0,2,15,100.0,13.3,2,6.7,0,16,16,2
Ndamukong Suh,5527,DI,TB,9,1,0,30,52.2,5,11,265,97.6,6.8,18,2,4.2,3,289,282,19,0,55.0,3,9,118,98.5,11.9,14,6.8,2,131,129,14
Gerald McCoy,5528,DI,LV,1,0,0,23,55.2,0,0,5,100.0,0.0,0,0,0.0,0,5,5,0,0,60.0,0,0,1,100.0,0.0,0,0.0,0,1,1,0
Tyson Alualu,5535,DI,PIT,2,0,0,25,59.4,1,1,38,100.0,7.9,3,0,2.6,0,40,40,2,0,61.3,1,1,29,100.0,10.3,3,3.4,0,30,30,2
Brandon Graham,5538,ED,PHI,2,0,0,24,60.6,1,1,30,100.0,10.0,3,0,3.3,0,32,32,2,0,69.2,1,1,14,100.0,21.4,3,7.1,0,15,15,2
Jason Pierre-Paul,5540,ED,TB,7,3,0,30,55.2,2,10,233,88.3,5.6,13,2,3.9,3,282,249,15,0,56.9,1,6,98,93.2,8.2,8,5.6,2,118,110,9
Kareem Jackson,5545,S,DEN,10,0,0,10,61.0,0,0,2,0.5,50.0,1,0,50.0,1,374,2,1,0,56.5,0,0,2,1.1,0.0,0,0.0,0,179,2,0
Devin McCourty,5552,S,NE,10,0,0,19,52.4,0,0,5,1.4,0.0,0,0,0.0,0,367,5,0,0,54.0,0,0,2,1.3,0.0,0,0.0,0,160,2,0
Jerry Hughes,5556,ED,BUF,9,2,1,4,90.0,3,22,188,94.5,20.7,39,3,7.7,2,220,208,27,0,90.6,2,15,87,92.5,31.0,27,12.1,2,107,99,19
Linval Joseph,5571,DI,LAC,9,0,1,27,85.8,1,12,169,100.0,14.8,25,1,4.4,1,182,182,14,0,86.6,0,6,55,100.0,23.6,13,7.3,1,60,60,7
Carlos Dunlap,5579,ED,SEA,9,4,0,29,63.2,3,15,194,89.2,13.9,27,1,5.7,2,231,206,20,3,64.8,2,7,97,93.8,15.5,15,5.7,1,112,105,10
Corey Peters,5607,DI,ARZ,7,0,0,1,68.9,0,4,72,96.2,9.7,7,0,2.8,0,78,75,4,0,68.9,0,3,30,100.0,16.7,5,5.0,0,31,31,3
Everson Griffen,5624,ED,MIN,8,0,0,18,80.7,5,21,257,97.2,20.2,52,5,7.0,5,286,278,31,0,88.2,3,15,123,97.1,30.9,38,9.8,3,140,136,21
Al Woods,5646,DI,SEA,9,3,0,29,66.7,2,7,169,98.9,9.5,16,1,3.3,1,184,182,10,1,71.6,0,6,50,100.0,18.0,9,8.0,1,56,56,7
Andrew Sendejo,6118,S,IND,7,0,0,14,60.1,0,1,6,2.7,0.0,0,0,8.3,0,255,7,1,0,56.1,0,0,2,1.5,0.0,0,0.0,0,134,2,0
Von Miller,6154,ED,LA,8,0,1,26,79.2,4,21,189,91.3,20.6,39,3,9.3,5,218,199,30,0,85.5,3,16,92,95.0,29.3,27,14.7,4,100,95,23
J.J. Watt,6163,DI,ARZ,7,2,0,1,83.1,11,16,208,98.2,18.3,38,1,7.0,1,221,217,28,1,81.9,5,10,88,100.0,22.7,20,9.7,1,92,92,16
Robert Quinn,6166,ED,CHI,8,0,2,6,72.1,2,15,196,89.4,14.8,29,5,7.4,6,236,211,23,0,72.9,1,11,95,94.5,18.9,18,11.6,5,109,103,17
Ryan Kerrigan,6168,ED,PHI,10,0,0,24,67.7,1,11,115,98.4,14.8,17,0,5.2,0,124,122,12,0,75.2,1,7,41,97.8,29.3,12,9.8,0,46,45,8
Cameron Jordan,6176,ED,NO,9,1,0,20,68.1,8,20,300,98.8,13.7,41,0,5.7,3,323,319,31,0,66.3,4,11,138,100.0,15.9,22,6.2,1,147,147,16
Jimmy Smith,6179,CB,BLT,7,0,0,3,56.2,0,0,2,2.4,0.0,0,1,0.0,0,85,2,0,0,,0,0,0,0.0,,0,,0,35,0,0
Cameron Heyward,6183,DI,PIT,9,5,0,25,86.8,5,27,279,100.0,17.6,49,1,7.5,5,295,295,37,3,90.3,2,19,139,100.0,22.3,31,10.4,4,148,148,25
Jabaal Sheard,6189,ED,MIA,1,0,0,17,52.6,0,0,8,88.9,0.0,0,1,0.0,0,9,8,0,0,55.5,0,0,3,100.0,0.0,0,0.0,0,3,3,0
Justin Houston,6222,ED,BLT,8,0,0,3,82.4,11,11,201,93.5,16.9,34,1,7.5,4,231,216,26,0,90.3,8,5,101,93.2,23.8,24,9.4,3,117,109,16
K.J. Wright,6251,LB,LV,9,0,0,23,57.6,0,2,2,2.4,100.0,2,0,50.0,0,85,2,2,0,59.1,0,1,1,3.4,100.0,1,50.0,0,29,1,1
Richard Sherman,6306,CB,TB,3,0,0,30,68.3,0,1,4,4.0,50.0,2,2,12.5,0,100,4,1,0,58.7,0,0,1,2.9,0.0,0,0.0,0,35,1,0
Pernell McPhee,6317,ED,BLT,9,0,0,3,56.2,1,4,99,92.6,10.1,10,1,3.5,1,121,112,6,0,55.0,0,3,45,90.9,11.1,5,5.6,1,55,50,4
Lawrence Guy,6385,DI,NE,10,0,0,19,54.9,3,4,120,100.0,7.5,9,0,4.6,2,132,132,9,0,74.7,1,2,25,100.0,24.0,6,10.0,1,27,27,4
Malcolm Smith,6394,LB,CLV,9,0,0,8,48.9,0,0,14,7.7,0.0,0,2,0.0,0,182,14,0,0,53.1,0,0,3,3.8,0.0,0,0.0,0,79,3,0
Chris Harris Jr.,6457,CB,LAC,6,0,0,27,49.9,1,0,7,4.0,0.0,0,1,7.1,0,174,7,1,0,53.5,0,0,3,3.4,0.0,0,0.0,0,89,3,0
