team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
ARZ,1,1,36,1,1,36,97.2,2,0
SF,28,1,27,0,2,27,96.3,2,0
PHI,24,1,38,0,5,38,93.4,5,0
LAC,27,1,49,1,2,49,92.9,5,2
PIT,25,1,35,2,3,35,90.0,6,1
TB,30,1,50,0,10,50,90.0,10,0
DAL,9,1,62,2,11,62,89.5,13,0
CIN,7,1,31,1,2,31,88.7,5,2
MIN,18,1,52,2,6,52,88.5,10,2
JAX,15,1,52,1,12,52,87.5,13,0
LA,26,1,27,1,4,27,87.0,6,1
NYG,21,1,42,1,8,42,86.9,10,1
HST,13,1,37,2,8,37,86.5,10,0
LV,23,1,59,4,8,59,86.4,14,2
MIA,17,1,29,1,7,29,86.2,8,0
CLV,8,1,32,1,4,32,85.9,7,2
GB,12,1,37,3,6,37,85.1,10,1
SEA,29,1,28,3,4,28,83.9,8,1
NE,19,1,40,7,6,40,83.7,13,0
CHI,6,1,45,0,9,45,83.3,12,3
KC,16,1,41,2,8,41,82.9,12,2
NYJ,22,1,43,1,10,43,82.6,13,2
NO,20,1,24,2,7,24,81.2,9,0
WAS,32,1,26,3,5,26,80.8,9,1
CAR,5,1,36,6,6,36,80.6,13,1
DEN,10,1,41,3,11,41,80.5,15,1
IND,14,1,44,5,8,44,78.4,16,3
BUF,4,1,56,6,17,56,77.7,24,1
DET,11,1,63,5,21,63,76.2,28,2
TEN,31,1,43,3,8,43,73.3,17,6
ATL,2,1,39,4,11,39,73.1,18,3
BLT,3,1,39,4,15,39,67.9,22,3
