player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kyler Murray,38334,QB,ARZ,1,-19.23,0,36,1,63.6,22,25,13.0,3.4,0,6,23.1,56.0,14,9,0.0,28,77.8,0,10,,,,,78.5,85.5,0.0,80.1,,82.1,,0,1,29,22.2,104.0,7.1,2,1,0,3,4,1,3.4,194,7.8,75.0,24,26,7.8,2.65,0,6,22.2,69.2,18,6,0.0,27,75.0,0,12,,,,,78.3,85.8,0.0,81.9,,78.5,,0,1,28,16.7,121.8,3.7,1,0,0,2,4,1,3.6,240,9.2,60.0,5,6,15.4,3.68,0,0,0.0,50.0,3,3,0.0,9,25.0,0,2,,,,,70.9,67.6,71.9,62.3,,64.4,,0,0,9,33.3,77.8,11.1,1,1,0,1,0,0,0.0,49,8.2,0,100.0,7,7,-3.3,1.18,0,0,0.0,100.0,7,0,0.0,8,22.2,0,4,,,,,70.3,64.4,71.5,63.9,,,,0,0,8,,118.8,0.0,0,0,0,0,0,0,0.0,95,13.6,-1.06
Ben Roethlisberger,1732,QB,PIT,1,11.26,0,35,25,50.0,26,27,7.9,2.39,1,0,0.0,48.1,13,7,0.0,30,85.7,0,8,,,,,27.6,35.3,78.3,35.5,,58.1,,0,0,33,28.6,79.2,6.7,2,1,0,0,1,2,6.1,160,5.9,55.0,20,21,7.0,2.41,1,0,0.0,52.4,11,6,0.0,23,65.7,0,6,,,,,25.8,35.0,77.7,34.9,,58.1,,0,0,25,16.7,82.0,4.3,1,1,0,0,1,2,8.0,103,4.9,63.6,11,11,4.8,1.93,0,0,0.0,63.6,7,1,0.0,12,34.3,0,3,,,,,72.8,55.1,73.2,55.3,,,,0,0,13,100.0,87.3,8.3,1,0,0,0,0,0,0.0,85,7.7,0,100.0,5,5,-2.8,1.4,0,0,0.0,100.0,5,0,0.0,5,14.3,0,1,,,,,68.0,65.3,69.9,64.7,,,,0,0,5,,90.0,0.0,0,0,0,0,0,0,0.0,28,5.6,2.83
Joe Burrow,28022,QB,CIN,1,5.56,0,32,7,77.3,22,23,10.7,2.44,0,1,4.2,73.9,17,11,0.0,28,87.5,0,12,,,,,77.4,71.1,78.9,68.3,,62.6,,0,0,29,45.5,137.4,17.9,5,0,1,0,2,1,3.4,247,10.7,76.5,17,18,7.8,2.12,0,1,5.3,72.2,13,8,0.0,21,65.6,0,9,,,,,76.0,70.1,78.5,66.9,,62.6,,0,0,22,37.5,137.5,14.3,3,0,1,0,2,1,4.5,165,9.2,77.8,9,9,10.8,2.8,0,0,0.0,77.8,7,3,0.0,11,34.4,0,3,,,,,71.9,64.1,72.6,63.6,,,,0,0,11,66.7,111.1,18.2,2,0,0,0,0,0,0.0,96,10.7,0,75.0,4,4,-1.8,1.78,0,0,0.0,75.0,3,0,0.0,4,12.5,0,0,,,,,66.9,56.6,69.2,56.8,,,,0,0,4,,79.2,0.0,0,0,0,0,0,0,0.0,14,3.5,1.5
Baker Mayfield,46518,QB,CLV,1,36.84,0,31,8,78.3,23,24,12.3,2.95,0,3,12.0,70.8,17,9,5.6,27,87.1,1,10,,,,,77.0,75.0,78.3,75.1,60.0,58.3,,0,1,28,22.2,85.1,7.4,2,1,0,1,0,1,3.6,238,9.9,72.2,18,19,10.2,2.91,0,1,5.0,63.2,12,8,7.7,22,71.0,1,6,,,,,75.9,55.0,77.9,55.3,,58.3,,0,1,23,25.0,68.1,9.1,2,1,0,1,0,1,4.3,161,8.5,100.0,9,9,10.0,2.59,0,2,22.2,100.0,9,1,0.0,9,29.0,0,8,,,,,70.9,95.4,72.3,94.3,60.0,,,0,0,9,0.0,118.8,0.0,0,0,0,0,0,0,0.0,160,17.8,0,100.0,4,4,-2.5,1.93,0,0,0.0,100.0,4,0,0.0,4,12.9,0,4,,,,,66.9,64.4,69.2,63.9,,,,0,0,4,,118.8,0.0,0,0,0,0,0,0,0.0,83,20.8,9.31
Tua Tagovailoa,60326,QB,MIA,1,-14.71,0,29,17,62.5,24,24,11.7,2.57,0,1,4.0,54.2,13,8,13.3,26,89.7,2,8,,,,,78.1,57.0,78.0,53.5,,68.5,,0,1,27,25.0,75.2,7.7,2,0,0,0,1,2,7.4,181,7.5,76.5,17,17,11.2,2.66,0,1,5.9,64.7,11,6,15.4,19,65.5,2,5,,,,,76.6,63.6,77.4,59.3,,68.5,,0,1,19,33.3,66.3,10.5,2,0,0,0,0,2,10.5,142,8.4,50.0,10,10,8.3,2.19,0,0,0.0,50.0,5,2,0.0,10,34.5,0,4,,,,,71.9,50.1,72.6,50.9,,,,0,0,11,0.0,102.1,0.0,0,0,0,0,1,0,0.0,60,6.0,0,100.0,3,3,-2.3,1.9,0,0,0.0,100.0,3,0,0.0,3,10.3,0,1,,,,,65.5,63.4,68.2,63.0,,,,0,0,3,,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0,-2.35
Aaron Rodgers,2241,QB,GB,1,7.83,0,29,12,65.0,20,24,9.6,3.08,0,1,3.6,45.8,11,9,15.4,25,86.2,2,5,,,,,77.2,41.1,77.0,41.9,,,,1,2,29,11.1,25.0,4.0,1,0,0,3,0,2,6.9,112,4.7,68.4,19,23,9.1,2.87,0,1,3.7,52.2,12,8,7.7,23,79.3,1,3,,,,,76.8,41.4,76.8,42.1,,,,1,2,27,0.0,28.5,0.0,0,0,0,3,0,2,7.4,106,4.6,80.0,5,5,1.4,2.95,0,0,0.0,60.0,3,2,25.0,6,20.7,1,3,,,,,68.9,58.9,70.6,58.8,,,,0,0,6,50.0,74.6,16.7,1,0,0,0,0,0,0.0,27,5.4,0,100.0,4,4,-3.3,1.7,0,0,0.0,100.0,4,1,0.0,4,13.8,0,1,,,,,66.9,64.6,69.2,64.1,,,,0,0,4,0.0,88.5,0.0,0,0,0,0,0,0,0.0,21,5.3,0.79
Russell Wilson,7077,QB,SEA,1,3.08,0,28,29,84.2,19,20,12.5,2.86,0,3,15.0,80.0,16,13,0.0,25,89.3,0,12,,,,,77.2,79.9,78.0,82.4,,57.6,,0,0,25,23.1,155.6,12.0,3,2,0,1,4,0,0.0,237,11.9,76.9,13,13,14.5,2.47,0,3,21.4,76.9,10,10,0.0,16,57.1,0,7,,,,,75.4,79.8,77.4,80.5,,61.7,,0,0,17,20.0,155.4,12.5,2,1,0,0,4,0,0.0,155,11.9,100.0,8,10,5.1,3.12,0,0,0.0,80.0,8,3,0.0,12,42.9,0,6,,,,,72.4,68.4,72.9,71.6,,56.8,,0,0,12,33.3,107.9,8.3,1,1,0,2,0,0,0.0,99,9.9,0,100.0,2,3,-4.0,1.83,0,0,0.0,66.7,2,0,0.0,3,10.7,0,1,,,,,66.9,61.4,69.2,61.2,,,,0,0,4,,81.3,0.0,0,0,0,1,0,0,0.0,17,5.7,-2.02
Jimmy Garoppolo,8697,QB,SF,1,13.46,0,27,28,78.9,19,22,9.3,2.46,0,0,0.0,63.6,14,7,6.7,24,88.9,1,11,,,,,76.4,70.9,77.9,73.1,,52.2,,0,0,24,14.3,122.3,4.2,1,1,1,2,1,0,0.0,286,13.0,81.8,11,13,5.1,1.79,0,0,0.0,61.5,8,3,11.1,14,51.9,1,5,,,,,73.7,60.3,77.1,63.8,,52.2,,0,0,14,0.0,128.7,0.0,0,1,1,1,1,0,0.0,155,11.9,81.8,11,12,9.8,2.85,0,0,0.0,75.0,9,4,0.0,13,48.1,0,7,,,,,72.8,77.8,73.2,76.2,,,,0,0,13,25.0,116.7,7.7,1,0,0,1,0,0,0.0,159,13.3,0,100.0,3,3,-4.3,1.03,0,0,0.0,100.0,3,0,0.0,3,11.1,0,1,,,,,65.5,63.6,68.2,63.2,,,,0,0,3,,105.6,0.0,0,0,0,0,0,0,0.0,28,9.3,1.33
Matthew Stafford,4924,QB,LA,1,33.33,0,27,26,75.0,20,21,13.6,2.65,1,3,13.6,71.4,15,7,0.0,22,81.5,0,11,,,,,77.4,79.8,77.7,79.2,,59.8,,0,0,23,14.3,153.3,4.5,1,0,0,0,3,0,0.0,279,13.3,70.6,17,18,10.4,2.28,1,1,5.3,66.7,12,5,0.0,19,70.4,0,7,,,,,76.8,60.5,77.5,59.9,,59.8,,0,0,20,20.0,114.6,5.3,1,0,0,0,1,0,0.0,166,9.2,100.0,8,8,10.1,2.75,0,2,25.0,100.0,8,2,0.0,8,29.6,0,6,,,,,70.3,96.2,71.5,94.8,,,,0,0,8,0.0,158.3,0.0,0,0,0,0,2,0,0.0,155,19.4,0,100.0,5,5,-3.0,1.4,0,0,0.0,100.0,5,0,0.0,5,18.5,0,2,,,,,68.0,65.1,69.9,64.6,,,,0,0,5,,101.7,0.0,0,0,0,0,0,0,0.0,42,8.4,10.16
Jameis Winston,9434,QB,NO,1,8.33,0,23,20,80.0,15,17,11.5,3.36,0,1,5.6,64.7,11,8,8.3,20,87.0,1,10,,,,,76.4,90.0,78.6,81.5,,82.5,,1,0,21,0.0,126.2,0.0,0,3,0,1,4,0,0.0,125,7.4,72.7,11,12,6.4,2.89,0,0,0.0,66.7,8,6,0.0,14,60.9,0,8,,,,,74.9,68.7,78.3,58.6,,76.5,,1,0,15,0.0,116.7,0.0,0,2,0,0,3,0,0.0,56,4.7,100.0,7,8,12.9,3.5,0,1,12.5,75.0,6,2,14.3,9,39.1,1,4,,,,,70.9,95.9,71.9,93.5,,65.6,,0,0,9,0.0,152.1,0.0,0,1,0,1,2,0,0.0,92,11.5,0,100.0,3,3,-4.3,1.63,0,0,0.0,100.0,3,0,0.0,3,13.0,0,2,,,,,65.5,63.5,68.2,63.1,,,,0,0,3,,138.2,0.0,0,0,0,0,1,0,0.0,23,7.7,6.83
Taylor Heinicke,9896,QB,WAS,1,-38.89,0,18,32,83.3,12,12,9.7,3.06,0,0,0.0,83.3,10,4,0.0,15,83.3,0,6,,,,,74.2,45.4,76.8,49.0,,49.1,,0,0,17,0.0,133.7,0.0,0,3,0,0,1,0,0.0,113,9.4,88.9,9,9,7.2,2.78,0,0,0.0,88.9,8,2,0.0,11,61.1,0,4,,,,,73.2,47.3,76.5,50.5,,51.2,,0,0,14,0.0,105.1,0.0,0,2,0,0,0,0,0.0,83,9.2,80.0,5,6,9.0,3.04,0,0,0.0,50.0,3,4,25.0,7,38.9,1,3,,,,,69.6,53.1,71.1,55.3,,58.3,,0,0,7,0.0,110.4,0.0,0,1,0,1,1,0,0.0,39,6.5,0,100.0,2,3,-3.0,2.0,0,0,0.0,33.3,1,2,50.0,3,16.7,1,1,,,,,66.9,61.1,69.2,60.9,,,,0,0,4,0.0,42.4,0.0,0,0,0,1,0,0,0.0,9,3.0,-2.72
Jordan Love,40306,QB,GB,1,33.33,0,8,12,66.7,6,6,15.3,2.73,0,1,16.7,66.7,4,1,0.0,7,87.5,0,3,,,,,17.0,76.9,73.5,75.5,,,,0,0,7,100.0,100.0,14.3,1,0,0,0,0,1,14.3,61,10.2,66.7,6,6,10.3,2.3,0,0,0.0,66.7,4,1,0.0,7,87.5,0,2,,,,,17.0,62.7,73.5,62.2,,,,0,0,7,100.0,82.6,14.3,1,0,0,0,0,1,14.3,36,6.0,100.0,1,1,29.0,4.1,0,1,100.0,100.0,1,0,0.0,1,12.5,0,1,,,,,60.4,88.8,64.6,85.8,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0,0,100.0,1,1,-1.0,1.1,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,26.0
Ryan Fitzpatrick,2467,QB,WAS,1,0.0,0,8,32,75.0,4,5,4.5,2.77,0,0,0.0,40.0,2,5,33.3,7,87.5,1,0,,,,,69.6,37.0,73.7,40.7,,55.7,,1,0,8,20.0,47.9,14.3,1,1,0,0,0,1,12.5,8,1.6,75.0,4,4,4.3,2.58,0,0,0.0,50.0,2,3,33.3,6,75.0,1,0,,,,,68.0,34.7,73.2,38.6,,55.7,,0,0,6,33.3,56.3,16.7,1,1,0,0,0,1,16.7,11,2.8,100.0,1,2,2.0,2.6,0,0,0.0,50.0,1,2,0.0,2,25.0,0,0,,,,,65.5,58.5,68.2,58.5,,,,1,0,3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,100.0,1,1,1.0,1.3,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.75
Justin Fields,82118,QB,CHI,1,0.0,0,2,6,100.0,1,1,7.0,1.5,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,,64.5,67.4,69.2,60.5,,62.6,,0,0,1,0.0,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,100.0,1,1,7.0,1.5,0,0,0.0,100.0,1,1,0.0,1,50.0,0,0,,,,,64.5,67.4,69.2,60.5,,62.6,,0,0,1,0.0,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,100.0,1,1,-1.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,0,100.0,1,1,-1.0,2.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,-8.0
Trey Lance,91399,QB,SF,1,100.0,0,1,28,100.0,1,1,3.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,68.2,47.7,69.2,60.1,,49.1,,0,0,1,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,67.2,45.7,68.2,,,49.1,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,3.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,60.3,64.6,60.1,,,,0,0,1,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.0
Jarvis Landry,8698,WR,CLV,1,0.0,0,1,8,,0,0,,6.5,0,0,,,0,0,,1,100.0,0,1,,,,70.5,68.3,74.8,78.2,,65.4,79.7,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.3,66.2,62.3,78.0,,53.8,70.6,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.5,0,0,,,0,0,,1,100.0,0,1,,,,70.5,67.0,91.8,73.1,,89.8,64.0,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,68.3,64.0,75.5,72.8,,72.2,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Matthias Farley,10953,S,TEN,1,-100.0,0,1,31,100.0,1,1,4.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,60.0,60.3,64.3,,60.4,54.6,65.7,56.3,,,60.0,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,100.0,1,1,4.0,1.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,60.0,60.3,64.3,,60.4,54.6,65.7,56.3,,,60.0,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-6.0
Taysom Hill,12112,QB,NO,1,100.0,0,1,20,100.0,1,1,0.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,66.7,62.8,73.2,60.0,53.5,60.7,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,65.2,64.1,73.0,,56.5,60.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,0.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.4,58.4,66.6,60.0,54.5,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,3.0
Justin Jefferson,61398,WR,MIN,1,100.0,0,1,18,100.0,1,1,10.0,5.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,41.6,68.0,68.4,79.6,68.8,64.7,,,0,0,1,0.0,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,41.6,67.0,63.3,79.3,,61.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,10.0,5.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,64.7,63.8,75.8,72.2,68.8,68.0,,,0,0,1,0.0,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,56.8,69.1,,57.4,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,11.0
