player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,8,316,0,20,0,8.1,40.0,88.5,25.0,10.0,0,2,20.0,63.0,1,31,16.7,1,2,19.6,4,108,34.2,122,1,5,10,0,57,28,0.6,14.3,0,2,5.1,84.2,93.0,10.9,9.2,0,1,5.3,66.9,0,26,0.0,0,1,111.4,16,185,58.5,199,9,20,19,1,124,49,0.7,7.8
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.6,11.6,0,3,37.5,78.9,0,23,0.0,0,3,75.5,5,98,51.6,101,2,5,8,0,41,19,0.4,8.2,0,2,12.3,100.0,98.8,26.0,26.0,0,0,0.0,63.2,0,25,0.0,0,0,118.8,3,80,42.1,81,0,3,3,0,45,8,0.6,15.0
Ndamukong Suh,5527,DI,TB,8,6,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,68,0,0,0,0,0,0,,,0,0,3.0,100.0,2.1,3.0,3.0,1,0,0.0,57.6,0,5,0.0,0,0,87.5,1,3,50.0,145,3,1,1,0,5,2,1.7,5.0
Joe Haden,5532,CB,PIT,7,282,0,25,2,14.0,88.9,100.0,7.3,6.4,0,1,11.1,44.5,0,37,0.0,0,1,155.8,8,64,22.7,64,0,5,9,1,125,31,2.2,15.6,0,1,11.4,46.7,100.0,24.3,11.3,0,2,13.3,72.0,0,14,33.3,3,2,57.9,7,178,63.1,178,2,5,15,0,61,24,0.4,8.7
Jason Pierre-Paul,5540,ED,TB,6,31,0,30,0,,,1.8,,,0,0,,55.7,0,,100.0,1,0,0.0,0,1,3.2,56,0,0,0,0,0,0,0.0,,0,1,5.4,100.0,14.4,4.4,4.4,0,0,0.0,72.4,0,24,14.3,2,0,147.1,5,23,74.2,160,5,11,5,1,49,22,2.2,9.8
Kareem Jackson,5545,S,DEN,9,347,0,10,0,23.5,50.0,98.6,137.0,68.5,0,0,0.0,55.6,0,8,21.4,3,0,60.4,1,143,41.2,145,0,11,2,0,8,4,0.1,8.0,0,0,6.7,80.0,100.0,11.5,9.2,0,0,0.0,65.6,1,17,5.9,1,0,59.6,8,99,28.5,99,3,16,10,0,78,36,0.8,9.8
Devin McCourty,5552,S,NE,9,325,0,19,0,7.2,60.0,98.8,49.7,29.8,1,1,20.0,56.7,0,13,11.1,1,1,75.4,3,158,48.6,160,0,8,5,0,28,7,0.2,9.3,0,5,19.7,44.4,98.0,35.5,15.8,0,3,33.3,65.2,1,33,7.1,1,3,37.0,4,150,46.2,153,0,8,9,0,81,15,0.6,20.3
Jerry Hughes,5556,ED,BUF,8,10,0,4,0,,,5.2,,,0,0,,63.0,0,,0.0,0,0,0.0,0,3,30.0,58,1,1,0,0,0,0,0.0,,0,0,15.0,100.0,5.5,5.0,5.0,0,0,0.0,46.3,0,18,,0,0,118.8,1,6,60.0,110,1,0,1,0,18,3,3.6,18.0
Carlos Dunlap,5579,ED,SEA,8,19,0,29,1,,,2.2,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,5.3,46,1,1,0,0,0,0,,,0,0,4.0,100.0,12.3,14.0,14.0,0,0,0.0,56.4,0,4,,0,0,83.3,1,15,78.9,122,0,0,1,0,4,0,0.3,4.0
Corey Peters,5607,DI,ARZ,6,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,8.3,,,0,0,,57.2,0,,,0,0,0.0,0,3,100.0,36,0,0,0,0,0,0,0.0,
Everson Griffen,5624,ED,MIN,7,7,0,18,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,80,1,0,0,0,0,0,,,0,0,3.0,100.0,5.8,6.0,6.0,0,0,0.0,65.3,0,5,0.0,0,0,87.5,1,7,100.0,121,2,1,1,0,5,2,0.8,5.0
Andrew Sendejo,6118,S,IND,6,204,0,14,0,12.5,0.0,91.7,,20.0,1,1,50.0,65.6,0,,50.0,1,1,39.6,0,44,21.6,48,0,1,2,0,0,0,0.0,,0,2,0.4,60.0,98.3,36.7,22.0,0,0,0.0,54.7,0,18,22.2,2,0,69.6,3,115,56.4,117,2,5,5,0,21,28,0.2,7.0
Von Miller,6154,ED,LA,7,15,0,26,0,,,4.9,,,0,0,,66.3,0,,0.0,0,0,0.0,0,4,26.7,82,2,1,0,0,0,0,0.0,,0,0,2.0,100.0,13.8,7.0,7.0,0,0,0.0,78.0,0,4,0.0,0,0,83.3,1,9,60.0,65,1,2,1,0,4,2,0.6,4.0
Patrick Peterson,6157,CB,MIN,6,241,0,18,1,3.4,60.0,100.0,17.0,10.2,0,1,20.0,65.2,0,18,0.0,0,1,86.3,3,56,23.2,56,0,0,5,0,41,32,0.8,13.7,0,1,13.4,60.0,100.0,10.7,6.4,0,2,10.0,57.3,0,77,25.0,2,1,125.4,12,137,56.8,137,1,5,20,2,192,116,1.5,16.0
J.J. Watt,6163,DI,ARZ,7,4,0,1,0,,,0.0,,,0,0,,,0,,100.0,2,0,0.0,0,0,0.0,59,1,0,0,0,0,0,,,0,0,,,3.2,,,0,0,,58.4,0,,,0,0,0.0,0,4,100.0,125,0,0,0,0,0,0,0.0,
Robert Quinn,6166,ED,CHI,8,25,0,6,0,,,3.0,,,0,0,,75.4,0,,50.0,1,0,0.0,0,2,8.0,66,3,1,0,0,0,0,0.0,,0,1,4.0,33.3,18.6,15.0,5.0,0,0,0.0,72.3,0,-4,0.0,0,0,42.4,1,18,72.0,97,3,1,3,0,-4,0,-0.3,-4.0
Ryan Kerrigan,6168,ED,PHI,9,2,0,24,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,1.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,75,0,0,0,0,0,0,0.0,
Cameron Jordan,6176,ED,NO,8,4,0,20,0,,,1.0,,,0,0,,60.8,0,,0.0,0,0,0.0,0,1,25.0,102,3,1,0,0,0,0,0.0,,0,1,,,1.2,,,0,0,,74.6,0,,0.0,0,0,0.0,0,2,50.0,166,2,1,0,0,0,0,0.0,
Jimmy Smith,6179,CB,BLT,6,76,0,3,0,6.4,40.0,100.0,12.0,4.8,0,1,20.0,45.5,0,11,0.0,0,1,52.1,2,28,36.8,28,0,3,5,0,20,8,0.8,10.0,0,0,21.8,25.0,94.3,31.0,7.8,0,0,0.0,75.1,0,3,50.0,1,0,39.6,1,33,43.4,35,1,1,4,0,3,3,0.1,3.0
Justin Houston,6222,ED,BLT,7,15,0,3,1,,,6.2,,,0,0,,75.6,0,,0.0,0,0,0.0,0,5,33.3,81,1,0,0,0,0,0,0.0,,0,1,0.0,100.0,9.5,8.0,8.0,0,0,0.0,52.8,0,29,33.3,1,0,118.8,1,9,60.0,95,2,1,1,0,29,29,3.6,29.0
K.J. Wright,6251,LB,LV,8,71,0,23,0,12.0,100.0,100.0,6.0,6.0,0,0,0.0,45.1,0,14,,0,0,158.3,1,6,8.5,6,0,0,1,1,14,2,2.3,14.0,0,1,7.7,100.0,100.0,19.0,19.0,0,0,0.0,63.6,0,29,25.0,1,0,118.8,3,61,85.9,61,1,2,3,0,50,27,0.9,16.7
