player,player_id,position,team_name,player_game_count,base_attempts,base_dropbacks,behind_los_accuracy_percent,behind_los_aimed_passes,behind_los_attempts,behind_los_attempts_percent,behind_los_avg_depth_of_target,behind_los_avg_time_to_throw,behind_los_bats,behind_los_big_time_throws,behind_los_btt_rate,behind_los_completion_percent,behind_los_completions,behind_los_def_gen_pressures,behind_los_drop_rate,behind_los_dropbacks,behind_los_drops,behind_los_first_downs,behind_los_grades_pass,behind_los_hit_as_threw,behind_los_interceptions,behind_los_passing_snaps,behind_los_pressure_to_sack_rate,behind_los_qb_rating,behind_los_sack_percent,behind_los_sacks,behind_los_scrambles,behind_los_spikes,behind_los_thrown_aways,behind_los_touchdowns,behind_los_turnover_worthy_plays,behind_los_twp_rate,behind_los_yards,behind_los_ypa,center_behind_los_accuracy_percent,center_behind_los_aimed_passes,center_behind_los_attempts,center_behind_los_attempts_percent,center_behind_los_avg_depth_of_target,center_behind_los_avg_time_to_throw,center_behind_los_bats,center_behind_los_big_time_throws,center_behind_los_btt_rate,center_behind_los_completion_percent,center_behind_los_completions,center_behind_los_def_gen_pressures,center_behind_los_drop_rate,center_behind_los_dropbacks,center_behind_los_drops,center_behind_los_first_downs,center_behind_los_grades_pass,center_behind_los_hit_as_threw,center_behind_los_interceptions,center_behind_los_passing_snaps,center_behind_los_pressure_to_sack_rate,center_behind_los_qb_rating,center_behind_los_sack_percent,center_behind_los_sacks,center_behind_los_scrambles,center_behind_los_spikes,center_behind_los_thrown_aways,center_behind_los_touchdowns,center_behind_los_turnover_worthy_plays,center_behind_los_twp_rate,center_behind_los_yards,center_behind_los_ypa,center_deep_accuracy_percent,center_deep_aimed_passes,center_deep_attempts,center_deep_attempts_percent,center_deep_avg_depth_of_target,center_deep_avg_time_to_throw,center_deep_bats,center_deep_big_time_throws,center_deep_btt_rate,center_deep_completion_percent,center_deep_completions,center_deep_def_gen_pressures,center_deep_drop_rate,center_deep_dropbacks,center_deep_drops,center_deep_first_downs,center_deep_grades_pass,center_deep_hit_as_threw,center_deep_interceptions,center_deep_passing_snaps,center_deep_pressure_to_sack_rate,center_deep_qb_rating,center_deep_sack_percent,center_deep_sacks,center_deep_scrambles,center_deep_spikes,center_deep_thrown_aways,center_deep_touchdowns,center_deep_turnover_worthy_plays,center_deep_twp_rate,center_deep_yards,center_deep_ypa,center_medium_accuracy_percent,center_medium_aimed_passes,center_medium_attempts,center_medium_attempts_percent,center_medium_avg_depth_of_target,center_medium_avg_time_to_throw,center_medium_bats,center_medium_big_time_throws,center_medium_btt_rate,center_medium_completion_percent,center_medium_completions,center_medium_def_gen_pressures,center_medium_drop_rate,center_medium_dropbacks,center_medium_drops,center_medium_first_downs,center_medium_grades_pass,center_medium_hit_as_threw,center_medium_interceptions,center_medium_passing_snaps,center_medium_pressure_to_sack_rate,center_medium_qb_rating,center_medium_sack_percent,center_medium_sacks,center_medium_scrambles,center_medium_spikes,center_medium_thrown_aways,center_medium_touchdowns,center_medium_turnover_worthy_plays,center_medium_twp_rate,center_medium_yards,center_medium_ypa,center_short_accuracy_percent,center_short_aimed_passes,center_short_attempts,center_short_attempts_percent,center_short_avg_depth_of_target,center_short_avg_time_to_throw,center_short_bats,center_short_big_time_throws,center_short_btt_rate,center_short_completion_percent,center_short_completions,center_short_def_gen_pressures,center_short_drop_rate,center_short_dropbacks,center_short_drops,center_short_first_downs,center_short_grades_pass,center_short_hit_as_threw,center_short_interceptions,center_short_passing_snaps,center_short_pressure_to_sack_rate,center_short_qb_rating,center_short_sack_percent,center_short_sacks,center_short_scrambles,center_short_spikes,center_short_thrown_aways,center_short_touchdowns,center_short_turnover_worthy_plays,center_short_twp_rate,center_short_yards,center_short_ypa,declined_penalties,deep_accuracy_percent,deep_aimed_passes,deep_attempts,deep_attempts_percent,deep_avg_depth_of_target,deep_avg_time_to_throw,deep_bats,deep_big_time_throws,deep_btt_rate,deep_completion_percent,deep_completions,deep_def_gen_pressures,deep_drop_rate,deep_dropbacks,deep_drops,deep_first_downs,deep_grades_pass,deep_hit_as_threw,deep_interceptions,deep_passing_snaps,deep_pressure_to_sack_rate,deep_qb_rating,deep_sack_percent,deep_sacks,deep_scrambles,deep_spikes,deep_thrown_aways,deep_touchdowns,deep_turnover_worthy_plays,deep_twp_rate,deep_yards,deep_ypa,franchise_id,left_behind_los_accuracy_percent,left_behind_los_aimed_passes,left_behind_los_attempts,left_behind_los_attempts_percent,left_behind_los_avg_depth_of_target,left_behind_los_avg_time_to_throw,left_behind_los_bats,left_behind_los_big_time_throws,left_behind_los_btt_rate,left_behind_los_completion_percent,left_behind_los_completions,left_behind_los_def_gen_pressures,left_behind_los_drop_rate,left_behind_los_dropbacks,left_behind_los_drops,left_behind_los_first_downs,left_behind_los_grades_pass,left_behind_los_hit_as_threw,left_behind_los_interceptions,left_behind_los_passing_snaps,left_behind_los_pressure_to_sack_rate,left_behind_los_qb_rating,left_behind_los_sack_percent,left_behind_los_sacks,left_behind_los_scrambles,left_behind_los_spikes,left_behind_los_thrown_aways,left_behind_los_touchdowns,left_behind_los_turnover_worthy_plays,left_behind_los_twp_rate,left_behind_los_yards,left_behind_los_ypa,left_deep_accuracy_percent,left_deep_aimed_passes,left_deep_attempts,left_deep_attempts_percent,left_deep_avg_depth_of_target,left_deep_avg_time_to_throw,left_deep_bats,left_deep_big_time_throws,left_deep_btt_rate,left_deep_completion_percent,left_deep_completions,left_deep_def_gen_pressures,left_deep_drop_rate,left_deep_dropbacks,left_deep_drops,left_deep_first_downs,left_deep_grades_pass,left_deep_hit_as_threw,left_deep_interceptions,left_deep_passing_snaps,left_deep_pressure_to_sack_rate,left_deep_qb_rating,left_deep_sack_percent,left_deep_sacks,left_deep_scrambles,left_deep_spikes,left_deep_thrown_aways,left_deep_touchdowns,left_deep_turnover_worthy_plays,left_deep_twp_rate,left_deep_yards,left_deep_ypa,left_medium_accuracy_percent,left_medium_aimed_passes,left_medium_attempts,left_medium_attempts_percent,left_medium_avg_depth_of_target,left_medium_avg_time_to_throw,left_medium_bats,left_medium_big_time_throws,left_medium_btt_rate,left_medium_completion_percent,left_medium_completions,left_medium_def_gen_pressures,left_medium_drop_rate,left_medium_dropbacks,left_medium_drops,left_medium_first_downs,left_medium_grades_pass,left_medium_hit_as_threw,left_medium_interceptions,left_medium_passing_snaps,left_medium_pressure_to_sack_rate,left_medium_qb_rating,left_medium_sack_percent,left_medium_sacks,left_medium_scrambles,left_medium_spikes,left_medium_thrown_aways,left_medium_touchdowns,left_medium_turnover_worthy_plays,left_medium_twp_rate,left_medium_yards,left_medium_ypa,left_short_accuracy_percent,left_short_aimed_passes,left_short_attempts,left_short_attempts_percent,left_short_avg_depth_of_target,left_short_avg_time_to_throw,left_short_bats,left_short_big_time_throws,left_short_btt_rate,left_short_completion_percent,left_short_completions,left_short_def_gen_pressures,left_short_drop_rate,left_short_dropbacks,left_short_drops,left_short_first_downs,left_short_grades_pass,left_short_hit_as_threw,left_short_interceptions,left_short_passing_snaps,left_short_pressure_to_sack_rate,left_short_qb_rating,left_short_sack_percent,left_short_sacks,left_short_scrambles,left_short_spikes,left_short_thrown_aways,left_short_touchdowns,left_short_turnover_worthy_plays,left_short_twp_rate,left_short_yards,left_short_ypa,medium_accuracy_percent,medium_aimed_passes,medium_attempts,medium_attempts_percent,medium_avg_depth_of_target,medium_avg_time_to_throw,medium_bats,medium_big_time_throws,medium_btt_rate,medium_completion_percent,medium_completions,medium_def_gen_pressures,medium_drop_rate,medium_dropbacks,medium_drops,medium_first_downs,medium_grades_pass,medium_hit_as_threw,medium_interceptions,medium_passing_snaps,medium_pressure_to_sack_rate,medium_qb_rating,medium_sack_percent,medium_sacks,medium_scrambles,medium_spikes,medium_thrown_aways,medium_touchdowns,medium_turnover_worthy_plays,medium_twp_rate,medium_yards,medium_ypa,penalties,right_behind_los_accuracy_percent,right_behind_los_aimed_passes,right_behind_los_attempts,right_behind_los_attempts_percent,right_behind_los_avg_depth_of_target,right_behind_los_avg_time_to_throw,right_behind_los_bats,right_behind_los_big_time_throws,right_behind_los_btt_rate,right_behind_los_completion_percent,right_behind_los_completions,right_behind_los_def_gen_pressures,right_behind_los_drop_rate,right_behind_los_dropbacks,right_behind_los_drops,right_behind_los_first_downs,right_behind_los_grades_pass,right_behind_los_hit_as_threw,right_behind_los_interceptions,right_behind_los_passing_snaps,right_behind_los_pressure_to_sack_rate,right_behind_los_qb_rating,right_behind_los_sack_percent,right_behind_los_sacks,right_behind_los_scrambles,right_behind_los_spikes,right_behind_los_thrown_aways,right_behind_los_touchdowns,right_behind_los_turnover_worthy_plays,right_behind_los_twp_rate,right_behind_los_yards,right_behind_los_ypa,right_deep_accuracy_percent,right_deep_aimed_passes,right_deep_attempts,right_deep_attempts_percent,right_deep_avg_depth_of_target,right_deep_avg_time_to_throw,right_deep_bats,right_deep_big_time_throws,right_deep_btt_rate,right_deep_completion_percent,right_deep_completions,right_deep_def_gen_pressures,right_deep_drop_rate,right_deep_dropbacks,right_deep_drops,right_deep_first_downs,right_deep_grades_pass,right_deep_hit_as_threw,right_deep_interceptions,right_deep_passing_snaps,right_deep_pressure_to_sack_rate,right_deep_qb_rating,right_deep_sack_percent,right_deep_sacks,right_deep_scrambles,right_deep_spikes,right_deep_thrown_aways,right_deep_touchdowns,right_deep_turnover_worthy_plays,right_deep_twp_rate,right_deep_yards,right_deep_ypa,right_medium_accuracy_percent,right_medium_aimed_passes,right_medium_attempts,right_medium_attempts_percent,right_medium_avg_depth_of_target,right_medium_avg_time_to_throw,right_medium_bats,right_medium_big_time_throws,right_medium_btt_rate,right_medium_completion_percent,right_medium_completions,right_medium_def_gen_pressures,right_medium_drop_rate,right_medium_dropbacks,right_medium_drops,right_medium_first_downs,right_medium_grades_pass,right_medium_hit_as_threw,right_medium_interceptions,right_medium_passing_snaps,right_medium_pressure_to_sack_rate,right_medium_qb_rating,right_medium_sack_percent,right_medium_sacks,right_medium_scrambles,right_medium_spikes,right_medium_thrown_aways,right_medium_touchdowns,right_medium_turnover_worthy_plays,right_medium_twp_rate,right_medium_yards,right_medium_ypa,right_short_accuracy_percent,right_short_aimed_passes,right_short_attempts,right_short_attempts_percent,right_short_avg_depth_of_target,right_short_avg_time_to_throw,right_short_bats,right_short_big_time_throws,right_short_btt_rate,right_short_completion_percent,right_short_completions,right_short_def_gen_pressures,right_short_drop_rate,right_short_dropbacks,right_short_drops,right_short_first_downs,right_short_grades_pass,right_short_hit_as_threw,right_short_interceptions,right_short_passing_snaps,right_short_pressure_to_sack_rate,right_short_qb_rating,right_short_sack_percent,right_short_sacks,right_short_scrambles,right_short_spikes,right_short_thrown_aways,right_short_touchdowns,right_short_turnover_worthy_plays,right_short_twp_rate,right_short_yards,right_short_ypa,short_accuracy_percent,short_aimed_passes,short_attempts,short_attempts_percent,short_avg_depth_of_target,short_avg_time_to_throw,short_bats,short_big_time_throws,short_btt_rate,short_completion_percent,short_completions,short_def_gen_pressures,short_drop_rate,short_dropbacks,short_drops,short_first_downs,short_grades_pass,short_hit_as_threw,short_interceptions,short_passing_snaps,short_pressure_to_sack_rate,short_qb_rating,short_sack_percent,short_sacks,short_scrambles,short_spikes,short_thrown_aways,short_touchdowns,short_turnover_worthy_plays,short_twp_rate,short_yards,short_ypa
Patrick Mahomes,11765,QB,KC,8,325,371,96.7,61,61,18.8,-2.9,1.66,0,0,0.0,96.7,59,7,0.0,61,0,24,68.8,0,0,63,0.0,111.1,0.0,0,0,0,0,3,0,0.0,410,6.7,94.9,39,39,12.0,-3.2,1.5,0,0,0.0,94.9,37,4,0.0,39,0,16,67.2,0,0,39,0.0,122.1,0.0,0,0,0,0,3,0,0.0,279,7.2,77.8,9,9,2.8,35.1,3.86,0,4,36.4,66.7,6,4,14.3,9,1,6,93.8,0,0,11,0.0,149.3,0.0,0,0,0,0,3,1,9.1,221,24.6,66.7,36,36,11.1,13.6,2.82,0,1,2.6,50.0,18,11,25.0,36,6,16,69.0,0,2,38,0.0,71.8,0.0,0,0,0,0,2,3,7.9,282,7.8,87.2,78,78,24.0,5.0,2.25,0,0,0.0,84.6,66,15,2.9,78,2,40,68.9,0,3,80,0.0,115.4,0.0,0,0,0,0,7,2,2.5,652,8.4,0,50.0,34,34,10.5,31.9,3.64,0,11,28.2,44.1,15,16,11.8,34,2,15,91.3,0,2,39,0.0,105.6,0.0,0,0,0,0,4,1,2.6,484,14.2,16,100.0,11,11,3.4,-2.4,2.18,0,0,0.0,100.0,11,3,0.0,11,0,4,63.0,0,0,12,0.0,92.8,0.0,0,0,0,0,0,0,0.0,69,6.3,37.5,8,8,2.5,30.5,3.24,0,1,12.5,37.5,3,4,0.0,8,0,3,59.0,0,1,8,0.0,33.9,0.0,0,0,0,0,0,0,0.0,77,9.6,54.5,11,11,3.4,14.3,2.65,0,0,0.0,54.5,6,3,0.0,11,0,5,59.2,0,0,15,0.0,80.5,0.0,0,0,0,0,0,1,6.7,87,7.9,80.6,31,31,9.5,3.3,2.21,0,0,0.0,77.4,24,3,4.0,31,1,12,63.7,0,0,33,0.0,115.0,0.0,0,0,0,0,2,0,0.0,200,6.5,64.5,62,62,19.1,13.6,2.91,0,1,1.5,53.2,33,21,17.5,62,7,30,72.0,0,2,68,0.0,82.2,0.0,0,0,0,0,3,4,5.9,492,7.9,0,100.0,11,11,3.4,-2.5,1.68,0,0,0.0,100.0,11,0,0.0,11,0,4,67.7,0,0,12,,90.2,0.0,0,0,0,0,0,0,0.0,62,5.6,41.2,17,17,5.2,30.9,3.72,0,6,30.0,35.3,6,8,14.3,17,1,6,87.3,0,1,20,0.0,72.2,0.0,0,0,0,0,1,0,0.0,186,10.9,66.7,15,15,4.6,13.2,3.32,0,0,0.0,60.0,9,7,10.0,15,1,9,79.3,0,0,15,0.0,108.5,0.0,0,0,0,0,1,0,0.0,123,8.2,87.5,24,24,7.4,3.5,2.37,0,0,0.0,79.2,19,5,9.5,24,2,11,58.5,0,3,28,0.0,49.7,0.0,0,0,0,0,0,1,3.6,130,5.4,85.7,133,133,40.9,4.3,2.26,0,0,0.0,82.0,109,23,4.4,133,5,63,66.6,0,6,141,0.0,101.2,0.0,0,0,0,0,9,3,2.1,982,7.4
Tom Brady,698,QB,TB,8,343,360,97.0,66,66,19.2,-3.1,1.57,0,0,0.0,90.9,60,3,6.3,66,4,21,70.2,0,1,66,0.0,85.2,0.0,0,0,0,0,0,0,0.0,393,6.0,100.0,39,39,11.4,-3.6,1.55,0,0,0.0,92.3,36,2,7.7,39,3,15,71.3,0,1,39,0.0,83.5,0.0,0,0,0,0,0,0,0.0,258,6.6,62.5,8,8,2.3,32.0,2.99,0,5,62.5,50.0,4,3,20.0,8,1,4,94.7,0,1,8,0.0,56.3,0.0,0,0,0,0,0,1,12.5,106,13.3,61.7,47,47,13.7,14.2,2.64,0,3,6.4,57.4,27,10,6.9,47,2,26,83.2,0,2,47,0.0,108.5,0.0,0,0,0,0,5,2,4.3,460,9.8,87.3,79,79,23.0,4.4,2.18,0,0,0.0,86.1,68,16,1.4,79,1,34,85.2,0,0,81,0.0,139.7,0.0,0,0,0,0,9,0,0.0,664,8.4,0,48.8,41,41,12.0,31.1,2.95,0,17,37.0,39.0,16,8,20.0,41,4,16,96.0,0,2,46,0.0,98.6,0.0,0,0,0,0,4,1,2.2,510,12.4,30,83.3,12,12,3.5,-2.0,1.43,0,0,0.0,75.0,9,1,10.0,12,1,3,58.4,0,0,12,0.0,80.6,0.0,0,0,0,0,0,0,0.0,46,3.8,58.3,12,12,3.5,29.3,2.98,0,6,46.2,50.0,6,2,14.3,12,1,6,94.2,0,0,13,0.0,123.6,0.0,0,0,0,0,1,0,0.0,191,15.9,47.4,19,19,5.5,14.7,2.71,0,1,5.0,36.8,7,5,22.2,19,2,7,69.9,0,0,20,0.0,60.4,0.0,0,0,0,0,0,0,0.0,126,6.6,86.2,29,29,8.5,4.3,1.91,0,0,0.0,82.8,24,5,4.0,29,1,12,74.6,0,0,32,0.0,125.8,0.0,0,0,0,0,4,0,0.0,136,4.7,58.0,88,88,25.7,14.4,2.74,0,6,6.7,53.4,47,23,7.8,88,4,44,82.4,0,2,89,0.0,101.8,0.0,0,0,0,0,7,2,2.2,806,9.2,0,100.0,15,15,4.4,-2.7,1.77,0,0,0.0,100.0,15,0,0.0,15,0,3,68.1,0,0,15,,91.4,0.0,0,0,0,0,0,0,0.0,89,5.9,38.1,21,21,6.1,31.9,2.92,0,6,24.0,28.6,6,3,25.0,21,2,6,88.5,0,1,25,0.0,89.1,0.0,0,0,0,0,3,0,0.0,213,10.1,59.1,22,22,6.4,14.6,2.97,0,2,9.1,59.1,13,8,0.0,22,0,11,72.9,0,0,22,0.0,123.3,0.0,0,0,0,0,2,0,0.0,220,10.0,84.2,19,19,5.5,4.4,2.05,0,0,0.0,84.2,16,1,0.0,19,0,10,59.8,0,0,20,0.0,115.1,0.0,0,0,0,0,1,0,0.0,141,7.4,86.6,127,127,37.0,4.4,2.1,0,0,0.0,85.0,108,22,1.8,127,2,56,82.2,0,0,133,0.0,134.3,0.0,0,0,0,0,14,0,0.0,941,7.4
Jared Goff,10635,QB,DET,8,308,340,100.0,48,48,15.6,-3.4,2.05,0,0,0.0,97.9,47,4,2.1,48,1,11,69.6,0,0,51,0.0,112.0,0.0,0,0,0,0,2,0,0.0,362,7.5,100.0,26,26,8.4,-3.5,1.87,0,0,0.0,96.2,25,2,3.8,26,1,9,66.5,0,0,29,0.0,132.1,0.0,0,0,0,0,2,0,0.0,248,9.5,42.9,7,7,2.3,28.7,3.06,0,2,28.6,42.9,3,3,0.0,7,0,3,74.7,0,1,7,0.0,87.2,0.0,0,0,0,0,1,1,14.3,83,11.9,62.5,24,24,7.8,14.2,3.2,0,0,0.0,58.3,14,12,6.7,24,1,14,74.5,0,3,28,0.0,55.0,0.0,0,0,0,0,0,4,14.3,253,10.5,88.3,94,94,30.5,3.8,2.57,0,0,0.0,85.1,80,30,3.6,94,3,36,75.3,0,1,96,0.0,95.0,0.0,0,0,0,0,0,0,0.0,739,7.9,0,21.4,28,28,9.1,26.6,2.83,0,4,12.5,21.4,6,8,0.0,28,0,6,50.7,0,1,32,0.0,49.9,0.0,0,0,0,0,1,2,6.3,173,6.2,11,100.0,11,11,3.6,-3.6,2.29,0,0,0.0,100.0,11,1,0.0,11,0,0,67.1,0,0,11,0.0,79.5,0.0,0,0,0,0,0,0,0.0,34,3.1,12.5,16,16,5.2,25.8,2.73,0,2,10.0,12.5,2,4,0.0,16,0,2,45.5,0,0,20,0.0,44.3,0.0,0,0,0,0,0,1,5.0,66,4.1,45.5,11,11,3.6,13.1,2.59,0,1,7.7,36.4,4,4,20.0,11,1,4,56.0,0,0,13,0.0,88.4,0.0,0,0,0,0,1,0,0.0,68,6.2,79.5,39,39,12.7,3.9,2.44,0,0,0.0,76.9,30,4,3.2,39,1,18,79.0,0,0,42,0.0,112.6,0.0,0,0,0,0,3,0,0.0,194,5.0,57.4,47,47,15.3,14.0,2.96,0,3,5.4,51.1,24,21,11.1,47,3,23,69.2,0,4,56,0.0,53.2,0.0,0,0,0,0,1,5,8.9,417,8.9,0,100.0,11,11,3.6,-2.9,2.22,0,0,0.0,100.0,11,1,0.0,11,0,2,67.1,0,0,11,0.0,97.0,0.0,0,0,0,0,0,0,0.0,80,7.3,20.0,5,5,1.6,26.4,2.8,0,0,0.0,20.0,1,1,0.0,5,0,1,45.5,0,0,5,0.0,47.1,0.0,0,0,0,0,0,0,0.0,24,4.8,58.3,12,12,3.9,14.3,2.81,0,2,13.3,50.0,6,5,14.3,12,1,5,64.9,0,1,15,0.0,42.4,0.0,0,0,0,0,0,1,6.7,96,8.0,85.2,27,27,8.8,3.9,2.31,0,0,0.0,70.4,19,8,17.4,27,4,8,66.5,0,0,29,0.0,90.0,0.0,0,0,0,0,1,0,0.0,110,4.1,85.6,160,160,51.9,3.9,2.49,0,0,0.0,80.6,129,42,5.8,160,8,62,78.8,0,1,167,0.0,99.6,0.0,0,0,0,0,4,0,0.0,1043,6.5
Taylor Heinicke,9896,QB,WAS,8,274,316,94.3,53,53,19.3,-3.2,1.99,0,0,0.0,88.7,47,6,6.0,53,3,13,67.6,0,1,54,0.0,89.4,0.0,0,0,0,0,1,0,0.0,309,5.8,89.3,28,28,10.2,-3.6,2.0,0,0,0.0,82.1,23,5,8.0,28,2,9,65.3,0,1,29,0.0,94.6,0.0,0,0,0,0,1,0,0.0,208,7.4,50.0,14,14,5.1,25.4,3.24,0,3,20.0,50.0,7,6,0.0,14,0,7,69.2,0,1,15,0.0,105.7,0.0,0,0,0,0,3,1,6.7,190,13.6,62.5,24,24,8.8,14.8,2.85,0,0,0.0,58.3,14,9,6.7,24,1,14,74.3,0,0,26,0.0,106.3,0.0,0,0,0,0,1,1,3.8,240,10.0,87.0,69,69,25.2,3.9,2.48,0,0,0.0,81.2,56,13,6.7,69,4,23,66.4,0,1,75,0.0,96.4,0.0,0,0,0,0,1,1,1.3,512,7.4,0,33.3,39,39,14.2,28.4,3.04,0,8,19.0,33.3,13,10,0.0,39,0,13,51.4,0,5,42,0.0,70.2,0.0,0,0,0,0,6,5,11.9,378,9.7,32,100.0,7,7,2.6,-3.4,1.76,0,0,0.0,100.0,7,0,0.0,7,0,0,60.0,0,0,7,,79.2,0.0,0,0,0,0,0,0,0.0,3,0.4,23.1,13,13,4.7,31.4,2.79,0,2,14.3,23.1,3,2,0.0,13,0,3,34.1,0,1,14,0.0,50.5,0.0,0,0,0,0,1,2,14.3,93,7.2,50.0,12,12,4.4,13.3,3.13,0,0,0.0,50.0,6,5,0.0,12,0,6,69.7,0,0,12,0.0,103.5,0.0,0,0,0,0,1,1,8.3,92,7.7,78.9,19,19,6.9,3.7,2.51,0,0,0.0,78.9,15,2,0.0,19,0,6,35.2,0,1,20,0.0,90.4,0.0,0,0,0,0,1,1,5.0,128,6.7,54.2,59,59,21.5,14.0,2.97,0,0,0.0,49.2,29,23,9.4,59,3,29,63.8,0,1,62,0.0,79.1,0.0,0,0,0,0,2,3,4.8,450,7.6,0,100.0,18,18,6.6,-2.6,2.07,0,0,0.0,94.4,17,1,5.6,18,1,4,68.7,0,0,18,0.0,89.4,0.0,0,0,0,0,0,0,0.0,98,5.4,25.0,12,12,4.4,28.8,3.08,0,3,23.1,25.0,3,2,0.0,12,0,3,57.4,0,3,13,0.0,60.1,0.0,0,0,0,0,2,2,15.4,95,7.9,47.8,23,23,8.4,13.4,3.03,0,0,0.0,39.1,9,9,18.2,23,2,9,46.5,0,1,24,0.0,38.0,0.0,0,0,0,0,0,1,4.2,118,5.1,85.7,21,21,7.7,4.1,3.03,0,0,0.0,71.4,15,6,16.7,21,3,7,69.5,0,0,25,0.0,91.6,0.0,0,0,0,0,0,2,8.0,151,7.2,85.3,109,109,39.8,3.9,2.59,0,0,0.0,78.9,86,21,7.5,109,7,36,60.2,0,2,120,0.0,95.4,0.0,0,0,0,0,2,4,3.3,791,7.3
Daniel Jones,39395,QB,NYG,8,273,308,96.9,32,32,11.7,-4.2,2.17,0,0,0.0,96.9,31,4,0.0,32,0,6,65.0,0,0,34,0.0,84.5,0.0,0,0,0,0,0,1,2.9,137,4.3,94.1,17,17,6.2,-4.9,2.15,0,0,0.0,94.1,16,2,0.0,17,0,3,68.8,0,0,19,0.0,83.6,0.0,0,0,0,0,0,0,0.0,69,4.1,75.0,4,4,1.5,40.5,3.25,0,1,25.0,50.0,2,1,33.3,4,1,2,86.8,0,1,4,0.0,95.8,0.0,0,0,0,0,1,0,0.0,102,25.5,70.6,34,34,12.5,13.7,2.69,0,1,2.7,67.6,23,10,4.2,34,1,22,80.8,0,1,37,0.0,93.5,0.0,0,0,0,0,0,2,5.4,386,11.4,88.6,70,70,25.6,4.4,2.36,0,0,0.0,72.9,51,24,17.7,70,11,25,79.8,0,1,76,0.0,87.5,0.0,0,0,0,0,0,1,1.3,515,7.4,0,42.1,19,19,7.0,33.1,2.78,0,5,23.8,36.8,7,5,12.5,19,1,7,80.9,0,2,21,0.0,84.9,0.0,0,0,0,0,3,0,0.0,307,16.2,21,100.0,6,6,2.2,-3.2,1.7,0,0,0.0,100.0,6,0,0.0,6,0,0,65.2,0,0,6,,86.1,0.0,0,0,0,0,0,0,0.0,28,4.7,66.7,3,3,1.1,28.0,2.3,0,2,50.0,66.7,2,1,0.0,3,0,2,91.3,0,0,4,0.0,149.3,0.0,0,0,0,0,2,0,0.0,87,29.0,63.6,11,11,4.0,14.7,2.69,0,0,0.0,63.6,7,2,0.0,11,0,6,71.5,0,0,13,0.0,137.5,0.0,0,0,0,0,1,1,7.7,140,12.7,56.5,23,23,8.4,5.0,2.24,0,0,0.0,47.8,11,3,15.4,23,2,4,38.9,0,1,24,0.0,50.8,0.0,0,0,0,0,1,1,4.2,66,2.9,64.2,67,67,24.5,13.6,2.93,0,1,1.4,59.7,40,17,7.0,67,3,36,80.3,0,1,74,0.0,92.4,0.0,0,0,0,0,1,3,4.1,672,10.0,0,100.0,9,9,3.3,-3.4,2.52,0,0,0.0,100.0,9,2,0.0,9,0,3,53.3,0,0,9,0.0,85.2,0.0,0,0,0,0,0,1,11.1,40,4.4,25.0,12,12,4.4,31.9,2.75,0,2,15.4,25.0,3,3,0.0,12,0,3,59.7,0,1,13,0.0,33.3,0.0,0,0,0,0,0,0,0.0,118,9.8,54.5,22,22,8.1,13.0,3.43,0,0,0.0,45.5,10,5,16.7,22,2,8,70.5,0,0,24,0.0,67.6,0.0,0,0,0,0,0,0,0.0,146,6.6,78.3,46,46,16.8,4.1,2.35,0,0,0.0,76.1,35,7,2.8,46,1,12,66.3,0,0,47,0.0,102.8,0.0,0,0,0,0,2,0,0.0,252,5.5,79.9,139,139,50.9,4.4,2.34,0,0,0.0,69.8,97,34,12.6,139,14,41,68.9,0,2,147,0.0,86.4,0.0,0,0,0,0,3,2,1.4,833,6.0
