player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Mike Glennon,7854,QB,NYG,1,-5.0,0,26,21,64.7,17,20,13.2,2.98,0,1,4.5,55.0,11,10,0.0,21,80.8,0,9,,,,,24.7,51.3,0.0,,59.5,,43.3,,,0,2,24,0.0,59.2,0.0,0,1,0,3,1,2,8.3,164,8.2,76.5,17,20,7.0,2.63,0,1,5.0,65.0,13,9,0.0,21,80.8,0,8,,,,,24.2,55.2,0.0,,64.9,,43.3,,,0,1,22,0.0,80.2,0.0,0,1,0,3,1,1,4.5,135,6.8,60.0,5,5,18.6,2.86,0,0,0.0,60.0,3,2,0.0,5,19.2,0,3,,,,,69.6,53.1,71.1,,53.6,,,,,0,1,7,0.0,63.3,0.0,0,0,0,0,0,1,14.3,61,12.2,0,100.0,5,5,-2.4,1.38,0,0,0.0,100.0,5,1,0.0,5,19.2,0,2,,,,,68.0,65.6,69.9,,65.0,,,,,0,0,5,0.0,93.3,0.0,0,0,0,0,0,0,0.0,32,6.4,5.45
Drew Lock,39517,QB,DEN,1,3.75,0,24,10,52.6,19,19,11.2,2.65,0,1,5.0,52.6,10,12,0.0,22,91.7,0,4,,,,,75.9,49.7,75.9,,50.1,,,,,0,1,23,25.0,46.4,13.6,3,0,0,0,0,1,4.3,102,5.4,56.3,16,16,8.1,2.49,0,1,5.9,56.3,9,8,0.0,17,70.8,0,2,,,,,74.5,49.3,75.2,,49.7,,,,,0,1,18,12.5,38.8,5.9,1,0,0,0,0,1,5.6,61,3.8,60.0,5,5,14.4,2.87,0,0,0.0,60.0,3,4,0.0,7,29.2,0,2,,,,,69.6,58.5,71.1,,58.6,,,,,0,0,7,50.0,95.4,28.6,2,0,0,0,0,0,0.0,52,10.4,0,100.0,2,2,-5.5,2.1,0,0,0.0,100.0,2,0,0.0,2,8.3,0,0,,,,,63.6,62.3,66.9,,62.0,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,6.59
Phillip Walker,12134,QB,CAR,2,-21.43,0,19,5,15.4,13,13,14.2,3.08,0,0,0.0,15.4,2,8,0.0,17,89.5,0,3,,,,,74.9,29.7,0.0,,30.3,,64.5,,,0,0,18,37.5,39.6,17.6,3,1,0,0,0,1,5.6,26,2.0,23.1,13,14,12.3,2.93,1,0,0.0,21.4,3,8,0.0,18,94.7,0,3,,,,,75.2,31.9,0.0,,33.0,,64.5,,,0,0,19,37.5,39.6,16.7,3,1,0,0,0,1,5.3,33,2.4,0.0,1,1,21.0,2.9,0,0,0.0,0.0,0,0,,1,5.3,0,0,,,,,60.4,47.9,64.6,,49.2,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,100.0,1,2,-3.0,1.65,1,0,0.0,50.0,1,0,0.0,2,10.5,0,0,,,,,63.6,58.9,66.9,,59.0,,,,,0,0,2,,58.3,0.0,0,0,0,0,0,0,0.0,7,3.5,-2.36
Chad Henne,4371,QB,KC,1,-68.75,0,17,16,80.0,15,16,6.8,2.62,0,0,0.0,68.8,11,2,8.3,17,100.0,1,6,,,,,74.5,41.2,74.3,,43.1,,58.3,,,0,0,18,0.0,80.7,0.0,0,1,0,1,0,1,5.6,82,5.1,80.0,15,16,6.8,2.62,0,0,0.0,68.8,11,2,8.3,17,100.0,1,6,,,,,74.5,41.2,74.3,,43.1,,58.3,,,0,0,18,0.0,80.7,0.0,0,1,0,1,0,1,5.6,82,5.1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.13
Tyler Huntley,46448,QB,BLT,1,-45.45,0,11,3,54.5,11,11,12.0,3.59,0,0,0.0,45.5,5,6,16.7,11,100.0,1,3,,,,,73.6,60.8,73.9,,56.6,,66.2,,,0,0,11,0.0,54.7,0.0,0,0,0,0,0,0,0.0,39,3.5,54.5,11,11,12.0,3.59,0,0,0.0,45.5,5,6,16.7,11,100.0,1,3,,,,,73.6,60.8,73.9,,56.6,,66.2,,,0,0,11,0.0,54.7,0.0,0,0,0,0,0,0,0.0,39,3.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-3.55
Taysom Hill,12112,QB,NO,5,83.33,0,8,20,83.3,6,6,13.2,3.6,0,0,0.0,83.3,5,5,0.0,8,100.0,0,6,,,,70.5,78.1,79.7,82.8,,57.8,65.5,90.8,,,0,1,9,0.0,58.3,0.0,0,2,0,0,0,1,12.5,45,7.5,,0,0,,4.4,0,0,,,0,2,,1,12.5,0,1,,,,64.7,76.5,74.0,82.4,,60.0,55.3,90.4,,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,83.3,6,6,13.2,3.49,0,0,0.0,83.3,5,3,0.0,7,87.5,0,5,,,,68.3,70.8,73.6,74.4,,59.1,82.0,64.4,,,0,1,7,0.0,58.3,0.0,0,1,0,0,0,1,14.3,45,7.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,47.0,70.0,,,54.4,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,7.5
Ryan Fitzpatrick,2467,QB,WAS,1,0.0,0,8,32,75.0,4,5,4.5,2.77,0,0,0.0,40.0,2,5,33.3,7,87.5,1,0,,,,,69.6,37.0,73.7,,40.7,,55.7,,,1,0,8,20.0,47.9,14.3,1,1,0,0,0,1,12.5,8,1.6,75.0,4,4,4.3,2.58,0,0,0.0,50.0,2,3,33.3,6,75.0,1,0,,,,,68.0,34.7,73.2,,38.6,,55.7,,,0,0,6,33.3,56.3,16.7,1,1,0,0,0,1,16.7,11,2.8,100.0,1,2,2.0,2.6,0,0,0.0,50.0,1,2,0.0,2,25.0,0,0,,,,,65.5,58.5,68.2,,58.5,,,,,1,0,3,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0,0,100.0,1,1,1.0,1.3,0,0,0.0,100.0,1,0,0.0,1,12.5,0,0,,,,,60.4,60.3,64.6,,60.1,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.75
Blaine Gabbert,6162,QB,TB,2,33.33,0,6,30,75.0,4,4,9.8,2.55,0,1,25.0,75.0,3,1,0.0,4,66.7,0,2,,,,,72.6,82.1,74.5,,83.5,,61.6,,,0,0,4,0.0,103.1,0.0,0,0,0,0,0,0,0.0,37,9.3,66.7,3,3,10.0,1.93,0,1,25.0,66.7,2,0,0.0,3,50.0,0,1,,,,,20.0,68.3,74.5,,67.3,,61.6,,,0,0,4,,95.1,0.0,0,0,0,0,0,1,25.0,27,9.0,100.0,3,3,0.7,2.1,0,0,0.0,100.0,3,1,0.0,3,50.0,0,2,,,,,66.9,73.0,69.2,,71.8,,,,,0,0,4,0.0,106.9,0.0,0,0,0,0,0,0,0.0,29,9.7,0,100.0,2,2,-3.5,0.95,0,0,0.0,100.0,2,0,0.0,2,33.3,0,1,,,,,14.2,50.1,69.2,,50.9,,,,,0,0,4,,106.3,0.0,0,0,0,0,0,1,25.0,19,9.5,0.67
Jacob Eason,46444,QB,SEA,1,-40.0,0,5,29,40.0,5,5,12.4,2.9,0,0,0.0,40.0,2,1,0.0,5,100.0,0,2,,,,,68.0,29.6,69.9,,31.5,,,,,0,1,5,0.0,16.7,0.0,0,0,0,0,0,1,20.0,25,5.0,40.0,5,5,12.4,2.9,0,0,0.0,40.0,2,1,0.0,5,100.0,0,2,,,,,68.0,29.6,69.9,,31.5,,,,,0,1,5,0.0,16.7,0.0,0,0,0,0,0,1,20.0,25,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-5.0
John Wolford,46454,QB,LA,2,-25.0,0,5,26,0.0,3,3,4.7,2.45,0,0,0.0,0.0,0,2,,4,80.0,0,0,,,,,69.5,36.9,74.5,,35.9,,58.1,,,0,1,4,50.0,0.0,25.0,1,0,0,0,0,1,25.0,0,0.0,25.0,4,4,2.8,2.24,0,0,0.0,25.0,1,2,0.0,5,100.0,0,0,,,,,70.2,39.2,74.7,,38.6,,58.1,,,0,1,5,50.0,0.0,20.0,1,0,0,0,0,1,20.0,5,1.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,-3.0,1.4,0,0,0.0,100.0,1,0,0.0,1,20.0,0,0,,,,,60.4,60.5,64.6,,60.4,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-1.25
Mitchell Trubisky,11757,QB,BUF,2,100.0,0,4,4,100.0,2,2,0.5,3.3,0,0,0.0,100.0,2,1,0.0,4,100.0,0,2,,,,,73.7,81.5,74.5,,62.1,,78.2,,,0,0,4,0.0,85.4,0.0,0,2,0,0,0,0,0.0,9,4.5,,0,0,,4.6,0,0,,,0,1,,1,25.0,0,1,,,,,72.5,77.5,73.9,,,,73.8,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,,100.0,2,2,0.5,2.87,0,0,0.0,100.0,2,0,0.0,3,75.0,0,1,,,,,65.5,72.0,68.2,,62.1,,64.4,,,0,0,3,,85.4,0.0,0,1,0,0,0,0,0.0,9,4.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,4.5
Brian Hoyer,5277,QB,NE,1,-50.0,0,4,19,75.0,4,4,12.5,2.4,0,0,0.0,75.0,3,2,0.0,4,100.0,0,3,,,,,72.6,69.5,74.5,,68.7,,61.6,,,0,0,4,0.0,116.7,0.0,0,0,0,0,0,0,0.0,79,19.8,100.0,2,2,8.0,2.6,0,0,0.0,100.0,2,1,0.0,2,50.0,0,2,,,,,71.7,73.0,74.1,,72.9,,61.6,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,51,25.5,50.0,2,2,17.0,2.2,0,0,0.0,50.0,1,1,0.0,2,50.0,0,1,,,,,63.6,58.6,66.9,,58.7,,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,0,0.0,28,14.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,-11.5
Kadarius Toney,61245,WR,NYG,4,-100.0,0,4,21,100.0,1,1,13.0,5.83,0,0,0.0,100.0,1,2,0.0,3,75.0,0,1,,,,35.5,75.9,71.5,17.3,,67.7,74.0,48.8,,,0,0,3,50.0,118.8,33.3,1,1,0,0,0,0,0.0,19,19.0,100.0,1,1,13.0,4.55,0,0,0.0,100.0,1,1,0.0,2,50.0,0,1,,,,48.0,75.8,68.5,12.9,,67.7,70.5,50.9,,,0,0,2,100.0,118.8,50.0,1,0,0,0,0,0,0.0,19,19.0,100.0,1,1,-4.0,6.05,0,0,0.0,0.0,0,1,100.0,2,50.0,1,0,,,,52.1,70.7,78.9,76.6,,60.0,79.0,58.3,,,0,0,2,0.0,39.6,0.0,0,1,0,0,0,0,0.0,0,0.0,0,100.0,1,1,-4.0,3.7,0,0,0.0,0.0,0,0,100.0,1,25.0,1,0,,,,76.5,70.6,71.1,76.8,,60.0,69.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,-19.0
Brandon Allen,10835,QB,CIN,2,100.0,0,3,7,66.7,3,3,-0.7,2.07,0,0,0.0,66.7,2,1,0.0,3,100.0,0,1,,,,,71.8,59.6,75.6,,57.4,,61.0,,,0,0,5,0.0,115.3,0.0,0,0,0,0,1,0,0.0,13,4.3,0.0,1,1,2.0,1.5,0,0,0.0,0.0,0,0,,1,33.3,0,0,,,,,70.7,57.9,75.3,,55.0,,61.0,,,0,0,3,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,100.0,2,2,-2.0,2.35,0,0,0.0,100.0,2,1,0.0,2,66.7,0,1,,,,,63.6,62.6,66.9,,62.2,,,,,0,0,2,0.0,133.3,0.0,0,0,0,0,1,0,0.0,13,6.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,6.5
Cedrick Wilson,48170,WR,DAL,2,-100.0,0,2,9,100.0,1,1,31.0,5.8,0,1,100.0,100.0,1,1,0.0,1,50.0,0,1,,,,82.2,74.3,71.8,86.8,,82.2,69.4,63.1,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,35,35.0,100.0,2,2,26.0,3.6,0,1,50.0,100.0,2,1,0.0,2,100.0,0,2,,,,81.7,74.4,69.2,87.1,,78.0,66.4,63.1,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,57,28.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,72.1,67.0,68.4,75.3,,,73.4,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,21.0,1.4,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,70.5,67.0,55.5,75.7,,57.4,61.7,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,-28.5
C.J. Beathard,11859,QB,JAX,1,-100.0,0,2,15,100.0,1,1,28.0,2.9,0,1,50.0,100.0,1,0,0.0,1,50.0,0,1,,,,,63.6,97.5,69.9,,96.1,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,28,28.0,100.0,2,2,13.0,2.6,0,0,0.0,100.0,2,0,0.0,2,100.0,0,1,,,,,63.6,77.6,69.9,,75.8,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,33,16.5,,0,0,,,0,1,100.0,,0,0,,0,0.0,0,0,,,,,60.4,94.6,64.6,,93.1,,,,,0,0,1,,0.0,,0,0,0,0,0,0,0.0,0,,0,100.0,1,1,-2.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,,60.4,60.2,64.6,,60.0,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,-16.5
Justin Jefferson,61398,WR,MIN,2,50.0,0,2,18,100.0,1,2,10.0,5.3,0,0,0.0,50.0,1,2,0.0,2,100.0,0,1,,,,39.5,78.1,81.0,64.9,,66.9,79.8,63.1,,,0,0,2,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,49.2,78.1,80.2,63.2,,,79.2,63.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,2,10.0,5.3,0,0,0.0,50.0,1,2,0.0,2,100.0,0,1,,,,54.5,19.6,67.8,78.8,,66.9,65.8,,,,0,0,2,0.0,66.7,0.0,0,0,0,1,0,0,0.0,11,5.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,78.0,19.8,60.6,78.1,,,60.3,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.5
Jakobi Meyers,47468,WR,NE,1,100.0,0,2,19,100.0,1,1,19.0,3.8,0,1,100.0,100.0,1,1,0.0,1,50.0,0,1,,,,69.9,79.0,73.4,66.5,,77.6,73.1,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,30,30.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.3,77.7,65.9,63.3,,,68.0,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,5.0,3.75,0,1,50.0,100.0,2,1,0.0,2,100.0,0,1,,,,78.7,72.4,76.1,81.1,,78.1,72.4,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,45,22.5,0,100.0,1,1,-9.0,3.7,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,,,68.3,65.7,45.6,76.7,,60.3,51.5,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,22.5
David Blough,46508,QB,DET,1,0.0,0,2,11,,0,0,,3.85,0,0,,,0,2,,2,100.0,0,0,,,,,13.6,26.2,69.2,,60.0,,58.3,,,0,0,2,50.0,0.0,50.0,1,1,0,0,0,1,50.0,0,,,0,0,,3.85,0,0,,,0,2,,2,100.0,0,0,,,,,13.6,26.2,69.2,,60.0,,58.3,,,0,0,2,50.0,0.0,50.0,1,1,0,0,0,1,50.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Gardner Minshew,41401,QB,PHI,1,-100.0,0,2,24,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,60.7,72.9,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,2,2,-5.0,1.6,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,,63.6,63.5,73.5,,62.0,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,2,2,-5.0,1.6,0,0,0.0,100.0,2,0,0.0,2,100.0,0,0,,,,,63.6,62.4,66.9,,62.0,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,-5.5
Josh Rosen,35460,QB,ATL,1,0.0,0,2,2,0.0,2,2,7.5,2.25,0,0,0.0,0.0,0,2,,2,100.0,0,0,,,,,63.6,50.4,71.5,,50.5,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,15.0,2.0,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.4,48.7,71.1,,49.5,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,0.0,2.5,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.4,60.2,64.6,,60.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Leonard Fournette,11759,HB,TB,1,0.0,0,1,30,,0,1,,4.8,1,0,0.0,0.0,0,1,,1,100.0,0,0,,,,59.5,88.5,71.8,84.4,,60.0,61.1,74.8,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,61.5,68.0,71.1,84.8,,,55.9,74.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.8,1,0,0.0,0.0,0,1,,1,100.0,0,0,,,,31.8,70.1,55.3,73.8,,60.0,55.1,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,38.4,19.2,51.1,75.1,,,42.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Christian Kirk,47546,WR,ARZ,1,100.0,0,1,1,100.0,1,1,33.0,4.2,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,71.7,77.8,85.3,62.6,,82.2,84.0,63.1,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,33,33.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,87.6,76.7,78.0,60.8,,,78.8,63.1,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,33.0,4.2,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,44.2,72.0,81.2,77.5,,82.2,75.5,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,33,33.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,73.4,68.0,56.6,78.5,,,57.1,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,33.0
Dante Pettis,48113,WR,NYG,1,100.0,0,1,21,100.0,1,1,15.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,77.3,71.1,69.2,79.0,,68.8,66.6,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,77.3,70.6,70.2,78.5,,,69.2,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,15.0,3.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,64.7,63.8,59.6,73.3,,68.8,54.2,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.7,61.2,57.2,69.3,,,57.7,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,16.0
A.J. Brown,48327,WR,TEN,1,0.0,0,1,31,,0,1,,4.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.0,62.9,41.5,78.2,83.3,10.4,,60.0,83.3,59.2,60.0,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,62.8,63.8,69.4,64.1,76.0,72.2,2.3,77.2,,72.8,59.2,60.0,77.2,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,29.5,73.3,86.7,78.5,,60.0,84.8,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,62.8,63.6,69.3,68.3,64.0,48.4,75.5,77.2,,52.4,,,77.2,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
Derrick Henry,10679,HB,TEN,1,100.0,0,1,31,100.0,1,1,13.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,63.2,82.0,73.6,39.6,,70.7,58.3,72.8,,,0,0,1,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,65.6,82.1,75.2,32.2,,,67.8,72.8,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,13.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,75.6,70.1,65.1,76.3,,70.7,66.8,,,,0,0,1,,127.1,0.0,0,0,0,0,1,0,0.0,5,5.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,77.3,70.6,74.7,71.1,,,90.5,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,5.0
D'Andre Swift,57212,HB,DET,1,0.0,0,1,11,,0,1,,2.4,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,62.7,68.3,54.3,42.3,,60.0,64.9,52.7,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,64.8,68.6,55.4,41.4,,,69.8,52.7,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,2.4,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,77.3,71.1,70.5,75.3,,60.0,80.5,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,79.4,71.9,77.2,81.2,,,91.2,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0
