team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
WAS,32,3,106,3,14,106,91.0,18,1
SF,28,3,104,6,12,104,90.4,19,1
ARZ,1,3,114,2,14,114,90.4,19,3
DAL,9,3,124,6,18,124,89.5,25,1
MIN,18,3,126,6,15,126,89.3,24,3
TB,30,3,150,3,27,150,88.7,32,2
PIT,25,3,140,9,17,140,88.6,29,3
CLV,8,3,99,1,11,99,87.9,18,6
LA,26,3,98,5,13,98,87.8,21,3
LAC,27,3,135,8,21,135,87.8,31,2
KC,16,3,123,3,21,123,87.8,27,3
CIN,7,3,85,4,10,85,87.1,18,4
PHI,24,3,117,2,27,117,86.8,30,1
HST,13,3,99,5,22,99,86.4,27,0
LV,23,3,145,11,21,145,86.2,36,4
GB,12,3,102,6,15,102,85.8,25,4
NE,19,3,129,10,24,129,84.5,37,3
NYG,21,3,122,2,28,122,84.4,34,4
SEA,29,3,102,7,17,102,84.3,28,4
CAR,5,3,114,8,24,114,84.2,34,2
JAX,15,3,127,8,27,127,83.9,38,3
CHI,6,3,108,2,20,108,82.4,30,8
ATL,2,3,128,8,26,128,82.0,40,6
DEN,10,3,108,8,22,108,81.5,35,5
TEN,31,3,119,8,21,119,81.1,37,8
DET,11,3,136,10,40,136,80.1,52,2
NYJ,22,3,122,5,35,122,79.5,45,5
BLT,3,3,105,4,31,105,79.5,39,4
MIA,17,3,138,7,45,138,79.0,55,3
BUF,4,3,140,10,45,140,78.9,57,2
NO,20,3,81,4,21,81,78.4,30,5
IND,14,3,127,15,32,127,75.2,55,8
