player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Robbie Gould,2607,K,SF,3,0,2,1,50.0,2,2,100.0,28,67.2,0,0,,11,11,100.0,0,0,0,,4,3,75.0,0,0,
Matt Prater,3471,K,ARZ,7,0,5,3,60.0,1,0,0.0,1,81.0,0,0,,27,27,100.0,0,5,5,100.0,15,12,80.0,4,4,100.0
Nick Folk,3794,K,NE,7,0,4,3,75.0,4,4,100.0,19,57.2,0,0,,18,15,83.3,0,4,4,100.0,17,16,94.1,5,5,100.0
Mason Crosby,3809,K,GB,7,0,3,2,66.7,4,3,75.0,12,50.6,0,0,,19,18,94.7,0,6,4,66.7,16,12,75.0,3,3,100.0
Ryan Succop,5180,K,TB,7,0,1,0,0.0,4,3,75.0,30,60.1,0,0,,30,29,96.7,0,2,1,50.0,11,8,72.7,4,4,100.0
Graham Gano,5443,K,NYG,7,0,6,5,83.3,4,4,100.0,21,83.1,0,0,,8,8,100.0,0,3,2,66.7,17,15,88.2,4,4,100.0
Randy Bullock,7154,K,TEN,6,0,1,1,100.0,5,3,60.0,31,60.7,0,0,,18,17,94.4,0,8,8,100.0,15,13,86.7,1,1,100.0
Greg Zuerlein,7163,K,DAL,6,0,3,1,33.3,3,3,100.0,9,65.0,0,0,,21,19,90.5,0,8,7,87.5,15,12,80.0,1,1,100.0
Justin Tucker,7604,K,BLT,7,0,3,3,100.0,7,6,85.7,3,92.2,0,0,,15,15,100.0,0,3,3,100.0,15,14,93.3,2,2,100.0
Dustin Hopkins,7958,K,WAS,6,0,2,1,50.0,7,6,85.7,32,46.9,0,0,,12,10,83.3,0,2,2,100.0,14,12,85.7,3,3,100.0
Brandon McManus,8437,K,DEN,7,0,0,0,,4,4,100.0,10,76.5,0,0,,14,14,100.0,0,5,5,100.0,12,12,100.0,3,3,100.0
Cairo Santos,8932,K,CHI,7,0,0,0,,3,3,100.0,6,74.3,0,0,,11,11,100.0,0,1,1,100.0,8,8,100.0,4,4,100.0
Chris Boswell,8990,K,PIT,6,0,3,3,100.0,4,3,75.0,25,86.5,0,0,,12,12,100.0,0,1,1,100.0,12,11,91.7,4,4,100.0
Cody Parkey,9030,K,NO,1,0,0,0,,0,0,,20,32.9,0,0,,5,3,60.0,0,0,0,,0,0,,0,0,
Bradley Pinion,9598,P,TB,1,0,1,0,0.0,0,0,,30,58.0,0,0,,0,0,,0,0,0,,1,0,0.0,0,0,
Josh Lambo,10133,K,JAX,3,0,2,0,0.0,1,0,0.0,15,26.7,0,0,,7,5,71.4,0,0,0,,3,0,0.0,0,0,
Jason Myers,10207,K,SEA,7,0,3,2,66.7,4,2,50.0,29,46.0,0,0,,19,18,94.7,0,3,2,66.7,10,6,60.0,0,0,
Ka'imi Fairbairn,11161,K,HST,3,0,2,1,50.0,0,0,,13,29.7,0,0,,3,1,33.3,0,2,2,100.0,4,3,75.0,0,0,
Aldrick Rosas,11331,K,NO,4,0,2,0,0.0,1,1,100.0,20,49.0,0,0,,13,13,100.0,0,1,0,0.0,4,1,25.0,0,0,
Jake Elliott,11908,K,PHI,7,0,1,1,100.0,4,2,50.0,24,73.6,0,0,,14,14,100.0,0,2,2,100.0,9,7,77.8,2,2,100.0
Zane Gonzalez,11979,K,CAR,6,0,3,1,33.3,5,5,100.0,5,64.7,0,0,,13,12,92.3,0,0,0,,11,9,81.8,3,3,100.0
Harrison Butker,11988,K,KC,7,0,3,2,66.7,2,2,100.0,16,73.8,0,0,,23,23,100.0,0,2,2,100.0,8,7,87.5,1,1,100.0
Younghoe Koo,12042,K,ATL,6,0,1,1,100.0,1,1,100.0,2,82.5,0,0,,13,13,100.0,0,5,5,100.0,10,10,100.0,3,3,100.0
Tristan Vizcaino,13076,K,LAC,6,0,0,0,,2,1,50.0,27,28.7,0,0,,15,10,66.7,0,2,2,100.0,7,6,85.7,3,3,100.0
Austin Seibert,13701,K,DET,5,0,2,1,50.0,5,5,100.0,11,71.8,0,0,,5,5,100.0,0,4,4,100.0,11,10,90.9,0,0,
Greg Joseph,22842,K,MIN,6,0,6,5,83.3,3,1,33.3,18,54.0,0,0,,13,12,92.3,0,5,4,80.0,17,13,76.5,3,3,100.0
Chris Blewitt,23606,K,WAS,1,0,0,0,,2,1,50.0,32,64.8,0,0,,1,1,100.0,0,0,0,,2,1,50.0,0,0,
Ryan Santoso,26245,P,DET,3,0,0,0,,0,0,,11,60.5,0,0,,6,5,83.3,0,1,1,100.0,3,3,100.0,2,2,100.0
Daniel Carlson,28121,K,LV,7,0,4,3,75.0,4,3,75.0,23,65.7,0,0,,18,16,88.9,0,6,6,100.0,16,14,87.5,2,2,100.0
Jason Sanders,29578,K,MIA,6,0,2,1,50.0,4,2,50.0,17,68.6,0,0,,14,14,100.0,0,2,2,100.0,10,7,70.0,2,2,100.0
Tyler Bass,33010,K,BUF,6,0,2,1,50.0,2,2,100.0,4,72.5,0,0,,21,21,100.0,0,3,3,100.0,15,14,93.3,8,8,100.0
Chase McLaughlin,33285,K,CLV,7,0,4,4,100.0,3,2,66.7,8,86.3,0,0,,17,17,100.0,0,3,3,100.0,11,10,90.9,1,1,100.0
Rodrigo Blankenship,34038,K,IND,5,0,1,0,0.0,6,5,83.3,14,50.3,0,0,,8,7,87.5,0,4,3,75.0,14,11,78.6,3,3,100.0
Matt Ammendola,34039,K,NYJ,4,0,1,0,0.0,2,1,50.0,22,42.5,0,0,,5,4,80.0,0,2,2,100.0,8,6,75.0,3,3,100.0
Joey Slye,39235,K,SF,5,0,2,2,100.0,3,2,66.7,28,61.1,0,0,,10,8,80.0,0,1,1,100.0,8,7,87.5,2,2,100.0
Michael Badgley,39417,K,IND,3,0,0,0,,3,2,66.7,14,49.8,0,0,,9,8,88.9,0,0,0,,3,2,66.7,0,0,
Matthew Wright,39675,K,JAX,3,0,3,2,66.7,1,1,100.0,15,66.9,0,0,,7,6,85.7,0,0,0,,4,3,75.0,0,0,
Mitch Wishnowsky,44663,P,SF,1,0,0,0,,1,0,0.0,28,29.7,0,0,,2,1,50.0,0,0,0,,1,0,0.0,0,0,
Brian Johnson,44869,K,NO,1,0,0,0,,0,0,,20,71.8,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0
Matt Gay,57643,K,LA,7,0,1,1,100.0,5,4,80.0,26,68.6,0,0,,23,22,95.7,0,5,5,100.0,14,13,92.9,3,3,100.0
Evan McPherson,82583,K,CIN,7,0,4,3,75.0,4,2,50.0,7,68.0,0,0,,22,22,100.0,0,4,4,100.0,12,9,75.0,0,0,
