player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,11,124,0,26,0,-2.3,3,100.0,,0,0,0.0,0,7,0,92.4,90.2,0,43,0.0,0,53,14,98.1,52,134.8,14,11.3,1,149,181,12.9,10.6,2.87,9.5,8,75.6,50.0,5,10,6.1,4,37,0,85.3,91.4,0,59,1.6,5,306,62,94.1,288,131.3,82,66.1,5,903,386,6.2,14.6,3.14
Tyreek Hill,10799,WR,KC,11,120,0,16,0,-2.2,4,100.0,,0,0,0.0,0,5,1,92.3,76.8,0,10,0.0,0,51,13,98.0,50,87.5,13,10.8,0,65,94,7.2,5.0,1.3,11.1,4,77.0,22.2,2,9,4.1,2,32,2,57.8,85.8,0,75,0.0,0,237,47,95.4,226,134.9,61,50.8,6,524,176,3.7,11.1,2.32
Davante Adams,8688,WR,GB,11,113,0,12,0,-0.4,2,100.0,,0,0,0.0,0,6,0,92.7,84.8,0,10,0.0,0,56,16,100.0,56,89.1,16,14.2,0,86,92,5.8,5.4,1.54,7.2,4,72.5,55.6,5,9,0.0,0,20,0,91.2,91.1,2,43,0.0,0,131,37,92.4,121,99.6,51,45.1,3,414,216,5.8,11.2,3.42
Keenan Allen,7857,WR,LAC,11,112,0,27,0,-1.6,0,100.0,,0,0,0.0,0,1,0,91.6,60.1,0,7,0.0,0,31,9,96.8,30,79.2,9,8.0,0,26,40,4.4,2.9,0.87,8.8,2,72.9,50.0,4,8,4.4,2,25,1,67.4,77.9,2,37,0.0,0,302,43,94.7,286,86.1,59,52.7,1,450,153,3.6,10.5,1.57
D.J. Moore,48267,WR,CAR,12,109,0,5,0,-1.9,1,81.8,,0,0,0.0,0,2,0,91.6,59.1,0,14,0.0,0,48,9,97.9,47,79.2,11,10.1,0,33,49,5.4,3.7,0.7,6.7,0,65.2,0.0,0,5,0.0,0,6,0,54.1,78.0,1,20,0.0,0,76,15,100.0,76,56.4,23,21.1,0,100,48,3.2,6.7,1.32
Diontae Johnson,33441,WR,PIT,10,107,0,25,0,-2.7,1,90.0,,0,0,0.0,0,4,0,91.8,65.5,0,14,0.0,0,33,9,93.9,31,87.9,10,9.3,0,51,75,8.3,5.7,1.65,3.4,1,88.9,,0,0,0.0,0,5,0,90.8,77.6,0,14,0.0,0,34,8,97.1,33,88.0,9,8.4,0,46,42,5.3,5.8,1.39
Jaylen Waddle,84088,WR,MIA,12,101,0,17,0,-3.1,0,91.7,,0,0,8.3,1,1,0,60.6,75.3,0,13,0.0,0,33,11,93.9,31,85.1,12,11.9,0,53,89,8.1,4.8,1.71,6.1,4,80.7,62.5,5,8,4.2,2,25,1,82.9,78.8,1,36,0.0,0,297,46,93.9,279,99.9,57,56.4,2,394,167,3.6,8.6,1.41
Stefon Diggs,9579,WR,BUF,11,99,0,4,0,-1.9,2,100.0,,0,0,0.0,0,3,1,91.1,59.4,0,12,0.0,0,43,7,100.0,43,93.5,7,7.1,0,45,58,8.3,6.4,1.05,11.7,2,71.4,100.0,1,1,0.0,0,5,1,90.7,81.5,1,61,0.0,0,86,10,93.0,80,78.3,14,14.1,0,156,53,5.3,15.6,1.95
Justin Jefferson,61398,WR,MIN,11,96,0,18,0,-1.7,3,100.0,,0,0,0.0,0,1,1,92.0,57.4,0,17,0.0,0,45,11,93.3,42,90.9,11,11.5,0,64,83,7.5,5.8,1.52,12.1,3,76.0,33.3,1,3,5.0,1,16,0,77.9,91.5,0,56,0.0,0,138,19,94.2,130,128.9,25,26.0,1,301,108,5.7,15.8,2.32
Terry McLaurin,48229,WR,WAS,11,95,0,32,0,-2.0,0,85.7,,0,0,0.0,0,2,0,90.9,58.3,0,16,0.0,0,41,6,97.6,40,89.3,7,7.4,0,38,50,8.3,6.3,0.95,11.3,1,62.5,50.0,4,8,4.8,1,8,0,90.9,82.2,1,30,0.0,0,118,20,96.6,114,79.3,32,33.7,1,213,74,3.7,10.7,1.87
Travis Kelce,7844,TE,KC,11,95,0,16,0,-1.4,1,100.0,,0,0,0.0,0,4,0,91.1,79.2,0,12,4.1,2,49,7,95.9,47,136.6,7,7.4,1,51,61,8.7,7.3,1.09,8.2,8,69.6,100.0,2,2,11.1,4,23,1,64.5,84.8,2,46,0.9,2,214,32,93.5,200,107.6,46,48.4,4,405,154,4.8,12.7,2.03
Brandin Cooks,8655,WR,HST,11,89,0,13,0,-2.3,1,88.9,,0,0,0.0,0,0,0,91.4,47.8,0,13,0.0,0,43,8,97.7,42,79.2,9,10.1,0,18,34,4.3,2.3,0.43,14.0,1,47.6,50.0,1,2,16.7,2,5,0,83.5,73.3,1,40,0.0,0,117,10,94.9,111,46.5,21,23.6,0,124,31,3.1,12.4,1.12
Marquise Brown,61568,WR,BLT,10,88,0,3,0,-2.1,1,87.5,,0,0,0.0,0,2,1,91.6,69.3,0,11,0.0,0,19,7,84.2,16,85.4,8,9.1,0,36,52,7.4,5.1,2.25,10.8,4,73.7,66.7,2,3,3.4,1,11,2,75.2,70.8,1,49,0.0,0,137,28,95.6,131,108.2,38,43.2,2,348,169,6.0,12.4,2.66
Jakobi Meyers,47468,WR,NE,12,87,0,19,0,-2.5,0,100.0,,0,0,0.0,0,0,0,84.5,41.7,0,6,0.0,0,45,2,93.3,42,79.2,2,2.3,0,5,10,5.0,2.5,0.12,9.2,4,67.7,75.0,9,12,4.3,2,23,0,77.8,73.8,1,38,1.4,4,287,44,94.1,270,84.9,65,74.7,1,432,124,2.8,9.8,1.6
