player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Cooper Kupp,11824,WR,LA,6,66,0,26,0,-2.3,2,100.0,,0,0,0.0,0,4,0,90.9,92.3,0,43,0.0,0,29,6,100.0,29,118.8,6,9.1,0,106,120,20.0,17.7,3.66,9.8,3,76.7,66.7,4,6,5.7,2,19,0,71.2,90.8,0,56,0.0,0,148,33,97.3,144,144.1,43,65.2,4,486,177,5.4,14.7,3.38
Davante Adams,8688,WR,GB,6,66,0,12,0,0.0,1,100.0,,0,0,0.0,0,4,0,91.8,83.9,0,10,0.0,0,30,10,100.0,30,87.5,10,15.2,0,50,50,5.0,5.0,1.67,7.7,1,66.7,66.7,2,3,0.0,0,9,0,86.0,91.6,1,41,0.0,0,68,18,89.7,61,82.3,27,40.9,1,180,96,5.3,10.0,2.95
Tyreek Hill,10799,WR,KC,6,63,0,16,0,-1.8,1,100.0,,0,0,0.0,0,2,0,90.6,58.3,0,9,0.0,0,24,5,95.8,23,79.2,5,7.9,0,12,21,4.2,2.4,0.52,12.9,2,73.0,0.0,0,6,3.6,1,19,1,73.6,87.6,0,75,0.0,0,136,27,94.9,129,139.4,37,58.7,4,359,100,3.7,13.3,2.78
D.J. Moore,48267,WR,CAR,6,62,0,5,0,-1.3,1,100.0,,0,0,0.0,0,2,0,90.9,70.5,0,14,0.0,0,24,6,95.8,23,87.5,6,9.7,0,30,38,6.3,5.0,1.3,5.4,0,85.7,0.0,0,1,0.0,0,3,0,46.2,77.8,0,20,0.0,0,31,6,100.0,31,91.7,7,11.3,0,42,17,2.8,7.0,1.35
Justin Jefferson,61398,WR,MIN,6,58,0,18,0,-1.6,3,100.0,,0,0,0.0,0,1,1,91.6,61.9,0,17,0.0,0,30,9,96.7,29,92.6,9,15.5,0,56,70,7.8,6.2,1.93,11.7,2,73.3,100.0,1,1,0.0,0,9,0,69.4,91.0,0,34,0.0,0,79,11,93.7,74,132.1,15,25.9,1,168,56,5.1,15.3,2.27
Terry McLaurin,48229,WR,WAS,6,57,0,32,0,-1.7,0,100.0,,0,0,0.0,0,1,0,88.7,58.3,0,9,0.0,0,23,3,95.7,22,94.4,3,5.3,0,20,25,8.3,6.7,0.91,11.7,0,50.0,20.0,1,5,0.0,0,2,0,90.8,82.0,1,18,0.0,0,66,7,93.9,62,35.4,14,24.6,0,72,32,4.6,10.3,1.16
Keenan Allen,7857,WR,LAC,6,56,0,27,0,-0.8,0,100.0,,0,0,0.0,0,0,0,90.6,53.4,0,5,0.0,0,19,5,100.0,19,79.2,5,8.9,0,10,14,2.8,2.0,0.53,10.2,2,79.2,100.0,3,3,5.0,1,10,1,52.8,72.6,0,37,0.0,0,153,19,94.8,145,103.0,24,42.9,0,209,62,3.3,11.0,1.44
Brandin Cooks,8655,WR,HST,6,56,0,13,0,-1.6,1,100.0,,0,0,0.0,0,0,0,90.6,48.3,0,13,0.0,0,27,5,96.3,26,83.3,5,8.9,0,20,28,5.6,4.0,0.77,17.0,0,60.0,50.0,1,2,0.0,0,4,0,85.4,76.5,0,40,0.0,0,59,6,93.2,55,92.5,10,17.9,0,97,17,2.8,16.2,1.76
Stefon Diggs,9579,WR,BUF,6,56,0,4,0,-4.0,0,100.0,,0,0,0.0,0,0,1,78.7,27.1,0,1,0.0,0,17,1,100.0,17,79.2,1,1.8,0,1,5,5.0,1.0,0.06,12.0,1,77.8,,0,0,0.0,0,3,1,83.5,73.7,0,61,0.0,0,49,7,89.8,44,113.9,9,16.1,0,102,31,4.4,14.6,2.32
Mike Williams,11762,WR,LAC,6,53,0,27,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,46.9,0,1,0.0,0,14,1,100.0,14,79.2,1,1.9,0,1,3,3.0,1.0,0.07,12.3,0,66.7,50.0,1,2,0.0,0,3,0,33.2,78.8,0,42,0.0,0,33,4,90.9,30,149.3,6,11.3,1,77,22,5.5,19.3,2.57
