player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Joe Thuney,10712,G,NE,8,100.0,0,19,67.3,75.6,59.5,7,12,336,100.0,100.0,96.9,2,20,1,593,0,593,0,593,364,364,0,0,229,0
David Andrews,9948,C,NE,8,100.0,0,19,82.8,77.8,82.7,1,11,336,100.0,100.0,97.6,2,14,2,593,593,0,0,593,364,364,0,0,229,0
Shaq Mason,9564,G,NE,8,100.0,0,19,83.2,64.7,86.2,3,9,336,100.0,100.0,97.9,1,13,1,593,0,0,0,593,364,364,593,0,229,0
Nate Solder,6169,T,NE,8,100.0,1,19,58.2,59.6,56.4,5,25,334,100.0,100.0,94.6,6,33,3,590,0,0,570,590,362,362,0,0,228,20
Brandon Brooks,7078,G,PHI,8,100.0,0,24,76.5,85.9,67.2,1,8,310,100.0,100.0,98.5,1,9,0,560,0,0,0,560,330,330,560,0,230,0
Pat Elflein,11825,C,MIN,8,100.0,1,18,62.9,60.6,63.0,5,9,292,100.0,100.0,96.9,2,16,2,558,558,0,0,558,319,319,0,0,239,0
Joe Berger,2424,G,MIN,8,100.0,0,18,73.1,74.9,69.0,1,12,291,100.0,100.0,97.1,1,15,2,556,0,0,0,556,318,318,556,0,238,0
J.C. Tretter,7904,C,CLV,8,100.0,0,8,65.0,75.3,58.6,2,13,359,100.0,100.0,97.6,2,16,1,554,554,0,0,554,391,391,0,0,163,0
Kevin Zeitler,7032,G,CLV,8,100.0,0,8,68.8,80.3,56.1,4,12,359,100.0,100.0,97.8,0,16,0,554,0,0,0,554,391,391,554,0,163,0
Joel Bitonio,8670,G,CLV,8,100.0,0,8,73.3,87.8,58.7,1,6,359,100.0,100.0,97.9,0,11,4,554,0,554,0,554,391,391,0,0,163,0
Shon Coleman,10710,T,CLV,8,99.8,3,8,62.2,62.6,65.0,7,25,358,99.7,99.7,94.7,8,35,3,553,0,0,2,554,390,391,0,546,163,3
Jason Kelce,6343,C,PHI,8,100.0,0,24,89.3,69.2,92.1,1,10,310,100.0,100.0,97.6,5,13,2,551,551,0,0,551,330,330,0,0,221,0
