player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Jason Kelce,6343,C,PHI,9,100.0,0,24,92.1,71.3,93.6,1,10,341,100.0,100.0,97.8,5,13,2,620,620,0,0,620,363,363,0,0,257,0
Daniel Kilgore,6315,C,SF,9,100.0,3,28,60.7,61.4,63.1,5,11,409,100.0,100.0,97.1,6,20,4,618,618,0,0,618,426,426,0,0,192,0
Brandon Brooks,7078,G,PHI,9,100.0,0,24,80.0,86.9,71.3,1,8,339,100.0,100.0,98.7,1,9,0,615,0,0,0,615,361,361,615,0,254,0
Andrew Norwell,9126,G,CAR,9,100.0,1,5,64.7,87.0,52.9,0,11,334,100.0,100.0,98.4,1,11,0,608,0,608,0,608,355,355,0,0,253,0
Daryl Williams,9535,T,CAR,9,100.0,0,5,74.3,73.5,68.1,2,18,334,100.0,100.0,96.1,2,23,3,608,0,0,6,608,355,355,0,602,253,0
Ryan Jensen,7985,C,BLT,9,100.0,1,3,75.3,50.6,81.3,1,6,327,100.0,100.0,98.3,3,9,2,606,606,0,0,606,344,344,0,0,262,0
Matt Kalil,7010,T,CAR,9,100.0,1,5,56.3,63.3,47.2,4,21,333,100.0,100.0,94.7,3,30,5,606,0,0,584,606,354,354,0,0,252,22
James Hurst,9001,G,BLT,9,100.0,1,3,60.1,74.3,53.2,0,10,327,100.0,100.0,98.2,3,11,1,606,0,590,16,606,344,344,0,0,262,0
Austin Howard,5847,T,BLT,9,100.0,1,3,69.0,63.5,68.1,4,15,327,100.0,100.0,96.8,2,20,1,606,0,0,8,606,344,344,1,597,262,0
Brandon Fusco,6324,G,SF,9,100.0,0,28,75.9,68.9,79.8,3,17,397,100.0,100.0,97.0,3,22,2,605,0,0,0,605,414,414,605,0,191,0
Joe Thuney,10712,G,NE,8,100.0,0,19,67.3,75.6,59.5,7,12,336,100.0,100.0,96.9,2,20,1,593,0,593,0,593,364,364,0,0,229,0
David Andrews,9948,C,NE,8,100.0,0,19,82.8,77.8,82.7,1,11,336,100.0,100.0,97.6,2,14,2,593,593,0,0,593,364,364,0,0,229,0
Shaq Mason,9564,G,NE,8,100.0,0,19,83.2,64.7,86.2,3,9,336,100.0,100.0,97.9,1,13,1,593,0,0,0,593,364,364,593,0,229,0
Ronnie Stanley,10640,T,BLT,9,100.0,0,3,74.2,73.3,72.3,0,19,318,100.0,100.0,96.1,5,22,3,591,0,0,566,591,335,335,0,0,256,24
Nate Solder,6169,T,NE,8,100.0,1,19,58.2,59.6,56.4,5,25,334,100.0,100.0,94.6,6,33,3,590,0,0,570,590,362,362,0,0,228,20
