player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Adam Vinatieri,226,K,IND,4,0,0,0,,2,2,100.0,14,44.9,0,0,,7,6,85.7,0,2,1,50.0,6,5,83.3,2,2,100.0
Phil Dawson,422,K,ARZ,4,0,1,1,100.0,3,2,66.7,1,42.3,0,0,,5,5,100.0,0,5,3,60.0,12,9,75.0,3,3,100.0
Matt Bryant,1223,K,ATL,4,0,2,2,100.0,3,3,100.0,2,70.9,0,0,,11,11,100.0,0,2,2,100.0,9,9,100.0,2,2,100.0
Robbie Gould,2607,K,SF,4,0,0,0,,6,6,100.0,28,69.2,0,0,,4,3,75.0,0,4,4,100.0,11,11,100.0,1,1,100.0
Stephen Gostkowski,3063,K,NE,4,0,1,1,100.0,1,1,100.0,19,70.4,0,0,,14,13,92.9,0,2,2,100.0,8,8,100.0,4,4,100.0
Matt Prater,3471,K,DET,4,0,5,4,80.0,1,1,100.0,11,90.1,0,0,,7,7,100.0,0,2,2,100.0,9,8,88.9,1,1,100.0
Nick Folk,3794,K,TB,3,0,1,1,100.0,4,2,50.0,30,43.8,0,0,,7,5,71.4,0,1,1,100.0,8,6,75.0,2,2,100.0
Mason Crosby,3809,K,GB,4,0,0,0,,1,1,100.0,12,70.2,0,0,,12,12,100.0,0,0,0,,4,4,100.0,3,3,100.0
Stephen Hauschka,4655,K,BUF,4,0,4,4,100.0,3,2,66.7,4,76.6,0,0,,7,7,100.0,0,0,0,,9,8,88.9,2,2,100.0
Connor Barth,4777,K,CHI,4,0,1,1,100.0,2,0,0.0,6,51.7,0,0,,7,7,100.0,0,0,0,,4,2,50.0,1,1,100.0
