player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,13,152,0,25,13.2,2,64.8,47.4,9,19,0.0,0,26,1,89.3,89.9,4,51,0.0,0,182,35,90.7,165,88.5,54,35.5,5,420,120,3.4,12.0,2.55,0,15.5,9,65.6,55.0,11,20,6.2,4,41,2,71.4,91.2,2,57,0.0,0,332,61,96.1,319,102.8,93,61.2,2,1068,330,5.4,17.5,3.35
DeAndre Hopkins,7808,WR,HST,13,148,0,13,11.7,1,57.6,26.3,5,19,2.9,1,26,0,80.4,82.4,1,72,0.0,0,224,34,87.9,197,94.0,59,39.9,3,482,176,5.2,14.2,2.45,0,15.2,3,60.2,31.8,7,22,5.7,3,33,1,72.3,86.0,3,36,0.0,0,314,50,93.9,295,89.7,83,56.1,4,726,134,2.7,14.5,2.46
Jarvis Landry,8698,WR,MIA,13,126,0,17,7.5,6,69.8,60.0,6,10,6.3,2,17,1,69.6,75.6,1,29,0.5,1,201,30,92.5,186,101.7,43,34.1,3,288,131,4.4,9.6,1.55,0,5.6,8,70.3,22.2,2,9,5.5,3,24,1,73.4,78.7,3,49,0.0,0,271,52,96.7,262,68.2,74,58.7,0,434,261,5.0,8.3,1.66
Keenan Allen,7857,WR,LAC,13,119,0,27,9.6,7,68.3,54.5,6,11,8.9,4,31,0,58.8,90.9,1,42,0.5,1,187,41,92.5,173,104.8,60,50.4,3,519,188,4.6,12.7,3.0,0,11.0,3,75.5,54.5,6,11,9.8,4,27,0,55.4,79.3,1,51,0.4,1,244,37,94.7,231,106.6,49,41.2,0,589,205,5.5,15.9,2.55
Adam Thielen,8288,WR,MIN,13,119,0,18,9.6,3,60.0,46.2,6,13,3.2,1,21,0,78.4,86.7,0,65,0.6,1,170,30,90.6,154,97.3,50,42.0,1,462,186,6.2,15.4,3.0,0,12.3,4,77.4,70.0,7,10,4.0,2,29,3,78.8,77.2,1,52,0.3,1,303,48,93.7,284,116.9,62,52.1,2,688,201,4.2,14.3,2.42
Larry Fitzgerald,1724,WR,ARZ,13,118,0,1,8.7,0,68.0,56.3,9,16,2.9,1,23,0,79.4,75.9,0,33,0.0,0,221,34,92.3,204,108.2,50,42.4,3,353,127,3.7,10.4,1.73,0,8.6,8,79.1,50.0,6,12,1.9,1,29,1,90.6,75.2,0,37,0.3,1,325,53,92.9,302,112.0,67,56.8,2,569,216,4.1,10.7,1.88
Michael Thomas,10681,WR,NO,13,117,0,20,10.0,3,76.7,69.2,9,13,0.0,0,21,0,89.0,90.7,1,35,0.0,0,132,33,93.9,124,108.8,43,36.8,2,381,140,4.2,11.5,3.07,0,10.0,7,71.4,41.2,7,17,3.8,2,34,0,79.6,80.2,2,32,0.0,0,293,50,94.9,278,85.2,70,59.8,0,596,211,4.2,11.9,2.14
Julio Jones,6158,WR,ATL,13,115,0,2,13.4,10,51.0,14.3,2,14,7.4,2,19,0,63.4,90.5,2,38,0.0,0,134,25,94.0,126,61.9,49,42.6,0,403,172,6.9,16.1,3.2,0,15.8,1,76.3,75.0,9,12,6.3,3,34,0,65.6,91.2,0,53,0.0,0,215,45,94.9,204,129.0,59,51.3,2,750,189,4.2,16.7,3.68
Demaryius Thomas,5547,WR,DEN,13,114,0,10,12.1,3,54.3,46.2,6,13,19.4,6,18,1,29.6,73.9,2,29,0.0,0,136,25,91.2,124,78.4,46,40.4,3,303,90,3.6,12.1,2.44,0,9.8,4,64.1,66.7,8,12,6.8,3,25,0,59.7,70.1,5,40,0.0,0,312,41,94.9,296,52.7,64,56.1,0,458,144,3.5,11.2,1.55
A.J. Green,6156,WR,CIN,13,110,0,7,15.9,2,51.4,46.2,6,13,5.3,1,13,1,69.0,74.8,1,70,0.0,0,145,18,93.1,135,96.0,35,31.8,3,289,115,6.4,16.1,2.14,0,13.5,4,61.8,45.0,9,20,6.7,3,30,1,67.6,86.3,5,77,0.0,0,248,42,98.0,243,71.3,68,61.8,2,629,149,3.5,15.0,2.59
Dez Bryant,5549,WR,DAL,13,108,0,9,10.8,7,59.2,47.4,9,19,6.5,2,23,0,67.3,83.9,2,50,0.0,0,181,29,93.4,169,92.0,49,45.4,4,358,152,5.2,12.3,2.12,0,13.6,6,56.4,23.5,4,17,18.4,7,16,0,29.4,65.9,1,36,0.0,0,248,31,92.3,229,74.2,55,50.9,1,352,106,3.4,11.4,1.54
Mike Evans,8642,WR,TB,12,104,0,30,13.0,1,45.7,36.8,7,19,0.0,0,14,0,81.7,74.3,1,20,0.0,0,149,16,96.0,143,79.3,35,33.7,3,189,23,1.4,11.8,1.32,0,14.9,0,60.3,47.6,10,21,5.0,2,29,0,73.9,76.3,2,41,0.0,0,318,38,95.3,303,81.3,63,60.6,1,557,67,1.8,14.7,1.84
Travis Kelce,7844,TE,KC,13,102,0,16,10.4,4,66.7,16.7,1,6,9.1,2,15,0,60.5,90.7,0,44,9.1,11,121,20,85.1,103,134.4,30,29.4,3,313,129,6.5,15.7,3.04,0,9.0,11,74.3,57.1,4,7,5.5,3,33,0,72.4,80.6,2,36,5.2,18,346,52,91.9,318,103.4,70,68.6,3,622,260,5.0,12.0,1.96
Davante Adams,8688,WR,GB,13,102,0,12,10.9,8,58.3,46.2,6,13,6.7,2,20,0,65.8,84.5,0,42,0.0,0,197,28,92.9,183,110.3,48,47.1,4,367,163,5.8,13.1,2.01,0,9.1,5,74.5,44.4,4,9,7.3,3,19,0,64.1,67.9,0,55,0.0,0,297,38,95.6,284,119.6,51,50.0,3,438,149,3.9,11.5,1.54
Golden Tate,5585,WR,DET,13,100,0,11,7.4,7,70.7,62.5,5,8,3.3,1,19,0,77.3,91.2,2,45,0.0,0,155,29,93.5,145,86.5,41,41.0,1,371,183,6.3,12.8,2.56,0,5.5,12,83.6,33.3,1,3,6.1,3,15,1,69.9,69.8,2,40,0.0,0,285,46,93.0,265,92.4,55,55.0,1,460,313,6.8,10.0,1.74
Alshon Jeffery,7048,WR,PHI,13,99,0,24,12.1,1,48.1,34.6,9,26,7.4,2,22,0,66.6,77.7,0,37,0.0,0,241,25,91.7,221,91.7,52,52.5,3,378,87,3.5,15.1,1.71,0,17.6,0,59.0,53.3,8,15,4.2,1,14,0,72.8,66.0,0,53,0.0,0,223,23,96.9,216,95.2,39,39.4,1,332,85,3.7,14.4,1.54
Doug Baldwin,6615,WR,SEA,13,98,0,29,11.6,3,67.6,42.9,3,7,3.8,1,18,0,74.9,84.7,1,47,0.6,1,179,25,87.2,156,124.6,37,37.8,4,368,114,4.6,14.7,2.36,0,13.7,5,69.0,9.1,1,11,0.0,0,20,0,90.2,78.4,3,54,1.4,4,289,40,91.0,263,78.7,58,59.2,1,486,131,3.3,12.2,1.85
Devin Funchess,9474,WR,CAR,13,96,0,5,12.9,3,52.5,42.9,6,14,4.5,1,17,0,50.6,68.1,3,35,0.0,0,170,21,90.6,154,65.6,40,41.7,3,250,80,3.8,11.9,1.62,0,14.0,1,64.2,57.1,4,7,5.6,2,18,0,70.8,74.8,0,33,0.0,0,253,34,95.3,241,113.6,53,55.2,3,499,189,5.6,14.7,2.07
Evan Engram,11778,TE,NYG,13,94,0,21,10.8,4,48.8,26.7,4,15,20.0,5,16,0,29.9,75.2,0,26,5.6,9,160,20,88.8,142,102.8,41,43.6,4,271,106,5.3,13.6,1.91,0,6.8,5,64.7,50.0,5,10,13.2,5,15,0,37.2,57.8,3,35,2.3,7,305,33,93.4,285,65.4,51,54.3,1,335,167,5.1,10.2,1.18
