player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,8,0,,,1.3,,,0,0,0,,5,61.1,80.1,87.1,69.9,78.2,66.5,0,,50.0,1,0,0,0.0,0,2,154,9,1,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,4,0,4.0,100.0,36.4,7.0,7.0,0,0,0,0.0,25,64.8,75.0,76.3,84.3,50.1,35.4,0,5,0.0,0,0,0,87.5,1,8,22,1,1,1,0,5,1,0.7,5.0
Terence Newman,1321,CB,MIN,8,1,8.6,58.3,97.5,13.7,8.0,0,1,1,4.2,18,73.1,71.8,81.6,71.0,57.8,75.2,0,27,0.0,0,1,1,106.8,14,198,203,5,12,24,2,163,51,0.8,11.6
Terrell Suggs,1326,ED,BLT,8,1,2.0,100.0,1.7,4.0,4.0,1,0,0,0.0,3,78.1,75.7,52.2,63.1,82.4,69.6,0,6,25.0,1,0,2,91.7,1,4,230,6,2,1,0,6,4,1.5,6.0
Karlos Dansby,1754,LB,ARZ,7,2,5.3,74.2,89.6,9.6,7.1,0,1,1,3.2,1,47.9,52.2,83.0,65.1,57.1,59.8,0,35,19.0,4,1,0,115.8,23,233,260,9,15,31,2,226,125,1.0,9.8
Mike Adams,1972,S,CAR,8,0,8.9,73.7,94.7,19.4,14.3,0,1,2,10.5,5,65.6,68.2,85.4,59.8,69.0,72.9,1,25,10.5,2,2,1,108.6,14,287,303,5,17,19,3,125,78,0.5,8.9
Adam Jones,2223,CB,CIN,5,0,10.0,42.1,100.0,15.0,6.3,0,0,5,26.3,7,55.0,57.8,82.8,,70.3,64.4,0,17,10.0,1,4,3,52.5,8,130,130,2,9,19,0,70,24,0.6,8.8
Thomas Davis Sr.,2231,LB,CAR,8,3,4.5,72.7,81.9,11.3,8.2,1,0,1,4.5,5,75.5,72.1,4.5,70.6,63.6,79.1,0,23,5.3,1,0,2,84.5,16,190,232,14,15,22,0,115,60,0.6,7.2
Derrick Johnson,2232,LB,KC,8,3,5.0,40.9,93.9,31.4,12.9,0,0,4,18.2,16,76.5,63.7,85.9,46.4,46.3,50.3,0,20,33.3,4,3,0,50.4,9,309,329,0,5,22,0,75,34,0.3,8.3
Lorenzo Alexander,2476,ED,BUF,7,0,3.3,81.8,51.4,6.0,4.9,0,0,0,0.0,4,39.0,56.5,27.9,67.5,70.0,32.6,0,39,25.0,4,0,2,114.2,18,112,218,5,12,22,1,171,119,1.6,9.5
Haloti Ngata,2957,DI,DET,5,0,,,2.2,,,0,0,0,,11,54.3,66.4,42.5,75.5,61.2,73.1,0,,,0,0,1,0.0,0,2,93,2,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,7,2,12.6,50.0,100.0,18.1,9.0,1,1,4,18.2,13,83.8,81.4,83.7,,57.5,64.8,2,38,0.0,0,4,1,49.6,11,214,214,4,11,22,1,151,26,0.8,13.7
Frostee Rucker,3036,DI,ARZ,7,0,5.0,100.0,0.6,1.0,1.0,0,0,1,100.0,1,63.4,54.6,64.3,54.9,54.3,28.1,0,8,0.0,0,0,1,100.0,1,1,175,2,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,8,0,,,1.6,,,0,0,0,,28,75.8,63.0,43.1,68.9,30.1,58.7,0,,0.0,0,0,1,0.0,0,2,122,4,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,7,1,,,2.1,,,0,0,0,,4,62.1,63.6,46.5,60.1,66.4,75.2,0,,0.0,0,0,2,0.0,0,5,235,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,7,1,9.0,66.7,97.4,35.5,23.7,0,1,1,11.1,1,90.0,91.0,83.3,70.8,76.3,87.1,3,31,5.9,1,1,1,44.4,6,228,234,4,15,9,0,57,26,0.3,9.5
Tramon Williams,3558,CB,ARZ,4,0,12.6,70.0,97.1,9.1,6.4,0,0,0,0.0,1,73.2,72.3,80.0,56.8,64.1,82.4,1,41,0.0,0,0,0,63.8,7,68,70,2,9,10,0,103,14,1.6,14.7
Brent Grimes,3589,CB,TB,5,1,13.8,65.5,100.0,10.3,6.8,0,0,4,13.8,30,61.6,61.8,82.7,,58.6,68.1,1,30,4.5,1,4,0,78.2,19,210,210,4,20,29,0,250,48,1.3,13.2
Lawrence Timmons,3631,LB,MIA,5,2,2.7,76.9,87.2,7.6,5.8,0,0,1,3.8,17,64.2,66.9,80.2,65.0,65.2,51.3,0,31,13.6,3,1,0,106.3,20,157,180,10,17,26,1,170,128,1.1,8.5
Leon Hall,3634,CB,SF,1,1,24.0,0.0,90.0,,17.0,0,0,0,0.0,28,60.0,63.0,74.2,75.2,56.4,48.0,0,,0.0,0,0,0,39.6,0,18,20,0,0,1,0,0,0,0.0,
Reggie Nelson,3637,S,OAK,8,3,10.8,50.0,96.0,50.8,25.4,1,1,1,10.0,23,52.7,61.5,85.7,60.4,76.0,80.6,0,34,11.1,2,1,2,84.6,5,264,275,1,13,10,0,98,64,0.4,19.6
Paul Posluszny,3650,LB,JAX,7,0,0.8,50.0,89.8,20.0,10.0,0,0,1,25.0,15,82.7,76.6,78.6,64.1,63.1,83.2,0,3,0.0,0,1,0,56.3,2,44,49,2,2,4,0,1,3,0.0,0.5
Eric Weddle,3653,S,BLT,8,0,6.6,64.3,97.7,31.0,19.9,0,0,2,14.3,3,61.1,60.1,87.8,57.3,55.8,48.0,2,27,18.2,2,2,0,67.0,9,295,302,3,9,14,1,91,49,0.3,10.1
David Harris,3663,LB,NE,3,0,1.0,0.0,74.1,,20.0,0,0,0,0.0,19,76.9,72.9,76.5,61.5,58.2,77.4,0,,0.0,0,0,0,39.6,0,20,27,0,1,1,0,0,0,0.0,
Justin Durant,3664,LB,DAL,5,1,2.5,100.0,70.1,24.5,24.5,0,0,0,0.0,9,70.9,56.3,79.0,51.4,42.6,29.7,0,10,0.0,0,0,0,95.8,2,54,77,1,1,2,0,14,9,0.3,7.0
Charles Johnson,3699,ED,CAR,8,1,7.5,100.0,2.9,2.0,2.0,0,0,0,0.0,5,50.8,46.1,25.5,54.6,54.8,28.3,0,16,40.0,2,0,4,116.7,2,5,170,3,2,2,0,24,9,6.0,12.0
Brandon Mebane,3701,DI,LAC,8,1,,,2.0,,,0,0,0,,27,57.7,45.2,86.7,47.7,46.9,49.0,0,,33.3,1,0,0,0.0,0,3,147,0,1,0,0,0,0,0.0,
Brian Robison,3718,ED,MIN,8,0,,,4.3,,,0,0,0,,18,57.3,55.4,62.2,58.8,53.1,57.0,0,,,0,0,1,0.0,0,10,235,1,0,0,0,0,0,0.0,
Corey Graham,3784,S,PHI,6,0,6.7,83.3,96.0,22.6,18.8,0,0,1,16.7,24,65.2,66.0,78.2,77.8,53.5,48.4,1,20,14.3,1,1,0,62.5,5,119,124,1,6,6,0,51,29,0.5,10.2
William Gay,3786,CB,PIT,8,0,8.7,64.3,99.2,13.8,8.9,0,1,3,21.4,25,66.8,65.6,0.0,59.1,66.1,58.8,1,29,11.1,1,2,1,53.6,9,128,129,3,8,14,0,93,41,0.8,10.3
Chris Long,4316,ED,PHI,8,1,-2.0,100.0,1.6,3.0,3.0,0,0,0,0.0,24,48.0,69.6,60.7,70.5,63.5,28.4,0,9,50.0,2,0,1,104.2,1,3,185,2,1,1,0,9,11,3.0,9.0
Dominique Rodgers-Cromartie,4330,CB,NYG,6,1,4.8,84.2,92.2,9.6,8.1,0,0,0,0.0,21,66.2,66.4,82.0,64.3,61.6,48.5,0,38,16.7,2,0,0,118.9,16,165,179,5,9,19,1,158,82,1.0,9.9
Aqib Talib,4334,CB,DEN,7,1,7.0,52.0,100.0,18.8,9.8,0,2,5,20.0,10,81.0,81.2,84.5,,71.8,76.7,1,25,7.7,1,4,0,59.8,13,257,257,2,11,25,1,106,44,0.4,8.2
Calais Campbell,4364,ED,JAX,7,0,,,0.8,,,0,0,0,,15,60.2,89.4,70.8,83.1,78.6,72.4,0,,,0,0,1,0.0,0,2,238,11,0,0,0,0,0,0.0,
Cliff Avril,4406,ED,SEA,4,0,-3.0,100.0,4.1,4.0,4.0,0,0,0,0.0,29,47.6,43.8,0.0,54.9,63.9,44.6,0,-1,100.0,1,0,4,79.2,1,4,98,1,0,1,0,-1,2,-0.3,-1.0
Tyvon Branch,4414,S,ARZ,7,4,5.0,68.2,95.2,17.7,12.0,1,0,2,9.1,1,77.6,79.0,48.4,63.7,75.6,85.5,0,21,3.8,1,1,1,94.7,15,279,293,4,21,22,1,109,48,0.4,7.3
William Hayes,4417,ED,MIA,7,0,,,2.1,,,1,0,0,,17,59.8,89.8,9.0,82.1,90.8,63.9,0,,100.0,1,0,3,0.0,0,2,94,1,0,0,0,0,0,0.0,
Quintin Demps,4431,S,CHI,3,0,16.8,50.0,100.0,33.3,16.7,1,0,0,0.0,6,45.6,48.6,80.7,,67.7,28.4,0,88,22.2,2,0,1,135.4,3,106,106,0,7,6,1,127,54,1.3,42.3
Brandon Carr,4454,CB,BLT,8,1,15.1,52.9,99.0,15.3,8.1,1,0,4,11.8,3,70.0,70.0,50.6,51.0,70.2,65.1,3,41,9.1,2,2,3,50.4,18,291,294,2,19,34,1,254,78,0.9,14.1
Orlando Scandrick,4457,CB,DAL,6,2,7.8,60.0,88.9,10.3,6.2,0,2,4,13.3,9,62.2,65.2,84.8,55.7,75.8,69.9,0,37,7.1,1,2,2,93.3,18,192,216,4,11,30,1,217,95,1.2,12.1
Erik Walden,4481,ED,TEN,7,0,4.5,50.0,17.2,25.0,12.5,0,0,0,0.0,31,51.7,57.1,24.5,65.3,56.1,48.5,0,16,33.3,1,0,2,77.1,1,27,157,2,2,2,0,16,14,0.6,16.0
Wesley Woodyard,4583,LB,TEN,7,4,4.0,78.8,80.3,7.0,5.5,0,0,2,6.1,31,49.7,66.3,81.6,66.6,79.9,74.4,0,32,14.8,4,2,0,112.4,26,196,244,7,19,33,1,282,233,1.5,10.8
Leger Douzable,4654,ED,SF,2,0,17.0,0.0,2.2,,1.0,1,0,0,0.0,28,60.0,65.2,35.9,56.4,76.5,77.0,0,,,0,0,1,39.6,0,1,45,2,0,1,0,0,0,0.0,
Jerrell Freeman,4888,LB,CHI,1,0,9.0,85.7,94.1,5.2,4.4,0,0,0,0.0,6,32.6,50.7,76.4,73.6,78.9,54.5,0,18,33.3,2,0,0,100.6,6,32,34,1,4,7,0,57,15,1.8,9.5
Cameron Wake,4907,ED,MIA,7,0,8.0,100.0,3.0,3.0,3.0,0,0,0,0.0,17,53.5,84.6,87.9,88.5,64.6,70.0,0,9,33.3,1,0,0,104.2,1,5,169,6,2,1,0,9,1,3.0,9.0
Brian Orakpo,4936,ED,TEN,7,0,5.0,100.0,17.2,13.0,13.0,0,0,0,0.0,31,80.3,78.2,86.2,75.4,58.8,84.3,0,10,14.3,1,0,0,91.7,3,40,232,3,6,3,0,18,3,0.5,6.0
Malcolm Jenkins,4937,S,PHI,8,0,5.3,71.4,92.4,11.1,8.0,0,0,2,4.8,24,66.8,67.1,82.6,52.7,67.3,70.1,0,44,9.4,3,2,1,96.7,30,354,383,7,29,42,1,274,178,0.8,9.1
Brian Cushing,4938,LB,HST,1,0,12.0,100.0,88.9,7.0,7.0,0,0,0,0.0,13,28.9,40.7,71.9,59.4,61.0,51.1,0,12,,0,0,1,116.7,1,8,9,0,0,1,0,12,0,1.7,12.0
Robert Ayers,4941,ED,TB,7,1,,,0.5,,,0,0,0,,30,56.2,74.4,54.2,75.9,67.9,35.7,0,,0.0,0,0,2,0.0,0,1,211,1,0,0,0,0,0,0.0,
