player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,10,0,0.6,0,0,5,61.9,75.2,87.9,66.0,75.2,68.9,0.0,0,0,81,86,7.4,6,7
Dwight Freeney,1019,ED,SEA,4,0,,0,0,29,,69.2,84.5,72.6,34.1,36.7,100.0,1,0,9,9,0.0,0,0
James Harrison,1251,ED,PIT,4,0,,0,0,25,64.8,75.0,76.3,84.3,50.1,35.4,100.0,1,0,7,7,0.0,0,0
Terence Newman,1321,CB,MIN,10,3,1.7,0,0,18,72.1,72.7,82.6,63.3,67.2,62.0,10.0,1,1,111,113,3.6,4,6
Terrell Suggs,1326,ED,BLT,10,3,0.5,1,0,3,84.1,73.6,43.8,65.7,75.6,61.6,11.1,2,3,192,199,5.2,10,13
DeAngelo Hall,1729,S,WAS,3,0,7.7,0,0,32,54.6,46.4,80.4,,32.0,36.0,57.1,4,0,47,48,2.1,1,3
Karlos Dansby,1754,LB,ARZ,10,7,2.7,0,0,1,56.0,57.3,56.6,66.6,57.7,64.7,2.9,1,1,249,256,7.6,19,27
Mike Adams,1972,S,CAR,10,2,5.6,0,0,5,74.6,75.1,86.3,55.9,70.0,77.0,9.1,2,1,189,196,4.8,9,18
Adam Jones,2223,CB,CIN,7,0,11.2,1,0,7,51.8,52.0,0.0,,70.1,74.5,0.0,0,5,99,99,0.0,0,5
Thomas Davis Sr.,2231,LB,CAR,10,5,4.3,1,0,5,73.7,76.3,18.8,78.3,69.9,81.8,4.2,1,2,179,186,5.0,9,18
Derrick Johnson,2232,LB,KC,10,4,3.8,0,0,16,77.8,65.5,86.3,44.8,49.1,52.2,14.6,6,0,238,242,8.0,19,31
Lorenzo Alexander,2476,ED,BUF,10,4,3.7,0,1,4,40.4,52.5,17.2,65.4,62.4,38.7,21.6,8,3,196,200,8.2,16,25
Ahmad Brooks,2945,ED,GB,6,1,-1.0,0,0,12,68.2,69.5,45.3,59.3,75.8,60.0,16.7,1,1,54,56,7.4,4,4
Haloti Ngata,2957,DI,DET,5,1,3.6,0,0,11,54.3,66.4,42.5,75.5,61.2,73.1,0.0,0,1,52,52,7.7,4,5
Tamba Hali,2965,ED,KC,1,0,8.0,0,0,16,60.0,61.9,75.4,56.4,64.6,70.5,0.0,0,0,8,8,0.0,0,1
Johnathan Joseph,2969,CB,HST,10,3,7.6,2,0,13,71.1,68.9,13.5,,63.5,70.2,16.7,2,5,165,170,0.6,1,7
Darryl Tapp,3008,ED,TB,2,0,1.5,0,0,30,,57.0,80.0,55.2,59.0,73.0,0.0,0,0,16,17,12.5,2,2
Frostee Rucker,3036,DI,ARZ,10,1,1.4,1,0,1,63.4,57.0,53.8,55.8,58.5,28.4,25.0,5,2,157,163,6.4,10,14
Domata Peko Sr.,3068,DI,DEN,10,10,1.1,0,0,10,83.7,77.1,86.8,57.9,74.6,67.5,7.1,2,0,178,183,8.4,15,16
Elvis Dumervil,3071,ED,SF,10,0,-1.0,0,0,28,75.8,61.6,54.4,67.2,32.6,60.4,0.0,0,1,31,32,3.2,1,1
Kyle Williams,3079,DI,BUF,10,7,3.7,0,0,4,62.1,64.5,57.1,62.3,63.9,67.2,8.3,2,2,168,174,4.8,8,15
Antoine Bethea,3152,S,ARZ,10,3,8.5,0,0,1,73.6,74.4,12.8,79.1,72.5,86.0,5.3,1,3,155,158,2.6,4,15
Tom Johnson,3378,DI,MIN,10,4,2.3,1,0,18,57.2,64.3,25.0,70.7,61.7,53.5,6.3,1,4,128,133,7.0,9,11
Tony McDaniel,3423,DI,SF,4,0,1.0,0,1,28,,72.3,79.2,72.9,65.1,72.0,0.0,0,0,37,39,13.5,5,5
Tramon Williams,3558,CB,ARZ,5,0,5.0,0,0,1,79.6,77.6,84.3,56.8,58.8,86.8,0.0,0,1,110,112,0.9,1,2
Brent Grimes,3589,CB,TB,7,0,4.7,0,0,30,67.5,66.9,84.1,,58.2,50.7,22.2,2,0,160,168,2.5,4,7
Lawrence Timmons,3631,LB,MIA,8,13,1.6,0,0,17,60.7,57.9,81.9,60.3,53.6,53.2,18.9,7,0,211,218,7.6,16,17
Leon Hall,3634,CB,SF,3,0,3.5,0,0,28,54.2,58.3,78.1,72.4,64.7,38.3,33.3,1,0,28,30,3.6,1,2
Reggie Nelson,3637,S,OAK,10,6,8.4,1,0,23,51.1,59.6,86.9,58.8,74.8,72.2,6.1,2,2,270,282,2.6,7,25
Alan Branch,3649,DI,NE,9,5,1.7,0,0,19,39.2,56.8,52.4,56.8,62.3,45.8,12.5,2,1,108,111,6.5,7,9
Paul Posluszny,3650,LB,JAX,10,3,5.3,0,0,15,85.3,82.4,80.0,59.4,69.0,86.6,0.0,0,0,119,123,2.5,3,9
Eric Weddle,3653,S,BLT,10,8,8.9,0,1,3,64.6,62.9,88.4,55.1,56.6,54.4,15.2,5,0,276,285,2.5,7,20
David Harris,3663,LB,NE,7,2,4.1,0,0,19,73.9,66.2,77.0,57.9,56.0,57.0,9.1,1,0,49,50,4.1,2,8
Justin Durant,3664,LB,DAL,4,0,1.8,0,0,9,79.9,65.0,80.1,51.4,46.4,43.5,33.3,2,0,46,46,4.3,2,4
Charles Johnson,3699,ED,CAR,10,8,2.1,0,0,5,51.4,51.8,34.8,54.2,63.4,29.8,21.1,4,4,112,116,4.5,5,7
Brandon Mebane,3701,DI,LAC,10,4,3.3,0,0,27,57.5,46.8,87.6,46.4,49.5,50.2,17.6,3,0,173,180,3.5,6,10
Brian Robison,3718,ED,MIN,9,1,2.9,0,0,18,66.4,60.8,68.0,63.0,52.3,64.8,20.0,2,1,110,113,4.5,5,7
Corey Graham,3784,S,PHI,7,1,10.3,0,0,24,69.0,70.2,79.2,77.8,55.5,55.1,20.0,1,0,31,31,3.2,1,3
William Gay,3786,CB,PIT,6,0,4.3,0,0,25,64.7,61.7,0.0,59.1,66.1,47.3,25.0,1,2,13,14,23.1,3,3
Chris Long,4316,ED,PHI,10,2,3.4,0,0,24,59.7,73.8,66.4,71.0,67.8,32.6,18.2,2,1,70,71,7.1,5,7
Dominique Rodgers-Cromartie,4330,CB,NYG,8,6,6.1,0,0,21,72.4,70.0,83.7,62.2,56.9,55.0,22.7,5,0,150,155,5.3,8,11
Aqib Talib,4334,CB,DEN,10,0,5.0,0,0,10,77.0,77.4,86.1,,70.3,79.2,0.0,0,1,214,219,0.5,1,3
Calais Campbell,4364,ED,JAX,10,8,2.5,0,1,15,65.7,90.1,76.2,84.0,81.4,69.6,7.4,2,1,184,188,7.1,13,17
Pat Sims,4391,DI,CIN,8,8,3.8,0,0,7,60.0,43.1,23.5,56.7,46.5,75.1,0.0,0,2,117,119,3.4,4,10
Cliff Avril,4406,ED,SEA,4,1,2.0,0,0,29,47.6,43.8,0.0,54.9,63.9,44.6,0.0,0,4,51,53,2.0,1,1
Tyvon Branch,4414,S,ARZ,9,11,3.8,1,1,1,79.7,79.2,53.2,63.7,72.4,88.4,7.7,3,1,212,218,6.6,14,25
William Hayes,4417,ED,MIA,10,3,0.2,1,0,17,59.8,90.3,27.9,81.2,91.0,70.5,0.0,0,3,137,140,11.7,16,16
Quintin Demps,4431,S,CHI,3,3,1.5,1,0,6,45.6,48.6,80.7,,67.7,28.4,16.7,1,1,66,71,3.0,2,2
Brandon Carr,4454,CB,BLT,10,3,10.9,1,0,3,68.3,69.0,55.1,51.0,71.8,70.5,7.7,1,3,257,266,1.6,4,9
Orlando Scandrick,4457,CB,DAL,9,0,3.9,0,0,9,58.1,63.2,86.5,53.7,81.6,61.4,9.1,1,3,179,181,3.9,7,10
Erik Walden,4481,ED,TEN,10,6,4.0,0,0,31,56.0,66.0,17.7,69.8,66.0,59.1,7.1,1,2,112,114,3.6,4,7
Ahtyba Rubin,4504,DI,ATL,6,1,1.7,0,0,2,,58.9,19.2,60.4,62.5,70.6,0.0,0,1,38,40,7.9,3,3
Wesley Woodyard,4583,LB,TEN,10,16,3.7,0,0,31,55.6,67.4,83.8,62.9,78.2,81.6,1.8,1,0,221,226,10.4,23,39
Leger Douzable,4654,ED,SF,4,1,3.4,1,0,28,52.6,63.0,57.6,52.7,71.9,64.3,9.5,2,1,112,114,10.7,12,18
Jerrell Freeman,4888,LB,CHI,1,0,2.8,0,0,6,32.6,50.7,76.4,73.6,78.9,54.5,0.0,0,0,20,22,5.0,1,4
Cameron Wake,4907,ED,MIA,10,4,5.3,0,0,17,56.0,81.9,89.2,85.6,61.4,73.1,6.7,1,0,120,127,5.0,6,10
Brian Orakpo,4936,ED,TEN,10,3,1.5,0,0,31,79.2,80.1,87.6,75.3,63.0,85.9,6.7,1,0,159,163,6.3,10,11
Malcolm Jenkins,4937,S,PHI,10,4,4.9,0,0,24,71.5,71.7,84.1,58.4,68.7,73.6,15.0,3,1,177,179,4.5,8,13
Brian Cushing,4938,LB,HST,1,0,3.0,0,0,13,28.9,40.7,71.9,59.4,61.0,51.1,14.3,1,1,21,23,23.8,5,6
Robert Ayers,4941,ED,TB,10,4,2.4,0,0,30,59.6,85.2,64.0,81.0,76.5,50.0,11.1,3,2,189,196,8.5,16,20
Vontae Davis,4948,CB,IND,5,4,2.7,0,0,14,53.4,58.3,84.9,58.5,77.4,86.5,0.0,0,0,137,142,1.5,2,3
Clay Matthews,4949,ED,GB,10,1,2.1,0,0,12,61.1,78.8,58.7,70.8,80.6,67.5,10.5,2,2,187,191,6.4,12,16
Ziggy Hood,4955,DI,WAS,10,2,2.3,0,0,32,57.8,44.2,69.2,55.6,41.1,73.2,0.0,0,1,171,175,1.2,2,6
Patrick Chung,4957,S,NE,10,5,6.5,0,0,19,72.5,71.0,55.4,50.8,67.1,71.0,0.0,0,2,179,185,1.7,3,8
Rey Maualuga,4961,LB,MIA,6,3,5.0,0,0,17,78.5,59.2,0.0,56.6,49.4,55.5,25.0,5,1,108,113,7.4,8,12
Darius Butler,4964,S,IND,8,0,12.0,0,0,14,67.1,66.5,26.7,68.7,60.0,44.7,50.0,1,3,84,85,0.0,0,1
Jairus Byrd,4965,S,CAR,4,0,5.0,0,0,5,64.1,60.6,77.8,54.2,51.3,80.7,0.0,0,0,8,8,0.0,0,1
Connor Barwin,4969,ED,LA,10,4,2.6,0,0,26,66.8,57.7,89.6,52.8,56.4,48.3,9.5,2,0,194,198,5.7,11,15
Mike Mitchell,4970,S,PIT,8,4,10.3,0,0,25,68.1,69.1,33.4,49.9,70.6,64.5,13.6,3,1,155,160,1.9,3,15
Sean Smith,4984,CB,OAK,7,2,7.0,0,0,23,64.7,67.2,84.4,,74.0,73.5,0.0,0,0,112,119,0.9,1,4
Michael Johnson,4993,ED,CIN,9,4,2.6,1,0,7,72.3,69.5,73.1,55.0,70.3,78.7,5.9,1,1,174,178,5.2,9,12
Roy Miller,5004,DI,KC,7,0,0.5,0,0,16,,70.5,81.0,57.6,70.9,71.5,0.0,0,0,41,43,7.3,3,4
Brandon Tate,5006,WR,BUF,1,0,,0,0,4,,60.0,60.0,,60.0,,,0,0,1,1,0.0,0,0
Lardarius Webb,5011,CB,BLT,10,3,3.1,0,0,3,50.4,60.5,83.5,73.1,86.7,55.9,13.3,2,0,102,107,7.8,8,10
Glover Quin,5035,S,DET,10,4,9.3,0,0,11,91.8,91.9,87.3,77.1,78.8,71.1,12.0,3,0,236,239,3.8,9,18
Brice McCain,5112,CB,TEN,9,0,,0,0,31,52.8,52.6,18.0,,61.5,61.6,,0,1,68,69,0.0,0,0
Jason McCourty,5127,CB,CLV,8,1,9.0,0,1,8,90.9,90.9,58.8,71.4,80.2,88.4,0.0,0,1,219,227,0.5,1,3
Captain Munnerlyn,5140,CB,CAR,10,0,5.0,0,0,5,60.3,61.2,83.8,61.6,59.9,49.5,0.0,0,0,30,30,0.0,0,1
Ricky Jean Francois,5168,DI,NE,8,1,1.5,0,0,19,,56.7,26.1,48.6,67.5,69.8,0.0,0,1,47,49,4.3,2,2
Clinton McDonald,5173,DI,TB,10,2,2.5,0,0,30,68.1,65.0,68.7,66.8,56.8,52.6,16.7,2,1,110,115,4.5,5,8
