player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,11,5,0,5,0,,,0.0,,,0,0,,60.9,0,,50.0,1,0,0.0,0,0,0.0,45,4,1,0,0,0,0,,,0,1,,,2.7,,,0,0,,60.6,0,,0.0,0,0,0.0,0,4,80.0,150,6,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,4,8,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,4.0,100.0,33.3,4.0,4.0,0,0,0.0,64.0,0,5,0.0,0,0,87.5,1,5,62.5,15,1,1,1,0,5,1,1.3,5.0
Terence Newman,1321,CB,MIN,11,266,0,18,1,6.8,41.7,96.3,14.8,6.2,1,1,8.3,71.6,0,27,16.7,1,1,81.6,5,79,29.7,82,2,4,12,1,49,42,0.7,9.8,0,1,7.8,75.0,96.0,9.2,6.9,0,1,4.2,63.8,0,27,7.7,1,1,106.9,18,170,63.9,177,6,11,24,1,164,45,1.0,9.1
Terrell Suggs,1326,ED,BLT,11,8,0,3,0,,,0.0,,,0,0,,60.0,0,,50.0,1,0,0.0,0,0,0.0,141,2,1,0,0,0,0,,,0,1,,,4.1,,,0,0,,83.8,0,,50.0,1,0,0.0,0,7,87.5,171,8,0,0,0,0,0,0.0,
DeAngelo Hall,1729,S,WAS,3,109,0,32,1,6.0,100.0,100.0,23.0,23.0,0,0,0.0,47.3,0,3,0.0,0,0,118.8,1,25,22.9,25,0,1,1,1,3,0,0.1,3.0,0,1,16.8,80.0,100.0,18.3,14.6,0,1,20.0,54.2,0,24,12.5,1,1,118.8,4,79,72.5,79,0,6,5,0,69,19,0.9,17.3
Karlos Dansby,1754,LB,ARZ,11,366,0,1,2,3.9,68.4,77.4,8.5,5.8,0,0,0.0,62.4,0,35,21.4,3,0,100.5,13,120,32.8,155,6,9,19,1,109,87,1.0,8.4,0,5,4.4,80.8,95.0,10.4,8.4,2,2,7.7,53.6,0,24,18.2,4,2,109.8,21,228,62.3,240,8,13,26,1,189,106,0.9,9.0
Mike Adams,1972,S,CAR,11,394,0,5,0,5.9,71.4,84.0,12.6,9.0,0,0,0.0,43.4,0,25,0.0,0,0,101.5,5,68,17.3,81,1,5,7,0,67,56,1.1,13.4,0,1,13.0,56.5,97.1,21.6,12.2,1,3,13.0,84.4,2,17,11.1,2,3,42.3,13,297,75.4,306,5,15,23,1,82,49,0.3,6.3
Adam Jones,2223,CB,CIN,8,185,0,7,0,10.7,57.1,100.0,10.8,6.1,0,1,14.3,38.8,0,19,0.0,0,0,117.9,4,46,24.9,46,0,3,7,1,48,10,1.1,12.0,0,0,9.5,45.0,100.0,13.3,6.0,0,4,20.0,64.7,0,12,8.3,1,4,53.3,9,125,67.6,125,2,11,20,0,66,14,0.6,7.3
Thomas Davis Sr.,2231,LB,CAR,11,270,0,5,1,3.3,50.0,64.3,21.5,10.8,0,0,0.0,68.0,0,6,0.0,0,0,56.3,2,45,16.7,70,2,3,4,0,10,6,0.2,5.0,0,2,3.5,80.0,83.3,9.9,7.9,0,1,4.0,70.4,0,23,6.3,1,0,111.2,20,209,77.4,251,10,13,25,1,187,137,0.9,9.4
Derrick Johnson,2232,LB,KC,11,370,0,16,1,1.7,21.4,90.3,61.0,13.1,0,3,21.4,83.4,0,14,40.0,2,3,39.6,3,196,53.0,217,0,2,14,0,24,33,0.1,8.0,0,3,7.1,72.7,97.4,17.4,12.6,0,1,9.1,60.6,0,20,27.3,3,1,88.4,8,148,40.0,152,0,5,11,0,68,20,0.5,8.5
Lorenzo Alexander,2476,ED,BUF,11,157,0,4,0,-0.2,83.3,43.2,6.2,5.2,0,0,0.0,79.3,0,13,0.0,0,0,93.1,5,32,20.4,74,1,5,6,0,38,34,1.2,7.6,0,0,5.6,81.8,56.5,6.3,5.1,0,0,0.0,31.4,0,39,29.4,5,0,106.8,18,118,75.2,209,8,12,22,0,212,118,1.9,11.8
Haloti Ngata,2957,DI,DET,5,2,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,25,1,0,0,0,0,0,,,0,0,,,3.3,,,0,0,,54.3,0,,,0,0,0.0,0,2,100.0,61,1,0,0,0,0,0,0.0,
Tamba Hali,2965,ED,KC,2,1,0,16,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,12,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,11,350,0,13,2,12.7,42.3,100.0,14.4,6.1,1,5,19.2,70.9,1,38,0.0,0,4,60.7,11,171,48.9,171,1,6,26,1,166,73,1.1,15.1,0,2,11.8,64.7,100.0,14.5,9.4,2,1,5.9,80.9,1,45,6.3,1,1,86.2,11,162,46.3,162,6,13,17,1,143,18,0.9,13.0
Frostee Rucker,3036,DI,ARZ,11,1,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,94,1,0,0,0,0,0,,,0,0,5.0,100.0,0.7,1.0,1.0,0,1,100.0,63.4,0,8,0.0,0,0,100.0,1,1,100.0,148,2,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,11,2,0,28,0,,,0.0,,,0,0,,62.7,0,,50.0,1,0,0.0,0,0,0.0,77,1,1,0,0,0,0,,,0,0,,,2.1,,,0,0,,60.3,0,,,0,0,0.0,0,2,100.0,94,4,0,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,11,5,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,85,0,0,0,0,0,0,,,0,1,,,2.2,,,0,0,,62.1,0,,25.0,1,0,0.0,0,5,100.0,232,2,2,0,0,0,0,0.0,
