player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,13,1,0,,0,2,5,61.8,75.6,73.8,64.6,82.2,72.7,3,9,0,,6.7,1,0,1,0.0,0,11,0,0,6,388,388,0,29,338,21,0,0,265,117,0,22,13,0,23,0,0,0,
Dwight Freeney,1019,ED,DET,6,0,1,,0,0,11,,67.5,86.0,69.7,36.9,36.7,2,8,0,,100.0,1,0,0,0.0,0,3,0,0,0,142,142,1,3,136,2,0,0,128,14,0,3,0,0,13,0,0,0,
James Harrison,1251,ED,PIT,5,0,0,100.0,0,0,25,65.5,63.3,77.1,77.8,35.9,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,2,2,10,40,35,0,0,35,0,0,5,18,12,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,13,7,0,59.0,0,0,18,70.4,70.2,83.3,62.1,63.0,56.2,0,2,0,27,12.5,4,2,1,91.1,23,0,51,47,296,450,9,0,0,9,0,14,441,10,144,329,12,21,39,2,2,213,87,9.3
Terrell Suggs,1326,ED,BLT,13,7,3,100.0,1,4,3,89.0,80.4,55.0,73.0,75.5,68.7,7,38,0,8,12.5,4,1,3,95.8,2,12,3,0,13,672,669,0,0,668,1,0,3,408,251,0,28,21,2,57,0,14,18,7.0
DeAngelo Hall,1729,S,WAS,4,2,0,71.4,0,0,32,54.5,46.4,80.5,,32.0,36.0,0,0,0,24,29.4,5,2,0,144.0,5,0,16,5,110,158,1,0,0,1,0,127,157,0,48,9,1,10,7,0,1,72,19,14.4
Karlos Dansby,1754,LB,ARZ,13,14,0,74.5,0,0,1,56.6,60.6,61.5,62.2,64.4,63.5,1,7,1,35,11.5,10,2,1,96.1,38,1,718,4,413,788,32,0,0,32,0,1,756,56,319,32,41,63,51,9,2,331,201,8.7
Mike Adams,1972,S,CAR,13,5,0,60.5,0,1,5,80.9,78.2,62.9,53.8,70.7,74.8,2,1,2,25,10.2,6,5,2,85.7,23,0,205,19,477,768,84,0,0,84,0,358,684,28,263,102,18,48,38,3,4,183,115,8.0
Adam Jones,2223,CB,CIN,9,0,0,50.0,1,0,7,56.9,55.9,0.0,,65.7,65.3,0,0,1,20,12.0,3,4,5,60.7,15,0,13,281,188,299,2,0,0,2,0,0,297,0,111,3,3,22,30,0,1,142,27,9.5
Thomas Davis Sr.,2231,LB,CAR,13,8,0,78.0,1,0,5,68.1,70.3,34.1,74.3,66.1,72.3,3,11,0,23,9.7,6,0,3,108.6,32,2,497,8,333,650,94,0,0,94,0,0,556,83,234,51,29,48,41,16,2,253,176,7.9
Derrick Johnson,2232,LB,KC,13,12,0,48.5,0,0,16,79.5,66.4,87.5,43.2,49.1,52.7,0,4,0,20,17.8,13,5,0,58.5,16,0,697,9,433,761,20,0,0,20,0,6,741,30,298,29,25,48,33,4,0,127,58,7.9
