player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Corey Linsley,8796,C,GB,2,0,12,78.8,0,3,103,100.0,100.0,98.5,0,3,0,118,118,71.0,0,3,45,100.0,100.0,96.7,3,0,54,54
Lane Taylor,8365,G,GB,2,0,12,74.4,0,8,103,100.0,100.0,96.1,0,8,0,118,118,60.5,0,8,45,100.0,100.0,91.1,8,0,54,54
Jahri Evans,3053,G,GB,2,0,12,78.1,0,1,103,100.0,100.0,99.5,2,1,0,118,118,76.5,0,1,45,100.0,100.0,98.9,1,0,54,54
Kyle Murphy,10834,T,GB,2,0,12,67.1,1,3,103,100.0,100.0,96.1,0,6,2,118,118,63.7,0,3,45,100.0,100.0,92.2,5,2,54,54
Chaz Green,9524,T,DAL,2,0,9,65.1,0,5,97,100.0,100.0,97.4,0,5,0,105,105,52.9,0,5,47,100.0,100.0,94.7,5,0,51,51
Lane Johnson,7786,T,PHI,2,0,24,73.0,2,1,100,100.0,100.0,97.5,0,4,1,105,105,74.8,0,0,42,100.0,100.0,97.6,1,1,44,44
Travis Frederick,7812,C,DAL,2,0,9,83.0,0,2,97,100.0,100.0,99.0,0,2,0,105,105,80.8,0,1,47,100.0,100.0,98.9,1,0,51,51
Zack Martin,8651,G,DAL,2,0,9,91.1,0,0,97,100.0,100.0,100.0,0,0,0,105,105,89.6,0,0,47,100.0,100.0,100.0,0,0,51,51
La'el Collins,9719,T,DAL,2,0,9,36.9,3,8,97,100.0,100.0,92.3,1,13,2,105,105,36.5,2,5,47,100.0,100.0,88.3,9,2,51,51
Tyron Smith,6161,T,DAL,2,0,9,75.6,0,5,97,100.0,100.0,97.4,0,5,0,105,105,79.7,0,4,47,100.0,100.0,95.7,4,0,51,51
Brandon Brooks,7078,G,PHI,2,0,24,76.6,1,3,100,100.0,100.0,98.0,0,4,0,105,105,59.6,1,3,42,100.0,100.0,95.2,4,0,44,44
Isaac Seumalo,10713,G,PHI,2,0,24,59.4,1,3,100,100.0,100.0,94.0,0,8,4,105,105,59.6,1,2,42,100.0,100.0,91.7,5,2,44,44
Jason Kelce,6343,C,PHI,2,0,24,78.1,0,3,100,100.0,100.0,98.5,0,3,0,105,105,80.3,0,2,42,100.0,100.0,97.6,2,0,44,44
Shon Coleman,10710,T,CLV,2,1,8,68.6,1,6,91,100.0,100.0,95.1,2,8,1,99,99,69.8,0,5,55,100.0,100.0,93.6,6,1,60,60
J.C. Tretter,7904,C,CLV,2,0,8,67.1,0,4,91,100.0,100.0,96.7,0,5,1,99,99,87.2,0,0,55,100.0,100.0,100.0,0,0,60,60
Kevin Zeitler,7032,G,CLV,2,0,8,80.8,2,2,91,100.0,100.0,97.8,0,4,0,99,99,79.4,2,0,55,100.0,100.0,98.2,2,0,60,60
Joe Thomas,3619,T,CLV,2,0,8,91.8,2,1,91,100.0,100.0,98.4,0,3,0,99,99,90.5,2,1,55,100.0,100.0,97.3,3,0,60,60
Joel Bitonio,8670,G,CLV,2,0,8,85.7,0,2,91,100.0,100.0,97.8,0,3,1,99,99,80.8,0,2,55,100.0,100.0,96.4,3,1,60,60
Evan Boehm,10762,G,ARZ,2,0,1,51.8,0,5,89,100.0,100.0,97.2,0,5,0,97,97,45.1,0,4,44,100.0,100.0,95.5,4,0,48,48
Jared Veldheer,5594,T,ARZ,2,0,1,40.8,2,7,89,100.0,100.0,93.8,0,10,1,97,97,42.5,1,3,44,100.0,100.0,93.2,5,1,48,48
A.Q. Shipley,5150,C,ARZ,2,1,1,80.9,1,1,89,100.0,100.0,97.8,1,3,1,97,97,72.6,1,1,44,100.0,100.0,95.5,3,1,48,48
Charles Leno Jr.,8880,T,CHI,2,0,6,71.8,2,6,90,100.0,100.0,95.6,1,8,0,95,95,75.6,0,4,46,100.0,100.0,95.7,4,0,48,48
Cody Whitehair,10690,C,CHI,2,0,6,45.1,4,3,90,100.0,100.0,96.1,1,7,0,95,95,50.9,3,2,46,100.0,100.0,94.6,5,0,48,48
Bobby Massie,7112,T,CHI,2,0,6,59.3,1,6,90,100.0,100.0,95.0,1,8,1,95,95,53.5,1,5,46,100.0,100.0,91.3,7,1,48,48
Nick Martin,10684,C,HST,2,0,13,76.2,0,3,79,100.0,100.0,98.1,0,3,0,93,93,81.3,0,1,44,100.0,100.0,98.9,1,0,50,50
Breno Giacomini,4464,T,HST,2,0,13,27.7,1,13,79,100.0,100.0,88.6,1,16,2,93,93,18.3,0,13,44,100.0,100.0,80.7,15,2,50,50
John Wetzel,8088,T,ARZ,2,0,1,45.0,1,12,84,100.0,100.0,91.1,0,14,1,92,92,31.4,1,9,41,100.0,100.0,85.4,11,1,45,45
David Andrews,9948,C,NE,2,0,19,60.4,0,5,82,100.0,100.0,95.7,1,6,1,89,89,69.6,0,0,30,100.0,100.0,96.7,1,1,33,33
Larry Warford,7846,G,NO,2,1,20,71.2,1,3,83,100.0,100.0,97.6,1,4,0,89,89,51.4,1,2,33,100.0,100.0,95.5,3,0,35,35
Nate Solder,6169,T,NE,2,0,19,60.8,2,3,82,100.0,100.0,95.7,0,6,1,89,89,71.0,1,0,30,100.0,100.0,95.0,2,1,33,33
Ryan Ramczyk,11787,T,NO,2,0,20,67.9,1,3,83,100.0,100.0,96.4,1,5,1,89,89,70.4,1,2,33,100.0,100.0,92.4,4,1,35,35
Shaq Mason,9564,G,NE,2,0,19,60.9,1,1,82,100.0,100.0,98.8,0,2,0,89,89,73.7,1,1,30,100.0,100.0,96.7,2,0,33,33
Marcus Cannon,6290,T,NE,2,0,19,52.6,2,5,82,100.0,100.0,93.3,0,9,2,89,89,28.5,1,3,30,100.0,100.0,86.7,6,2,33,33
Max Unger,4972,C,NO,2,0,20,56.7,1,1,83,100.0,100.0,98.8,0,2,0,89,89,58.7,1,1,33,100.0,100.0,97.0,2,0,35,35
Andrus Peat,9446,G,NO,2,0,20,55.4,3,1,83,100.0,100.0,96.4,2,5,1,89,89,34.9,2,1,33,100.0,100.0,92.4,4,1,35,35
Joe Thuney,10712,G,NE,2,0,19,82.1,0,4,82,100.0,100.0,97.6,0,4,0,89,89,66.6,0,4,30,100.0,100.0,93.3,4,0,33,33
Luke Joeckel,7784,G,SEA,2,0,29,42.7,1,6,78,100.0,100.0,94.2,0,8,1,82,82,31.5,1,5,35,100.0,100.0,88.6,7,1,39,39
Ereck Flowers,9442,T,NYG,2,0,21,57.1,1,1,78,100.0,100.0,93.6,1,6,4,82,82,51.1,1,1,40,100.0,100.0,92.5,4,2,43,43
Justin Britt,8699,C,SEA,2,0,29,73.2,1,0,78,100.0,100.0,99.4,0,1,0,82,82,73.0,1,0,35,100.0,100.0,98.6,1,0,39,39
John Jerry,5598,G,NYG,2,1,21,71.9,0,3,78,100.0,100.0,95.5,1,5,2,82,82,65.4,0,2,40,100.0,100.0,95.0,3,1,43,43
Mark Glowinski,9567,G,SEA,2,0,29,18.2,2,4,78,100.0,100.0,93.6,0,8,2,82,82,10.7,0,4,35,100.0,100.0,91.4,5,1,39,39
Weston Richburg,8678,C,NYG,2,0,21,81.7,0,1,78,100.0,100.0,99.4,1,1,0,82,82,79.9,0,1,40,100.0,100.0,98.7,1,0,43,43
Germain Ifedi,10665,T,SEA,2,0,29,56.9,0,6,78,100.0,100.0,96.2,1,6,0,82,82,45.6,0,6,35,100.0,100.0,91.4,6,0,39,39
Rees Odhiambo,10731,T,SEA,2,0,29,33.5,2,7,78,100.0,100.0,92.9,0,10,1,82,82,35.9,0,6,35,100.0,100.0,88.6,7,1,39,39
Justin Pugh,7800,T,NYG,2,0,21,45.3,0,8,78,100.0,100.0,94.9,0,8,0,82,82,57.7,0,3,40,100.0,100.0,96.2,3,0,43,43
Shawn Lauvao,5616,G,WAS,2,0,32,50.1,0,5,77,100.0,100.0,94.2,0,7,2,81,81,57.7,0,4,36,100.0,100.0,94.4,4,0,37,37
Spencer Long,8713,C,WAS,2,0,32,78.0,0,1,77,100.0,100.0,99.4,0,1,0,81,81,66.8,0,1,36,100.0,100.0,98.6,1,0,37,37
Ramon Foster,5229,G,PIT,2,0,25,89.5,0,1,74,100.0,100.0,99.3,0,1,0,81,81,85.1,0,1,32,100.0,100.0,98.4,1,0,36,36
Maurkice Pouncey,5543,C,PIT,2,0,25,63.9,1,3,74,100.0,100.0,97.3,0,4,0,81,81,45.8,1,2,32,100.0,100.0,95.3,3,0,36,36
Brandon Scherff,9438,G,WAS,2,1,32,41.5,1,4,77,100.0,100.0,96.8,1,5,0,81,81,48.0,0,2,36,100.0,100.0,97.2,2,0,37,37
David DeCastro,7640,G,PIT,2,0,25,85.9,0,1,74,100.0,100.0,99.3,0,1,0,81,81,89.6,0,0,32,100.0,100.0,100.0,0,0,36,36
Morgan Moses,8701,T,WAS,2,0,32,61.3,1,3,76,100.0,100.0,94.7,0,6,2,80,80,62.1,1,0,35,100.0,100.0,92.9,3,2,36,36
Jason Peters,2148,T,PHI,2,0,24,81.0,0,4,76,100.0,100.0,97.4,1,4,0,79,79,70.3,0,3,31,100.0,100.0,95.2,3,0,32,32
Matt Slauson,5117,G,LAC,2,0,27,65.8,2,2,74,100.0,100.0,97.3,0,4,0,79,79,51.2,1,2,33,100.0,100.0,95.5,3,0,36,36
