team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,15,527,26,62,527,88.8,103,15
BUF,4,15,535,14,88,535,87.9,116,14
MIA,17,15,598,22,97,598,87.7,133,14
TEN,31,15,525,16,89,525,87.5,118,13
OAK,23,15,561,13,95,561,87.3,125,17
BLT,3,15,548,15,98,548,86.8,129,16
PIT,25,15,589,23,108,589,86.7,144,13
KC,16,15,576,19,115,576,86.3,146,12
PHI,24,15,598,31,89,598,86.1,143,23
ATL,2,15,521,29,84,521,85.9,130,17
JAX,15,15,539,29,105,539,85.9,143,9
MIN,18,15,541,32,102,541,85.8,144,10
TB,30,15,619,26,109,619,85.2,159,24
LA,26,15,514,22,101,514,84.9,139,16
GB,12,15,614,24,124,614,84.7,168,20
DAL,9,15,522,23,102,522,84.6,143,18
CAR,5,15,525,20,112,525,84.6,147,15
SF,28,15,634,32,119,634,84.5,174,23
NYG,21,15,620,23,125,620,84.0,173,25
CHI,6,15,497,25,101,497,83.9,143,17
CLV,8,15,638,30,128,638,83.9,182,24
CIN,7,15,518,10,114,518,83.8,146,22
NE,19,15,586,39,117,586,83.3,176,20
LAC,27,15,563,36,137,563,83.2,181,8
WAS,32,15,566,34,117,566,82.8,173,22
NYJ,22,15,536,26,112,536,82.6,162,24
DET,11,15,601,22,148,601,82.5,190,20
SEA,29,15,618,25,154,618,82.4,198,19
IND,14,15,552,25,127,552,82.2,174,22
ARZ,1,15,629,36,135,629,81.5,202,31
DEN,10,15,616,30,139,616,81.4,199,30
HST,13,15,575,35,177,575,75.8,245,33
