team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TEN,31,3,107,0,19,107,91.1,19,0
NO,20,3,113,7,12,113,88.9,22,3
PIT,25,3,117,3,16,117,88.5,23,4
MIN,18,3,108,5,18,108,88.4,24,1
OAK,23,3,99,0,11,99,88.4,17,6
PHI,24,3,137,5,15,137,87.6,27,7
BUF,4,3,102,4,12,102,87.3,21,5
TB,30,2,77,5,11,77,87.0,18,2
JAX,15,3,96,6,16,96,86.5,24,2
SF,28,3,111,3,21,111,86.5,27,3
DAL,9,3,116,4,22,116,86.2,29,3
CLV,8,3,143,7,27,143,85.3,38,4
NYJ,22,3,98,3,18,98,85.2,25,4
CAR,5,3,103,3,18,103,85.0,26,5
WAS,32,3,109,6,19,109,84.9,29,4
ATL,2,3,102,2,17,102,84.8,25,6
KC,16,3,101,1,20,101,84.7,26,5
MIA,17,2,84,3,19,84,84.5,24,2
LAC,27,3,116,6,27,116,84.1,35,2
GB,12,3,154,2,37,154,83.4,45,6
NYG,21,3,125,3,25,125,83.2,35,7
BLT,3,3,83,3,21,83,81.9,27,3
IND,14,3,98,3,20,98,81.1,30,7
DEN,10,3,121,6,25,121,80.6,39,8
LA,26,3,87,6,22,87,80.5,31,3
CHI,6,3,115,10,32,115,80.0,44,2
DET,11,3,119,4,41,119,79.4,47,2
NE,19,3,123,11,26,123,79.3,44,7
CIN,7,3,106,1,35,106,78.3,41,5
SEA,29,3,133,10,42,133,76.7,57,5
ARZ,1,3,144,7,46,144,76.0,61,8
HST,13,3,118,7,40,118,72.5,56,9
