player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Brandon Brooks,7078,G,PHI,14,100.0,0,24,85.7,89.9,76.9,1,13,556,100.0,100.0,98.7,2,14,0,990,0,0,0,990,593,593,990,0,397,0
Matt Paradis,8841,C,DEN,14,100.0,0,10,74.3,78.1,69.1,4,11,571,100.0,100.0,98.7,1,15,0,989,988,0,0,989,611,611,0,0,378,0
David DeCastro,7640,G,PIT,14,100.0,1,25,88.6,88.6,84.1,1,14,559,100.0,100.0,98.7,7,15,0,987,0,0,0,987,604,604,987,0,383,0
Breno Giacomini,4464,T,HST,14,100.0,4,13,46.8,46.6,53.3,8,61,549,100.0,100.0,92.3,9,77,8,985,0,0,0,985,604,604,0,985,381,0
Jason Kelce,6343,C,PHI,14,100.0,0,24,94.7,70.7,95.6,4,14,555,100.0,100.0,98.0,5,20,2,984,984,0,0,984,592,592,0,0,392,0
Maurkice Pouncey,5543,C,PIT,14,100.0,1,25,75.7,79.7,73.5,4,15,559,100.0,100.0,98.1,5,20,1,983,983,0,0,983,604,604,0,0,379,0
A.Q. Shipley,5150,C,ARZ,14,100.0,1,1,63.7,76.5,57.8,2,9,592,100.0,100.0,98.2,4,16,5,981,981,0,0,981,636,636,0,0,345,0
Shaq Mason,9564,G,NE,14,100.0,0,19,79.9,68.1,79.9,9,13,556,100.0,100.0,97.8,1,23,1,980,0,0,0,980,602,602,980,0,378,0
Joe Thuney,10712,G,NE,14,100.0,0,19,73.8,70.8,70.4,10,20,556,100.0,100.0,96.4,3,35,5,978,0,978,0,978,602,602,0,0,376,0
Joe Berger,2424,G,MIN,14,100.0,0,18,75.8,79.1,70.7,2,18,512,100.0,100.0,97.5,2,23,3,974,0,0,0,974,551,551,974,0,423,0
Nick Martin,10684,C,HST,14,100.0,0,13,64.8,68.5,60.4,4,17,542,100.0,100.0,97.7,3,23,2,971,971,0,0,971,597,597,0,0,374,0
Nate Solder,6169,T,NE,14,100.0,1,19,69.9,69.3,68.0,6,37,551,100.0,100.0,95.6,9,46,3,968,0,0,946,968,597,597,0,0,371,22
Garett Bolles,11775,T,DEN,14,100.0,3,10,72.1,70.0,72.9,9,29,566,100.0,100.0,95.4,14,45,7,968,0,0,967,968,605,605,0,0,363,0
Daniel Kilgore,6315,C,SF,14,100.0,3,28,63.5,70.7,60.8,5,14,601,100.0,100.0,97.8,7,23,4,968,968,0,0,968,629,629,0,0,339,0
Alejandro Villanueva,9091,T,PIT,14,100.0,1,25,75.7,79.4,64.9,7,26,545,100.0,100.0,95.9,6,39,6,965,0,0,965,965,589,589,0,0,376,0
Xavier Su'a-Filo,8668,G,HST,14,100.0,0,13,51.7,52.8,50.4,9,26,538,100.0,100.0,95.3,4,43,8,965,0,965,0,965,590,590,0,0,375,0
Brandon Fusco,6324,G,SF,14,100.0,1,28,69.8,72.1,69.0,3,19,589,100.0,100.0,97.5,6,26,4,955,0,0,0,955,617,617,955,0,338,0
Germain Ifedi,10665,T,SEA,14,100.0,3,29,51.7,67.8,47.3,3,41,592,100.0,100.0,95.8,18,47,3,953,0,0,0,953,649,649,0,952,304,0
Justin Britt,8699,C,SEA,14,100.0,0,29,69.3,79.3,64.5,1,7,590,100.0,100.0,99.2,3,9,1,947,946,0,0,947,646,646,0,0,301,0
Daryl Williams,9535,T,CAR,14,100.0,0,5,77.4,79.0,67.8,3,24,494,100.0,100.0,96.7,2,30,3,944,0,0,7,944,529,529,0,937,415,0
J.C. Tretter,7904,C,CLV,14,100.0,0,8,69.8,79.8,62.3,3,19,598,100.0,100.0,98.0,2,23,1,944,944,0,0,944,648,648,0,0,296,0
Kevin Zeitler,7032,G,CLV,14,100.0,0,8,74.3,79.1,66.5,7,20,598,100.0,100.0,97.6,2,28,1,944,0,0,0,944,648,648,944,0,296,0
Joel Bitonio,8670,G,CLV,14,100.0,0,8,75.3,88.6,61.4,4,9,598,100.0,100.0,97.9,0,19,6,944,0,944,0,944,648,648,0,0,296,0
Andrew Norwell,9126,G,CAR,14,100.0,2,5,71.9,90.7,61.0,0,13,494,100.0,100.0,98.7,2,13,0,944,0,944,0,944,529,529,0,0,415,0
Matt Kalil,7010,T,CAR,14,100.0,3,5,60.4,67.7,52.6,8,26,493,100.0,100.0,95.5,9,39,5,942,0,0,911,942,528,528,0,0,414,31
Austin Howard,5847,T,BLT,14,100.0,1,3,66.7,62.4,65.6,7,21,508,100.0,100.0,96.7,4,31,3,936,0,0,11,936,533,533,5,920,403,0
Ryan Jensen,7985,C,BLT,14,100.0,2,3,72.7,62.3,74.7,1,7,508,100.0,100.0,98.6,4,11,3,936,936,0,0,936,533,533,0,0,403,0
James Hurst,9001,G,BLT,14,99.9,1,3,56.6,73.5,48.6,2,13,507,99.8,99.8,97.9,5,18,3,935,0,857,75,936,532,533,0,1,403,2
Ereck Flowers,9442,T,NYG,14,100.0,2,21,68.5,72.9,53.7,8,21,569,100.0,100.0,96.4,7,35,6,930,0,0,927,930,601,601,0,0,329,1
La'el Collins,9719,T,DAL,14,100.0,0,9,64.8,59.1,65.3,6,32,481,100.0,100.0,95.2,4,42,4,923,0,0,0,923,526,526,0,923,397,0
Travis Frederick,7812,C,DAL,14,100.0,0,9,85.8,82.9,83.2,2,8,481,100.0,100.0,99.0,3,10,0,923,923,0,0,923,526,526,0,0,397,0
Graham Glasgow,10729,G,DET,14,100.0,0,11,69.2,71.3,64.4,5,17,563,100.0,100.0,97.5,4,25,3,923,213,709,0,923,605,605,0,0,318,0
Shon Coleman,10710,T,CLV,14,99.9,4,8,62.2,61.8,63.8,9,42,577,99.8,99.8,94.5,13,57,6,919,0,0,2,920,625,626,0,908,294,5
Eric Wood,4951,C,BUF,14,100.0,0,4,73.1,77.5,70.0,2,11,489,100.0,100.0,98.5,3,14,1,916,916,0,0,916,516,516,0,0,400,0
Max Unger,4972,C,NO,14,100.0,0,20,62.3,68.8,57.3,3,9,498,100.0,100.0,98.4,0,14,2,915,915,0,0,915,527,527,0,0,388,0
Jordan Mills,7945,T,BUF,14,100.0,1,4,61.0,72.3,49.3,3,18,489,100.0,100.0,97.2,5,24,3,915,0,0,0,915,516,516,0,915,399,0
Ryan Ramczyk,11787,T,NO,14,100.0,2,20,79.5,76.5,75.5,5,14,498,100.0,100.0,97.5,5,22,3,915,0,0,117,915,527,527,0,795,388,3
Jahri Evans,3053,G,GB,14,100.0,0,12,70.4,78.6,63.0,3,17,568,100.0,100.0,97.9,3,22,2,912,0,0,0,912,609,609,912,0,303,0
Corey Linsley,8796,C,GB,14,100.0,3,12,67.5,71.8,64.8,3,17,568,100.0,100.0,97.9,5,22,2,912,912,0,0,912,609,609,0,0,303,0
Wesley Johnson,8808,C,NYJ,14,100.0,0,22,52.8,55.2,53.5,6,13,502,100.0,100.0,97.7,5,21,2,912,912,0,0,912,539,539,0,0,373,0
Laken Tomlinson,9461,G,SF,13,100.0,0,28,62.7,66.1,60.8,5,28,562,100.0,100.0,96.4,5,37,4,912,0,912,0,912,589,589,0,0,323,0
Spencer Pulley,10998,C,LAC,14,100.0,1,27,56.1,56.5,55.1,8,24,521,100.0,100.0,96.7,2,33,1,912,912,0,0,912,558,558,0,0,354,0
Kelvin Beachum,7229,T,NYJ,14,100.0,3,22,67.0,79.2,49.9,4,17,502,100.0,100.0,97.5,6,23,2,912,0,0,912,912,539,539,0,0,373,0
James Carpenter,6177,G,NYJ,14,100.0,1,22,55.6,53.3,57.5,9,21,502,100.0,100.0,96.2,6,34,4,912,0,912,0,912,539,539,0,0,373,0
Donovan Smith,9467,T,TB,14,100.0,0,30,63.1,69.0,57.8,9,23,565,100.0,100.0,96.1,9,38,6,912,0,0,912,912,602,602,0,0,310,0
Richie Incognito,2298,G,BUF,14,100.0,0,4,73.8,82.7,65.3,2,10,485,100.0,100.0,98.4,6,14,2,904,0,904,0,904,512,512,0,0,392,0
Anthony Castonzo,6174,T,IND,14,100.0,1,14,80.8,75.8,78.4,3,22,515,100.0,100.0,96.4,5,31,6,904,0,0,898,904,544,544,0,0,360,6
Jeremy Vujnovich,8928,G,IND,14,100.0,1,14,48.9,60.6,44.4,2,28,515,100.0,100.0,95.9,3,36,6,904,0,904,0,904,544,544,0,0,360,0
J.R. Sweezy,7209,G,TB,14,100.0,0,30,59.3,70.1,52.8,3,25,555,100.0,100.0,96.9,6,31,3,903,0,0,0,903,589,589,903,0,314,0
Jamon Brown,9505,G,LA,14,100.0,1,26,61.5,57.5,63.6,7,25,473,100.0,100.0,96.4,6,33,1,899,0,0,0,899,500,500,899,0,399,0
Rob Havenstein,9490,T,LA,14,100.0,2,26,68.6,66.2,70.5,3,27,473,100.0,100.0,95.6,8,36,6,898,0,0,0,898,499,499,0,897,399,1
Kenny Wiggins,6471,G,LAC,14,100.0,0,27,56.0,62.4,50.5,5,29,510,100.0,100.0,96.3,2,36,2,898,0,0,0,898,546,546,898,0,352,0
Jared Veldheer,5594,T,ARZ,13,100.0,4,1,62.3,62.5,60.8,6,28,540,100.0,100.0,95.9,8,39,5,895,0,0,260,895,581,581,0,635,314,0
Pat Elflein,11825,C,MIN,13,100.0,2,18,66.4,65.0,65.2,6,13,456,100.0,100.0,97.0,3,23,4,893,893,0,0,893,492,492,0,0,401,0
Ben Jones,7099,C,TEN,14,100.0,1,31,68.9,67.6,69.8,1,13,482,100.0,100.0,98.5,7,14,0,889,889,0,0,889,514,514,0,0,375,0
