player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,9,103,0,13,10.3,1,57.9,25.0,3,12,4.3,1,18,0,73.5,74.8,1,72,0.0,0,151,22,87.4,132,99.9,38,36.9,3,312,128,5.8,14.2,2.36,0,15.2,1,55.0,26.3,5,19,5.7,2,22,0,69.8,82.2,2,36,0.0,0,216,33,93.1,201,78.0,60,58.3,2,473,69,2.1,14.3,2.35
Antonio Brown,5718,WR,PIT,9,95,0,25,12.9,2,61.3,45.5,5,11,0.0,0,12,0,83.2,79.8,4,51,0.0,0,105,19,91.4,96,67.9,31,32.6,2,244,93,4.9,12.8,2.54,0,16.0,6,65.0,45.5,5,11,4.9,2,24,1,74.4,90.5,2,50,0.0,0,203,39,94.6,192,85.6,60,63.2,0,623,207,5.3,16.0,3.24
Jarvis Landry,8698,WR,MIA,9,92,0,17,7.7,5,63.0,57.1,4,7,10.5,2,11,0,58.3,77.0,1,29,0.0,0,121,17,90.9,110,90.4,27,29.3,2,172,71,4.2,10.1,1.56,0,5.8,6,67.8,12.5,1,8,7.0,3,18,0,66.2,70.2,2,19,0.0,0,212,40,96.7,205,64.4,59,64.1,0,283,155,3.9,7.1,1.38
Larry Fitzgerald,1724,WR,ARZ,9,84,0,1,8.5,0,65.7,50.0,6,12,4.2,1,15,0,72.8,72.6,0,33,0.0,0,145,23,91.7,133,92.9,35,41.7,1,223,94,4.1,9.7,1.68,0,9.5,6,77.1,40.0,4,10,2.6,1,23,1,90.0,77.4,0,37,0.4,1,241,37,92.1,222,119.6,48,57.1,2,454,166,4.5,12.3,2.05
Adam Thielen,8288,WR,MIN,9,83,0,18,8.4,2,56.3,50.0,5,10,0.0,0,13,0,83.6,88.0,0,44,0.0,0,109,18,90.8,99,82.0,32,38.6,0,254,84,4.7,14.1,2.57,0,11.8,2,80.4,87.5,7,8,5.1,2,22,3,73.3,76.2,0,49,0.5,1,211,37,92.4,195,122.1,46,55.4,1,532,139,3.8,14.4,2.73
Michael Thomas,10681,WR,NO,9,78,0,20,10.2,2,80.8,85.7,6,7,0.0,0,12,0,84.5,85.3,0,33,0.0,0,91,21,93.4,85,118.6,26,33.3,1,244,88,4.2,11.6,2.87,0,9.0,3,75.5,54.5,6,11,5.1,2,25,0,72.0,77.6,2,30,0.0,0,190,37,95.3,181,83.1,49,62.8,0,413,141,3.8,11.2,2.28
Dez Bryant,5549,WR,DAL,9,77,0,9,11.0,4,52.9,41.7,5,12,10.0,2,15,0,56.9,76.2,2,27,0.0,0,131,18,93.1,122,65.0,34,44.2,2,193,64,3.6,10.7,1.58,0,13.8,6,59.0,18.2,2,11,14.8,4,13,0,40.8,72.0,0,36,0.0,0,178,23,91.6,163,90.0,39,50.6,1,283,89,3.9,12.3,1.74
Doug Baldwin,6615,WR,SEA,9,77,0,29,10.3,3,67.9,40.0,2,5,0.0,0,12,0,83.6,86.9,1,36,0.8,1,119,19,89.9,107,116.7,28,36.4,3,250,89,4.7,13.2,2.34,0,11.7,5,73.9,14.3,1,7,0.0,0,17,0,89.7,81.4,1,54,0.5,1,202,34,91.6,185,88.8,46,59.7,0,377,119,3.5,11.1,2.04
Demaryius Thomas,5547,WR,DEN,9,75,0,10,12.0,2,59.4,44.4,4,9,13.6,3,14,1,47.1,75.6,1,29,0.0,0,91,19,89.0,81,79.7,32,42.7,1,236,81,4.3,12.4,2.91,0,9.4,1,67.5,80.0,4,5,6.9,2,16,0,56.8,69.4,5,40,0.0,0,208,27,95.2,198,52.4,40,53.3,0,323,90,3.3,12.0,1.63
Christian McCaffrey,11763,HB,CAR,10,75,0,5,1.5,2,60.9,100.0,2,2,6.7,1,6,0,64.7,70.9,2,14,13.3,15,113,14,79.6,90,32.9,23,30.7,0,90,85,6.1,6.4,1.0,0,2.0,9,83.0,50.0,1,2,0.0,0,14,0,90.1,83.4,0,37,4.0,8,198,39,91.9,182,95.7,47,62.7,0,328,310,7.9,8.4,1.8
