player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,11,1,0,,0,2,5,61.7,74.3,88.3,64.7,75.8,70.7,3,7,0,,8.3,1,0,0,0.0,0,10,0,0,5,313,313,0,28,266,19,0,0,212,96,0,18,10,0,20,0,0,0,
Dwight Freeney,1019,ED,DET,4,0,1,,0,0,11,,69.2,84.5,72.6,34.1,36.7,2,7,0,,100.0,1,0,0,0.0,0,3,0,0,0,101,101,1,3,96,1,0,0,92,9,0,3,0,0,12,0,0,0,
James Harrison,1251,ED,PIT,4,0,0,100.0,0,0,25,64.8,75.0,76.3,84.3,50.1,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,2,2,8,29,24,0,0,24,0,0,5,14,7,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,11,5,0,60.5,0,0,18,69.0,68.7,83.0,62.1,61.4,53.9,0,2,0,27,13.3,4,2,1,93.4,23,0,45,44,266,400,9,0,0,9,0,14,391,10,124,288,12,21,38,2,2,213,87,9.3
Terrell Suggs,1326,ED,BLT,11,6,3,100.0,1,4,3,84.1,80.2,48.1,72.2,78.3,64.8,7,26,0,6,15.4,4,0,3,91.7,1,10,2,0,8,549,547,0,0,546,1,0,2,320,221,0,22,16,1,43,0,6,4,6.0
DeAngelo Hall,1729,S,WAS,3,2,0,71.4,0,0,32,54.6,46.4,80.4,,32.0,36.0,0,0,0,24,29.4,5,2,0,144.0,5,0,16,5,109,157,1,0,0,1,0,126,156,0,48,9,1,10,7,0,1,72,19,14.4
Karlos Dansby,1754,LB,ARZ,11,14,0,72.9,0,0,1,56.2,57.8,58.4,66.1,58.6,61.4,1,7,1,35,11.3,8,2,1,94.5,35,1,627,3,366,688,28,0,0,28,0,0,660,48,274,29,33,49,48,9,2,305,195,8.7
Mike Adams,1972,S,CAR,11,4,0,62.5,0,0,5,74.7,75.0,86.5,55.4,70.7,78.8,2,1,2,25,8.5,4,3,1,79.6,20,0,175,13,394,638,69,0,0,69,0,299,569,23,221,82,16,39,32,3,3,155,105,7.8
Adam Jones,2223,CB,CIN,8,0,0,50.0,1,0,7,51.8,51.5,0.0,,65.6,64.4,0,0,0,19,12.5,3,4,5,73.8,14,0,13,277,185,294,1,0,0,1,0,0,293,0,109,3,3,21,28,0,1,122,25,8.7
Thomas Davis Sr.,2231,LB,CAR,11,8,0,75.0,1,0,5,74.5,75.1,25.8,77.5,66.5,84.5,3,10,0,23,3.8,2,0,2,102.0,24,2,427,5,270,551,78,0,0,78,0,0,473,70,211,41,27,42,32,15,1,207,149,8.6
Derrick Johnson,2232,LB,KC,11,8,0,42.3,0,0,16,77.4,63.3,86.7,43.8,46.2,49.9,0,3,0,20,19.0,11,4,0,52.1,11,0,610,6,370,661,19,0,0,19,0,6,642,27,264,20,19,39,26,3,0,92,53,8.4
Lorenzo Alexander,2476,ED,BUF,11,4,0,82.8,0,2,4,41.5,53.4,19.5,65.1,63.3,40.3,8,12,0,39,22.0,13,0,3,115.1,24,3,301,0,157,497,175,0,0,175,0,0,322,139,201,21,25,42,29,23,1,257,156,10.7
Ahmad Brooks,2945,ED,GB,7,1,2,,0,0,12,68.2,69.0,54.3,57.7,78.4,62.0,2,7,0,,12.5,1,0,1,0.0,0,2,6,0,0,199,193,0,6,185,2,0,6,132,67,0,8,6,0,11,0,0,0,
Haloti Ngata,2957,DI,DET,5,1,1,,0,0,11,54.3,66.4,42.5,75.5,61.2,73.1,1,4,0,,0.0,0,0,1,0.0,0,2,1,0,2,145,144,10,112,1,21,0,1,91,52,0,6,5,0,7,0,0,0,
Tamba Hali,2965,ED,KC,2,0,0,,0,0,16,60.0,64.7,77.3,60.1,64.9,70.5,0,3,0,,0.0,0,0,0,0.0,0,0,1,0,1,36,35,0,0,35,0,0,1,25,10,0,0,1,0,3,0,0,0,
Johnathan Joseph,2969,CB,HST,11,7,0,53.3,2,0,13,75.6,73.2,17.3,,64.4,71.4,0,0,2,94,8.3,3,5,5,96.0,24,0,32,461,350,531,0,0,0,0,0,0,531,0,181,38,8,26,45,0,4,414,141,17.3
Darryl Tapp,3008,ED,TB,3,0,0,,0,0,30,,44.1,81.1,54.4,42.2,38.3,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,56,56,0,0,51,5,0,0,30,26,0,3,2,0,1,0,0,0,
Frostee Rucker,3036,DI,ARZ,11,1,1,100.0,1,0,1,63.4,57.3,41.3,55.5,61.0,29.6,5,6,0,8,19.2,5,0,3,100.0,1,2,0,0,1,437,436,23,328,24,61,0,1,259,177,0,17,20,1,13,0,8,3,8.0
Domata Peko Sr.,3068,DI,DEN,11,12,0,,0,0,10,80.0,79.4,87.2,57.3,76.7,69.6,0,3,0,,5.4,2,0,0,0.0,0,1,1,0,0,375,374,205,167,0,2,0,1,167,208,0,22,23,0,4,0,0,0,
Elvis Dumervil,3071,ED,SF,11,0,0,,0,0,28,63.4,61.3,57.2,66.3,40.2,49.0,4,18,0,,25.0,1,0,1,0.0,0,5,0,0,2,214,213,0,0,213,0,0,1,177,35,1,7,3,0,27,0,0,0,
Kyle Williams,3079,DI,BUF,11,8,1,,0,0,4,62.1,63.5,45.8,61.7,64.6,67.6,5,16,0,,10.3,3,0,3,0.0,0,1,0,0,5,517,517,16,431,4,66,0,0,327,185,0,11,18,0,22,0,0,0,
Antoine Bethea,3152,S,ARZ,11,6,0,73.7,0,0,1,70.8,71.8,17.9,76.5,72.7,87.0,1,1,3,54,4.3,2,1,3,87.9,14,1,89,7,381,560,16,0,0,16,0,415,544,8,171,33,9,38,19,3,1,212,93,15.1
Tom Johnson,3378,DI,MIN,11,5,0,,1,0,18,57.2,63.8,29.0,68.3,62.6,54.4,7,12,0,,10.0,2,0,4,0.0,0,2,1,0,2,471,469,44,419,0,6,0,2,326,143,0,13,13,0,21,0,0,0,
Tony McDaniel,3423,DI,SF,4,0,1,,0,1,28,,72.3,79.2,72.9,65.1,72.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,66,66,10,54,0,2,0,0,27,39,0,5,5,0,0,0,0,0,
Tramon Williams,3558,CB,ARZ,8,0,0,50.0,0,0,1,78.9,77.3,84.9,56.8,60.3,88.0,0,0,1,41,0.0,0,5,1,55.6,18,0,29,316,248,379,3,0,0,3,0,0,376,2,129,31,8,25,36,0,0,202,56,11.2
Brent Grimes,3589,CB,TB,8,1,0,68.0,0,0,30,63.3,63.0,84.6,,56.8,51.9,0,0,2,38,12.2,5,5,0,85.7,34,0,50,470,341,537,0,0,0,0,0,0,537,0,196,17,10,35,50,0,1,443,101,13.0
Lawrence Timmons,3631,LB,MIA,9,18,1,75.0,0,0,17,59.1,53.3,82.4,60.3,46.9,53.2,2,3,0,31,14.9,11,1,0,112.6,33,0,430,9,266,555,69,0,0,69,0,2,486,40,249,45,34,45,44,5,3,267,182,8.1
Leon Hall,3634,CB,SF,4,1,0,62.5,0,0,28,57.7,61.6,79.0,72.4,66.6,41.8,1,1,0,23,27.3,3,1,0,89.6,5,0,9,0,64,109,3,0,0,3,0,31,106,3,42,66,2,7,8,2,0,68,34,13.6
Reggie Nelson,3637,S,OAK,11,10,1,66.7,1,0,23,51.1,59.7,87.6,58.1,75.2,73.8,0,2,0,34,8.1,5,1,2,103.2,10,0,285,13,385,692,21,0,0,21,0,290,671,14,293,83,11,47,15,2,0,164,93,16.4
Alan Branch,3649,DI,NE,10,5,0,,0,0,19,39.2,56.9,55.2,54.9,63.3,33.5,0,3,0,,17.6,3,0,1,0.0,0,0,0,0,0,232,232,91,132,1,8,0,0,114,118,0,7,9,0,3,0,0,0,
Paul Posluszny,3650,LB,JAX,11,4,0,63.6,0,0,15,85.2,83.9,80.4,66.4,69.8,88.4,1,1,0,30,0.0,0,2,0,75.6,7,0,244,1,101,253,0,0,0,0,0,0,253,10,142,8,8,20,11,2,0,54,30,7.7
Eric Weddle,3653,S,BLT,11,8,0,68.4,0,1,3,66.7,65.7,88.8,66.6,57.5,58.4,0,6,4,29,13.0,7,2,0,68.2,13,0,214,11,407,731,41,0,0,41,0,377,690,13,311,88,11,39,19,6,1,142,66,10.9
David Harris,3663,LB,NE,8,3,0,66.7,0,0,19,68.9,63.4,78.0,63.7,54.2,39.8,0,2,0,10,22.2,4,1,0,74.3,4,0,110,2,57,126,6,0,0,6,0,0,120,13,56,8,2,11,6,2,0,24,28,6.0
Justin Durant,3664,LB,DAL,7,2,0,85.7,0,0,9,57.2,59.3,80.9,51.4,64.9,44.1,0,1,0,38,18.8,3,0,0,118.8,6,0,143,1,76,158,7,0,0,7,0,0,151,23,59,7,8,11,7,1,0,94,41,15.7
Charles Johnson,3699,ED,CAR,11,9,1,100.0,0,0,5,52.0,52.9,40.7,53.3,65.1,31.4,2,15,0,16,23.1,6,0,4,116.7,2,1,1,0,9,372,371,0,10,336,25,0,1,230,133,0,9,11,2,18,0,24,9,12.0
Brandon Mebane,3701,DI,LAC,11,5,0,,0,0,27,57.5,45.8,87.8,45.9,48.3,51.4,2,3,0,,19.0,4,0,0,0.0,0,0,1,0,4,391,390,270,120,0,0,0,1,196,191,0,6,12,0,5,0,0,0,
Brian Robison,3718,ED,MIN,10,1,1,,0,0,18,66.7,59.4,68.5,61.1,52.3,64.8,4,15,0,,16.7,2,0,1,0.0,0,2,78,0,14,405,326,1,13,302,10,0,79,278,113,0,7,9,0,21,0,0,0,
Corey Graham,3784,S,PHI,9,1,0,87.5,0,0,24,69.4,70.4,79.3,74.2,57.2,47.1,0,4,2,20,18.8,3,1,0,58.9,7,0,51,2,160,200,3,0,0,3,0,111,197,6,34,33,4,12,8,4,0,61,42,8.7
William Gay,3786,CB,PIT,11,0,0,72.2,0,0,25,61.8,59.1,0.0,59.1,66.3,51.5,0,0,1,29,17.6,3,2,2,68.8,13,0,74,24,173,191,6,0,0,6,0,16,185,1,17,71,6,14,18,0,0,128,69,9.8
Eric Weems,4097,WR,TEN,1,1,0,,0,0,31,60.1,63.5,60.0,,,71.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Chris Long,4316,ED,PHI,11,3,0,100.0,0,2,24,70.6,75.8,68.3,71.7,67.6,34.9,8,23,0,9,27.8,5,0,1,104.2,1,3,0,0,6,332,332,0,2,328,2,0,0,249,77,0,10,10,1,34,0,9,11,9.0
Dominique Rodgers-Cromartie,4330,CB,NYG,10,8,0,76.7,0,0,21,73.4,70.9,84.1,60.8,58.0,55.0,0,2,0,38,17.1,7,0,0,102.5,23,1,69,99,263,454,22,0,0,21,1,12,432,18,173,252,16,26,30,3,1,183,114,8.0
Aqib Talib,4334,CB,DEN,11,1,0,59.5,1,1,10,77.1,76.2,46.2,,70.3,79.2,0,0,1,32,5.0,1,5,2,93.2,22,0,23,494,353,575,0,0,0,0,0,1,575,0,222,57,3,18,37,0,3,229,83,10.4
Calais Campbell,4364,ED,JAX,11,8,1,,0,3,15,64.8,90.4,77.9,85.2,83.5,61.4,8,30,0,,12.5,4,0,1,0.0,0,14,2,0,4,568,566,7,112,326,121,0,2,359,205,0,29,20,0,52,0,0,0,
