player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Terence Newman,1321,CB,MIN,2,0,10.7,50.0,98.2,10.2,5.1,0,1,1,10.0,18,66.9,65.4,78.7,60.0,55.8,82.5,0,27,0.0,0,1,1,109.2,5,54,55,1,4,10,1,77,23,1.5,15.4
Terrell Suggs,1326,ED,BLT,2,0,2.0,100.0,3.0,2.0,2.0,0,0,0,0.0,3,63.5,71.3,26.9,76.2,56.2,61.2,0,6,50.0,1,0,1,91.7,1,2,66,3,1,1,0,6,4,3.0,6.0
Karlos Dansby,1754,LB,ARZ,2,2,4.3,75.0,94.0,8.4,6.3,0,0,0,0.0,1,47.1,52.3,79.1,51.4,63.8,47.8,0,15,33.3,3,0,0,123.6,9,79,84,2,4,12,1,90,36,1.2,10.0
Mike Adams,1972,S,CAR,2,0,6.0,100.0,92.3,69.0,69.0,0,0,0,0.0,5,63.3,68.6,78.4,61.5,75.7,84.1,0,13,0.0,0,0,0,118.8,1,72,78,1,4,1,0,13,7,0.2,13.0
Adam Jones,2223,CB,CIN,1,0,10.7,40.0,100.0,7.5,3.0,0,0,4,40.0,7,50.3,54.6,78.1,,68.3,79.1,0,11,0.0,0,3,1,49.6,4,33,33,1,4,10,0,34,2,1.1,8.5
Thomas Davis Sr.,2231,LB,CAR,2,1,1.9,88.9,83.3,7.9,7.0,0,0,0,0.0,5,87.1,90.3,78.2,75.4,73.9,83.9,0,7,0.0,0,0,0,84.3,8,65,78,7,8,9,0,38,32,0.6,4.8
Derrick Johnson,2232,LB,KC,2,0,5.8,25.0,92.2,88.0,22.0,0,0,0,0.0,16,70.9,70.0,80.2,50.6,65.1,68.6,0,10,0.0,0,0,0,39.6,1,95,103,0,1,4,0,10,0,0.1,10.0
Lorenzo Alexander,2476,ED,BUF,2,0,2.8,100.0,46.7,5.0,5.0,0,0,0,0.0,4,41.5,65.5,78.7,69.5,77.0,31.4,0,10,60.0,3,0,0,92.7,4,21,45,2,2,4,0,25,14,1.3,6.3
Haloti Ngata,2957,DI,DET,2,0,,,2.0,,,0,0,0,,11,55.2,66.2,79.6,70.2,66.3,70.1,0,,,0,0,0,0.0,0,1,49,1,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,2,0,13.0,25.0,100.0,32.0,8.0,0,1,1,25.0,13,65.6,66.9,78.0,,66.9,75.1,0,22,0.0,0,1,0,50.0,1,35,35,0,1,4,0,22,1,0.7,22.0
