player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,2,14,14,4.32,39.36,46.86,15.0,0,0,0,6,13,71.5,6,59,1,0,50.0,105,7,14,60.43,551,0,656
Andy Lee,1906,P,ARZ,2,9,9,4.28,38.33,46.22,10.1,0,0,1,0,1,63.3,1,57,1,0,77.8,71,7,9,38.52,345,0,416
Donnie Jones,1939,P,PHI,2,8,8,4.13,38.5,42.38,5.5,0,0,1,2,24,57.6,2,50,1,0,25.0,11,2,8,33.03,308,1,339
Dustin Colquitt,2316,P,KC,2,11,11,4.55,39.18,44.45,9.0,0,0,1,6,16,53.8,5,60,0,0,18.2,18,2,11,50.08,431,2,489
Sam Koch,3148,P,BLT,2,11,11,4.35,41.0,44.09,3.5,0,0,1,3,3,63.7,6,63,2,0,36.4,14,4,11,47.83,451,1,485
Matt Prater,3471,K,DET,1,4,4,3.72,34.75,34.75,,0,0,2,2,11,43.1,1,47,0,0,0.0,0,0,4,14.89,139,0,139
Jon Ryan,3493,P,SEA,2,13,13,4.52,41.85,44.92,8.0,0,0,4,3,29,78.2,7,59,1,0,38.5,40,5,13,58.78,544,0,584
Brett Kern,4580,P,TEN,2,7,7,3.8,40.57,44.71,3.0,0,0,0,1,31,69.7,2,53,2,0,42.9,9,3,7,26.59,284,1,313
Kevin Huber,5066,P,CIN,2,12,12,4.25,42.33,45.5,6.3,0,0,1,3,7,60.7,8,61,2,0,50.0,38,6,12,50.97,508,0,546
Thomas Morstead,5088,P,NO,2,6,6,4.57,46.83,48.67,3.7,0,0,1,2,20,72.2,3,68,0,0,50.0,11,3,6,27.43,281,0,292
Britton Colquitt,5192,P,CLV,2,9,9,4.28,44.44,50.11,8.5,1,0,2,1,8,64.6,3,67,0,0,66.7,51,6,10,38.55,400,0,451
Matt Bosher,6344,P,ATL,2,7,7,4.75,42.57,49.0,15.0,0,0,1,3,2,78.6,3,62,0,0,42.9,45,3,7,33.24,298,0,343
Chris Jones,6798,P,DAL,2,9,9,4.54,38.56,43.11,7.0,0,0,0,3,9,76.4,6,62,2,0,33.3,21,3,9,40.9,347,1,388
Bryan Anger,7072,P,TB,1,3,3,4.42,45.33,48.67,5.0,0,0,0,1,30,62.1,1,54,0,0,66.7,10,2,3,13.26,136,0,146
Brad Nortman,7192,P,JAX,2,9,9,4.45,37.44,48.11,25.3,0,0,0,3,15,67.4,1,61,2,0,33.3,76,3,9,40.09,337,1,433
Johnny Hekker,7252,P,LA,2,9,9,4.33,43.0,44.44,2.6,0,0,2,0,26,66.3,6,55,2,0,55.6,13,5,9,38.96,387,0,400
Marquette King,7410,P,OAK,2,6,6,4.78,48.0,54.0,5.3,0,0,1,1,23,89.3,3,65,0,0,50.0,16,3,6,28.67,288,1,324
Ryan Quigley,7573,P,MIN,2,8,8,4.75,44.0,43.88,-0.3,0,0,0,4,18,72.8,4,55,1,0,37.5,-1,3,8,38.01,352,0,351
Jeff Locke,7937,P,DET,1,5,5,4.36,40.0,41.8,4.5,0,0,0,3,11,62.5,3,51,0,0,40.0,9,2,5,21.78,200,0,209
Colton Schmidt,8104,P,BUF,2,12,12,4.35,39.75,46.17,7.1,0,0,0,3,4,59.4,3,57,0,0,66.7,57,8,12,52.22,477,1,554
Ryan Allen,8242,P,NE,2,9,9,4.06,36.33,39.22,5.2,0,0,1,0,19,50.8,4,57,3,0,55.6,26,5,9,36.56,327,0,353
Brad Wing,8256,P,NYG,2,11,11,4.55,35.18,46.18,25.3,0,0,1,3,21,67.1,0,60,2,0,36.4,101,4,11,50.0,387,1,508
Tress Way,8358,P,WAS,2,8,8,4.45,42.75,45.75,6.0,0,0,1,2,32,67.2,4,62,1,0,50.0,24,4,8,35.59,342,0,366
Pat O'Donnell,8826,P,CHI,2,8,8,4.49,41.38,51.5,13.7,0,0,2,1,6,74.6,4,69,0,0,37.5,41,3,8,35.89,331,2,412
Kasey Redfern,9155,P,DET,1,1,1,3.81,50.0,50.0,0.0,0,0,0,0,11,60.0,0,50,0,0,100.0,0,1,1,3.81,50,0,50
Michael Palardy,9277,P,CAR,2,9,9,4.6,43.67,44.89,3.7,0,0,1,2,5,75.2,3,58,3,0,33.3,11,3,9,41.37,393,0,404
Bradley Pinion,9598,P,SF,2,11,11,4.51,42.09,42.73,1.2,0,0,1,3,28,62.6,5,51,1,0,54.5,7,6,11,49.62,463,0,470
Jordan Berry,10236,P,PIT,2,11,11,4.19,38.36,42.55,11.5,0,0,1,3,25,53.1,2,59,3,0,36.4,46,4,11,46.08,422,0,468
Drew Kaser,10813,P,LAC,2,9,9,3.81,36.78,44.44,11.5,0,0,2,0,27,64.8,6,62,1,0,66.7,69,6,9,34.29,331,0,400
Riley Dixon,10862,P,DEN,2,6,6,4.43,42.83,45.5,8.0,0,0,1,2,10,61.0,3,53,1,0,33.3,16,2,6,26.56,257,0,273
Lachlan Edwards,10869,P,NYJ,2,9,9,4.39,40.89,46.22,9.6,0,0,1,1,22,64.0,5,58,2,0,55.6,48,5,9,39.48,368,0,416
Justin Vogel,12119,P,GB,2,8,8,4.53,41.38,42.25,3.5,0,0,2,4,12,56.8,3,57,0,0,25.0,7,2,8,36.24,331,0,338
Rigoberto Sanchez,12130,P,IND,2,13,13,4.29,44.92,46.54,5.3,0,0,0,4,14,69.0,4,53,5,0,30.8,21,4,13,55.8,584,0,605
Matt Haack,12212,P,MIA,1,3,3,4.48,29.0,43.33,23.0,0,0,0,0,17,60.7,0,58,1,0,33.3,23,1,3,13.45,87,1,130
