team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
OAK,23,2,63,0,3,63,96.0,4,1
PIT,25,2,74,2,11,74,88.5,15,2
SF,28,2,69,2,12,69,88.4,15,1
GB,12,2,103,1,17,103,88.3,21,3
NO,20,2,83,6,10,83,88.0,18,2
TEN,31,2,73,0,18,73,87.7,18,0
BUF,4,2,68,2,9,68,87.5,14,3
MIN,18,2,72,1,15,72,87.5,17,1
BLT,3,2,54,2,10,54,87.0,13,1
TB,30,1,34,3,4,34,86.8,8,1
DAL,9,2,97,3,20,97,86.1,25,2
NYJ,22,2,71,2,14,71,85.9,18,2
CLV,8,2,91,5,15,91,85.7,23,3
JAX,15,2,60,4,10,60,85.0,16,2
ATL,2,2,65,2,10,65,84.6,16,4
PHI,24,2,100,5,15,100,84.0,26,6
CAR,5,2,65,2,13,65,83.8,18,3
KC,16,2,73,1,17,73,83.6,21,3
MIA,17,1,36,2,6,36,83.3,10,2
DET,11,2,70,2,20,70,82.9,23,1
WAS,32,2,77,3,16,77,82.5,23,4
LAC,27,2,74,3,21,74,82.4,25,1
NE,19,2,82,5,18,82,81.1,27,4
CHI,6,2,90,10,23,90,80.6,34,1
LA,26,2,59,3,15,59,79.7,21,3
DEN,10,2,75,4,16,75,77.3,27,7
CIN,7,2,75,1,27,75,77.3,31,3
NYG,21,2,78,1,21,78,76.9,29,7
SEA,29,2,78,6,23,78,76.3,33,4
ARZ,1,2,89,5,30,89,75.8,39,4
IND,14,2,69,3,17,69,75.4,27,7
HST,13,2,79,5,31,79,67.1,44,8
