player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,3,0,0,5,61.7,1,2,58,100.0,8.6,5,0,9.5,4,60,60,7,0,66.7,1,2,33,100.0,12.1,4,13.6,3,33,33,6
James Harrison,1251,ED,PIT,2,0,0,25,68.9,0,1,1,50.0,100.0,1,0,50.0,0,4,2,1,0,68.9,0,1,1,100.0,100.0,1,50.0,0,2,2,1
Terence Newman,1321,CB,MIN,3,0,0,18,58.3,0,0,2,2.3,0.0,0,1,0.0,0,86,2,0,0,,0,0,0,0.0,,0,,0,38,0,0
Terrell Suggs,1326,ED,BLT,3,1,0,3,74.8,2,7,85,96.9,17.6,15,1,8.8,3,96,93,12,0,76.4,2,5,46,96.3,23.9,11,14.1,3,54,52,10
Karlos Dansby,1754,LB,ARZ,3,0,0,1,49.2,0,1,7,6.9,0.0,0,0,7.1,0,102,7,1,0,49.4,0,1,6,12.0,0.0,0,8.3,0,50,6,1
Mike Adams,1972,S,CAR,3,0,0,5,57.5,1,0,11,10.1,0.0,0,0,4.5,0,109,11,1,0,60.4,1,0,7,14.6,0.0,0,7.1,0,48,7,1
Thomas Davis Sr.,2231,LB,CAR,3,0,0,5,72.3,1,1,14,14.6,21.4,3,0,14.3,1,103,15,3,0,72.4,0,1,9,22.2,22.2,2,16.7,1,45,10,2
Derrick Johnson,2232,LB,KC,3,0,0,16,48.9,0,1,11,8.0,9.1,1,0,4.5,0,138,11,1,0,50.6,0,1,7,10.6,14.3,1,7.1,0,66,7,1
Lorenzo Alexander,2476,ED,BUF,3,0,0,4,65.5,1,7,41,58.7,24.4,10,0,14.6,2,75,44,10,0,69.6,1,5,28,68.2,25.0,7,17.9,2,44,30,8
Ahmad Brooks,2945,ED,GB,2,0,0,12,57.2,1,1,21,100.0,9.5,2,0,9.5,1,22,22,3,0,61.2,1,0,13,100.0,15.4,2,11.5,1,13,13,2
