team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
DAL,9,1,42,1,1,42,97.6,2,0
PIT,25,1,37,0,1,37,95.9,2,1
OAK,23,1,35,0,1,35,95.7,2,1
MIN,18,1,33,1,1,33,93.9,3,1
ATL,2,1,33,1,2,33,92.4,4,1
BUF,4,1,33,2,4,33,90.9,6,0
NO,20,1,38,0,6,38,89.5,7,1
NYJ,22,1,40,2,7,40,88.7,9,0
JAX,15,1,21,1,4,21,88.1,5,0
GB,12,1,49,0,10,49,87.8,11,1
SF,28,1,40,0,8,40,87.5,9,1
CAR,5,1,25,2,5,25,86.0,7,0
LAC,27,1,34,1,7,34,85.3,9,1
TEN,31,1,43,0,13,43,84.9,13,0
DET,11,1,43,2,12,43,83.7,14,0
KC,16,1,39,1,10,39,83.3,12,1
CHI,6,1,44,4,11,44,83.0,15,0
PHI,24,1,44,3,8,44,83.0,13,2
LA,26,1,31,1,8,31,82.3,10,1
CLV,8,1,41,1,9,41,80.5,13,3
NE,19,1,40,1,9,40,80.0,13,3
WAS,32,1,47,2,11,47,79.8,16,3
NYG,21,1,41,1,11,41,78.0,15,3
SEA,29,1,33,3,7,33,75.8,13,3
CIN,7,1,36,0,12,36,75.0,15,3
ARZ,1,1,49,4,19,49,74.5,24,1
DEN,10,1,37,2,10,37,70.3,17,5
BLT,3,1,18,2,7,18,69.4,10,1
IND,14,1,26,1,8,26,67.3,13,4
HST,13,1,48,4,20,48,60.4,31,7
