player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,9,51,51,4.33,42.06,49.76,12.2,0,0,6,10,13,78.6,26,68,4,0,56.9,353,29,51,220.7,2145,2,2538
Andy Lee,1906,P,ARZ,9,47,47,4.35,38.09,46.45,11.9,0,0,7,6,1,67.2,12,60,3,0,59.6,333,28,47,204.44,1790,3,2183
Donnie Jones,1939,P,PHI,9,34,34,4.31,40.97,46.65,8.9,0,0,5,6,24,64.6,10,59,4,0,44.1,133,15,34,146.43,1393,3,1586
Dustin Colquitt,2316,P,KC,9,38,38,4.6,40.34,44.63,5.9,0,0,5,13,16,56.8,20,63,2,0,36.8,83,14,38,174.85,1533,4,1696
Sam Koch,3148,P,BLT,9,48,48,4.34,41.31,46.13,9.6,0,0,9,6,3,70.1,19,67,11,0,41.7,191,20,48,208.14,1983,2,2214
Matt Prater,3471,K,DET,1,4,4,3.72,34.75,34.75,,0,0,2,2,11,43.1,1,47,0,0,0.0,0,0,4,14.89,139,0,139
Jon Ryan,3493,P,SEA,9,52,52,4.39,40.5,44.85,7.4,0,0,9,11,29,71.4,20,64,5,0,48.1,186,25,52,228.45,2106,2,2332
Brett Kern,4580,P,TEN,9,44,44,4.27,45.98,52.18,7.2,0,0,2,5,31,89.7,18,74,8,0,54.5,173,24,44,187.77,2023,5,2296
Kevin Huber,5066,P,CIN,9,49,49,4.23,41.41,48.04,11.9,0,0,9,10,7,58.9,22,63,4,0,49.0,285,24,49,207.25,2029,2,2354
Thomas Morstead,5088,P,NO,8,27,27,4.6,41.59,48.15,11.4,0,0,4,6,20,91.8,14,68,3,0,44.4,137,12,27,124.2,1123,2,1300
Britton Colquitt,5192,P,CLV,9,46,46,4.44,42.57,49.17,10.1,1,0,6,9,8,71.6,16,67,1,0,65.2,304,30,47,204.04,1958,0,2262
Matt Bosher,6344,P,ATL,9,28,28,4.65,41.79,44.68,6.8,0,0,3,10,2,72.3,11,62,3,0,42.9,81,12,28,130.29,1170,0,1251
