team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,6,258,11,32,258,89.7,48,5
TEN,31,7,238,6,38,238,89.1,48,4
NO,20,6,223,13,28,223,89.0,45,4
OAK,23,7,251,1,34,251,88.6,46,11
PHI,24,7,274,6,36,274,88.0,54,12
PIT,25,7,255,8,45,255,87.3,59,6
DAL,9,6,223,9,41,223,87.0,54,4
BUF,4,6,208,8,31,208,86.8,47,8
MIN,18,7,248,16,45,248,86.1,65,4
WAS,32,6,221,13,40,221,85.7,58,5
BLT,3,7,249,5,50,249,85.7,63,8
CLV,8,7,318,17,64,318,85.4,87,6
SF,28,7,307,14,58,307,85.3,81,9
JAX,15,7,223,14,41,223,85.0,61,6
MIA,17,6,218,11,43,218,84.9,60,6
ATL,2,6,219,9,39,219,84.5,58,10
KC,16,7,263,10,58,263,84.0,76,8
LA,26,7,238,13,48,238,83.8,69,8
NYJ,22,7,251,7,54,251,83.1,73,12
NE,19,7,286,18,59,286,82.7,88,11
GB,12,7,290,11,68,290,82.2,91,12
NYG,21,7,280,15,61,280,82.1,88,12
LAC,27,7,267,13,73,267,82.0,91,5
IND,14,7,267,12,54,267,82.0,81,15
CIN,7,6,217,5,53,217,81.6,69,11
CAR,5,7,273,9,69,273,81.3,90,12
CHI,6,7,215,12,51,215,81.2,72,9
DEN,10,6,252,11,52,252,80.8,80,17
DET,11,6,256,7,76,256,80.3,92,9
SEA,29,6,251,17,75,251,78.9,99,7
ARZ,1,7,306,24,81,306,77.3,122,17
HST,13,6,220,9,68,220,76.1,91,14
