player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,5,61,0,25,13.2,1,58.8,37.5,3,8,0.0,0,7,0,78.0,78.9,3,26,0.0,0,58,10,91.4,53,40.0,17,27.9,0,116,36,3.6,11.6,2.19,0,15.1,6,68.3,50.0,4,8,3.4,1,16,1,77.5,90.0,1,50,0.0,0,139,28,94.2,131,90.9,41,67.2,0,414,147,5.3,14.8,3.16
DeAndre Hopkins,7808,WR,HST,5,60,0,13,9.4,1,66.7,33.3,2,6,0.0,0,9,0,79.4,70.8,0,21,0.0,0,89,12,86.5,77,103.0,18,30.0,1,116,16,1.3,9.7,1.51,0,14.3,1,51.3,16.7,2,12,4.8,1,11,0,70.7,75.3,2,34,0.0,0,116,20,90.5,105,56.5,39,65.0,1,229,38,1.9,11.5,2.18
A.J. Green,6156,WR,CIN,5,48,0,7,12.9,1,64.3,60.0,3,5,0.0,0,6,1,77.3,69.5,1,25,0.0,0,66,9,95.5,63,85.7,14,29.2,1,121,44,4.9,13.4,1.92,0,13.8,4,64.5,50.0,4,8,4.8,1,13,0,70.5,87.9,3,77,0.0,0,103,20,97.1,100,76.3,31,64.6,1,367,115,5.8,18.4,3.67
Larry Fitzgerald,1724,WR,ARZ,5,47,0,1,6.0,0,70.0,57.1,4,7,0.0,0,8,0,80.6,67.5,0,33,0.0,0,96,14,91.7,88,100.2,20,42.6,1,111,65,4.6,7.9,1.26,0,9.8,3,69.2,33.3,2,6,5.3,1,10,0,82.7,73.8,0,37,0.7,1,146,18,93.8,137,107.2,26,55.3,1,216,90,5.0,12.0,1.58
Keenan Allen,7857,WR,LAC,5,47,0,27,9.0,1,64.0,50.0,1,2,5.9,1,14,0,67.0,85.1,1,21,0.0,0,83,16,92.8,77,70.9,25,53.2,0,193,70,4.4,12.1,2.51,0,10.2,1,55.6,50.0,3,6,28.6,4,7,0,28.1,59.8,1,50,0.0,0,102,10,92.2,94,68.3,18,38.3,0,186,98,9.8,18.6,1.98
Pierre Garcon,4519,WR,SF,5,44,0,28,7.8,3,65.0,57.1,4,7,0.0,0,10,0,80.0,76.8,0,30,0.0,0,89,13,93.3,83,92.1,20,45.5,0,172,68,5.2,13.2,2.07,0,11.5,0,62.5,50.0,1,2,0.0,0,9,0,82.2,74.3,0,59,0.0,0,96,15,96.9,93,90.1,24,54.5,0,207,58,3.9,13.8,2.23
Dez Bryant,5549,WR,DAL,5,44,0,9,11.6,1,42.9,37.5,3,8,18.2,2,8,0,41.1,68.5,2,14,0.0,0,73,9,93.2,68,47.2,21,47.7,2,87,22,2.4,9.7,1.28,0,15.3,4,60.0,20.0,1,5,7.7,1,7,0,62.1,71.4,0,36,0.0,0,112,12,93.8,105,105.6,20,45.5,1,177,62,5.2,14.8,1.69
Zach Ertz,7816,TE,PHI,5,42,0,24,8.6,0,65.2,40.0,2,5,0.0,0,12,0,81.1,89.1,1,23,13.3,12,90,15,80.0,72,82.2,23,54.8,1,162,37,2.5,10.8,2.25,0,8.9,0,94.1,,0,0,0.0,0,7,1,81.7,73.7,0,53,4.3,4,94,16,92.6,87,118.8,17,40.5,0,222,74,4.6,13.9,2.55
Jarvis Landry,8698,WR,MIA,4,42,0,17,7.8,0,62.5,50.0,1,2,0.0,0,4,0,74.6,68.6,1,15,0.0,0,41,5,97.6,40,38.5,8,19.0,0,46,24,4.8,9.2,1.15,0,5.2,4,74.2,20.0,1,5,11.5,3,11,0,51.6,70.8,0,18,0.0,0,91,23,95.6,87,85.4,31,73.8,0,160,84,3.7,7.0,1.84
Odell Beckham Jr.,8647,WR,NYG,4,41,0,21,9.6,0,41.7,50.0,3,6,50.0,5,3,0,25.5,50.7,0,16,0.0,0,43,5,95.3,41,79.5,12,29.3,1,43,14,2.8,8.6,1.05,0,14.3,4,67.9,71.4,5,7,5.0,1,11,0,70.5,75.6,1,48,0.0,0,103,19,95.1,98,92.7,28,68.3,1,249,57,3.0,13.1,2.54
