player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr
DeAndre Hopkins,7808,WR,HST,3,11.2,1,58.3,25.0,3,12,0,4.5,1,10,13,0,71.5,74.6,67.6,,67.0,0.0,0,1,25,0.0,0,135,2,21,87.4,118,13.3,18,72.0,36,1,86.7,117,204,20,1.0,9.7,1.73
Antonio Brown,5718,WR,PIT,3,13.6,6,74.3,50.0,5,10,0,3.7,1,17,25,1,75.7,26.7,89.9,,89.6,0.0,0,0,50,0.0,0,127,1,26,92.1,117,18.1,23,115.7,35,1,81.9,104,354,140,5.4,13.6,3.03
Larry Fitzgerald,1724,WR,ARZ,3,9.2,2,66.7,33.3,3,9,0,4.3,1,12,1,0,84.5,74.9,73.7,,73.2,0.0,0,0,37,0.0,0,153,0,22,92.2,141,67.3,103,98.5,33,1,32.7,50,244,104,4.7,11.1,1.73
A.J. Green,6156,WR,CIN,3,13.7,6,71.4,71.4,5,7,0,0.0,0,13,7,0,83.6,74.4,86.1,,85.5,0.0,0,2,50,0.0,0,106,0,20,96.2,102,9.4,10,81.3,28,1,90.6,96,252,55,2.8,12.6,2.47
Alshon Jeffery,7048,WR,PHI,3,16.9,0,50.0,42.9,6,14,1,6.7,1,10,24,0,65.6,73.0,65.8,,66.4,0.0,0,0,24,0.0,0,132,2,14,94.7,125,14.4,19,83.3,28,1,85.6,113,186,49,3.5,13.3,1.49
Emmanuel Sanders,5606,WR,DEN,3,12.1,2,57.1,20.0,1,5,0,11.1,2,8,10,0,53.3,73.3,66.6,,63.8,0.0,0,0,29,0.0,0,119,0,16,95.0,113,24.4,29,97.8,28,2,74.8,89,163,45,2.8,10.2,1.44
Keenan Allen,7857,WR,LAC,3,7.2,2,70.4,66.7,4,6,1,13.6,3,14,27,0,46.8,74.4,75.6,,75.6,0.0,0,1,24,0.0,0,113,3,19,92.0,104,61.1,69,87.9,27,1,38.9,44,196,72,3.8,10.3,1.88
Doug Baldwin,6615,WR,SEA,3,8.4,4,74.1,25.0,1,4,0,0.0,0,12,29,0,83.6,74.4,81.9,65.6,80.4,8.0,9,0,36,0.9,1,112,0,20,95.5,107,60.7,68,108.9,27,1,31.3,35,212,74,3.7,10.6,1.98
Golden Tate,5585,WR,DET,3,6.6,2,80.8,50.0,1,2,0,4.5,1,11,11,0,71.3,75.9,76.7,,75.9,0.0,0,1,19,0.0,0,118,0,21,92.4,109,83.1,98,93.9,26,1,16.9,20,190,85,4.0,9.0,1.74
Julio Jones,6158,WR,ATL,3,14.2,3,61.5,0.0,0,6,0,0.0,0,12,2,0,81.7,73.3,90.2,,89.8,0.0,0,1,34,0.0,0,93,0,16,95.7,89,18.3,17,79.8,26,0,81.7,76,265,114,7.1,16.6,2.98
Jarvis Landry,8698,WR,MIA,2,5.2,1,73.1,20.0,1,5,0,9.5,2,9,17,0,56.9,74.8,68.0,,67.7,1.2,1,1,18,0.0,0,81,0,19,97.5,79,65.4,53,67.1,26,0,33.3,27,126,80,4.2,6.6,1.59
Stefon Diggs,9579,WR,MIN,3,14.2,3,68.0,87.5,7,8,0,10.5,2,13,18,0,58.3,75.1,88.7,,88.0,0.9,1,0,59,0.0,0,106,1,17,91.5,97,22.6,24,147.2,25,4,75.5,80,293,77,4.5,17.2,3.02
Dez Bryant,5549,WR,DAL,3,10.3,4,44.0,12.5,1,8,0,15.4,2,6,9,0,46.0,71.9,65.5,,64.7,0.0,0,2,35,0.0,0,122,1,11,92.6,113,31.1,38,51.1,25,2,68.9,84,114,52,4.7,10.4,1.01
Zach Ertz,7816,TE,PHI,3,8.8,0,84.0,100.0,2,2,0,4.5,1,14,24,1,71.3,24.6,75.9,31.3,79.8,43.5,57,0,53,9.9,13,131,0,21,85.5,112,36.6,48,120.8,25,1,19.1,25,245,55,2.6,11.7,2.19
Pierre Garcon,4519,WR,SF,3,11.1,3,64.0,50.0,2,4,0,0.0,0,11,28,0,82.2,73.6,82.1,,81.7,0.0,0,0,59,0.0,0,99,0,16,94.9,94,24.2,24,96.9,25,0,75.8,75,249,80,5.0,15.6,2.65
Adam Thielen,8288,WR,MIN,3,12.3,2,79.2,57.1,4,7,0,0.0,0,11,18,1,83.6,27.9,82.5,,81.0,0.0,0,0,45,0.0,0,115,1,19,92.2,106,67.8,78,118.6,24,0,32.2,37,299,80,4.2,15.7,2.82
Michael Thomas,10681,WR,NO,3,11.7,1,70.8,66.7,4,6,0,0.0,0,13,20,0,82.2,73.6,77.2,,76.4,0.0,0,0,33,0.0,0,114,0,17,94.7,108,20.2,23,113.4,24,1,79.8,91,221,63,3.7,13.0,2.05
Tarik Cohen,11874,HB,CHI,3,3.2,12,83.3,33.3,1,3,0,0.0,0,4,6,0,84.1,24.6,75.5,44.4,84.8,3.0,2,0,19,4.5,3,67,0,20,91.0,61,22.4,15,102.4,24,1,14.9,10,126,93,4.7,6.3,2.07
Demaryius Thomas,5547,WR,DEN,3,11.2,0,70.8,50.0,2,4,0,5.6,1,12,10,0,54.3,73.6,78.8,,78.1,0.0,0,1,29,0.0,0,114,1,17,94.7,108,14.9,17,84.7,24,0,85.1,97,236,65,3.8,13.9,2.19
Rob Gronkowski,5567,TE,NE,3,10.6,4,69.6,71.4,5,7,0,5.9,1,11,19,1,53.3,22.8,79.7,44.9,77.5,28.8,34,0,53,11.0,13,118,0,16,81.4,96,55.9,66,132.2,23,2,15.3,18,238,99,6.2,14.9,2.48
Marqise Lee,8674,WR,JAX,3,10.4,3,50.0,0.0,0,2,0,21.4,3,7,15,0,31.0,75.2,66.7,,64.8,0.0,0,2,35,0.0,0,93,1,11,91.4,85,12.9,12,32.6,22,0,87.1,81,141,61,5.5,12.8,1.66
