team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
NO,20,9,309,16,37,309,89.5,59,6
PHI,24,9,341,8,40,341,88.3,64,16
TEN,31,9,320,10,52,320,88.1,69,7
OAK,23,9,331,3,53,331,87.9,68,12
MIA,17,9,345,13,60,345,87.4,80,7
TB,30,9,375,13,60,375,87.1,85,12
MIN,18,9,322,22,54,322,87.0,80,4
PIT,25,9,319,13,56,319,87.0,76,7
BUF,4,9,318,10,54,318,86.2,76,12
ATL,2,9,321,17,52,321,85.5,81,12
LA,26,9,301,14,58,301,85.4,80,8
BLT,3,9,327,7,69,327,85.3,86,10
CLV,8,9,407,21,79,407,85.3,110,10
JAX,15,9,319,17,66,319,85.1,89,6
KC,16,9,337,11,74,337,84.4,95,10
DAL,9,9,325,13,63,325,84.3,89,13
SF,28,10,437,24,85,437,83.9,125,16
WAS,32,9,349,21,71,349,83.4,104,12
GB,12,9,361,14,78,361,83.4,106,14
CAR,5,10,369,12,87,369,83.3,111,12
LAC,27,9,334,17,85,334,83.2,107,5
NYG,21,9,360,16,72,360,83.1,105,17
NE,19,9,374,23,80,374,83.0,115,12
DET,11,9,369,14,97,369,82.0,122,11
NYJ,22,10,354,18,74,354,81.9,110,18
SEA,29,9,388,20,103,388,81.8,132,9
CIN,7,9,306,8,73,306,81.5,97,16
IND,14,10,375,19,82,375,81.2,121,20
DEN,10,9,367,16,86,367,80.7,122,20
CHI,6,9,292,17,75,292,80.5,103,11
ARZ,1,9,386,27,94,386,79.4,140,19
HST,13,9,345,17,117,345,74.5,155,21
