player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
DeAndre Hopkins,7808,WR,HST,8,90,0,13,9.7,1,57.6,27.3,3,11,5.0,1,15,0,70.5,72.5,1,72,0.0,0,133,19,88.0,117,99.4,33,36.7,3,251,115,6.1,13.2,2.15,0,15.4,1,54.7,25.0,4,16,3.3,1,20,0,76.9,83.3,2,34,0.0,0,191,29,93.2,178,77.8,53,58.9,2,423,62,2.1,14.6,2.38
Antonio Brown,5718,WR,PIT,8,89,0,25,13.5,2,58.6,45.5,5,11,0.0,0,12,0,82.2,83.1,4,51,0.0,0,91,17,92.3,84,67.2,29,32.6,2,229,86,5.1,13.5,2.73,0,15.6,6,67.9,45.5,5,11,2.6,1,23,1,82.3,91.4,2,50,0.0,0,184,38,94.6,174,87.7,56,62.9,0,591,186,4.9,15.6,3.4
Jarvis Landry,8698,WR,MIA,8,83,0,17,7.5,5,65.4,57.1,4,7,10.5,2,11,0,57.1,76.2,1,29,0.0,0,116,17,91.4,106,93.8,26,31.3,2,172,71,4.2,10.1,1.62,0,5.8,6,67.9,14.3,1,7,7.7,3,17,0,63.4,72.0,2,18,0.0,0,182,36,96.7,176,62.6,53,63.9,0,250,141,3.9,6.9,1.42
Adam Thielen,8288,WR,MIN,8,72,0,18,8.4,2,55.2,44.4,4,9,0.0,0,11,0,82.7,86.1,0,44,0.0,0,96,16,89.6,86,81.8,29,40.3,0,235,77,4.8,14.7,2.73,0,11.4,2,82.1,85.7,6,7,3.0,1,17,3,79.6,70.9,0,45,0.0,0,198,32,92.4,183,117.1,39,54.2,1,392,74,2.3,12.3,2.14
Doug Baldwin,6615,WR,SEA,8,72,0,29,10.4,3,66.7,40.0,2,5,0.0,0,11,0,83.2,87.6,1,36,0.9,1,109,18,89.0,97,115.7,27,37.5,3,236,82,4.6,13.1,2.43,0,12.2,5,71.4,14.3,1,7,0.0,0,14,0,88.3,78.8,1,32,0.6,1,180,30,92.2,166,81.1,42,58.3,0,296,66,2.2,9.9,1.78
Amari Cooper,9437,WR,OAK,9,71,0,23,10.8,4,48.7,25.0,2,8,26.9,7,12,1,27.8,64.2,2,39,0.0,0,138,19,90.6,125,65.0,39,54.9,2,249,97,5.1,13.1,1.99,0,12.5,2,63.3,14.3,1,7,9.5,2,10,0,58.3,60.9,2,45,0.0,0,187,19,96.8,181,67.8,30,42.3,1,213,101,5.3,11.2,1.18
Mike Evans,8642,WR,TB,8,70,0,30,11.8,1,56.0,46.2,6,13,0.0,0,12,0,80.6,77.3,0,18,0.0,0,112,14,94.6,106,113.8,25,35.7,3,153,19,1.4,10.9,1.44,0,15.7,0,61.0,42.9,6,14,7.4,2,18,0,64.3,72.9,2,41,0.0,0,199,25,96.5,192,77.8,41,58.6,1,365,37,1.5,14.6,1.9
Dez Bryant,5549,WR,DAL,8,70,0,9,11.5,2,53.3,45.5,5,11,11.1,2,14,0,54.3,78.0,2,27,0.0,0,109,16,93.6,102,66.0,30,42.9,2,180,56,3.5,11.3,1.76,0,13.6,6,58.3,18.2,2,11,16.0,4,12,0,37.8,71.2,0,36,0.0,0,160,21,91.3,146,89.7,36,51.4,1,257,81,3.9,12.2,1.76
Christian McCaffrey,11763,HB,CAR,9,70,0,5,1.8,2,63.6,100.0,2,2,6.7,1,6,0,64.7,72.9,2,14,12.7,13,102,14,80.4,82,34.3,22,31.4,0,90,85,6.1,6.4,1.1,0,2.2,9,84.1,50.0,1,2,0.0,0,13,0,90.0,82.7,0,37,4.4,8,183,37,91.3,167,95.4,44,62.9,0,303,282,7.6,8.2,1.81
Larry Fitzgerald,1724,WR,ARZ,8,70,0,1,6.5,0,67.9,55.6,5,9,5.0,1,12,0,69.6,69.1,0,33,0.0,0,125,19,92.8,116,95.8,28,40.0,1,170,83,4.4,8.9,1.47,0,9.4,5,75.6,37.5,3,8,3.1,1,19,1,88.0,76.3,0,37,0.5,1,205,31,92.7,190,121.4,41,58.6,2,394,159,5.1,12.7,2.07
Michael Thomas,10681,WR,NO,8,68,0,20,9.9,2,80.0,83.3,5,6,0.0,0,11,0,84.1,82.5,0,33,0.0,0,89,20,94.4,84,116.0,25,36.8,1,216,76,3.8,10.8,2.57,0,9.5,2,72.5,55.6,5,9,6.5,2,19,0,66.6,74.1,2,30,0.0,0,166,29,95.8,159,75.4,40,58.8,0,324,106,3.7,11.2,2.04
Alshon Jeffery,7048,WR,PHI,9,68,0,24,12.1,1,43.8,25.0,3,12,12.5,2,14,0,52.8,72.3,0,37,0.0,0,147,14,91.8,135,90.2,32,47.1,2,237,70,5.0,16.9,1.76,0,17.1,0,58.1,50.0,7,14,5.3,1,9,0,68.7,63.7,0,53,0.0,0,151,18,96.0,145,95.0,31,45.6,1,251,81,4.5,13.9,1.73
Demaryius Thomas,5547,WR,DEN,8,67,0,10,11.9,1,63.0,50.0,4,8,5.6,1,12,1,69.0,79.9,1,29,0.0,0,76,17,88.2,67,83.9,27,40.3,1,210,72,4.2,12.4,3.13,0,9.9,0,65.8,75.0,3,4,7.4,2,16,0,54.9,70.0,5,40,0.0,0,198,25,94.9,188,51.5,38,56.7,0,312,80,3.2,12.5,1.66
Julio Jones,6158,WR,ATL,8,66,0,2,14.5,5,53.8,0.0,0,7,0.0,0,10,0,80.6,90.8,1,34,0.0,0,70,14,97.1,68,67.5,26,39.4,0,228,97,6.9,16.3,3.35,0,16.1,0,72.2,50.0,3,6,7.1,2,19,0,59.1,84.7,0,53,0.0,0,143,26,95.8,137,111.1,36,54.5,0,422,124,4.8,16.2,3.08
