player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,11,0,0,5,64.7,3,7,201,97.7,8.0,16,0,7.5,10,217,212,20,0,70.5,2,5,95,96.2,10.5,10,11.1,7,105,101,14
Dwight Freeney,1019,ED,DET,4,1,0,11,72.6,2,7,85,100.0,16.5,14,0,8.8,3,92,92,12,0,65.9,2,3,47,100.0,19.1,9,11.7,3,52,52,8
James Harrison,1251,ED,PIT,4,0,0,25,84.3,1,2,13,63.6,30.8,4,0,19.2,1,22,14,4,0,86.1,1,2,7,88.9,42.9,3,35.7,1,9,8,4
Terence Newman,1321,CB,MIN,11,0,0,18,62.1,0,2,9,3.6,11.1,1,1,11.1,0,276,10,2,0,60.0,0,0,1,0.9,0.0,0,0.0,0,116,1,0
Terrell Suggs,1326,ED,BLT,11,3,1,3,72.2,7,26,302,97.6,15.6,47,3,8.8,10,328,320,43,0,78.1,4,17,139,98.0,21.6,30,13.3,8,153,150,29
Karlos Dansby,1754,LB,ARZ,11,0,0,1,66.1,1,7,43,11.6,14.0,6,1,11.6,1,414,48,9,0,66.8,0,5,28,16.0,17.9,5,12.5,1,187,30,6
Mike Adams,1972,S,CAR,11,0,0,5,55.4,2,1,23,5.5,4.3,1,1,6.5,0,417,23,3,0,57.6,1,0,10,5.2,10.0,1,5.0,0,192,10,1
Thomas Davis Sr.,2231,LB,CAR,11,0,1,5,77.5,3,10,63,20.6,23.8,15,2,13.5,2,340,70,15,0,74.5,1,5,32,25.5,28.1,9,12.5,1,145,37,7
Derrick Johnson,2232,LB,KC,11,0,0,16,43.8,0,3,26,6.8,7.7,2,0,5.8,0,397,27,3,0,46.5,0,3,13,8.2,15.4,2,11.5,0,171,14,3
Lorenzo Alexander,2476,ED,BUF,11,0,0,4,65.1,8,12,130,47.0,19.2,25,3,10.0,3,296,139,23,0,67.6,5,9,82,67.2,22.0,18,12.2,3,131,88,17
Ahmad Brooks,2945,ED,GB,7,2,0,12,57.7,2,7,126,100.0,9.5,12,1,5.2,2,132,132,11,1,57.8,1,5,76,100.0,11.8,9,5.3,1,80,80,7
Haloti Ngata,2957,DI,DET,5,1,0,11,75.5,1,4,82,97.8,11.0,9,1,5.5,2,93,91,7,0,80.4,1,4,38,100.0,18.4,7,11.8,2,43,43,7
Tamba Hali,2965,ED,KC,2,0,0,16,60.1,0,3,23,96.2,8.7,2,0,6.5,0,26,25,3,0,64.9,0,2,13,100.0,15.4,2,7.7,0,15,15,2
Darryl Tapp,3008,ED,TB,3,0,0,30,54.4,0,0,27,100.0,3.7,1,0,3.7,1,30,30,1,0,53.1,0,0,5,100.0,0.0,0,0.0,0,5,5,0
Frostee Rucker,3036,DI,ARZ,11,1,1,1,55.5,5,6,243,99.6,6.2,15,3,3.1,2,260,259,13,0,57.3,2,4,108,100.0,9.3,10,4.6,2,116,116,8
Domata Peko Sr.,3068,DI,DEN,11,0,0,10,57.3,0,3,156,100.0,3.8,6,0,1.6,1,167,167,4,0,63.5,0,2,58,100.0,6.9,4,3.4,1,62,62,3
Elvis Dumervil,3071,ED,SF,11,0,0,28,66.3,4,18,163,98.9,18.4,30,1,9.8,5,179,177,27,0,73.5,4,18,106,99.2,26.4,28,15.1,5,118,117,27
Kyle Williams,3079,DI,BUF,11,1,0,4,61.7,5,16,309,98.5,9.1,28,3,3.7,1,332,327,22,0,58.8,3,8,139,99.3,10.1,14,4.7,1,147,146,12
Antoine Bethea,3152,S,ARZ,11,0,0,1,76.5,1,1,8,2.1,25.0,2,3,25.0,1,389,8,3,0,82.3,1,1,5,2.4,40.0,2,40.0,1,211,5,3
Tom Johnson,3378,DI,MIN,11,0,1,18,68.3,7,12,307,99.4,8.8,27,4,3.7,2,328,326,21,0,75.1,5,10,149,100.0,14.1,21,6.4,2,158,158,17
Tony McDaniel,3423,DI,SF,4,1,0,28,72.9,0,0,25,100.0,4.0,1,0,0.0,0,27,27,0,1,73.9,0,0,6,100.0,0.0,0,0.0,0,7,7,0
Tramon Williams,3558,CB,ARZ,8,0,0,1,56.8,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,59.1,0,0,1,0.8,0.0,0,0.0,0,132,1,0
Lawrence Timmons,3631,LB,MIA,9,1,0,17,60.3,2,3,35,13.1,5.7,2,0,7.1,0,306,40,5,1,69.6,1,1,11,12.5,18.2,2,9.1,0,112,14,2
Leon Hall,3634,CB,SF,4,0,0,28,72.4,1,1,3,4.5,0.0,0,0,33.3,0,67,3,2,0,59.1,0,0,1,2.7,0.0,0,0.0,0,37,1,0
