player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Julius Peppers,1010,ED,CAR,3,0,1.0,0,0,5,,65.1,82.7,61.7,63.2,74.9,0.0,0,0,25,26,8.0,2,2
James Harrison,1251,ED,PIT,2,0,,0,0,25,60.5,68.7,71.1,68.9,60.0,,,0,0,3,3,0.0,0,0
Terence Newman,1321,CB,MIN,3,1,2.0,0,0,18,67.4,66.2,79.4,58.3,56.7,84.7,0.0,0,1,29,30,0.0,0,1
Terrell Suggs,1326,ED,BLT,3,1,2.3,0,0,3,65.0,74.0,43.0,74.8,63.7,64.4,0.0,0,1,49,53,4.1,2,3
Karlos Dansby,1754,LB,ARZ,3,3,2.4,0,0,1,47.0,54.7,79.2,49.2,67.0,54.9,0.0,0,0,77,79,11.7,9,12
Mike Adams,1972,S,CAR,3,0,3.2,0,0,5,55.0,58.1,81.0,57.5,68.1,85.3,0.0,0,0,57,60,5.3,3,5
Adam Jones,2223,CB,CIN,2,0,9.0,0,0,7,56.7,59.1,80.9,,69.0,81.2,0.0,0,3,37,37,0.0,0,1
Thomas Davis Sr.,2231,LB,CAR,3,0,6.3,0,0,5,83.9,80.3,79.6,72.3,58.4,75.2,12.5,1,0,50,53,8.0,4,7
Derrick Johnson,2232,LB,KC,3,2,0.0,0,0,16,73.8,69.4,81.9,48.9,59.9,64.9,0.0,0,0,67,70,7.5,5,7
Lorenzo Alexander,2476,ED,BUF,3,1,3.7,0,0,4,33.3,60.0,81.3,65.5,77.4,37.2,11.1,1,0,34,35,11.8,4,7
Ahmad Brooks,2945,ED,GB,2,0,1.0,0,0,12,,66.0,79.2,57.2,69.3,30.0,50.0,1,0,16,16,6.3,1,1
Haloti Ngata,2957,DI,DET,3,1,4.3,0,0,11,55.2,59.1,28.9,70.5,59.3,72.0,0.0,0,1,35,35,8.6,3,4
Johnathan Joseph,2969,CB,HST,3,0,7.0,0,0,13,67.7,66.0,80.2,,52.1,37.2,50.0,1,0,46,48,0.0,0,1
Frostee Rucker,3036,DI,ARZ,3,0,1.0,0,0,1,63.4,57.2,36.3,55.7,58.7,29.2,33.3,2,1,48,50,4.2,2,4
Domata Peko Sr.,3068,DI,DEN,3,0,1.8,0,0,10,,74.4,80.4,58.8,75.0,71.1,0.0,0,0,43,44,9.3,4,5
Elvis Dumervil,3071,ED,SF,3,0,,0,0,28,60.0,54.5,0.0,70.0,36.6,69.9,,0,1,6,6,0.0,0,0
Kyle Williams,3079,DI,BUF,3,2,2.4,0,0,4,62.3,70.0,81.7,60.2,71.0,73.9,10.0,1,0,40,42,12.5,5,7
Antoine Bethea,3152,S,ARZ,3,0,1.0,0,0,1,73.6,76.5,79.9,67.6,61.2,66.1,0.0,0,0,45,45,2.2,1,1
Tom Johnson,3378,DI,MIN,3,2,3.0,1,0,18,,51.6,9.9,53.6,63.4,41.3,20.0,1,2,35,36,5.7,2,2
Brent Grimes,3589,CB,TB,1,0,2.0,0,0,30,51.2,55.0,76.2,,71.8,66.1,0.0,0,0,16,16,6.3,1,1
Reggie Nelson,3637,S,OAK,3,1,8.8,0,0,23,58.9,65.5,83.3,55.2,76.7,77.8,0.0,0,0,75,78,2.7,2,9
Alan Branch,3649,DI,NE,3,0,1.0,0,0,19,39.2,50.7,78.4,59.0,55.7,70.4,0.0,0,0,34,35,8.8,3,3
Paul Posluszny,3650,LB,JAX,3,2,6.3,0,0,15,88.0,73.2,76.9,54.7,56.5,82.3,0.0,0,0,50,52,2.0,1,4
Eric Weddle,3653,S,BLT,3,2,11.2,0,0,3,59.3,59.2,84.9,50.8,59.5,51.5,0.0,0,0,68,73,1.5,1,6
David Harris,3663,LB,NE,3,0,,0,0,19,60.4,64.3,70.8,58.3,63.6,,,0,0,4,4,0.0,0,0
Justin Durant,3664,LB,DAL,1,0,,0,0,9,76.8,61.3,76.7,45.9,54.7,73.2,,0,0,2,2,0.0,0,0
Charles Johnson,3699,ED,CAR,3,0,3.3,0,0,5,57.7,50.7,30.4,51.7,63.4,34.5,20.0,1,2,28,30,7.1,2,4
Brandon Mebane,3701,DI,LAC,3,2,3.6,0,0,27,60.0,59.2,82.7,56.3,59.1,51.1,22.2,2,0,58,60,5.2,3,5
Brian Robison,3718,ED,MIN,3,0,3.0,0,0,18,54.2,56.1,23.5,64.9,51.5,71.7,33.3,1,1,31,31,3.2,1,2
Corey Graham,3784,S,PHI,2,0,12.0,0,0,24,57.0,51.1,74.9,,44.5,28.0,50.0,1,0,18,18,0.0,0,1
William Gay,3786,CB,PIT,3,0,2.5,0,0,25,72.2,73.9,0.0,,86.1,64.9,0.0,0,1,6,7,33.3,2,2
Chris Long,4316,ED,PHI,3,0,6.0,0,0,24,60.0,49.8,80.9,57.2,51.9,25.1,50.0,1,0,18,18,0.0,0,1
Dominique Rodgers-Cromartie,4330,CB,NYG,3,4,6.7,0,0,21,73.5,71.4,80.2,65.4,60.0,45.1,26.7,4,0,70,74,7.1,5,7
Aqib Talib,4334,CB,DEN,3,0,5.5,0,0,10,78.5,77.7,81.5,,62.7,63.9,0.0,0,0,58,59,0.0,0,2
Calais Campbell,4364,ED,JAX,3,0,3.4,0,1,15,60.0,90.2,84.3,87.9,75.6,75.1,0.0,0,0,58,60,6.9,4,5
Pat Sims,4391,DI,CIN,3,5,4.0,0,0,7,60.0,58.3,18.9,63.3,60.3,72.5,0.0,0,1,45,46,2.2,1,3
Cliff Avril,4406,ED,SEA,3,1,2.0,0,0,29,52.4,43.6,0.0,51.1,67.9,74.0,0.0,0,4,47,49,2.1,1,1
Tyvon Branch,4414,S,ARZ,3,1,3.5,0,0,1,75.6,79.5,81.3,77.6,71.1,89.7,7.7,1,0,78,80,9.0,7,11
William Hayes,4417,ED,MIA,2,0,1.0,0,0,17,60.0,90.7,80.9,86.3,81.1,71.7,0.0,0,0,20,22,5.0,1,1
Quintin Demps,4431,S,CHI,3,3,1.5,1,0,6,45.6,48.6,80.7,,67.7,28.4,16.7,1,1,66,71,3.0,2,2
Brandon Carr,4454,CB,BLT,3,0,,0,0,3,61.0,60.5,6.0,,66.8,59.4,,0,2,62,67,0.0,0,0
Orlando Scandrick,4457,CB,DAL,2,0,3.0,0,0,9,65.7,69.3,79.4,51.2,81.7,78.0,0.0,0,1,20,22,5.0,1,1
Erik Walden,4481,ED,TEN,3,1,2.0,0,0,31,66.4,72.5,81.6,70.4,61.0,54.0,25.0,1,0,27,28,7.4,2,2
Wesley Woodyard,4583,LB,TEN,3,5,3.1,0,0,31,69.9,74.5,79.1,62.0,71.4,65.0,5.3,1,0,58,60,12.1,7,13
Jerrell Freeman,4888,LB,CHI,1,0,2.8,0,0,6,32.6,50.7,76.4,73.6,78.9,54.5,0.0,0,0,20,22,5.0,1,4
Cameron Wake,4907,ED,MIA,2,1,1.3,0,0,17,58.7,78.3,82.5,79.2,69.1,75.5,0.0,0,0,26,27,11.5,3,4
Brian Orakpo,4936,ED,TEN,3,0,0.0,0,0,31,88.7,81.4,82.8,80.8,48.3,78.6,0.0,0,0,44,45,4.5,2,2
Malcolm Jenkins,4937,S,PHI,3,2,2.8,0,0,24,53.9,56.9,77.2,52.3,68.3,61.5,12.5,1,1,48,48,8.3,4,5
Brian Cushing,4938,LB,HST,1,0,3.0,0,0,13,28.9,40.7,71.9,59.4,61.0,51.1,14.3,1,1,21,23,23.8,5,6
Robert Ayers,4941,ED,TB,2,2,3.0,0,0,30,60.1,67.8,83.1,69.5,57.6,52.7,16.7,1,0,43,44,4.7,2,3
