player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,10,1,,,2.1,,,0,0,0,,5,61.9,75.2,87.9,66.0,75.2,68.9,0,,33.3,1,0,0,0.0,0,4,189,9,1,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,4,0,4.0,100.0,36.4,7.0,7.0,0,0,0,0.0,25,64.8,75.0,76.3,84.3,50.1,35.4,0,5,0.0,0,0,0,87.5,1,8,22,1,1,1,0,5,1,0.7,5.0
Terence Newman,1321,CB,MIN,9,2,8.0,58.6,97.4,13.1,7.7,0,1,2,6.9,18,71.9,71.3,82.2,69.0,60.0,66.7,0,27,6.7,1,2,1,100.8,17,228,234,5,12,29,2,187,70,0.8,11.0
Terrell Suggs,1326,ED,BLT,9,1,2.0,100.0,2.0,5.0,5.0,1,0,0,0.0,3,76.2,73.5,55.2,65.3,75.4,60.1,0,6,40.0,2,0,2,91.7,1,5,255,7,2,1,0,6,4,1.2,6.0
DeAngelo Hall,1729,S,WAS,2,2,27.7,33.3,100.0,65.0,21.7,0,0,2,66.7,32,65.4,68.8,78.5,,67.2,69.4,0,5,20.0,1,2,0,42.4,1,73,73,0,2,3,0,5,8,0.1,5.0
Karlos Dansby,1754,LB,ARZ,9,6,4.3,74.4,88.0,10.0,7.5,0,1,1,2.6,1,56.0,57.3,53.6,69.2,57.2,67.6,1,35,14.3,4,1,1,97.3,29,307,349,12,18,39,2,251,153,0.9,8.7
Mike Adams,1972,S,CAR,10,0,11.9,60.0,94.1,18.6,11.1,0,1,3,10.0,5,74.6,75.1,86.3,55.9,70.0,77.0,2,25,9.1,2,3,1,78.5,18,353,375,7,20,30,3,150,102,0.4,8.3
Adam Jones,2223,CB,CIN,7,0,9.8,48.1,100.0,12.2,5.9,1,0,5,18.5,7,51.8,52.0,0.0,,70.1,74.5,0,19,6.7,1,4,5,72.1,13,169,169,2,14,27,1,114,24,0.7,8.8
Thomas Davis Sr.,2231,LB,CAR,10,3,3.6,71.4,80.9,11.7,8.3,1,0,1,3.6,5,73.7,76.3,18.8,78.3,69.9,81.8,0,23,5.0,1,0,2,98.2,20,245,303,14,16,28,1,166,118,0.7,8.3
Derrick Johnson,2232,LB,KC,9,3,4.8,41.7,94.4,30.9,12.9,0,0,4,16.7,16,75.9,62.3,86.4,46.4,44.5,49.3,0,20,30.8,4,3,0,51.7,10,337,357,0,6,24,0,86,40,0.3,8.6
Lorenzo Alexander,2476,ED,BUF,9,0,3.4,84.6,53.6,6.0,5.1,0,0,0,0.0,4,41.6,53.0,13.1,66.0,62.5,36.9,0,39,20.0,4,0,3,114.3,22,140,261,7,16,26,1,217,150,1.6,9.9
Haloti Ngata,2957,DI,DET,5,0,,,2.2,,,0,0,0,,11,54.3,66.4,42.5,75.5,61.2,73.1,0,,,0,0,1,0.0,0,2,93,2,0,0,0,0,0,0.0,
Tamba Hali,2965,ED,KC,1,0,,,6.7,,,0,0,0,,16,60.0,61.9,75.4,56.4,64.6,70.5,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,9,3,14.2,54.5,100.0,14.8,8.1,1,1,4,12.1,13,75.7,73.2,42.7,,58.8,66.6,2,94,5.3,1,4,2,96.9,18,284,284,5,15,33,3,351,105,1.3,19.5
Frostee Rucker,3036,DI,ARZ,9,0,5.0,100.0,0.4,1.0,1.0,1,0,1,100.0,1,63.4,55.6,51.1,55.4,57.3,28.1,0,8,0.0,0,0,2,100.0,1,1,223,3,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,10,0,,,1.2,,,0,0,0,,28,75.8,61.6,54.4,67.2,32.6,60.4,0,,0.0,0,0,1,0.0,0,2,162,5,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,9,1,,,1.8,,,0,0,0,,4,62.1,62.8,54.7,62.4,61.4,67.2,0,,25.0,1,0,2,0.0,0,5,280,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,9,1,14.3,71.4,97.8,29.2,20.9,0,1,1,7.1,1,74.7,77.2,43.7,79.1,73.9,83.3,3,54,4.8,1,1,2,96.1,10,311,318,5,19,14,1,169,71,0.6,16.9
Tom Johnson,3378,DI,MIN,9,1,,,0.7,,,1,0,0,,18,57.2,61.9,21.4,69.4,60.0,51.5,0,,33.3,1,0,4,0.0,0,2,270,3,1,0,0,0,0,0.0,
