player,player_id,position,team_name,player_game_count,coverage_snaps,coverage_snaps_per_reception,coverage_snaps_per_target,franchise_id,interceptions,qb_rating_against,receptions,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap
Nick Bellore,6515,LB,DET,2,3,,3.0,11,0,39.6,0,1,0,0,0,0.0
Anthony Levine,6013,S,BLT,6,15,,15.0,3,0,39.6,0,1,0,0,0,0.0
Frank Zombo,5945,ED,KC,1,1,,1.0,16,0,39.6,0,1,0,0,0,0.0
Derrick Johnson,2232,LB,KC,6,14,,14.0,16,0,39.6,0,1,0,0,0,0.0
Jalen Myrick,11977,CB,JAX,1,1,,1.0,15,0,39.6,0,1,0,0,0,0.0
Shalom Luani,11976,S,OAK,1,4,,4.0,23,0,39.6,0,1,0,0,0,0.0
A.J. Bouye,8110,CB,JAX,8,23,,11.5,15,0,39.6,0,2,0,0,0,0.0
Samson Ebukam,11880,ED,LA,6,5,,5.0,26,0,39.6,0,1,0,0,0,0.0
Antonio Morrison,10759,LB,IND,7,12,,12.0,14,0,39.6,0,1,0,0,0,0.0
Dre Kirkpatrick,7023,CB,CIN,6,7,,2.3,7,0,39.6,0,3,0,0,0,0.0
Cody Davis,8458,S,LA,3,5,,5.0,26,0,39.6,0,1,0,0,0,0.0
Xavier Rhodes,7806,CB,MIN,8,11,,5.5,18,0,39.6,0,2,0,0,0,0.0
Cordrea Tankersley,11852,CB,MIA,3,4,,4.0,17,0,39.6,0,1,0,0,0,0.0
Kevin King,11788,CB,GB,5,13,,13.0,12,0,39.6,0,1,0,0,0,0.0
Casey Hayward Jr.,7064,CB,LAC,2,4,,2.0,27,0,39.6,0,2,0,0,0,0.0
Reggie Ragland,10675,LB,KC,1,1,,1.0,16,0,39.6,0,1,0,0,0,0.0
Da'Norris Searcy,6252,S,TEN,6,15,,15.0,31,0,39.6,0,1,0,0,0,0.0
T.J. Green,10691,S,IND,5,5,,5.0,14,0,39.6,0,1,0,0,0,0.0
Bashaud Breeland,8737,CB,WAS,8,13,,13.0,32,0,39.6,0,1,0,0,0,0.0
Maurice Alexander,8745,S,LA,4,13,,13.0,26,0,39.6,0,1,0,0,0,0.0
Pierre Desir,8762,CB,IND,5,28,,28.0,14,0,39.6,0,1,0,0,0,0.0
Bud Dupree,9455,ED,PIT,6,14,,7.0,25,0,39.6,0,2,0,0,0,0.0
Kenneth Acker,8815,CB,KC,2,3,,3.0,16,0,39.6,0,1,0,0,0,0.0
Vontaze Burfict,7280,LB,CIN,5,17,,8.5,7,0,39.6,0,2,0,0,0,0.0
James Bradberry,10696,CB,CAR,5,5,,2.5,5,0,39.6,0,2,0,0,0,0.0
E.J. Gaines,8823,CB,BUF,5,8,,4.0,4,0,39.6,0,2,0,0,0,0.0
Dylan Cole,24304,LB,HST,3,2,,2.0,13,1,0.0,0,1,0,0,0,0.0
Rashard Robinson,10767,CB,NYJ,6,9,,9.0,22,0,39.6,0,1,0,0,0,0.0
Darian Thompson,10705,S,NYG,9,51,51.0,8.5,21,1,0.0,1,6,0,4,4,0.08
Jordan Poyer,8000,S,BUF,8,41,41.0,41.0,4,0,118.8,1,1,0,21,6,0.51
Aqib Talib,4334,CB,DEN,9,40,40.0,20.0,10,0,62.5,1,2,0,9,2,0.23
Patrick Peterson,6157,CB,ARZ,8,40,40.0,13.3,1,0,52.1,1,3,0,16,1,0.4
Cre'Von LeBlanc,11218,CB,CHI,3,39,39.0,19.5,6,0,66.7,1,2,0,11,1,0.28
Darron Lee,10654,LB,NYJ,8,26,26.0,13.0,22,0,77.1,1,2,0,16,2,0.62
Tyvon Branch,4414,S,ARZ,9,77,25.7,9.6,1,0,45.8,3,8,0,18,8,0.23
Byron Jones,9460,S,DAL,9,74,24.7,5.7,9,1,9.5,3,13,0,45,10,0.61
Jalen Ramsey,10639,CB,JAX,7,23,23.0,5.8,15,0,39.6,1,4,0,7,1,0.3
Briean Boddy-Calhoun,10903,CB,CLV,9,141,20.1,10.1,8,0,82.7,7,14,1,51,24,0.36
Eric Berry,5530,S,KC,1,20,20.0,6.7,16,0,52.1,1,3,0,16,2,0.8
NaVorro Bowman,5615,LB,OAK,7,20,20.0,10.0,23,0,60.4,1,2,0,8,6,0.4
Will Compton,8308,LB,WAS,3,19,19.0,9.5,32,0,87.5,1,2,0,21,14,1.11
Jalen Mills,10867,CB,PHI,7,19,19.0,9.5,24,0,70.8,1,2,0,13,3,0.68
Eric Reid,7799,S,SF,6,37,18.5,6.2,28,0,42.4,2,6,0,7,2,0.19
