player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
James Harrison,1251,ED,PIT,2,2,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,50.0,,,0,0,,60.5,0,,,0,0,0.0,0,2,100.0,4,0,0,0,0,0,0,0.0,
Terence Newman,1321,CB,MIN,3,84,0,18,0,9.5,25.0,100.0,12.5,3.1,1,1,12.5,60.9,0,27,0.0,0,1,85.9,2,27,32.1,27,0,1,8,1,37,25,1.5,18.5,0,0,8.4,100.0,96.3,6.4,6.4,0,0,0.0,67.9,0,27,0.0,0,0,149.0,8,52,61.9,54,3,7,8,1,82,15,1.6,10.3
Terrell Suggs,1326,ED,BLT,3,3,0,3,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,41,2,1,0,0,0,0,,,0,0,,,4.0,,,0,0,,61.4,0,,100.0,1,0,0.0,0,2,66.7,50,1,0,0,0,0,0,0.0,
Karlos Dansby,1754,LB,ARZ,3,95,0,1,1,4.5,75.0,88.4,12.0,9.0,0,0,0.0,63.2,0,15,25.0,1,0,133.3,3,38,40.0,43,1,2,4,1,28,10,0.8,9.3,0,1,4.4,85.7,96.4,8.5,7.3,0,0,0.0,37.7,0,14,33.3,2,0,103.6,6,53,55.8,55,1,3,7,0,62,26,1.2,10.3
Mike Adams,1972,S,CAR,3,98,0,5,0,1.0,100.0,76.0,9.5,9.5,0,0,0.0,33.2,0,25,0.0,0,0,118.8,2,19,19.4,25,0,2,2,0,38,36,2.0,19.0,0,0,19.0,0.0,93.5,,68.0,0,0,0.0,65.2,0,,0.0,0,0,39.6,0,72,73.5,77,1,2,1,0,0,0,0.0,
Adam Jones,2223,CB,CIN,2,81,0,7,0,11.0,50.0,100.0,13.0,6.5,0,1,50.0,34.4,0,9,0.0,0,0,62.5,1,15,18.5,15,0,1,2,0,9,0,0.7,9.0,0,0,10.2,38.5,100.0,11.6,4.5,0,4,30.8,71.4,0,11,0.0,0,4,46.6,5,61,75.3,61,2,6,13,0,32,8,0.6,6.4
Thomas Davis Sr.,2231,LB,CAR,3,88,0,5,1,2.0,100.0,68.2,7.5,7.5,0,0,0.0,70.9,0,6,0.0,0,0,87.5,2,15,17.0,22,2,2,2,0,10,6,0.7,5.0,0,1,2.4,81.8,89.2,7.0,5.7,0,1,9.1,79.2,0,12,0.0,0,0,85.2,9,66,75.0,74,6,7,11,0,49,39,0.8,5.4
Derrick Johnson,2232,LB,KC,3,127,0,16,1,2.7,0.0,89.4,,12.8,0,0,0.0,78.4,0,,0.0,0,0,39.6,0,84,66.1,94,0,1,6,0,0,0,0.0,,0,0,7.0,100.0,97.1,16.5,16.5,0,0,0.0,57.3,0,11,50.0,1,0,110.4,2,34,26.8,35,0,1,2,0,21,7,0.6,10.5
Lorenzo Alexander,2476,ED,BUF,3,31,0,4,0,-6.0,100.0,38.5,5.0,5.0,0,0,0.0,79.8,0,-1,0.0,0,0,79.2,1,5,16.1,13,1,1,1,0,-1,5,-0.2,-1.0,0,0,5.3,100.0,42.6,6.0,6.0,0,0,0.0,28.7,0,10,75.0,3,0,99.0,4,26,83.9,61,2,1,4,0,31,10,1.3,7.8
Haloti Ngata,2957,DI,DET,3,1,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,18,0,0,0,0,0,0,,,0,0,,,2.3,,,0,0,,55.2,0,,,0,0,0.0,0,1,100.0,43,1,0,0,0,0,0,0.0,
