player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Julius Peppers,1010,ED,CAR,4,0,0,5,63.8,2,4,84,100.0,10.7,9,0,10.7,6,88,88,12,0,66.8,2,3,47,100.0,12.8,6,13.8,4,48,48,9
James Harrison,1251,ED,PIT,2,0,0,25,68.9,0,1,1,50.0,100.0,1,0,50.0,0,4,2,1,0,68.9,0,1,1,100.0,100.0,1,50.0,0,2,2,1
Terence Newman,1321,CB,MIN,4,0,0,18,75.2,0,0,3,2.9,33.3,1,1,0.0,0,105,3,0,0,,0,0,0,0.0,,0,,0,43,0,0
Terrell Suggs,1326,ED,BLT,4,1,1,3,69.0,2,7,105,97.4,14.3,15,2,7.1,3,117,114,12,0,70.5,2,5,59,97.0,18.6,11,11.0,3,67,65,10
Karlos Dansby,1754,LB,ARZ,4,0,0,1,46.5,0,1,10,7.2,0.0,0,0,5.0,0,152,11,1,0,47.6,0,1,8,11.9,0.0,0,6.3,0,67,8,1
Mike Adams,1972,S,CAR,4,0,0,5,57.5,1,0,11,6.9,0.0,0,1,4.5,0,160,11,1,0,60.4,1,0,7,9.1,0.0,0,7.1,0,77,7,1
Thomas Davis Sr.,2231,LB,CAR,4,0,0,5,69.0,1,1,17,14.5,23.5,4,0,11.8,1,124,18,3,0,70.8,0,1,10,20.8,20.0,2,15.0,1,53,11,2
Derrick Johnson,2232,LB,KC,4,0,0,16,48.2,0,2,14,8.5,7.1,1,0,7.1,0,165,14,2,0,49.9,0,2,8,10.7,12.5,1,12.5,0,75,8,2
Lorenzo Alexander,2476,ED,BUF,4,0,0,4,73.6,4,10,61,55.6,27.9,17,1,14.8,2,117,65,16,0,73.5,2,7,40,66.2,27.5,11,16.3,2,65,43,11
Ahmad Brooks,2945,ED,GB,3,0,0,12,53.8,1,1,40,100.0,7.5,3,0,5.0,1,41,41,3,0,57.3,1,0,27,100.0,11.1,3,5.6,1,27,27,2
Haloti Ngata,2957,DI,DET,4,1,0,11,74.0,1,4,74,97.6,10.8,8,1,4.7,1,84,82,6,0,77.5,1,4,34,100.0,17.6,6,10.3,1,38,38,6
Frostee Rucker,3036,DI,ARZ,4,0,0,1,56.0,3,4,99,99.1,9.1,9,1,4.5,1,107,106,8,0,57.5,1,4,47,100.0,12.8,6,7.4,1,49,49,6
