player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,9,1,,,2.3,,,0,0,0,,5,61.9,76.4,87.5,67.1,75.5,68.1,0,,33.3,1,0,0,0.0,0,4,172,9,1,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,4,0,4.0,100.0,36.4,7.0,7.0,0,0,0,0.0,25,64.8,75.0,76.3,84.3,50.1,35.4,0,5,0.0,0,0,0,87.5,1,8,22,1,1,1,0,5,1,0.7,5.0
Terence Newman,1321,CB,MIN,8,1,8.6,58.3,97.5,13.7,8.0,0,1,1,4.2,18,73.1,71.8,81.6,71.0,57.8,75.2,0,27,0.0,0,1,1,106.8,14,198,203,5,12,24,2,163,51,0.8,11.6
Terrell Suggs,1326,ED,BLT,9,1,2.0,100.0,2.0,5.0,5.0,1,0,0,0.0,3,76.2,73.5,55.2,65.3,75.4,60.1,0,6,40.0,2,0,2,91.7,1,5,255,7,2,1,0,6,4,1.2,6.0
DeAngelo Hall,1729,S,WAS,1,1,27.7,33.3,100.0,54.0,18.0,0,0,2,66.7,32,72.0,75.5,78.2,,62.2,59.7,0,5,25.0,1,2,0,42.4,1,62,62,0,2,3,0,5,8,0.1,5.0
Karlos Dansby,1754,LB,ARZ,8,4,4.6,73.0,88.1,9.7,7.1,0,1,1,2.7,1,51.7,54.1,83.7,68.5,54.5,63.9,1,35,16.0,4,1,0,97.7,27,274,311,11,17,37,2,249,148,1.0,9.2
Mike Adams,1972,S,CAR,9,0,11.7,61.5,94.3,18.8,11.5,0,1,2,7.7,5,70.8,72.3,85.8,57.9,69.5,74.1,2,25,10.0,2,2,1,82.5,16,317,336,6,18,26,3,142,94,0.5,8.9
Adam Jones,2223,CB,CIN,6,0,9.8,50.0,100.0,12.3,6.1,0,0,5,20.8,7,51.9,53.8,16.9,,73.3,72.1,0,19,7.1,1,4,4,76.0,12,158,158,2,13,24,1,106,26,0.7,8.8
Thomas Davis Sr.,2231,LB,CAR,9,3,4.0,73.1,80.6,11.0,8.0,1,0,1,3.8,5,72.5,74.3,13.3,73.1,70.1,81.0,0,23,5.3,1,0,2,101.6,19,220,273,14,15,26,1,161,109,0.8,8.5
Derrick Johnson,2232,LB,KC,9,3,4.8,41.7,94.4,30.9,12.9,0,0,4,16.7,16,75.9,62.3,86.4,46.4,44.5,49.3,0,20,30.8,4,3,0,51.7,10,337,357,0,6,24,0,86,40,0.3,8.6
Lorenzo Alexander,2476,ED,BUF,8,0,3.5,83.3,52.1,6.0,5.0,0,0,0,0.0,4,32.4,53.7,33.5,67.2,69.3,29.9,0,39,23.5,4,0,2,116.8,20,123,236,5,13,24,1,209,146,1.8,10.5
Haloti Ngata,2957,DI,DET,5,0,,,2.2,,,0,0,0,,11,54.3,66.4,42.5,75.5,61.2,73.1,0,,,0,0,1,0.0,0,2,93,2,0,0,0,0,0,0.0,
Tamba Hali,2965,ED,KC,1,0,,,6.7,,,0,0,0,,16,60.0,61.9,75.4,56.4,64.6,70.5,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,8,2,14.0,52.0,100.0,17.5,9.1,1,1,4,16.0,13,80.9,78.2,36.7,,61.8,68.3,2,45,0.0,0,4,2,74.3,13,245,245,4,12,25,2,213,41,0.9,16.4
Frostee Rucker,3036,DI,ARZ,8,0,5.0,100.0,0.5,1.0,1.0,1,0,1,100.0,1,63.4,50.9,46.8,53.8,52.2,26.9,0,8,0.0,0,0,2,100.0,1,1,195,2,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,9,0,,,1.5,,,0,0,0,,28,75.8,62.8,46.7,68.1,31.1,58.7,0,,0.0,0,0,1,0.0,0,2,136,4,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,8,1,,,2.0,,,0,0,0,,4,62.1,65.3,50.7,61.1,67.4,75.6,0,,0.0,0,0,2,0.0,0,5,256,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,8,1,9.4,70.0,97.8,36.3,25.4,0,1,1,10.0,1,89.3,90.1,37.8,70.8,76.3,87.9,3,31,5.3,1,1,2,50.0,7,270,276,4,17,10,0,70,26,0.3,10.0
Tramon Williams,3558,CB,ARZ,5,0,14.2,47.4,98.4,13.6,6.4,0,0,2,10.5,1,66.7,67.1,81.7,56.8,64.8,84.1,1,41,0.0,0,2,0,50.8,9,127,129,3,13,19,0,142,22,1.2,15.8
Brent Grimes,3589,CB,TB,5,1,13.8,65.5,100.0,10.3,6.8,0,0,4,13.8,30,61.6,61.8,82.7,,58.6,68.1,1,30,4.5,1,4,0,78.2,19,210,210,4,20,29,0,250,48,1.3,13.2
Lawrence Timmons,3631,LB,MIA,6,3,2.8,79.3,87.4,7.8,6.2,0,0,1,3.4,17,64.9,63.6,80.6,62.2,59.0,47.5,0,31,12.0,3,1,0,106.9,23,187,214,11,19,29,1,200,146,1.1,8.7
Leon Hall,3634,CB,SF,2,1,9.6,57.1,92.5,8.8,5.0,0,0,1,14.3,28,53.9,58.6,77.5,72.4,64.3,41.4,0,23,20.0,1,1,0,77.7,4,37,40,1,3,7,0,47,10,1.3,11.8
Reggie Nelson,3637,S,OAK,9,3,10.4,61.5,96.3,37.0,22.8,1,1,1,7.7,23,49.4,58.6,86.5,59.5,75.4,72.3,0,34,13.6,3,1,2,101.1,8,308,320,1,16,13,0,149,88,0.5,18.6
Paul Posluszny,3650,LB,JAX,8,0,0.8,50.0,88.1,23.5,11.8,0,0,1,25.0,15,87.3,80.2,79.1,61.4,64.1,84.4,0,3,0.0,0,1,0,56.3,2,52,59,2,4,4,0,1,3,0.0,0.5
Eric Weddle,3653,S,BLT,9,0,8.4,68.8,97.3,28.0,19.3,0,0,2,12.5,3,63.4,61.7,87.9,56.2,55.6,52.3,3,29,14.3,2,2,0,75.8,11,324,333,3,12,16,1,135,52,0.4,12.3
David Harris,3663,LB,NE,3,0,1.0,0.0,74.1,,20.0,0,0,0,0.0,19,76.9,72.9,76.5,61.5,58.2,77.4,0,,0.0,0,0,0,39.6,0,20,27,0,1,1,0,0,0,0.0,
