player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Julius Peppers,1010,ED,CAR,14,6,0,5,0,,,0.0,,,0,0,,60.9,0,,50.0,1,0,0.0,0,0,0.0,65,4,1,0,0,0,0,,,0,1,,,2.4,,,0,0,,60.8,0,,0.0,0,0,0.0,0,5,83.3,205,9,1,0,0,0,0,0.0,
Dwight Freeney,1019,ED,DET,7,1,0,11,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,64,1,0,0,0,0,0,,,0,0,,,1.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,88,2,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,5,10,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,4.0,100.0,35.0,6.0,6.0,0,0,0.0,64.9,0,5,0.0,0,0,87.5,1,7,70.0,20,1,1,1,0,5,1,0.8,5.0
Terence Newman,1321,CB,MIN,14,318,0,18,1,7.7,40.0,97.0,15.5,6.2,1,1,6.7,79.2,1,45,14.3,1,1,56.0,6,98,30.8,101,2,5,15,1,94,65,1.0,15.7,0,2,8.1,70.4,96.2,10.4,7.3,0,2,7.4,68.6,0,27,7.1,1,2,100.2,19,203,63.8,211,6,11,27,1,176,60,0.9,9.3
Terrell Suggs,1326,ED,BLT,14,13,0,3,0,,,0.0,,,0,0,,60.0,0,,66.7,2,0,0.0,0,0,0.0,186,2,1,0,0,0,0,,,0,2,-6.0,100.0,4.8,12.0,12.0,1,1,100.0,88.9,0,8,20.0,1,1,100.0,1,12,92.3,248,11,2,1,0,8,14,0.7,8.0
DeAngelo Hall,1729,S,WAS,4,110,0,32,1,6.0,100.0,100.0,23.0,23.0,0,0,0.0,47.3,0,3,0.0,0,0,118.8,1,25,22.7,25,0,1,1,1,3,0,0.1,3.0,0,1,16.8,80.0,100.0,18.3,14.6,0,1,20.0,54.2,0,24,12.5,1,1,118.8,4,79,71.8,79,0,6,5,0,69,19,0.9,17.3
Karlos Dansby,1754,LB,ARZ,14,418,0,1,2,3.9,68.4,75.0,9.4,6.4,0,0,0.0,63.6,0,35,21.4,3,0,100.5,13,132,31.6,176,6,9,19,1,109,87,0.9,8.4,0,5,4.6,82.1,94.9,10.9,8.9,3,2,7.1,55.0,0,24,16.7,4,2,109.7,23,261,62.4,275,8,15,28,1,209,112,0.8,9.1
Mike Adams,1972,S,CAR,14,527,0,5,0,6.5,62.5,84.3,18.2,11.4,0,1,12.5,55.1,0,25,0.0,0,1,89.1,5,97,18.4,115,1,5,8,0,67,56,0.7,13.4,0,1,11.3,63.6,97.5,17.8,11.3,1,4,12.1,85.9,2,33,10.7,3,4,82.5,21,393,74.6,403,7,24,33,3,177,97,0.5,8.4
Adam Jones,2223,CB,CIN,9,188,0,7,0,10.7,57.1,100.0,10.8,6.1,0,1,14.3,38.8,0,19,0.0,0,0,117.9,4,46,24.5,46,0,3,7,1,48,10,1.1,12.0,0,0,10.0,45.5,100.0,12.3,5.6,0,4,18.2,71.1,1,20,7.7,1,4,37.3,10,128,68.1,128,2,12,22,0,86,16,0.7,8.6
Thomas Davis Sr.,2231,LB,CAR,14,366,0,5,1,3.3,50.0,67.6,33.0,16.5,0,0,0.0,71.3,0,6,0.0,0,0,56.3,2,69,18.9,102,2,3,4,0,10,6,0.2,5.0,0,3,4.1,80.6,79.8,9.0,7.2,0,1,2.8,60.4,0,24,16.0,4,0,114.9,29,273,74.6,342,11,18,36,2,257,169,1.0,8.9
