player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Julius Peppers,1010,ED,CAR,6,0,,,0.8,,,0,0,0,,5,59.3,72.6,86.1,64.6,76.9,62.2,0,,100.0,1,0,0,0.0,0,1,126,7,0,0,0,0,0,0.0,
James Harrison,1251,ED,PIT,3,0,4.0,100.0,35.3,5.0,5.0,0,0,0,0.0,25,64.4,73.7,75.5,82.9,50.4,35.4,0,5,0.0,0,0,0,87.5,1,6,17,1,1,1,0,5,1,1.0,5.0
Terence Newman,1321,CB,MIN,6,0,9.1,61.9,98.0,10.8,6.7,0,1,1,4.8,18,70.8,72.5,80.7,75.2,68.2,73.8,0,27,0.0,0,1,1,117.0,13,146,149,4,11,21,2,159,47,1.1,12.2
Terrell Suggs,1326,ED,BLT,6,1,2.0,100.0,2.5,4.0,4.0,1,0,0,0.0,3,78.1,77.8,40.6,68.1,79.7,74.3,0,6,25.0,1,0,2,91.7,1,4,163,6,2,1,0,6,4,1.5,6.0
Karlos Dansby,1754,LB,ARZ,6,2,5.8,71.4,89.5,9.7,6.9,0,1,1,3.6,1,53.4,57.5,82.6,61.3,61.6,64.2,0,17,15.8,3,1,0,111.8,20,205,229,8,14,28,2,177,79,0.9,8.9
Mike Adams,1972,S,CAR,6,0,9.8,80.0,94.6,18.1,14.5,0,1,2,13.3,5,67.9,70.3,84.4,63.1,68.0,69.5,0,25,10.5,2,2,1,136.5,12,229,242,5,17,15,3,109,54,0.5,9.1
Adam Jones,2223,CB,CIN,4,0,10.4,35.3,100.0,15.7,5.5,0,0,5,29.4,7,55.2,57.8,81.7,,69.5,81.8,0,11,0.0,0,4,3,44.0,6,102,102,2,8,17,0,41,8,0.4,6.8
Thomas Davis Sr.,2231,LB,CAR,6,2,2.3,86.7,80.1,10.1,8.7,1,0,1,6.7,5,83.6,79.9,26.8,76.0,62.8,81.0,0,12,0.0,0,0,1,85.8,13,137,171,11,12,15,0,69,51,0.5,5.3
Derrick Johnson,2232,LB,KC,6,2,5.9,27.3,92.7,66.3,18.1,0,0,2,18.2,16,77.6,63.3,84.5,47.1,44.7,52.5,0,20,20.0,1,1,0,42.6,3,215,232,0,2,11,0,41,10,0.2,13.7
Lorenzo Alexander,2476,ED,BUF,5,0,4.8,80.0,49.7,6.1,4.9,0,0,0,0.0,4,34.1,56.8,40.4,70.7,70.4,28.9,0,39,36.4,4,0,1,102.2,12,76,153,3,7,15,0,128,75,1.8,10.7
Haloti Ngata,2957,DI,DET,5,0,,,2.2,,,0,0,0,,11,54.3,66.4,42.5,75.5,61.2,73.1,0,,,0,0,1,0.0,0,2,93,2,0,0,0,0,0,0.0,
Johnathan Joseph,2969,CB,HST,6,0,14.1,42.1,100.0,19.9,8.4,1,1,4,21.1,13,80.6,78.1,83.0,,55.9,58.6,2,38,0.0,0,4,1,44.7,8,170,170,4,8,19,1,135,19,0.8,16.9
Frostee Rucker,3036,DI,ARZ,6,0,5.0,100.0,0.6,1.0,1.0,0,0,1,100.0,1,63.4,51.3,61.1,56.3,48.2,27.0,0,8,0.0,0,0,1,100.0,1,1,156,2,1,1,0,8,3,8.0,8.0
Elvis Dumervil,3071,ED,SF,6,0,,,2.0,,,0,0,0,,28,75.8,65.8,34.1,71.2,29.8,56.2,0,,0.0,0,0,1,0.0,0,2,100,4,1,0,0,0,0,0.0,
Kyle Williams,3079,DI,BUF,5,1,,,2.4,,,0,0,0,,4,62.1,58.3,34.0,57.5,62.1,74.9,0,,0.0,0,0,2,0.0,0,4,169,2,2,0,0,0,0,0.0,
Antoine Bethea,3152,S,ARZ,6,1,9.0,66.7,97.5,30.2,20.1,0,0,0,0.0,1,89.7,90.7,82.6,63.8,72.3,80.2,3,31,7.7,1,0,1,44.4,6,195,200,4,11,9,0,57,26,0.3,9.5
