player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,10,1,0,,0,2,5,61.9,75.2,87.9,66.0,75.2,68.9,3,7,0,,10.0,1,0,0,0.0,0,9,0,0,4,275,275,0,22,238,15,0,0,185,86,0,15,8,0,19,0,0,0,
Dwight Freeney,1019,ED,SEA,3,0,1,,0,0,29,,68.4,83.8,72.8,32.9,36.7,2,5,0,,100.0,1,0,0,0.0,0,3,0,0,0,84,84,1,2,81,0,0,0,77,7,0,3,0,0,10,0,0,0,
James Harrison,1251,ED,PIT,4,0,0,100.0,0,0,25,64.8,75.0,76.3,84.3,50.1,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,2,2,8,29,24,0,0,24,0,0,5,14,7,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,9,5,0,58.6,0,0,18,71.9,71.3,82.2,69.0,60.0,66.7,0,0,0,27,8.3,2,2,1,100.8,17,0,44,42,228,339,9,0,0,9,0,14,330,6,105,230,8,17,29,0,2,187,70,11.0
Terrell Suggs,1326,ED,BLT,9,4,2,100.0,1,2,3,76.2,73.5,55.2,65.3,75.4,60.1,6,20,0,6,17.4,4,0,2,91.7,1,6,2,0,5,441,439,0,0,439,0,0,2,250,186,0,17,15,1,32,0,6,4,6.0
DeAngelo Hall,1729,S,WAS,2,2,0,33.3,0,0,32,65.4,68.8,78.5,,67.2,69.4,0,0,0,5,14.3,1,2,0,42.4,1,0,10,1,73,104,1,0,0,1,0,86,103,0,31,6,1,4,3,0,0,5,8,5.0
Karlos Dansby,1754,LB,ARZ,9,12,0,74.4,0,0,1,56.0,57.3,53.6,69.2,57.2,67.6,1,7,1,35,8.6,5,1,1,97.3,29,1,520,3,307,572,21,0,0,21,0,0,551,42,223,27,31,41,39,9,2,251,153,8.7
Mike Adams,1972,S,CAR,10,2,0,60.0,0,0,5,74.6,75.1,86.3,55.9,70.0,77.0,2,1,2,25,9.1,4,3,1,78.5,18,0,150,11,353,571,61,0,0,61,0,272,510,22,196,77,16,38,30,3,3,150,102,8.3
Adam Jones,2223,CB,CIN,7,0,0,48.1,1,0,7,51.8,52.0,0.0,,70.1,74.5,0,0,0,19,5.0,1,4,5,72.1,13,0,11,254,169,268,1,0,0,1,0,0,267,0,99,2,2,19,27,0,1,114,24,8.8
Thomas Davis Sr.,2231,LB,CAR,10,8,0,71.4,1,0,5,73.7,76.3,18.8,78.3,69.9,81.8,3,7,0,23,4.5,2,0,2,98.2,20,2,384,4,245,489,62,0,0,62,0,0,427,58,186,39,23,34,28,12,1,166,118,8.3
Derrick Johnson,2232,LB,KC,9,7,0,41.7,0,0,16,75.9,62.3,86.4,46.4,44.5,49.3,0,3,0,20,19.2,10,3,0,51.7,10,0,539,6,337,583,18,0,0,18,0,5,565,20,226,15,17,35,24,3,0,86,40,8.6
Lorenzo Alexander,2476,ED,BUF,9,4,0,84.6,0,2,4,41.6,53.0,13.1,66.0,62.5,36.9,6,12,0,39,21.8,12,0,3,114.3,22,2,268,0,140,440,154,0,0,154,0,0,286,121,179,18,22,39,26,20,1,217,150,9.9
Ahmad Brooks,2945,ED,GB,5,1,1,,0,0,12,,62.1,38.5,58.4,69.4,51.1,2,5,0,,20.0,1,0,1,0.0,0,1,5,0,0,125,120,0,6,114,0,0,5,80,45,0,4,3,0,8,0,0,0,
Haloti Ngata,2957,DI,DET,5,1,1,,0,0,11,54.3,66.4,42.5,75.5,61.2,73.1,1,4,0,,0.0,0,0,1,0.0,0,2,1,0,2,145,144,10,112,1,21,0,1,91,52,0,6,5,0,7,0,0,0,
Tamba Hali,2965,ED,KC,1,0,0,,0,0,16,60.0,61.9,75.4,56.4,64.6,70.5,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,23,23,0,0,23,0,0,0,14,8,0,0,1,0,0,0,0,0,
Johnathan Joseph,2969,CB,HST,9,5,0,54.5,1,0,13,75.7,73.2,42.7,,58.8,66.6,0,0,2,94,10.0,3,4,2,96.9,18,0,27,377,284,438,0,0,0,0,0,0,438,0,154,34,6,22,33,0,3,351,105,19.5
Darryl Tapp,3008,ED,TB,1,0,0,,0,0,30,,58.9,77.7,59.6,57.4,71.7,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,23,23,0,0,22,1,0,0,13,10,0,2,1,0,1,0,0,0,
Frostee Rucker,3036,DI,ARZ,9,1,1,100.0,1,0,1,63.4,55.6,51.1,55.4,57.3,28.1,4,6,0,8,25.0,5,0,2,100.0,1,2,0,0,1,367,366,22,269,21,54,0,1,222,144,0,12,14,1,12,0,8,3,8.0
Domata Peko Sr.,3068,DI,DEN,9,10,0,,0,0,10,62.2,71.2,86.5,58.6,70.4,64.7,0,3,0,,8.3,2,0,0,0.0,0,1,1,0,0,310,309,179,128,0,2,0,1,145,165,0,12,12,0,4,0,0,0,
Elvis Dumervil,3071,ED,SF,10,0,0,,0,0,28,75.8,61.6,54.4,67.2,32.6,60.4,4,15,0,,0.0,0,0,1,0.0,0,5,0,0,2,194,194,0,0,194,0,0,0,160,32,0,6,2,0,24,0,0,0,
Kyle Williams,3079,DI,BUF,9,8,1,,0,0,4,62.1,62.8,54.7,62.4,61.4,67.2,2,15,0,,10.7,3,0,2,0.0,0,1,0,0,5,440,440,5,371,4,60,0,0,275,160,0,10,17,0,18,0,0,0,
Antoine Bethea,3152,S,ARZ,9,4,0,71.4,0,0,1,74.7,77.2,43.7,79.1,73.9,83.3,1,1,3,54,5.1,2,1,2,96.1,10,1,75,6,311,455,13,0,0,13,0,331,442,7,137,30,9,33,14,3,1,169,71,16.9
Tom Johnson,3378,DI,MIN,9,4,0,,1,0,18,57.2,61.9,21.4,69.4,60.0,51.5,6,11,0,,11.8,2,0,4,0.0,0,2,1,0,2,393,391,39,347,0,5,0,2,268,123,0,11,11,0,19,0,0,0,
Tony McDaniel,3423,DI,SF,4,0,1,,0,1,28,,72.3,79.2,72.9,65.1,72.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,66,66,10,54,0,2,0,0,27,39,0,5,5,0,0,0,0,0,
Tramon Williams,3558,CB,ARZ,6,0,0,48.0,0,0,1,79.9,77.2,83.3,56.8,54.6,85.9,0,0,1,41,0.0,0,5,0,51.4,12,0,25,201,170,251,2,0,0,2,0,0,249,2,79,23,5,18,25,0,0,156,30,13.0
Brent Grimes,3589,CB,TB,6,1,0,62.2,0,0,30,65.7,65.8,83.6,,61.2,70.2,0,0,2,38,6.5,2,4,0,76.2,23,0,38,354,258,409,0,0,0,0,0,0,409,0,151,17,8,28,37,0,1,318,54,13.8
Lawrence Timmons,3631,LB,MIA,7,16,1,79.4,0,0,17,60.8,56.2,81.3,63.1,49.8,52.8,2,3,0,31,14.8,9,1,0,115.3,27,0,348,8,218,447,53,0,0,53,0,2,394,33,196,36,26,36,34,5,2,237,151,8.8
Leon Hall,3634,CB,SF,3,1,0,62.5,0,0,28,54.2,58.3,78.1,72.4,64.7,38.3,1,1,0,23,30.0,3,1,0,89.6,5,0,5,0,45,78,3,0,0,3,0,7,75,3,30,63,2,6,8,2,0,68,34,13.6
Reggie Nelson,3637,S,OAK,9,7,1,61.5,1,0,23,49.4,58.6,86.5,59.5,75.4,72.3,0,2,0,34,7.8,4,1,2,101.1,8,0,243,12,308,581,19,0,0,19,0,241,562,12,261,66,8,40,13,2,0,149,88,18.6
Alan Branch,3649,DI,NE,8,3,0,,0,0,19,39.2,56.2,48.2,58.3,61.4,37.9,0,2,0,,16.7,2,0,1,0.0,0,0,0,0,0,183,183,83,92,0,8,0,0,86,97,0,7,7,0,2,0,0,0,
Paul Posluszny,3650,LB,JAX,9,3,0,66.7,0,0,15,85.3,80.6,79.6,61.4,66.2,85.7,1,0,0,30,0.0,0,1,0,81.3,4,0,181,0,64,187,0,0,0,0,0,0,187,7,116,6,5,12,6,1,0,34,17,8.5
Eric Weddle,3653,S,BLT,9,8,0,68.8,0,1,3,63.4,61.7,87.9,56.2,55.6,52.3,0,3,3,29,15.2,7,2,0,75.8,11,0,186,11,324,597,37,0,0,37,0,285,560,9,264,78,10,31,16,3,1,135,52,12.3
David Harris,3663,LB,NE,6,2,0,0.0,0,0,19,81.4,73.9,76.5,59.1,59.1,81.0,0,2,0,,0.0,0,1,0,39.6,0,0,69,0,31,77,3,0,0,3,0,0,74,9,37,5,1,5,2,2,0,0,0,
Justin Durant,3664,LB,DAL,5,1,0,100.0,0,0,9,70.9,56.3,79.0,51.4,42.6,29.7,0,1,0,10,33.3,2,0,0,95.8,2,0,101,0,54,110,6,0,0,6,0,0,104,23,33,3,3,3,2,1,0,14,9,7.0
Charles Johnson,3699,ED,CAR,10,9,1,100.0,0,0,5,51.4,51.8,34.8,54.2,63.4,29.8,2,13,0,16,25.0,6,0,4,116.7,2,1,1,0,8,328,327,0,9,296,22,0,1,204,116,0,8,9,2,16,0,24,9,12.0
Brandon Mebane,3701,DI,LAC,9,5,0,,0,0,27,57.5,46.3,87.4,46.7,48.7,50.2,2,2,0,,20.0,4,0,0,0.0,0,0,1,0,4,342,341,234,107,0,0,0,1,171,167,0,6,11,0,4,0,0,0,
Brian Robison,3718,ED,MIN,9,1,1,,0,0,18,66.4,60.8,68.0,63.0,52.3,64.8,4,15,0,,16.7,2,0,1,0.0,0,2,66,0,12,389,322,1,12,300,9,0,67,264,113,0,7,9,0,21,0,0,0,
