player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Julius Peppers,1010,ED,CAR,14,2,0,,0,2,5,61.8,73.6,75.3,63.7,79.5,73.4,3,10,0,,6.3,1,0,1,0.0,0,12,1,0,6,425,424,1,32,364,27,0,1,295,124,0,23,13,0,25,0,0,0,
Dwight Freeney,1019,ED,DET,7,0,1,,0,0,11,60.0,65.2,86.9,66.9,38.4,36.7,2,9,0,,100.0,1,0,0,0.0,0,3,0,0,1,174,174,1,4,167,2,0,0,156,17,0,3,0,0,14,0,0,0,
James Harrison,1251,ED,PIT,5,0,0,100.0,0,0,25,65.5,63.3,77.1,77.8,35.9,35.4,1,2,0,5,50.0,1,0,0,87.5,1,1,2,2,10,40,35,0,0,35,0,0,5,18,12,1,1,1,1,4,0,5,1,5.0
Terence Newman,1321,CB,MIN,14,8,0,56.8,0,0,18,76.0,74.8,83.5,60.3,63.6,58.6,0,2,1,45,11.8,4,3,1,80.7,25,0,58,48,318,483,9,0,0,9,0,14,474,11,154,354,12,22,44,2,2,270,125,10.8
Terrell Suggs,1326,ED,BLT,14,7,3,100.0,1,4,3,89.0,80.7,57.2,73.8,74.8,69.5,8,48,0,8,14.3,5,1,3,95.8,2,12,3,0,13,723,720,0,0,719,1,0,3,447,263,0,29,23,2,68,0,14,18,7.0
DeAngelo Hall,1729,S,WAS,4,2,0,71.4,0,0,32,54.5,46.4,80.5,,32.0,36.0,0,0,0,24,29.4,5,2,0,144.0,5,0,16,5,110,158,1,0,0,1,0,127,157,0,48,9,1,10,7,0,1,72,19,14.4
Karlos Dansby,1754,LB,ARZ,14,14,0,74.5,0,0,1,57.3,61.6,61.8,63.9,65.0,64.4,2,7,1,35,11.2,10,2,1,96.1,38,1,729,4,418,799,32,0,0,32,0,1,767,59,322,32,41,65,51,10,2,331,201,8.7
Mike Adams,1972,S,CAR,14,5,0,65.1,0,1,5,79.1,76.5,64.8,53.7,69.9,77.0,2,1,2,33,9.4,6,5,2,100.0,28,0,218,19,527,832,89,0,0,89,0,390,743,29,276,116,19,53,43,3,5,250,153,8.9
Adam Jones,2223,CB,CIN,9,0,0,50.0,1,0,7,56.9,55.9,0.0,,65.7,65.3,0,0,1,20,12.0,3,4,5,60.7,15,0,13,281,188,299,2,0,0,2,0,0,297,0,111,3,3,22,30,0,1,142,27,9.5
Thomas Davis Sr.,2231,LB,CAR,14,11,0,76.1,1,0,5,64.7,65.7,18.1,71.9,63.3,70.8,3,16,0,24,10.4,7,0,4,121.6,35,2,531,8,366,719,121,0,0,121,0,0,598,105,248,59,30,49,46,21,4,300,181,8.6
Derrick Johnson,2232,LB,KC,14,12,0,53.7,0,0,16,75.5,64.2,87.9,43.0,50.0,51.5,0,4,0,20,17.5,14,5,0,71.7,22,0,729,9,460,804,23,0,0,23,0,7,781,33,311,36,27,54,41,4,1,165,80,7.5
Lorenzo Alexander,2476,ED,BUF,14,7,0,83.3,0,2,4,46.7,57.0,28.5,64.0,64.8,40.3,10,14,0,39,22.2,16,1,3,115.0,25,3,385,0,181,615,203,0,0,203,0,0,412,171,263,27,28,49,30,27,1,268,161,10.7
Ahmad Brooks,2945,ED,GB,10,1,2,100.0,0,0,12,50.8,67.3,44.0,57.4,82.3,68.6,4,10,0,18,7.1,1,0,2,118.8,1,2,8,0,3,308,300,1,11,282,6,0,8,189,116,0,13,12,1,16,0,18,14,18.0
Haloti Ngata,2957,DI,DET,5,1,1,,0,0,11,54.3,66.4,42.5,75.5,61.2,73.1,1,4,0,,0.0,0,0,1,0.0,0,2,1,0,2,145,144,10,112,1,21,0,1,91,52,0,6,5,0,7,0,0,0,
Tamba Hali,2965,ED,KC,4,0,0,,0,0,16,60.0,63.5,81.2,60.1,63.8,70.5,1,4,0,,0.0,0,0,0,0.0,0,0,2,0,1,85,83,0,1,80,2,0,2,65,19,0,0,1,0,5,0,0,0,
Johnathan Joseph,2969,CB,HST,14,7,0,58.3,3,0,13,71.9,69.4,4.3,56.2,65.7,63.1,0,1,2,94,12.8,6,6,7,101.1,35,0,38,570,430,654,0,0,0,0,0,0,654,2,222,46,10,34,60,1,4,606,252,17.3
Darryl Tapp,3008,ED,TB,3,0,0,,0,0,30,,44.1,81.1,54.4,42.2,38.3,0,0,0,,33.3,1,0,0,0.0,0,1,0,0,0,56,56,0,0,51,5,0,0,30,26,0,3,2,0,1,0,0,0,
Frostee Rucker,3036,DI,ARZ,14,1,1,100.0,1,0,1,63.4,60.6,49.5,55.8,64.8,31.2,7,7,0,8,17.2,5,0,3,100.0,1,2,0,0,1,539,538,25,409,28,76,0,1,314,224,0,20,23,1,16,0,8,3,8.0
Domata Peko Sr.,3068,DI,DEN,12,13,0,,0,0,10,80.0,78.8,71.1,57.4,77.9,70.0,0,4,0,,5.1,2,0,1,0.0,0,1,1,0,0,401,400,224,174,0,2,0,1,181,220,0,23,24,0,5,0,0,0,
Elvis Dumervil,3071,ED,SF,14,0,0,,0,0,28,63.4,66.1,21.6,73.2,42.0,51.3,7,30,0,,25.0,1,0,2,0.0,0,6,1,0,2,274,272,0,0,272,0,0,2,231,41,1,8,3,0,43,0,0,0,
Kyle Williams,3079,DI,BUF,14,9,1,,0,0,4,59.5,63.0,54.6,60.0,65.7,49.2,6,19,0,,15.8,6,0,3,0.0,0,2,1,0,5,661,660,21,552,4,83,0,1,411,245,0,17,23,0,27,0,0,0,
Antoine Bethea,3152,S,ARZ,14,7,0,72.7,0,1,1,75.7,76.7,27.8,76.5,77.5,90.0,1,1,3,54,3.6,2,2,3,84.5,16,1,124,8,465,692,18,0,0,18,0,503,674,8,219,39,13,46,22,3,1,244,102,15.3
Tom Johnson,3378,DI,MIN,14,6,0,,1,0,18,57.2,64.8,26.8,65.5,68.4,52.3,7,16,0,,10.7,3,0,5,0.0,0,2,3,0,2,574,570,55,502,0,13,0,4,393,179,0,19,19,0,25,0,0,0,
Tony McDaniel,3423,DI,SF,4,0,1,,0,1,28,,72.3,79.2,72.9,65.1,72.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,66,66,10,54,0,2,0,0,27,39,0,5,5,0,0,0,0,0,
Tramon Williams,3558,CB,ARZ,11,1,0,50.0,0,0,1,80.9,78.4,86.5,56.8,56.6,82.6,0,0,2,41,2.9,1,8,2,57.6,24,0,37,458,347,540,3,0,0,3,0,0,537,2,191,42,11,32,48,0,1,279,93,11.6
Brent Grimes,3589,CB,TB,11,1,0,66.7,0,0,30,71.3,70.1,85.9,,57.2,60.1,0,0,3,38,9.6,5,6,0,77.5,42,0,63,640,457,727,0,0,0,0,0,0,727,0,270,24,13,46,63,0,1,520,143,12.4
Darrelle Revis,3630,CB,KC,3,1,0,45.5,0,0,16,55.8,56.2,80.8,,57.1,41.3,0,0,0,15,20.0,2,1,1,59.7,5,0,8,99,82,116,0,0,0,0,0,0,116,0,34,9,1,7,11,0,0,52,17,10.4
Lawrence Timmons,3631,LB,MIA,12,21,2,76.5,0,0,17,58.5,55.3,83.2,60.7,50.9,55.8,3,6,0,31,13.6,12,1,0,112.5,39,0,527,9,330,691,93,0,0,93,0,2,598,58,303,60,41,55,51,9,3,331,235,8.5
Leon Hall,3634,CB,SF,7,2,0,63.6,0,0,28,45.8,49.4,80.2,70.0,68.1,34.8,1,1,0,23,28.6,4,1,0,97.2,7,0,17,0,104,154,3,0,0,3,0,54,151,4,46,80,2,8,11,2,0,111,48,15.9
Reggie Nelson,3637,S,OAK,14,15,1,66.7,1,0,23,49.2,59.2,89.1,56.3,77.1,75.4,0,2,0,34,7.8,6,1,2,103.1,14,0,369,13,500,890,24,0,0,24,0,380,866,17,373,104,14,56,21,2,0,229,111,16.4
Alan Branch,3649,DI,NE,12,5,0,,0,0,19,39.2,58.2,59.4,54.6,64.4,39.1,0,4,0,,15.0,3,0,1,0.0,0,0,0,0,0,274,274,115,150,1,8,0,0,136,138,0,9,12,0,4,0,0,0,
Paul Posluszny,3650,LB,JAX,14,7,0,81.0,0,0,15,87.2,85.5,81.7,75.0,69.4,85.8,1,2,0,43,2.4,1,2,0,113.5,17,2,377,1,192,404,1,0,0,1,0,0,403,16,196,25,20,34,21,5,1,156,66,9.2
Eric Weddle,3653,S,BLT,14,9,0,70.8,0,1,3,72.8,71.2,90.1,73.2,59.3,49.8,1,6,6,57,13.6,9,2,0,70.5,17,1,254,13,555,943,54,0,0,54,0,514,889,26,362,108,13,48,24,8,1,202,119,11.9
David Harris,3663,LB,NE,10,6,0,62.5,0,0,19,65.4,61.0,78.4,69.1,52.8,46.5,0,3,0,17,20.0,5,1,0,75.5,5,1,159,4,80,181,8,0,0,8,0,0,173,15,86,10,4,14,8,4,0,41,45,8.2
Justin Durant,3664,LB,DAL,7,2,0,85.7,0,0,9,57.2,59.3,80.9,51.4,64.9,44.1,0,1,0,38,18.8,3,0,0,118.8,6,0,143,1,76,158,7,0,0,7,0,0,151,23,59,7,8,11,7,1,0,94,41,15.7
Charles Johnson,3699,ED,CAR,11,9,1,100.0,0,0,5,52.0,52.9,40.7,53.3,65.1,31.4,2,15,0,16,23.1,6,0,4,116.7,2,1,1,0,9,372,371,0,10,336,25,0,1,230,133,0,9,11,2,18,0,24,9,12.0
