player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Pat Elflein,11825,C,MIN,11,0,18,65.6,100.0,122,35.7,122,68.6,0,100.0,342,342,63.3,100.0,192,56.1,192
Joe Berger,2424,G,MIN,11,0,18,56.8,100.0,121,35.5,121,72.4,0,100.0,341,341,73.8,100.0,192,56.3,192
Blake Bortles,8638,QB,JAX,11,0,15,60.0,100.0,137,40.7,137,60.0,0,94.1,337,358,60.0,94.5,190,56.4,201
Riley Reiff,7029,T,MIN,11,0,18,59.5,100.0,115,34.8,115,58.7,0,100.0,330,330,59.5,100.0,187,56.7,187
Daryl Williams,9535,T,CAR,11,0,5,65.3,100.0,169,52.3,169,67.2,0,100.0,323,323,71.1,100.0,95,29.4,95
Andrew Norwell,9126,G,CAR,11,0,5,64.2,100.0,169,52.3,169,57.0,0,100.0,323,323,52.4,100.0,95,29.4,95
Matt Kalil,7010,T,CAR,11,0,5,49.8,100.0,169,52.5,169,50.2,2,100.0,322,322,46.8,100.0,94,29.2,94
Cam Robinson,11789,T,JAX,11,0,15,49.4,100.0,126,39.3,126,48.5,1,100.0,321,321,53.3,100.0,178,55.5,178
Kyle Rudolph,6195,TE,MIN,11,0,18,59.4,100.0,114,35.6,114,55.9,0,100.0,320,320,55.2,100.0,186,58.1,186
Ryan Jensen,7985,C,BLT,11,1,3,71.3,100.0,142,44.7,142,76.1,2,100.0,318,318,82.9,100.0,135,42.5,135
Austin Howard,5847,T,BLT,11,0,3,61.4,100.0,142,44.7,142,68.1,1,100.0,318,318,72.3,100.0,135,42.5,135
James Hurst,9001,G,BLT,11,0,3,47.7,100.0,142,44.7,142,52.9,1,100.0,318,318,64.7,100.0,135,42.5,135
Marcedes Lewis,2973,TE,JAX,11,0,15,75.7,100.0,129,40.7,129,74.0,0,100.0,317,317,67.8,100.0,171,53.9,171
Brandon Brooks,7078,G,PHI,11,0,24,73.2,100.0,137,43.2,137,75.6,1,100.0,317,317,68.7,100.0,148,46.7,148
A.J. Cann,9500,G,JAX,10,0,15,49.7,100.0,121,38.2,121,51.5,3,100.0,317,317,52.1,100.0,176,55.5,176
Max Unger,4972,C,NO,11,0,20,61.1,100.0,152,48.1,152,60.7,0,100.0,316,316,61.2,100.0,119,37.7,119
Breno Giacomini,4464,T,HST,11,0,13,48.1,100.0,81,25.6,81,58.8,0,100.0,316,316,62.4,100.0,212,67.1,212
Andrus Peat,9446,G,NO,11,1,20,64.6,100.0,152,48.1,152,66.5,1,100.0,316,316,65.2,100.0,119,37.7,119
Nick Martin,10684,C,HST,11,0,13,65.6,100.0,81,25.6,81,61.1,2,100.0,316,316,55.1,100.0,212,67.1,212
Ryan Ramczyk,11787,T,NO,11,0,20,68.8,100.0,152,48.1,152,75.9,0,100.0,316,316,84.6,100.0,119,37.7,119
David DeCastro,7640,G,PIT,11,0,25,75.4,100.0,151,48.1,151,87.7,0,100.0,314,314,83.4,100.0,117,37.3,117
Jamon Brown,9505,G,LA,11,0,26,62.2,100.0,101,32.2,101,62.0,0,100.0,314,314,62.3,100.0,176,56.1,176
Rob Havenstein,9490,T,LA,11,0,26,67.5,100.0,101,32.2,101,66.3,1,100.0,314,314,68.2,100.0,176,56.1,176
Shaq Mason,9564,G,NE,11,0,19,75.0,100.0,145,46.3,145,82.4,1,100.0,313,313,82.9,100.0,133,42.5,133
