player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play
Evan Boehm,10762,G,ARZ,5,1,1,48.9,5,8,247,100.0,100.0,96.6,2,15,2,264,264,35.2,1,7,114,100.0,100.0,94.7,10,2,121,121
A.Q. Shipley,5150,C,ARZ,5,1,1,70.2,2,4,247,100.0,100.0,98.0,2,8,2,264,264,68.0,1,3,114,100.0,100.0,97.4,5,1,121,121
Jared Veldheer,5594,T,ARZ,5,0,1,47.2,3,21,243,100.0,100.0,93.8,1,27,3,260,260,49.3,1,13,114,100.0,100.0,93.0,15,1,121,121
John Wetzel,8088,T,ARZ,5,0,1,45.4,5,22,242,100.0,100.0,93.2,0,30,3,259,259,42.4,3,13,111,100.0,100.0,90.1,19,3,118,118
Joel Bitonio,8670,G,CLV,5,0,8,88.7,0,4,231,100.0,100.0,98.3,0,6,2,255,255,86.1,0,3,141,100.0,100.0,97.5,5,2,157,157
Shon Coleman,10710,T,CLV,5,1,8,64.8,5,16,231,100.0,100.0,95.0,3,22,1,255,255,61.1,4,12,141,100.0,100.0,93.6,17,1,157,157
J.C. Tretter,7904,C,CLV,5,0,8,69.2,2,10,231,100.0,100.0,97.0,1,13,1,255,255,78.1,2,4,141,100.0,100.0,97.9,6,0,157,157
Kevin Zeitler,7032,G,CLV,5,0,8,75.0,3,10,231,100.0,100.0,97.2,0,13,0,255,255,70.6,3,6,141,100.0,100.0,96.8,9,0,157,157
Joe Thomas,3619,T,CLV,5,0,8,91.3,2,5,231,100.0,100.0,98.5,0,7,0,255,255,89.1,2,5,141,100.0,100.0,97.5,7,0,157,157
Jahri Evans,3053,G,GB,5,0,12,76.4,0,7,220,100.0,100.0,98.0,2,8,1,244,244,75.4,0,4,85,100.0,100.0,97.6,4,0,100,100
Corey Linsley,8796,C,GB,5,0,12,70.8,1,7,220,100.0,100.0,98.2,0,8,0,244,244,70.1,0,6,85,100.0,100.0,96.5,6,0,100,100
Lane Taylor,8365,G,GB,5,0,12,71.9,0,15,218,100.0,100.0,96.1,0,16,1,242,242,63.1,0,13,83,100.0,100.0,92.2,13,0,98,98
Shaq Mason,9564,G,NE,5,0,19,64.1,2,4,216,100.0,100.0,98.1,0,7,1,235,235,73.3,2,3,101,100.0,100.0,96.5,6,1,113,113
Joe Thuney,10712,G,NE,5,0,19,71.5,5,11,216,100.0,100.0,95.8,0,17,1,235,235,50.5,5,11,101,100.0,100.0,91.1,17,1,113,113
David Andrews,9948,C,NE,5,0,19,67.2,1,11,216,100.0,100.0,96.3,2,14,2,235,235,74.5,0,4,101,100.0,100.0,97.0,5,1,113,113
Nate Solder,6169,T,NE,5,0,19,63.6,4,11,216,100.0,100.0,95.1,1,18,3,235,235,66.8,3,4,101,100.0,100.0,94.6,9,2,113,113
Ereck Flowers,9442,T,NYG,5,0,21,68.2,2,9,218,100.0,100.0,95.6,2,15,4,233,233,54.0,2,6,84,100.0,100.0,92.9,10,2,94,94
Justin Pugh,7800,T,NYG,5,0,21,62.4,0,14,217,100.0,100.0,96.3,0,15,1,232,232,69.5,0,5,83,100.0,100.0,95.8,6,1,93,93
Daniel Kilgore,6315,C,SF,5,2,28,74.8,0,5,211,100.0,100.0,98.3,2,6,1,222,222,73.9,0,2,75,100.0,100.0,97.3,3,1,81,81
Luke Joeckel,7784,G,SEA,5,1,29,63.0,2,11,209,100.0,100.0,95.9,1,15,2,222,222,49.3,2,9,95,100.0,100.0,93.2,12,1,102,102
Germain Ifedi,10665,T,SEA,5,0,29,65.9,0,16,209,100.0,100.0,96.2,2,16,0,222,222,60.2,0,12,95,100.0,100.0,93.7,12,0,102,102
Justin Britt,8699,C,SEA,5,0,29,71.6,1,1,209,100.0,100.0,99.0,0,3,1,222,222,57.8,1,1,95,100.0,100.0,97.9,3,1,102,102
Joe Staley,3644,T,SF,5,0,28,77.8,2,7,211,100.0,100.0,97.4,0,10,1,222,222,76.1,0,3,75,100.0,100.0,98.0,3,0,81,81
Trent Brown,9677,T,SF,5,0,28,80.8,2,3,211,100.0,100.0,98.3,0,6,1,222,222,76.5,1,2,75,100.0,100.0,96.7,4,1,81,81
Brandon Fusco,6324,G,SF,5,0,28,62.7,2,7,211,100.0,100.0,97.4,0,10,1,222,222,53.7,1,5,75,100.0,100.0,94.7,7,1,81,81
David DeCastro,7640,G,PIT,5,1,25,79.7,0,6,205,100.0,100.0,98.5,4,6,0,221,221,73.6,0,5,101,100.0,100.0,97.5,5,0,110,110
Maurkice Pouncey,5543,C,PIT,5,0,25,72.1,2,8,205,100.0,100.0,97.6,1,10,0,221,221,61.3,2,6,101,100.0,100.0,96.0,8,0,110,110
Rees Odhiambo,10731,T,SEA,5,0,29,34.8,6,22,208,100.0,100.0,92.3,0,30,2,221,221,34.9,2,17,95,100.0,100.0,88.9,20,1,102,102
Spencer Pulley,10998,C,LAC,5,1,27,67.6,2,8,201,100.0,100.0,97.5,1,10,0,219,219,69.5,2,2,94,100.0,100.0,97.9,4,0,105,105
Russell Okung,5531,T,LAC,5,2,27,84.0,2,7,201,100.0,100.0,97.3,2,10,1,219,219,78.7,0,7,94,100.0,100.0,95.2,8,1,105,105
Breno Giacomini,4464,T,HST,5,1,13,39.3,2,25,189,100.0,100.0,90.7,2,31,4,218,218,28.1,1,15,72,100.0,100.0,84.7,19,3,86,86
Jason Kelce,6343,C,PHI,5,0,24,74.5,0,8,206,100.0,100.0,98.1,0,8,0,218,218,72.9,0,5,75,100.0,100.0,96.7,5,0,80,80
