team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
TB,30,5,213,8,28,213,89.7,40,4
NO,20,5,184,11,21,184,89.7,35,3
OAK,23,6,198,0,19,198,89.6,30,11
PHI,24,6,242,6,30,242,88.4,46,10
TEN,31,6,201,5,36,201,87.8,45,4
WAS,32,5,175,9,26,175,87.7,39,4
PIT,25,6,231,7,40,231,87.2,53,6
BLT,3,6,205,4,41,205,86.6,50,5
BUF,4,5,171,6,24,171,86.5,38,8
DAL,9,5,195,9,38,195,85.9,51,4
CLV,8,6,276,15,56,276,85.7,75,4
SF,28,6,262,12,48,262,85.5,68,8
MIN,18,6,216,15,41,216,85.2,60,4
MIA,17,5,178,4,39,178,85.1,48,5
JAX,15,6,193,13,36,193,84.7,54,5
ATL,2,5,182,9,31,182,84.1,49,9
NYJ,22,6,220,7,39,220,84.1,58,12
KC,16,6,226,8,50,226,83.6,66,8
LA,26,6,199,12,42,199,82.9,61,7
LAC,27,6,238,12,64,238,82.8,79,3
IND,14,6,216,11,45,216,82.4,66,10
CHI,6,6,202,12,50,202,82.2,67,5
GB,12,6,262,9,63,262,82.1,83,11
CAR,5,6,230,7,56,230,82.0,73,10
DEN,10,5,210,10,42,210,81.9,64,12
NE,19,6,254,18,52,254,81.9,81,11
NYG,21,6,240,10,55,240,81.9,76,11
CIN,7,5,181,3,48,181,81.5,59,8
DET,11,6,256,7,76,256,80.3,92,9
SEA,29,5,209,15,63,209,78.0,85,7
ARZ,1,6,271,22,74,271,77.1,110,14
HST,13,6,220,9,68,220,76.1,91,14
