player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Antonio Brown,5718,WR,PIT,12,135,0,25,12.8,2,64.6,47.1,8,17,0.0,0,23,1,88.0,86.5,4,51,0.0,0,167,31,89.8,150,86.5,48,35.6,5,352,113,3.6,11.4,2.35,0,16.0,8,65.9,61.1,11,18,6.9,4,37,1,67.9,91.6,2,50,0.0,0,284,54,95.4,271,101.8,82,60.7,2,923,263,4.9,17.1,3.41
DeAndre Hopkins,7808,WR,HST,12,133,0,13,11.3,1,58.2,26.3,5,19,3.0,1,25,0,79.4,80.4,1,72,0.0,0,212,32,87.7,186,95.9,55,41.4,3,458,177,5.5,14.3,2.46,0,15.1,3,57.5,31.8,7,22,4.5,2,29,0,75.6,84.3,3,36,0.0,0,281,42,93.6,263,81.3,73,54.9,3,608,113,2.7,14.5,2.31
Jarvis Landry,8698,WR,MIA,12,118,0,17,8.5,5,65.8,55.6,5,9,7.4,2,15,1,66.0,76.4,1,29,0.6,1,169,25,92.3,156,91.8,38,32.2,2,258,102,4.1,10.3,1.65,0,5.8,8,69.4,22.2,2,9,5.7,3,24,1,72.4,78.4,3,49,0.0,0,264,50,96.6,255,67.0,72,61.0,0,422,241,4.8,8.4,1.65
Keenan Allen,7857,WR,LAC,12,111,0,27,9.9,6,67.9,54.5,6,11,9.5,4,30,0,56.5,90.9,1,42,0.6,1,174,38,92.5,161,105.5,56,50.5,3,490,174,4.6,12.9,3.04,0,10.2,3,73.9,50.0,5,10,10.5,4,24,0,52.8,76.0,1,50,0.4,1,227,34,94.3,214,100.5,46,41.4,0,507,194,5.7,14.9,2.37
Larry Fitzgerald,1724,WR,ARZ,12,111,0,1,8.4,0,68.1,56.3,9,16,3.0,1,21,0,78.4,75.6,0,33,0.0,0,201,32,92.0,185,108.6,47,42.3,3,322,121,3.8,10.1,1.74,0,8.6,8,79.4,45.5,5,11,2.0,1,29,1,90.5,76.4,0,37,0.3,1,309,50,92.9,287,114.0,63,56.8,2,556,210,4.2,11.1,1.94
Adam Thielen,8288,WR,MIN,12,108,0,18,9.7,2,60.0,46.2,6,13,3.6,1,20,0,76.7,89.1,0,65,0.0,0,156,27,90.4,141,99.9,45,41.7,1,436,173,6.4,16.1,3.09,0,11.5,3,78.9,77.8,7,9,4.3,2,26,3,77.4,75.7,0,49,0.4,1,265,45,93.6,248,117.0,57,52.8,1,609,166,3.7,13.5,2.46
Julio Jones,6158,WR,ATL,12,105,0,2,13.9,7,52.4,16.7,2,12,4.3,1,17,0,72.3,91.0,1,34,0.0,0,116,22,96.6,112,70.0,42,40.0,0,345,130,5.9,15.7,3.08,0,15.8,1,75.4,72.7,8,11,6.5,3,32,0,63.7,91.3,0,53,0.0,0,205,43,95.6,196,128.5,57,54.3,2,710,184,4.3,16.5,3.62
Michael Thomas,10681,WR,NO,12,104,0,20,10.1,3,75.0,63.6,7,11,0.0,0,15,0,86.9,84.5,1,33,0.0,0,120,27,93.3,112,97.0,36,34.6,1,300,110,4.1,11.1,2.68,0,10.3,6,71.9,43.8,7,16,4.2,2,31,0,77.8,79.3,2,32,0.0,0,273,46,94.5,258,85.4,64,61.5,0,560,193,4.2,12.2,2.17
Dez Bryant,5549,WR,DAL,12,103,0,9,10.9,6,58.3,44.4,8,18,6.7,2,22,0,66.6,83.6,2,27,0.0,0,170,28,92.9,158,80.9,48,46.6,3,308,111,4.0,11.0,1.95,0,13.5,6,56.9,25.0,4,16,14.7,5,14,0,39.1,67.5,1,36,0.0,0,229,29,92.1,211,74.7,51,49.5,1,329,102,3.5,11.3,1.56
Demaryius Thomas,5547,WR,DEN,12,103,0,10,12.0,3,53.7,41.7,5,12,18.5,5,16,1,30.8,72.7,2,29,0.0,0,125,22,90.4,113,70.5,41,39.8,2,273,89,4.0,12.4,2.42,0,9.9,2,61.0,63.6,7,11,7.7,3,21,0,55.9,66.7,5,40,0.0,0,294,36,95.2,280,45.5,59,57.3,0,395,121,3.4,11.0,1.41
A.J. Green,6156,WR,CIN,12,99,0,7,15.2,2,56.7,55.6,5,9,0.0,0,12,1,82.2,79.0,1,70,0.0,0,136,17,93.4,127,107.1,30,30.3,3,276,111,6.5,16.2,2.17,0,13.5,4,61.3,50.0,9,18,7.3,3,28,0,65.0,87.9,4,77,0.0,0,227,38,97.8,222,75.9,62,62.6,2,578,143,3.8,15.2,2.6
Mike Evans,8642,WR,TB,11,98,0,30,13.0,1,50.0,38.9,7,18,0.0,0,14,0,81.7,75.5,0,20,0.0,0,142,16,95.8,136,99.6,32,32.7,3,189,23,1.4,11.8,1.39,0,15.0,0,60.0,45.0,9,20,5.3,2,27,0,72.2,76.2,2,41,0.0,0,287,36,95.5,274,80.7,60,61.2,1,532,60,1.7,14.8,1.94
Doug Baldwin,6615,WR,SEA,12,92,0,29,11.3,3,69.4,42.9,3,7,3.8,1,18,0,74.9,85.1,1,47,0.6,1,176,25,86.9,153,128.0,36,39.1,4,368,114,4.6,14.7,2.41,0,11.6,5,69.8,10.0,1,10,0.0,0,18,0,90.0,77.4,1,54,1.2,3,257,37,91.8,236,84.5,53,57.6,0,408,127,3.4,11.0,1.73
Golden Tate,5585,WR,DET,12,91,0,11,8.0,6,67.6,57.1,4,7,3.8,1,18,0,74.2,90.3,2,45,0.0,0,143,25,93.7,134,82.5,37,40.7,1,334,154,6.2,13.4,2.49,0,5.4,11,84.3,33.3,1,3,6.5,3,14,1,68.2,69.0,1,40,0.0,0,257,43,93.8,241,99.1,51,56.0,1,417,285,6.6,9.7,1.73
Davante Adams,8688,WR,GB,12,89,0,12,11.6,3,54.8,41.7,5,12,8.0,2,18,0,61.3,78.2,0,42,0.0,0,183,23,93.4,171,102.7,42,47.2,3,314,114,5.0,13.7,1.84,0,9.2,5,75.6,42.9,3,7,5.6,2,18,0,70.1,70.3,0,55,0.0,0,263,34,95.4,251,125.0,45,50.6,3,408,130,3.8,12.0,1.63
Devin Funchess,9474,WR,CAR,12,89,0,5,12.6,3,56.8,50.0,6,12,4.5,1,17,0,50.6,70.0,3,35,0.0,0,154,21,89.6,138,70.8,37,41.6,3,250,80,3.8,11.9,1.81,0,13.1,1,63.3,57.1,4,7,6.1,2,15,0,68.8,71.7,0,33,0.0,0,243,31,95.1,231,105.8,49,55.1,2,440,186,6.0,14.2,1.9
Travis Kelce,7844,TE,KC,12,89,0,16,10.2,3,72.0,20.0,1,5,5.3,1,13,0,69.9,90.7,0,44,10.2,11,108,18,84.3,91,149.8,25,28.1,3,289,121,6.7,16.1,3.18,0,9.3,10,75.8,50.0,3,6,6.0,3,31,0,69.8,80.7,1,36,5.6,18,322,47,91.6,295,113.1,62,69.7,3,572,226,4.8,12.2,1.94
Alshon Jeffery,7048,WR,PHI,12,88,0,24,11.9,1,47.8,39.1,9,23,8.3,2,19,0,63.2,76.0,0,37,0.0,0,206,22,91.7,189,94.7,46,52.3,3,343,83,3.8,15.6,1.81,0,16.9,0,61.1,53.3,8,15,4.3,1,13,0,72.1,66.1,0,53,0.0,0,204,22,96.6,197,99.0,36,40.9,1,317,85,3.9,14.4,1.61
Evan Engram,11778,TE,NYG,12,87,0,21,10.9,4,51.3,28.6,4,14,16.7,4,16,0,38.7,78.8,0,26,5.8,9,154,20,88.3,136,108.0,39,44.8,4,271,106,5.3,13.6,1.99,0,6.8,5,63.0,50.0,5,10,14.7,5,13,0,32.5,57.5,3,31,2.6,7,271,29,93.0,252,60.1,46,52.9,1,281,145,5.0,9.7,1.12
Marvin Jones Jr.,7158,WR,DET,12,86,0,11,13.5,1,50.0,45.5,5,11,6.7,1,9,0,65.6,67.8,2,43,0.0,0,168,14,94.6,159,67.9,28,32.6,2,202,66,4.7,14.4,1.27,0,18.1,6,55.8,46.7,7,15,6.5,2,21,0,66.8,76.7,1,46,0.0,0,310,29,93.9,291,112.5,52,60.5,4,578,80,2.8,19.9,1.99
Marqise Lee,8674,WR,JAX,12,85,0,15,13.3,3,46.8,20.0,2,10,21.4,6,18,1,28.8,72.0,3,35,0.0,0,163,22,93.3,152,48.4,47,55.3,1,303,141,6.4,13.8,1.99,0,9.3,6,75.0,75.0,3,4,6.9,2,14,0,66.0,72.7,0,45,0.0,0,227,27,94.3,214,102.1,36,42.4,0,324,134,5.0,12.0,1.51
Christian McCaffrey,11763,HB,CAR,12,84,0,5,1.9,2,59.3,100.0,2,2,5.9,1,8,0,67.0,69.5,2,21,15.0,21,140,16,75.7,106,51.5,27,32.1,1,120,110,6.9,7.5,1.13,0,1.8,11,84.6,50.0,1,2,0.0,0,15,0,90.3,82.1,0,37,6.5,15,231,44,89.2,206,96.0,52,61.9,0,366,347,7.9,8.3,1.78
Tyreek Hill,10799,WR,KC,12,84,0,16,15.9,2,56.5,25.0,1,4,13.3,2,8,0,48.3,73.7,0,64,0.9,1,107,13,92.5,99,103.4,23,27.4,1,219,80,6.2,16.8,2.21,0,10.3,3,76.7,55.6,5,9,2.1,1,26,0,85.0,81.8,1,79,0.0,0,292,46,96.9,283,125.4,60,71.4,4,636,252,5.5,13.8,2.25
