player,player_id,position,team_name,player_game_count,assists,franchise_id,hits,hurries,lhs_assists,lhs_hits,lhs_hurries,lhs_misses,lhs_pass_rush_percent,lhs_pass_rush_snaps,lhs_pressures,lhs_prp,lhs_sacks,lhs_stops,lhs_tackles,misses,pass_rush_percent,pass_rush_snaps,pass_snaps,pressures,prp,rhs_assists,rhs_hits,rhs_hurries,rhs_misses,rhs_pass_rush_percent,rhs_pass_rush_snaps,rhs_pressures,rhs_prp,rhs_sacks,rhs_stops,rhs_tackles,sacks,stops,tackles
Rafael Bush,5779,S,NO,2,0,20,0,0,0,0,0,0,100.0,1,1,100.0,1,1,0,0,16.7,1,6,1,100.0,0,0,0,0,0.0,0,0,,0,0,0,1,1,0
Lerentee McCray,8159,ED,JAX,1,0,15,0,0,0,0,0,0,0.0,0,0,,0,0,0,0,75.0,3,4,2,66.7,0,0,0,0,100.0,3,2,66.7,2,1,0,2,1,0
Casey Hayward Jr.,7064,CB,LAC,5,0,27,0,1,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0.6,1,175,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Jerrell Freeman,4888,LB,CHI,1,0,6,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,3.1,1,32,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
James Harrison,1251,ED,PIT,2,0,25,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,50.0,1,2,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Ramik Wilson,9551,LB,KC,3,0,16,0,2,0,0,0,0,0.0,0,0,,0,0,0,0,7.7,2,26,2,50.0,0,0,2,0,100.0,2,2,50.0,0,0,0,0,0,0
Curtis Riley,10109,S,TEN,4,0,31,0,1,0,0,1,1,100.0,1,1,50.0,0,0,0,1,1.6,1,64,1,50.0,0,0,0,0,0.0,0,0,,0,0,0,0,0,0
Montae Nicholson,11878,S,WAS,3,0,32,1,1,0,1,0,0,50.0,1,1,50.0,0,0,0,0,2.4,2,83,2,50.0,0,0,1,0,50.0,1,1,50.0,0,0,0,0,0,0
Cody Davis,8458,S,LA,5,0,26,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,0.8,1,119,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
Najee Goode,7137,LB,PHI,3,0,24,0,1,0,0,0,0,0.0,0,0,,0,0,0,0,6.3,1,16,1,50.0,0,0,1,0,100.0,1,1,50.0,0,0,0,0,0,0
