player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Shane Lechler,673,P,HST,16,92,92,4.36,41.29,48.99,12.4,0,0,8,22,13,73.8,37,68,8,1,53.3,608,49,92,401.48,3799,5,4507
Andy Lee,1906,P,ARZ,16,88,88,4.32,39.69,47.26,10.5,0,0,13,13,1,67.8,30,63,6,0,54.5,506,48,88,379.8,3493,8,4159
Donnie Jones,1939,P,PHI,16,67,67,4.19,41.22,45.27,7.1,1,0,16,14,24,56.8,22,62,7,0,35.8,171,24,68,281.0,2762,5,3033
Dustin Colquitt,2316,P,KC,16,65,65,4.47,41.11,45.17,6.8,0,0,9,22,16,59.4,32,77,5,0,36.9,164,24,65,290.33,2672,5,2936
Sam Koch,3148,P,BLT,16,84,84,4.3,40.81,44.82,8.1,1,0,13,18,3,69.0,40,67,16,0,40.5,277,34,85,361.25,3428,3,3765
Matt Prater,3471,K,DET,1,4,4,3.72,34.75,34.75,,0,0,2,2,11,43.1,1,47,0,0,0.0,0,0,4,14.89,139,0,139
Jon Ryan,3493,P,SEA,16,92,92,4.29,38.79,45.01,10.0,0,0,12,19,29,67.6,29,74,10,0,48.9,452,45,92,395.05,3569,6,4141
Brett Kern,4580,P,TEN,16,75,75,4.2,44.56,49.71,7.2,0,0,5,9,31,83.9,31,74,16,0,53.3,286,40,75,315.22,3342,5,3728
Kevin Huber,5066,P,CIN,16,88,88,4.22,41.26,46.6,9.5,1,0,12,23,7,61.1,33,63,7,0,48.9,410,43,89,371.36,3631,3,4101
Thomas Morstead,5088,P,NO,15,60,60,4.57,42.22,47.03,10.4,0,0,9,18,20,92.1,27,68,7,0,40.0,249,24,60,273.9,2533,2,2822
Britton Colquitt,5192,P,CLV,16,80,80,4.25,41.11,47.64,10.7,1,0,15,13,8,60.9,26,67,5,0,56.3,482,45,81,339.82,3289,2,3811
Matt Bosher,6344,P,ATL,16,53,53,4.63,40.75,44.89,8.1,0,0,3,22,2,73.5,19,62,4,0,41.5,179,22,53,245.13,2160,2,2379
Chris Jones,6798,P,DAL,16,66,66,4.6,41.41,44.06,4.2,0,0,14,20,9,81.0,38,62,9,0,27.3,75,18,66,303.66,2733,5,2908
Bryan Anger,7072,P,TB,16,65,65,4.55,40.06,43.95,5.7,1,0,7,21,30,70.0,26,62,5,0,41.5,153,27,66,295.72,2604,5,2857
